DATAFLOW,AUDST,COSO_MER_RN,FREQ,REPYEAREND,REPYEARSTART,SOR_MSUR_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR32,0,2011-07-15,INR,-1084070000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR4,0,2011-07-15,INR,9082030000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR5,0,2011-07-15,INR,2833460000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR1,0,2012-03-31,INR,76407770000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR11,0,2012-03-31,INR,23737310000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR1101,0,2012-03-31,INR,5357380000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR1102,0,2012-03-31,INR,18379930000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR12,0,2012-03-31,INR,52670460000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR1201,0,2012-03-31,INR,39600000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR1202,0,2012-03-31,INR,52630860000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR12021,0,2012-03-31,INR,2719680000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR12022,0,2012-03-31,INR,49911180000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR2,0,2012-03-31,INR,134440000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR3,0,2012-03-31,INR,13950140000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR31,0,2012-03-31,INR,14721950000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR32,0,2012-03-31,INR,-771810000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR4,0,2012-03-31,INR,11094060000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2012,2011,SMSR5,0,2012-03-31,INR,4259820000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1,0,2012-06-15,INR,79332980000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR11,0,2012-06-15,INR,25253230000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1101,0,2012-06-15,INR,5748750000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1102,0,2012-06-15,INR,19504470000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR12,0,2012-06-15,INR,54079760000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1201,0,2012-06-15,INR,55470000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1202,0,2012-06-15,INR,54024280000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR12021,0,2012-06-15,INR,3207790000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR12022,0,2012-06-15,INR,50816490000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR2,0,2012-06-15,INR,137140000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR3,0,2012-06-15,INR,14649710000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR31,0,2012-06-15,INR,15784870000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR32,0,2012-06-15,INR,-1135160000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR4,0,2012-06-15,INR,12856110000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR5,0,2012-06-15,INR,3443620000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1,0,2012-11-30,INR,82981620000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR11,0,2012-11-30,INR,26117610000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1101,0,2012-11-30,INR,5358400000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1102,0,2012-11-30,INR,20759210000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR12,0,2012-11-30,INR,56864010000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1201,0,2012-11-30,INR,54540000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1202,0,2012-11-30,INR,56809480000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR12021,0,2012-11-30,INR,3340020000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR12022,0,2012-11-30,INR,53469460000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR2,0,2012-11-30,INR,147230000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR3,0,2012-11-30,INR,14500090000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR31,0,2012-11-30,INR,15736440000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR32,0,2012-11-30,INR,-1236340000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR4,0,2012-11-30,INR,13142270000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR5,0,2012-11-30,INR,3351790000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1,0,2013-03-31,INR,87499720000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR11,0,2013-03-31,INR,27090110000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1101,0,2013-03-31,INR,5905780000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1102,0,2013-03-31,INR,21184340000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR12,0,2013-03-31,INR,60409610000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1201,0,2013-03-31,INR,30580000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR1202,0,2013-03-31,INR,60379030000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR12021,0,2013-03-31,INR,3674600000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR12022,0,2013-03-31,INR,56704430000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR2,0,2013-03-31,INR,153400000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR3,0,2013-03-31,INR,14775020000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR31,0,2013-03-31,INR,15580590000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR32,0,2013-03-31,INR,-805580000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR4,0,2013-03-31,INR,12869370000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2013,2012,SMSR5,0,2013-03-31,INR,4270090000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1,0,2013-05-31,INR,90161726105000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR11,0,2013-05-31,INR,28436599312000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1101,0,2013-05-31,INR,6456125139000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1102,0,2013-05-31,INR,21980474173000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR12,0,2013-05-31,INR,61725126793000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1201,0,2013-05-31,INR,24077997999.999996
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1202,0,2013-05-31,INR,61701048795000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR12021,0,2013-05-31,INR,3820179686000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR12022,0,2013-05-31,INR,57880869109000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR2,0,2013-05-31,INR,157179781000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR3,0,2013-05-31,INR,14955687263000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR31,0,2013-05-31,INR,15949535763000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR32,0,2013-05-31,INR,-993848500000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR4,0,2013-05-31,INR,13979189139000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR5,0,2013-05-31,INR,3729153379000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1,0,2013-11-15,INR,95219869428000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR11,0,2013-11-15,INR,30304031429000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1101,0,2013-11-15,INR,7076880434000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1102,0,2013-11-15,INR,23227150995000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR12,0,2013-11-15,INR,64915837999000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1201,0,2013-11-15,INR,38203048000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1202,0,2013-11-15,INR,64877634951000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR12021,0,2013-11-15,INR,4170885286000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR12022,0,2013-11-15,INR,60706749665000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR2,0,2013-11-15,INR,165558638000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR3,0,2013-11-15,INR,15911201653000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR31,0,2013-11-15,INR,17501574153000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR32,0,2013-11-15,INR,-1590372500000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR4,0,2013-11-15,INR,16282582845999.998
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR5,0,2013-11-15,INR,3182488170000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1,0,2014-03-31,INR,99042497009000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR11,0,2014-03-31,INR,30448697486000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1101,0,2014-03-31,INR,6987078456999.999
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1102,0,2014-03-31,INR,23461619029000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR12,0,2014-03-31,INR,68593799523000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1201,0,2014-03-31,INR,88393648000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR1202,0,2014-03-31,INR,68505405875000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR12021,0,2014-03-31,INR,4120938486000.0005
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR12022,0,2014-03-31,INR,64384467389000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR2,0,2014-03-31,INR,173390000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR3,0,2014-03-31,INR,16047398221000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR31,0,2014-03-31,INR,18025250921000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR32,0,2014-03-31,INR,-1977852700000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR4,0,2014-03-31,INR,15945993045000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2014,2013,SMSR5,0,2014-03-31,INR,4474530045000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR1,0,2014-10-31,INR,102830981413000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR11,0,2014-10-31,INR,31082123516000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR1101,0,2014-10-31,INR,5659863013000.001
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR1102,0,2014-10-31,INR,25422260502999.996
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR12,0,2014-10-31,INR,71748857897000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR1201,0,2014-10-31,INR,76790200000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR1202,0,2014-10-31,INR,71672067697000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR12021,0,2014-10-31,INR,4332796415999.9995
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR12022,0,2014-10-31,INR,67339271281000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR2,0,2014-10-31,INR,186120000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR3,0,2014-10-31,INR,17209800040000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR31,0,2014-10-31,INR,19214804850000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR32,0,2014-10-31,INR,-2005004810000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR4,0,2014-10-31,INR,16572102155000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR5,0,2014-10-31,INR,3224604986000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR1,0,2015-03-31,INR,105257568458999.98
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR11,0,2015-03-31,INR,30073940484000.004
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR1101,0,2015-03-31,INR,3645231165000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR1102,0,2015-03-31,INR,26428709319000.004
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR12,0,2015-03-31,INR,75183627975000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR1201,0,2015-03-31,INR,148467300000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR1202,0,2015-03-31,INR,75035160675000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR12021,0,2015-03-31,INR,4653308246000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR12022,0,2015-03-31,INR,70381852429000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR2,0,2015-03-31,INR,194293255000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR3,0,2015-03-31,INR,19441011867000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR31,0,2015-03-31,INR,21272794967000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR32,0,2015-03-31,INR,-1831783100000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR4,0,2015-03-31,INR,16773519291000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2015,2014,SMSR5,0,2015-03-31,INR,3042959951000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR1,0,2015-05-15,INR,107708253294000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR11,0,2015-05-15,INR,31755335785000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR1101,0,2015-05-15,INR,4196569183000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR1102,0,2015-05-15,INR,27558766602000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR12,0,2015-05-15,INR,75952917509000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR1201,0,2015-05-15,INR,61982800000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR1202,0,2015-05-15,INR,75890934709000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR12021,0,2015-05-15,INR,4785396786000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR12022,0,2015-05-15,INR,71105537923000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR2,0,2015-05-15,INR,195487743000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR3,0,2015-05-15,INR,19983502695000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR31,0,2015-05-15,INR,22380220975000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR32,0,2015-05-15,INR,-2396718280000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR4,0,2015-05-15,INR,17084901072000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR5,0,2015-05-15,INR,3490656737000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR1,0,2016-03-31,INR,115922697853000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR11,0,2016-03-31,INR,32384836699000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR1101,0,2016-03-31,INR,4249950000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR1102,0,2016-03-31,INR,28134886699000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR12,0,2016-03-31,INR,83537861154000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR1201,0,2016-03-31,INR,200830000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR1202,0,2016-03-31,INR,83337031154000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR12021,0,2016-03-31,INR,5412040526000.001
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR12022,0,2016-03-31,INR,77924990628000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR2,0,2016-03-31,INR,219052338000.00003
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR3,0,2016-03-31,INR,21586939478000.004
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR31,0,2016-03-31,INR,23834756948000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR32,0,2016-03-31,INR,-2247817470000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR4,0,2016-03-31,INR,18310865453000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2016,2015,SMSR5,0,2016-03-31,INR,3261462055000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1,0,2016-04-15,INR,118961635070999.98
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR11,0,2016-04-15,INR,35225662598000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1101,0,2016-04-15,INR,6273430000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1102,0,2016-04-15,INR,28952232598000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR12,0,2016-04-15,INR,83735972473000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1201,0,2016-04-15,INR,83350000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1202,0,2016-04-15,INR,83652622473000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR12021,0,2016-04-15,INR,5748243016000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR12022,0,2016-04-15,INR,77904379457000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR2,0,2016-04-15,INR,219052338000.00003
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR3,0,2016-04-15,INR,21930661568000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR31,0,2016-04-15,INR,23870416948000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR32,0,2016-04-15,INR,-1939755380000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR4,0,2016-04-15,INR,18690259773000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR5,0,2016-04-15,INR,3993355845000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1,0,2016-09-30,INR,124010393209000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR11,0,2016-09-30,INR,37519507107000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1101,0,2016-09-30,INR,6996490000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1102,0,2016-09-30,INR,30523017107000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR12,0,2016-09-30,INR,86490886102000.02
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1201,0,2016-09-30,INR,66860000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1202,0,2016-09-30,INR,86424026102000.02
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR12021,0,2016-09-30,INR,5806933166000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR12022,0,2016-09-30,INR,80617092936000.02
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR2,0,2016-09-30,INR,232730000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR3,0,2016-09-30,INR,23370693335000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR31,0,2016-09-30,INR,24709161455000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR32,0,2016-09-30,INR,-1338468120000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR4,0,2016-09-30,INR,18924992033000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR5,0,2016-09-30,INR,3795722912000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1,0,2017-03-31,INR,129185007781000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR11,0,2017-03-31,INR,38566065519000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1101,0,2017-03-31,INR,6208110000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1102,0,2017-03-31,INR,32357955519000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR12,0,2017-03-31,INR,90618942262000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1201,0,2017-03-31,INR,72910000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR1202,0,2017-03-31,INR,90546032262000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR12021,0,2017-03-31,INR,6462504496000.001
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR12022,0,2017-03-31,INR,84083527766000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR2,0,2017-03-31,INR,250854773000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR3,0,2017-03-31,INR,23819780685000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR31,0,2017-03-31,INR,23972101455000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR32,0,2017-03-31,INR,-152320770000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR4,0,2017-03-31,INR,18195475263000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2017,2016,SMSR5,0,2017-03-31,INR,5353871500000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2018,2017,SMSR1,0,2017-09-15,INR,131213031620000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2018,2017,SMSR11,0,2017-09-15,INR,40898506262000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2018,2017,SMSR1101,0,2017-09-15,INR,5594470000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2018,2017,SMSR1102,0,2017-09-15,INR,35304036262000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2018,2017,SMSR12,0,2017-09-15,INR,90314525358000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2018,2017,SMSR1201,0,2017-09-15,INR,75650000000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2018,2017,SMSR1202,0,2017-09-15,INR,90238875358000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2018,2017,SMSR12021,0,2017-09-15,INR,7013857766000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2018,2017,SMSR12022,0,2017-09-15,INR,83225017592000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2018,2017,SMSR2,0,2017-09-15,INR,254203308000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2018,2017,SMSR3,0,2017-09-15,INR,25123620144000.004
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2018,2017,SMSR31,0,2017-09-15,INR,25778808324000
RBI:MSURYSOR_F_RN(1.0),N_A,N_A,F,2018,2017,SMSR32,0,2017-09-15,INR,-655188180000
