DATAFLOW,AUDST,FREQ,MON_AGG_ITM,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2007,2006,0,2007-03-31,PT,9.615396
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2007,2006,0,2007-03-31,PT,10.841679
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2007,2006,0,2007-03-31,PT,23.941459
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2007,2006,0,2007-03-31,PT,23.718144
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2008,2007,0,2008-03-31,PT,21.383949
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2008,2007,0,2008-03-31,PT,17.7188
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2008,2007,0,2008-03-31,PT,21.098668
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2008,2007,0,2008-03-31,PT,19.411016
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2008,2007,0,2008-03-31,PT,-5467.085224
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2008,2007,0,2008-03-31,PT,41.826861
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2008,2007,0,2008-03-31,PT,21.147508
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2008,2007,0,2008-03-31,PT,22.724442
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2008,2007,0,2008-03-31,PT,16.331323
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2008,2007,0,2008-03-31,PT,30.953011
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2008,2007,0,2008-03-31,PT,22.199303
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2009,2008,0,2009-03-31,PT,19.336682
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2009,2008,0,2009-03-31,PT,17.072025
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2009,2008,0,2009-03-31,PT,1.783539
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2009,2008,0,2009-03-31,PT,8.985983
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2009,2008,0,2009-03-31,PT,-153.87586
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2009,2008,0,2009-03-31,PT,4.404428
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2009,2008,0,2009-03-31,PT,16.446981
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2009,2008,0,2009-03-31,PT,20.047507
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2009,2008,0,2009-03-31,PT,672.803476
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2009,2008,0,2009-03-31,PT,6.4298
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2009,2008,0,2009-03-31,PT,23.516713
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2010,2009,0,2010-03-31,PT,16.850075
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2010,2009,0,2010-03-31,PT,15.334417
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2010,2009,0,2010-03-31,PT,21.961025
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2010,2009,0,2010-03-31,PT,18.226804
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2010,2009,0,2010-03-31,PT,242.579167
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2010,2009,0,2010-03-31,PT,-5.22946
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2010,2009,0,2010-03-31,PT,16.294432
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2010,2009,0,2010-03-31,PT,19.892803
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2010,2009,0,2010-03-31,PT,-90.390589
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2010,2009,0,2010-03-31,PT,16.973569
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2010,2009,0,2010-03-31,PT,16.359502
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2011,2010,0,2011-03-31,PT,16.088993
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2011,2010,0,2011-03-31,PT,18.807202
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2011,2010,0,2011-03-31,PT,0.680608
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2011,2010,0,2011-03-31,PT,10.010096
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2011,2010,0,2011-03-31,PT,86.233526
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2011,2010,0,2011-03-31,PT,8.730534
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2011,2010,0,2011-03-31,PT,21.329903
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2011,2010,0,2011-03-31,PT,8.900986
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2011,2010,0,2011-03-31,PT,62.971664
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2011,2010,0,2011-03-31,PT,19.137952
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2011,2010,0,2011-03-31,PT,18.289859
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2012,2011,0,2012-03-31,PT,13.540886
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2012,2011,0,2012-03-31,PT,12.264638
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2012,2011,0,2012-03-31,PT,-1.653735
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2012,2011,0,2012-03-31,PT,6.045647
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2012,2011,0,2012-03-31,PT,35.625975
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2012,2011,0,2012-03-31,PT,10.796851
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2012,2011,0,2012-03-31,PT,17.802904
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2012,2011,0,2012-03-31,PT,15.790675
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2012,2011,0,2012-03-31,PT,82.963849
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2012,2011,0,2012-03-31,PT,3.596875
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2012,2011,0,2012-03-31,PT,16.064604
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2013,2012,0,2013-03-31,PT,13.608811
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2013,2012,0,2013-03-31,PT,11.467666
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2013,2012,0,2013-03-31,PT,5.953444
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2013,2012,0,2013-03-31,PT,9.216803
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2013,2012,0,2013-03-31,PT,10.494763
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2013,2012,0,2013-03-31,PT,6.016318
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2013,2012,0,2013-03-31,PT,13.56014
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2013,2012,0,2013-03-31,PT,15.257994
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2013,2012,0,2013-03-31,PT,-22.771575
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2013,2012,0,2013-03-31,PT,6.207652
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2013,2012,0,2013-03-31,PT,14.959973
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2014,2013,0,2014-03-31,PT,13.439712
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2014,2013,0,2014-03-31,PT,9.180796
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2014,2013,0,2014-03-31,PT,7.800088
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2014,2013,0,2014-03-31,PT,8.54986
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2014,2013,0,2014-03-31,PT,18.144701
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2014,2013,0,2014-03-31,PT,17.553391
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2014,2013,0,2014-03-31,PT,13.621784
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2014,2013,0,2014-03-31,PT,10.74983
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2014,2013,0,2014-03-31,PT,189.044788
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2014,2013,0,2014-03-31,PT,14.38098
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2014,2013,0,2014-03-31,PT,14.868887
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2015,2014,0,2015-03-31,PT,10.851526
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2015,2014,0,2015-03-31,PT,11.266662
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2015,2014,0,2015-03-31,PT,9.80997
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2015,2014,0,2015-03-31,PT,11.2946
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2015,2014,0,2015-03-31,PT,-48.248889
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2015,2014,0,2015-03-31,PT,16.980799
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2015,2014,0,2015-03-31,PT,9.297352
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2015,2014,0,2015-03-31,PT,12.646571
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2015,2014,0,2015-03-31,PT,67.961503
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2015,2014,0,2015-03-31,PT,11.295456
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2015,2014,0,2015-03-31,PT,10.729151
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2016,2015,0,2016-03-31,PT,10.117823
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2016,2015,0,2016-03-31,PT,15.226889
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2016,2015,0,2016-03-31,PT,11.013673
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2016,2015,0,2016-03-31,PT,13.528789
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2016,2015,0,2016-03-31,PT,17.594811
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2016,2015,0,2016-03-31,PT,12.577395
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2016,2015,0,2016-03-31,PT,10.634279
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2016,2015,0,2016-03-31,PT,6.455773
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2016,2015,0,2016-03-31,PT,35.268844
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2016,2015,0,2016-03-31,PT,13.081754
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2016,2015,0,2016-03-31,PT,9.170919
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2017,2016,0,2017-03-31,PT,6.9
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2017,2016,0,2017-03-31,PT,-20.8
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2017,2016,0,2017-03-31,PT,18.4
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2017,2016,0,2017-03-31,PT,-3.9
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2017,2016,0,2017-03-31,PT,45.936518
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2017,2016,0,2017-03-31,PT,1.1
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2017,2016,0,2017-03-31,PT,4.4
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2017,2016,0,2017-03-31,PT,16.7
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2017,2016,0,2017-03-31,PT,-63.695663
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2017,2016,0,2017-03-31,PT,-12.851386
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2017,2016,0,2017-03-31,PT,10.2
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2018,2017,0,2018-03-31,PT,9.151439
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2018,2017,0,2018-03-31,PT,39.204058
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2018,2017,0,2018-03-31,PT,6.226701
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2018,2017,0,2018-03-31,PT,21.826394
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2018,2017,0,2018-03-31,PT,-23.451761
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2018,2017,0,2018-03-31,PT,14.23105
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2018,2017,0,2018-03-31,PT,9.465385
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2018,2017,0,2018-03-31,PT,8.951113
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2018,2017,0,2018-03-31,PT,92.360444
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2018,2017,0,2018-03-31,PT,27.271711
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2018,2017,0,2018-03-31,PT,5.789051
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2019,2018,0,2019-03-31,PT,10.524414
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2019,2018,0,2019-03-31,PT,16.621862
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2019,2018,0,2019-03-31,PT,9.624509
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2019,2018,0,2019-03-31,PT,13.562514
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2019,2018,0,2019-03-31,PT,68.774326
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2019,2018,0,2019-03-31,PT,5.083175
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2019,2018,0,2019-03-31,PT,12.692445
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2019,2018,0,2019-03-31,PT,1.733221
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2019,2018,0,2019-03-31,PT,9.540107
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2019,2018,0,2019-03-31,PT,14.540475
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2019,2018,0,2019-03-31,PT,9.596294
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2020,2019,0,2020-03-31,PT,8.863988
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2020,2019,0,2020-03-31,PT,14.498477
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2020,2019,0,2020-03-31,PT,6.835482
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2020,2019,0,2020-03-31,PT,11.197639
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2020,2019,0,2020-03-31,PT,23.64452
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2020,2019,0,2020-03-31,PT,23.778367
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2020,2019,0,2020-03-31,PT,6.348024
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2020,2019,0,2020-03-31,PT,10.640656
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2020,2019,0,2020-03-31,PT,-14.300592
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2020,2019,0,2020-03-31,PT,9.356693
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2020,2019,0,2020-03-31,PT,8.125273
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2021,2020,0,2021-03-31,PT,12.17035
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2021,2020,0,2021-03-31,PT,17.111623
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2021,2020,0,2021-03-31,PT,14.814347
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2021,2020,0,2021-03-31,PT,16.198738
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2021,2020,0,2021-03-31,PT,10.770918
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2021,2020,0,2021-03-31,PT,20.463103
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2021,2020,0,2021-03-31,PT,5.752848
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2021,2020,0,2021-03-31,PT,19.719881
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2021,2020,0,2021-03-31,PT,-33.852955
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2021,2020,0,2021-03-31,PT,18.822758
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2021,2020,0,2021-03-31,PT,10.858933
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2022,2021,0,2022-03-31,PT,8.751331
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2022,2021,0,2022-03-31,PT,10.315337
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2022,2021,0,2022-03-31,PT,10.920225
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2022,2021,0,2022-03-31,PT,10.696564
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2022,2021,0,2022-03-31,PT,32.163873
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2022,2021,0,2022-03-31,PT,6.010608
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2022,2021,0,2022-03-31,PT,9.165652
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2022,2021,0,2022-03-31,PT,5.816933
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2022,2021,0,2022-03-31,PT,90.270895
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2022,2021,0,2022-03-31,PT,13.025227
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2022,2021,0,2022-03-31,PT,8.08757
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2023,2022,0,2023-03-31,PT,9.027304
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2023,2022,0,2023-03-31,PT,7.930552
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2023,2022,0,2023-03-31,PT,4.86246
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2023,2022,0,2023-03-31,PT,6.927849
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2023,2022,0,2023-03-31,PT,0.0969
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2023,2022,0,2023-03-31,PT,1.188754
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2023,2022,0,2023-03-31,PT,14.310672
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2023,2022,0,2023-03-31,PT,13.673557
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2023,2022,0,2023-03-31,PT,60.217832
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2023,2022,0,2023-03-31,PT,7.812256
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2023,2022,0,2023-03-31,PT,9.760978
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2024,2023,0,2024-03-31,PT,11.617856
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2024,2023,0,2024-03-31,PT,4.077784
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2024,2023,0,2024-03-31,PT,11.475089
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2024,2023,0,2024-03-31,PT,7.342498
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2024,2023,0,2024-03-31,PT,-18.182939
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2024,2023,0,2024-03-31,PT,13.34436
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2024,2023,0,2024-03-31,PT,19.338482
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2024,2023,0,2024-03-31,PT,12.178884
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2024,2023,0,2024-03-31,PT,-45.737573
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2024,2023,0,2024-03-31,PT,5.577859
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2024,2023,0,2024-03-31,PT,13.073362
RBI:MON_AG_RN(1.0),N_A,AFY,BRD_MON,2025,2024,0,2025-03-31,PT,9.40955
RBI:MON_AG_RN(1.0),N_A,AFY,CUR_PUB,2025,2024,0,2025-03-31,PT,6.465037
RBI:MON_AG_RN(1.0),N_A,AFY,DD,2025,2024,0,2025-03-31,PT,9.785292
RBI:MON_AG_RN(1.0),N_A,AFY,NAR_MON,2025,2024,0,2025-03-31,PT,8.082809
RBI:MON_AG_RN(1.0),N_A,AFY,NET_RBI_CCG,2025,2024,0,2025-03-31,PT,24.337694
RBI:MON_AG_RN(1.0),N_A,AFY,NFEABS,2025,2024,0,2025-03-31,PT,10.435985
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CCS,2025,2024,0,2025-03-31,PT,10.713358
RBI:MON_AG_RN(1.0),N_A,AFY,OTH_BNK_CG,2025,2024,0,2025-03-31,PT,9.240698
RBI:MON_AG_RN(1.0),N_A,AFY,RBI_CCS,2025,2024,0,2025-03-31,PT,165.482424
RBI:MON_AG_RN(1.0),N_A,AFY,RES_MON,2025,2024,0,2025-03-31,PT,4.27073
RBI:MON_AG_RN(1.0),N_A,AFY,TIM_DE,2025,2024,0,2025-03-31,PT,9.838351
