DATAFLOW,AUDST,COMP_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RMC_M_RN(1.0),N_A,COM12,M,2024,2023,0,2023-09-30,INR,727409048700
RBI:RMC_M_RN(1.0),N_A,COM1,M,2024,2023,0,2023-08-31,INR,44555658578699.9
RBI:RMC_M_RN(1.0),N_A,COM11,M,2024,2023,0,2023-08-31,INR,33100651030000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2024,2023,0,2023-08-31,INR,718871248700
RBI:RMC_M_RN(1.0),N_A,COM13,M,2024,2023,0,2023-08-31,INR,10736136299999.9
RBI:RMC_M_RN(1.0),N_A,COM13,M,2024,2023,0,2023-07-31,INR,9596386600000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2024,2023,0,2023-07-31,INR,711232895900
RBI:RMC_M_RN(1.0),N_A,COM11,M,2024,2023,0,2023-07-31,INR,33245625190000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2024,2023,0,2023-07-31,INR,43553244685900
RBI:RMC_M_RN(1.0),N_A,COM12,M,2024,2023,0,2023-06-30,INR,786801995900
RBI:RMC_M_RN(1.0),N_A,COM1,M,2024,2023,0,2023-06-30,INR,43703240795900
RBI:RMC_M_RN(1.0),N_A,COM11,M,2024,2023,0,2023-06-30,INR,33604173900000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2024,2023,0,2023-06-30,INR,9312264900000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2024,2023,0,2023-05-31,INR,44599279068000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2024,2023,0,2023-05-31,INR,34784790860000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2024,2023,0,2023-05-31,INR,9134548600000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2024,2023,0,2023-05-31,INR,679939608000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2024,2023,0,2023-04-30,INR,34554032969999.9
RBI:RMC_M_RN(1.0),N_A,COM1,M,2024,2023,0,2023-04-30,INR,44212920977999.9
RBI:RMC_M_RN(1.0),N_A,COM13,M,2024,2023,0,2023-04-30,INR,8975802200000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2024,2023,0,2023-04-30,INR,683085808000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2023,2022,0,2023-03-31,INR,777611708000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2023,2022,0,2023-03-31,INR,33785207165000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2023,2022,0,2023-03-31,INR,9304769700000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2023,2022,0,2023-03-31,INR,43867588573000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2023,2022,0,2023-02-28,INR,8548164399999.99
RBI:RMC_M_RN(1.0),N_A,COM1,M,2023,2022,0,2023-02-28,INR,42505574517999.99
RBI:RMC_M_RN(1.0),N_A,COM12,M,2023,2022,0,2023-02-28,INR,641289508000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2023,2022,0,2023-02-28,INR,33316120610000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2023,2022,0,2023-01-31,INR,8709555699999.99
RBI:RMC_M_RN(1.0),N_A,COM11,M,2023,2022,0,2023-01-31,INR,32917822920000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2023,2022,0,2023-01-31,INR,42265588156999.99
RBI:RMC_M_RN(1.0),N_A,COM12,M,2023,2022,0,2023-01-31,INR,638209537000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2023,2022,0,2022-12-31,INR,32326519360000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2023,2022,0,2022-12-31,INR,41953612797000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2023,2022,0,2022-12-31,INR,8997771000000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2023,2022,0,2022-12-31,INR,629322437000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2023,2022,0,2022-11-30,INR,707094409200
RBI:RMC_M_RN(1.0),N_A,COM1,M,2023,2022,0,2022-11-30,INR,41590654899200
RBI:RMC_M_RN(1.0),N_A,COM13,M,2023,2022,0,2022-11-30,INR,8699306500000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2023,2022,0,2022-11-30,INR,32184253990000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2023,2022,0,2022-10-31,INR,41387645183900
RBI:RMC_M_RN(1.0),N_A,COM12,M,2023,2022,0,2022-10-31,INR,700009600900
RBI:RMC_M_RN(1.0),N_A,COM11,M,2023,2022,0,2022-10-31,INR,32183147883000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2023,2022,0,2022-10-31,INR,8504487700000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2023,2022,0,2022-09-30,INR,8225502700000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2023,2022,0,2022-09-30,INR,625441500900
RBI:RMC_M_RN(1.0),N_A,COM11,M,2023,2022,0,2022-09-30,INR,31670734963000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2023,2022,0,2022-09-30,INR,40521679163900
RBI:RMC_M_RN(1.0),N_A,COM12,M,2023,2022,0,2022-08-31,INR,571890600900
RBI:RMC_M_RN(1.0),N_A,COM1,M,2023,2022,0,2022-08-31,INR,40595811863899.9
RBI:RMC_M_RN(1.0),N_A,COM11,M,2023,2022,0,2022-08-31,INR,31832187862999.9
RBI:RMC_M_RN(1.0),N_A,COM13,M,2023,2022,0,2022-08-31,INR,8191733400000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2023,2022,0,2022-07-31,INR,41340031891900
RBI:RMC_M_RN(1.0),N_A,COM12,M,2023,2022,0,2022-07-31,INR,572437200900
RBI:RMC_M_RN(1.0),N_A,COM13,M,2023,2022,0,2022-07-31,INR,8920446600000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2023,2022,0,2022-07-31,INR,31847148091000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2023,2022,0,2022-06-30,INR,8560829600000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2023,2022,0,2022-06-30,INR,543549038300
RBI:RMC_M_RN(1.0),N_A,COM11,M,2023,2022,0,2022-06-30,INR,32267877619123.5
RBI:RMC_M_RN(1.0),N_A,COM1,M,2023,2022,0,2022-06-30,INR,41372256257423.5
RBI:RMC_M_RN(1.0),N_A,COM11,M,2023,2022,0,2022-05-31,INR,32259996425294.6
RBI:RMC_M_RN(1.0),N_A,COM1,M,2023,2022,0,2022-05-31,INR,41433276163594.6
RBI:RMC_M_RN(1.0),N_A,COM13,M,2023,2022,0,2022-05-31,INR,8635000500000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2023,2022,0,2022-05-31,INR,538279238300
RBI:RMC_M_RN(1.0),N_A,COM11,M,2023,2022,0,2022-04-30,INR,32093943977380.6
RBI:RMC_M_RN(1.0),N_A,COM12,M,2023,2022,0,2022-04-30,INR,575681050500
RBI:RMC_M_RN(1.0),N_A,COM1,M,2023,2022,0,2022-04-30,INR,40023114727880.6
RBI:RMC_M_RN(1.0),N_A,COM13,M,2023,2022,0,2022-04-30,INR,7353489700000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2022,2021,0,2022-03-31,INR,8767261600000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2022,2021,0,2022-03-31,INR,584441050500
RBI:RMC_M_RN(1.0),N_A,COM1,M,2022,2021,0,2022-03-31,INR,40688867327500
RBI:RMC_M_RN(1.0),N_A,COM11,M,2022,2021,0,2022-03-31,INR,31337164677000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2022,2021,0,2022-02-28,INR,547524151000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2022,2021,0,2022-02-28,INR,30805016131017.5
RBI:RMC_M_RN(1.0),N_A,COM13,M,2022,2021,0,2022-02-28,INR,7122365300000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2022,2021,0,2022-02-28,INR,38474905582017.5
RBI:RMC_M_RN(1.0),N_A,COM11,M,2022,2021,0,2022-01-31,INR,30323676978000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2022,2021,0,2022-01-31,INR,7293427000000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2022,2021,0,2022-01-31,INR,526377851000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2022,2021,0,2022-01-31,INR,38143481829000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2022,2021,0,2021-12-31,INR,510454051000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2022,2021,0,2021-12-31,INR,7648284600000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2022,2021,0,2021-12-31,INR,38027751372737.6
RBI:RMC_M_RN(1.0),N_A,COM11,M,2022,2021,0,2021-12-31,INR,29869012721737.6
RBI:RMC_M_RN(1.0),N_A,COM12,M,2022,2021,0,2021-11-30,INR,478613005000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2022,2021,0,2021-11-30,INR,37678943836700.5
RBI:RMC_M_RN(1.0),N_A,COM11,M,2022,2021,0,2021-11-30,INR,29884712831700.5
RBI:RMC_M_RN(1.0),N_A,COM13,M,2022,2021,0,2021-11-30,INR,7315618000000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2022,2021,0,2021-10-31,INR,471651705000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2022,2021,0,2021-10-31,INR,36777320715000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2022,2021,0,2021-10-31,INR,29449925110000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2022,2021,0,2021-10-31,INR,6855743900000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2022,2021,0,2021-09-30,INR,468999585000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2022,2021,0,2021-09-30,INR,29251073500000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2022,2021,0,2021-09-30,INR,36593819685000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2022,2021,0,2021-09-30,INR,6873746600000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2022,2021,0,2021-08-31,INR,36791921430000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2022,2021,0,2021-08-31,INR,461558164000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2022,2021,0,2021-08-31,INR,29439463766000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2022,2021,0,2021-08-31,INR,6890899500000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2022,2021,0,2021-07-31,INR,7232116300000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2022,2021,0,2021-07-31,INR,460967000000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2022,2021,0,2021-07-31,INR,37159573800000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2022,2021,0,2021-07-31,INR,29466490500000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2022,2021,0,2021-06-30,INR,29885188410000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2022,2021,0,2021-06-30,INR,7154421500000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2022,2021,0,2021-06-30,INR,37541554693000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2022,2021,0,2021-06-30,INR,501944783000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2022,2021,0,2021-05-31,INR,484511483000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2022,2021,0,2021-05-31,INR,6497168800000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2022,2021,0,2021-05-31,INR,29641897531000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2022,2021,0,2021-05-31,INR,36623577814000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2022,2021,0,2021-04-30,INR,29071597210000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2022,2021,0,2021-04-30,INR,35480402493000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2022,2021,0,2021-04-30,INR,455086983000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2022,2021,0,2021-04-30,INR,5953718300000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2021,2020,0,2021-03-31,INR,473507880000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2021,2020,0,2021-03-31,INR,28537633010000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2021,2020,0,2021-03-31,INR,6988669500000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2021,2020,0,2021-03-31,INR,35999810390000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2021,2020,0,2021-02-28,INR,4972259600000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2021,2020,0,2021-02-28,INR,33786774873000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2021,2020,0,2021-02-28,INR,28366773990000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2021,2020,0,2021-02-28,INR,447741283000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2021,2020,0,2021-01-31,INR,33619150744000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2021,2020,0,2021-01-31,INR,5119011400000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2021,2020,0,2021-01-31,INR,432221472000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2021,2020,0,2021-01-31,INR,28067917872000
