DATAFLOW,AUDST,BASE_PER,CURR_BASK_RN,FREQ,REPYEAREND,REPYEARSTART,TYP_OF_RATE,TYP_TRD_WTS_RN,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,EXP_WTS,2005-08-31,IX,103.4937
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,TRD_WTS,2005-08-31,IX,103.4877
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,EXP_WTS,2005-08-31,IX,103.4718
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,TRD_WTS,2005-08-31,IX,103.7726
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-08-31,IX,103.991
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-08-31,IX,105.2378
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,EXP_WTS,2005-08-31,IX,135.3746
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,TRD_WTS,2005-08-31,IX,138.4398
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,EXP_WTS,2005-08-31,IX,90.4102
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,TRD_WTS,2005-08-31,IX,92.5839
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-08-31,IX,146.5785
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-08-31,IX,80.7215
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-08-31,IX,72.95
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-08-31,IX,108.33
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-08-31,IX,103.34
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-08-31,IX,108.63
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-08-31,IX,100.93
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-08-31,IX,100.96
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,EXP_WTS,2005-09-30,IX,102.8572
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,TRD_WTS,2005-09-30,IX,102.8744
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,EXP_WTS,2005-09-30,IX,102.4658
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,TRD_WTS,2005-09-30,IX,102.8402
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-09-30,IX,103.2681
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-09-30,IX,104.202
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,EXP_WTS,2005-09-30,IX,134.542
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,TRD_WTS,2005-09-30,IX,137.6193
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,EXP_WTS,2005-09-30,IX,89.5312
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,TRD_WTS,2005-09-30,IX,91.752
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-09-30,IX,145.5596
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-09-30,IX,79.7316
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-09-30,IX,72.45
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-09-30,IX,108.19
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-09-30,IX,102.61
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-09-30,IX,108.52
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-09-30,IX,100.22
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-09-30,IX,100.83
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,EXP_WTS,2005-10-31,IX,101.552
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,TRD_WTS,2005-10-31,IX,101.7808
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,EXP_WTS,2005-10-31,IX,101.6649
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,TRD_WTS,2005-10-31,IX,102.1853
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-10-31,IX,102.2741
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-10-31,IX,103.8655
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,EXP_WTS,2005-10-31,IX,132.8347
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,TRD_WTS,2005-10-31,IX,136.1564
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,EXP_WTS,2005-10-31,IX,88.8313
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,TRD_WTS,2005-10-31,IX,91.1678
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-10-31,IX,144.1586
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-10-31,IX,79.4725
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-10-31,IX,71.75
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-10-31,IX,107.2
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-10-31,IX,101.64
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-10-31,IX,107.67
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-10-31,IX,99.26
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-10-31,IX,99.91
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,EXP_WTS,2005-11-30,IX,100.1472
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,TRD_WTS,2005-11-30,IX,100.4871
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,EXP_WTS,2005-11-30,IX,101.5181
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,TRD_WTS,2005-11-30,IX,102.1527
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-11-30,IX,101.3308
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-11-30,IX,104.3651
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,EXP_WTS,2005-11-30,IX,130.9971
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,TRD_WTS,2005-11-30,IX,134.4257
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,EXP_WTS,2005-11-30,IX,88.7031
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,TRD_WTS,2005-11-30,IX,91.1387
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-11-30,IX,142.8289
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-11-30,IX,79.8325
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-11-30,IX,71.09
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-11-30,IX,106.85
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-11-30,IX,100.74
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-11-30,IX,107.41
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-11-30,IX,98.34
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-11-30,IX,99.58
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,EXP_WTS,2005-12-31,IX,99.9764
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,TRD_WTS,2005-12-31,IX,100.2161
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,EXP_WTS,2005-12-31,IX,100.8637
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,TRD_WTS,2005-12-31,IX,101.3654
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-12-31,IX,101.2562
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-12-31,IX,103.9562
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,EXP_WTS,2005-12-31,IX,130.7738
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,TRD_WTS,2005-12-31,IX,134.0633
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,EXP_WTS,2005-12-31,IX,88.1313
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,TRD_WTS,2005-12-31,IX,90.4363
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-12-31,IX,142.7238
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-12-31,IX,79.333
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-12-31,IX,71.03
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-12-31,IX,106.36
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-12-31,IX,100.67
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-12-31,IX,107.19
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2005-12-31,IX,98.27
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2005-12-31,IX,99.13
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,EXP_WTS,2006-01-31,IX,101.7845
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,TRD_WTS,2006-01-31,IX,101.7326
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,EXP_WTS,2006-01-31,IX,101.8137
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,TRD_WTS,2006-01-31,IX,102.2629
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-01-31,IX,103.0677
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-01-31,IX,105.2857
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,EXP_WTS,2006-01-31,IX,133.1389
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,TRD_WTS,2006-01-31,IX,136.0919
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,EXP_WTS,2006-01-31,IX,88.9614
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,TRD_WTS,2006-01-31,IX,91.237
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-01-31,IX,145.2771
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-01-31,IX,80.6864
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-01-31,IX,72.31
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-01-31,IX,107.05
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-01-31,IX,102.45
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-01-31,IX,108.77
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-01-31,IX,100.04
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-01-31,IX,99.77
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,EXP_WTS,2006-02-28,IX,102.2458
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,TRD_WTS,2006-02-28,IX,102.2592
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,EXP_WTS,2006-02-28,IX,101.9684
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,TRD_WTS,2006-02-28,IX,102.4916
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-02-28,IX,103.8779
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-02-28,IX,106.0286
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,EXP_WTS,2006-02-28,IX,133.7422
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,TRD_WTS,2006-02-28,IX,136.7963
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,EXP_WTS,2006-02-28,IX,89.0966
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,TRD_WTS,2006-02-28,IX,91.4411
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-02-28,IX,146.4191
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-02-28,IX,81.1505
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-02-28,IX,72.88
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-02-28,IX,107.91
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-02-28,IX,103.27
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-02-28,IX,109.85
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-02-28,IX,100.82
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-02-28,IX,100.57
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,EXP_WTS,2006-03-31,IX,101.8743
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,NEER,TRD_WTS,2006-03-31,IX,101.8636
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,EXP_WTS,2006-03-31,IX,101.2505
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2006,2005,REER,TRD_WTS,2006-03-31,IX,101.7902
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-03-31,IX,103.2751
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-03-31,IX,105.3339
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,EXP_WTS,2006-03-31,IX,133.2564
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,NEER,TRD_WTS,2006-03-31,IX,136.2672
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,EXP_WTS,2006-03-31,IX,88.4693
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2006,2005,REER,TRD_WTS,2006-03-31,IX,90.8153
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-03-31,IX,145.5695
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-03-31,IX,80.4508
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-03-31,IX,72.45
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-03-31,IX,107.41
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-03-31,IX,102.67
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-03-31,IX,109.54
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,NEER,TRD_WTS,2006-03-31,IX,100.24
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2006,2005,REER,TRD_WTS,2006-03-31,IX,100.1
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2007,2006,NEER,EXP_WTS,2006-04-30,IX,99.8744
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2007,2006,NEER,TRD_WTS,2006-04-30,IX,99.6776
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2007,2006,REER,EXP_WTS,2006-04-30,IX,99.4962
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2007,2006,REER,TRD_WTS,2006-04-30,IX,99.7919
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2007,2006,NEER,TRD_WTS,2006-04-30,IX,101.1107
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_6CURR,M,2007,2006,REER,TRD_WTS,2006-04-30,IX,103.4783
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2007,2006,NEER,EXP_WTS,2006-04-30,IX,130.6404
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2007,2006,NEER,TRD_WTS,2006-04-30,IX,133.3428
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2007,2006,REER,EXP_WTS,2006-04-30,IX,86.9364
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,M,2007,2006,REER,TRD_WTS,2006-04-30,IX,89.0325
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2007,2006,NEER,TRD_WTS,2006-04-30,IX,143.9197
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2015_16,CURR_BASK_6CURR,M,2007,2006,REER,TRD_WTS,2006-04-30,IX,80.0522
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2007,2006,NEER,TRD_WTS,2006-04-30,IX,71.63
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_1993_94,CURR_BASK_6CURR,M,2007,2006,REER,TRD_WTS,2006-04-30,IX,105.86
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2007,2006,NEER,TRD_WTS,2006-04-30,IX,100.68
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2003_04,CURR_BASK_6CURR,M,2007,2006,REER,TRD_WTS,2006-04-30,IX,105.48
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2007,2006,NEER,TRD_WTS,2006-04-30,IX,98.28
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2005_06,CURR_BASK_6CURR,M,2007,2006,REER,TRD_WTS,2006-04-30,IX,98.56
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2006_07,CURR_BASK_6CURR,M,2007,2006,NEER,TRD_WTS,2006-04-30,IX,103.08
RBI:INX_NEER_REER_M_RN(1.0),N_A,MBY_2006_07,CURR_BASK_6CURR,M,2007,2006,REER,TRD_WTS,2006-04-30,IX,100.28
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2007,2006,NEER,EXP_WTS,2006-05-31,IX,97.5886
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2007,2006,NEER,TRD_WTS,2006-05-31,IX,97.0793
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2007,2006,REER,EXP_WTS,2006-05-31,IX,98.1036
RBI:INX_NEER_REER_M_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,M,2007,2006,REER,TRD_WTS,2006-05-31,IX,98.0951
