DATAFLOW,AUDST,BASE_PER,FREQ,REPYEAREND,REPYEARSTART,TYP_INDX_RN,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2001,2000,INDX_UNT_VAL,2001-03-31,IX,211.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2001,2000,TERM_TRD,2001-03-31,IX,289.772477
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2001,2000,TERM_TRD_GROSS,2001-03-31,IX,79.2
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2001,2000,TERM_TRD_INC,2001-03-31,IX,116.972477
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2001,2000,TERM_TRD_NET,2001-03-31,IX,93.6
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2002,2001,EXP,2002-03-31,IX,618.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2002,2001,EXP1,2002-03-31,IX,593.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2002,2001,IMP,2002-03-31,IX,493.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2002,2001,IMP2,2002-03-31,IX,733.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2002,2001,INDX_QUANT,2002-03-31,IX,1326.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2002,2001,INDX_UNT_VAL,2002-03-31,IX,1111.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2002,2001,TERM_TRD,2002-03-31,IX,992.35497
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2002,2001,TERM_TRD_GROSS,2002-03-31,IX,123.6
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2002,2001,TERM_TRD_INC,2002-03-31,IX,743.35497
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2002,2001,TERM_TRD_NET,2002-03-31,IX,125.4
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2002,2001,EXP,2002-03-31,IX,103.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2002,2001,EXP1,2002-03-31,IX,126.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2002,2001,IMP,2002-03-31,IX,112.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2002,2001,IMP2,2002-03-31,IX,103.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2002,2001,INDX_QUANT,2002-03-31,IX,229.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2002,2001,INDX_UNT_VAL,2002-03-31,IX,215.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2002,2001,TERM_TRD,2002-03-31,IX,289.575
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2002,2001,TERM_TRD_GROSS,2002-03-31,IX,81.7
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2002,2001,TERM_TRD_INC,2002-03-31,IX,115.875
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2002,2001,TERM_TRD_NET,2002-03-31,IX,92.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2003,2002,EXP,2003-03-31,IX,620.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2003,2002,EXP1,2003-03-31,IX,722.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2003,2002,IMP,2003-03-31,IX,546.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2003,2002,IMP2,2003-03-31,IX,802.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2003,2002,INDX_QUANT,2003-03-31,IX,1524.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2003,2002,INDX_UNT_VAL,2003-03-31,IX,1166.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2003,2002,TERM_TRD,2003-03-31,IX,1044.85348
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2003,2002,TERM_TRD_GROSS,2003-03-31,IX,111.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2003,2002,TERM_TRD_INC,2003-03-31,IX,819.85348
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2003,2002,TERM_TRD_NET,2003-03-31,IX,114.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2003,2002,EXP,2003-03-31,IX,106.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2003,2002,EXP1,2003-03-31,IX,150.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2003,2002,IMP,2003-03-31,IX,128.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2003,2002,IMP2,2003-03-31,IX,109.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2003,2002,INDX_QUANT,2003-03-31,IX,259.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2003,2002,INDX_UNT_VAL,2003-03-31,IX,234.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2003,2002,TERM_TRD,2003-03-31,IX,279.71875
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2003,2002,TERM_TRD_GROSS,2003-03-31,IX,72.7
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2003,2002,TERM_TRD_INC,2003-03-31,IX,124.21875
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2003,2002,TERM_TRD_NET,2003-03-31,IX,82.8
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2004,2003,EXP,2004-03-31,IX,672.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2004,2003,EXP1,2004-03-31,IX,765.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2004,2003,IMP,2004-03-31,IX,545.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2004,2003,IMP2,2004-03-31,IX,970.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2004,2003,INDX_QUANT,2004-03-31,IX,1735.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2004,2003,INDX_UNT_VAL,2004-03-31,IX,1217.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2004,2003,TERM_TRD,2004-03-31,IX,1193.356055
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2004,2003,TERM_TRD_GROSS,2004-03-31,IX,126.79
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2004,2003,TERM_TRD_INC,2004-03-31,IX,943.266055
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2004,2003,TERM_TRD_NET,2004-03-31,IX,123.3
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2004,2003,EXP,2004-03-31,IX,114.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2004,2003,EXP1,2004-03-31,IX,161.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2004,2003,IMP,2004-03-31,IX,132.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2004,2003,IMP2,2004-03-31,IX,128.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2004,2003,INDX_QUANT,2004-03-31,IX,289.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2004,2003,INDX_UNT_VAL,2004-03-31,IX,246.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2004,2003,TERM_TRD,2004-03-31,IX,304.945455
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2004,2003,TERM_TRD_GROSS,2004-03-31,IX,79.5
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2004,2003,TERM_TRD_INC,2004-03-31,IX,139.045455
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2004,2003,TERM_TRD_NET,2004-03-31,IX,86.4
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2005,2004,EXP,2005-03-31,IX,732.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2005,2004,EXP1,2005-03-31,IX,899.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2005,2004,IMP,2005-03-31,IX,663.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2005,2004,IMP2,2005-03-31,IX,1113.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2005,2004,INDX_QUANT,2005-03-31,IX,2012.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2005,2004,INDX_UNT_VAL,2005-03-31,IX,1395.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2005,2004,TERM_TRD,2005-03-31,IX,1226.761086
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2005,2004,TERM_TRD_GROSS,2005-03-31,IX,123.8
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2005,2004,TERM_TRD_INC,2005-03-31,IX,992.561086
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2005,2004,TERM_TRD_NET,2005-03-31,IX,110.4
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2005,2004,EXP,2005-03-31,IX,131.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2005,2004,EXP1,2005-03-31,IX,179.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2005,2004,IMP,2005-03-31,IX,157.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2005,2004,IMP2,2005-03-31,IX,150.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2005,2004,INDX_QUANT,2005-03-31,IX,329.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2005,2004,INDX_UNT_VAL,2005-03-31,IX,288.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2005,2004,TERM_TRD,2005-03-31,IX,316.556688
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2005,2004,TERM_TRD_GROSS,2005-03-31,IX,83.8
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2005,2004,TERM_TRD_INC,2005-03-31,IX,149.356688
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2005,2004,TERM_TRD_NET,2005-03-31,IX,83.4
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2006,2005,EXP,2006-03-31,IX,798.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2006,2005,EXP1,2006-03-31,IX,1005.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2006,2005,IMP,2006-03-31,IX,592.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2006,2005,IMP2,2006-03-31,IX,1649.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2006,2005,INDX_QUANT,2006-03-31,IX,2654.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2006,2005,INDX_UNT_VAL,2006-03-31,IX,1390.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2006,2005,TERM_TRD,2006-03-31,IX,1653.612838
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2006,2005,TERM_TRD_GROSS,2006-03-31,IX,164.1
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2006,2005,TERM_TRD_INC,2006-03-31,IX,1354.712838
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2006,2005,TERM_TRD_NET,2006-03-31,IX,134.8
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2006,2005,EXP,2006-03-31,IX,139.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2006,2005,EXP1,2006-03-31,IX,206.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2006,2005,IMP,2006-03-31,IX,179.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2006,2005,IMP2,2006-03-31,IX,174.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2006,2005,INDX_QUANT,2006-03-31,IX,380.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2006,2005,INDX_UNT_VAL,2006-03-31,IX,318.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2006,2005,TERM_TRD,2006-03-31,IX,322.16648
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2006,2005,TERM_TRD_GROSS,2006-03-31,IX,84.5
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2006,2005,TERM_TRD_INC,2006-03-31,IX,159.96648
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2006,2005,TERM_TRD_NET,2006-03-31,IX,77.7
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2007,2006,EXP,2007-03-31,IX,863.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2007,2006,EXP1,2007-03-31,IX,1164.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2007,2006,IMP,2007-03-31,IX,608.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2007,2006,IMP2,2007-03-31,IX,2047.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2007,2006,INDX_QUANT,2007-03-31,IX,3211.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2007,2006,INDX_UNT_VAL,2007-03-31,IX,1471.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2007,2006,TERM_TRD,2007-03-31,IX,1969.990789
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2007,2006,TERM_TRD_GROSS,2007-03-31,IX,175.9
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2007,2006,TERM_TRD_INC,2007-03-31,IX,1652.190789
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2007,2006,TERM_TRD_NET,2007-03-31,IX,141.9
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2007,2006,EXP,2007-03-31,IX,158.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2007,2006,EXP1,2007-03-31,IX,227.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2007,2006,IMP,2007-03-31,IX,206.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2007,2006,IMP2,2007-03-31,IX,191.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2007,2006,INDX_QUANT,2007-03-31,IX,418.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2007,2006,INDX_UNT_VAL,2007-03-31,IX,364.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2007,2006,TERM_TRD,2007-03-31,IX,334.906796
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2007,2006,TERM_TRD_GROSS,2007-03-31,IX,84.1
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2007,2006,TERM_TRD_INC,2007-03-31,IX,174.106796
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2007,2006,TERM_TRD_NET,2007-03-31,IX,76.7
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2008,2007,EXP,2008-03-31,IX,939.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2008,2007,EXP1,2008-03-31,IX,1227.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2008,2007,IMP,2008-03-31,IX,575.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2008,2007,IMP2,2008-03-31,IX,2603.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2008,2007,INDX_QUANT,2008-03-31,IX,3830.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2008,2007,INDX_UNT_VAL,2008-03-31,IX,1514.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2008,2007,TERM_TRD,2008-03-31,IX,2379.144348
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2008,2007,TERM_TRD_GROSS,2008-03-31,IX,212.1
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2008,2007,TERM_TRD_INC,2008-03-31,IX,2003.744348
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1978_79,AFY,2008,2007,TERM_TRD_NET,2008-03-31,IX,163.3
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2008,2007,EXP,2008-03-31,IX,166.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2008,2007,EXP1,2008-03-31,IX,245.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2008,2007,IMP,2008-03-31,IX,210.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2008,2007,IMP2,2008-03-31,IX,218.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2008,2007,INDX_QUANT,2008-03-31,IX,463.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2008,2007,INDX_UNT_VAL,2008-03-31,IX,376.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2008,2007,TERM_TRD,2008-03-31,IX,361.666667
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2008,2007,TERM_TRD_GROSS,2008-03-31,IX,89.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2008,2007,TERM_TRD_INC,2008-03-31,IX,193.666667
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2008,2007,TERM_TRD_NET,2008-03-31,IX,79.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2009,2008,EXP,2009-03-31,IX,194.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2009,2008,EXP1,2009-03-31,IX,267.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2009,2008,IMP,2009-03-31,IX,239.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2009,2008,IMP2,2009-03-31,IX,262.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2009,2008,INDX_QUANT,2009-03-31,IX,529.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2009,2008,INDX_UNT_VAL,2009-03-31,IX,433.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2009,2008,TERM_TRD,2009-03-31,IX,396.028033
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2009,2008,TERM_TRD_GROSS,2009-03-31,IX,98.1
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2009,2008,TERM_TRD_INC,2009-03-31,IX,216.728033
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2009,2008,TERM_TRD_NET,2009-03-31,IX,81.2
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2010,2009,EXP,2010-03-31,IX,196.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2010,2009,EXP1,2010-03-31,IX,264.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2010,2009,IMP,2010-03-31,IX,215.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2010,2009,IMP2,2010-03-31,IX,288.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2010,2009,INDX_QUANT,2010-03-31,IX,552.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2010,2009,INDX_UNT_VAL,2010-03-31,IX,411.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2010,2009,TERM_TRD,2010-03-31,IX,440.969767
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2010,2009,TERM_TRD_GROSS,2010-03-31,IX,109.1
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2010,2009,TERM_TRD_INC,2010-03-31,IX,240.669767
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2010,2009,TERM_TRD_NET,2010-03-31,IX,91.2
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2011,2010,EXP,2011-03-31,IX,223.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2011,2010,EXP1,2011-03-31,IX,304.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2011,2010,IMP,2011-03-31,IX,243.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2011,2010,IMP2,2011-03-31,IX,311.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2011,2010,INDX_QUANT,2011-03-31,IX,615.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2011,2010,INDX_UNT_VAL,2011-03-31,IX,466.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2011,2010,TERM_TRD,2011-03-31,IX,473.079424
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2011,2010,TERM_TRD_GROSS,2011-03-31,IX,102.3
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2011,2010,TERM_TRD_INC,2011-03-31,IX,278.979424
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2011,2010,TERM_TRD_NET,2011-03-31,IX,91.8
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2012,2011,EXP,2012-03-31,IX,268.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2012,2011,EXP1,2012-03-31,IX,331.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2012,2011,IMP,2012-03-31,IX,425.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2012,2011,IMP2,2012-03-31,IX,246.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2012,2011,INDX_QUANT,2012-03-31,IX,577.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2012,2011,INDX_UNT_VAL,2012-03-31,IX,693.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2012,2011,TERM_TRD,2012-03-31,IX,346.124706
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2012,2011,TERM_TRD_GROSS,2012-03-31,IX,74.3
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2012,2011,TERM_TRD_INC,2012-03-31,IX,208.724706
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2012,2011,TERM_TRD_NET,2012-03-31,IX,63.1
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2013,2012,EXP,2013-03-31,IX,284.0
RBI:INX_NBR_TERM_FR_TRD_RN(1.0),N_A,BY_1999_2000,AFY,2013,2012,EXP1,2013-03-31,IX,357.0
