DATAFLOW,AUDST,BASE_PER,CURR_BASK_RN,FREQ,REPYEAREND,REPYEARSTART,TYP_OF_RATE,TYP_REP_RN,TYP_TRD_WTS_RN,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2019,2018,REER,REP_CY_ANN_AVG,EXP_WTS,2018-12-31,IX,101.426504
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2019,2018,REER,REP_CY_ANN_AVG,TRD_WTS,2018-12-31,IX,101.726497
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2019,2018,NEER,REP_FY_ANN_AVG,EXP_WTS,2019-03-31,IX,74.18161667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2019,2018,NEER,REP_FY_ANN_AVG,TRD_WTS,2019-03-31,IX,72.64421667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2019,2018,REER,REP_FY_ANN_AVG,EXP_WTS,2019-03-31,IX,116.3150667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2019,2018,REER,REP_FY_ANN_AVG,TRD_WTS,2019-03-31,IX,114.013975
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2019,2018,NEER,REP_FY_ANN_AVG,EXP_WTS,2019-03-31,IX,97.125469
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2019,2018,NEER,REP_FY_ANN_AVG,TRD_WTS,2019-03-31,IX,97.451545
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2019,2018,REER,REP_FY_ANN_AVG,EXP_WTS,2019-03-31,IX,100.288698
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2019,2018,REER,REP_FY_ANN_AVG,TRD_WTS,2019-03-31,IX,100.629395
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2020,2019,NEER,REP_CY_ANN_AVG,EXP_WTS,2019-12-31,IX,74.55880833
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2020,2019,NEER,REP_CY_ANN_AVG,TRD_WTS,2019-12-31,IX,73.36743333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2020,2019,REER,REP_CY_ANN_AVG,EXP_WTS,2019-12-31,IX,118.6922833
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2020,2019,REER,REP_CY_ANN_AVG,TRD_WTS,2019-12-31,IX,115.96745
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2020,2019,NEER,REP_CY_ANN_AVG,EXP_WTS,2019-12-31,IX,97.635379
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2020,2019,NEER,REP_CY_ANN_AVG,TRD_WTS,2019-12-31,IX,98.159116
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2020,2019,REER,REP_CY_ANN_AVG,EXP_WTS,2019-12-31,IX,102.137708
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2020,2019,REER,REP_CY_ANN_AVG,TRD_WTS,2019-12-31,IX,102.447406
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2020,2019,NEER,REP_FY_ANN_AVG,EXP_WTS,2020-03-31,IX,74.334375
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2020,2019,NEER,REP_FY_ANN_AVG,TRD_WTS,2020-03-31,IX,73.2787
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2020,2019,REER,REP_FY_ANN_AVG,EXP_WTS,2020-03-31,IX,119.606375
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2020,2019,REER,REP_FY_ANN_AVG,TRD_WTS,2020-03-31,IX,116.7525167
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2020,2019,NEER,REP_FY_ANN_AVG,EXP_WTS,2020-03-31,IX,97.37767
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2020,2019,NEER,REP_FY_ANN_AVG,TRD_WTS,2020-03-31,IX,97.996747
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2020,2019,REER,REP_FY_ANN_AVG,EXP_WTS,2020-03-31,IX,102.876882
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2020,2019,REER,REP_FY_ANN_AVG,TRD_WTS,2020-03-31,IX,103.19822
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2021,2020,NEER,REP_CY_ANN_AVG,EXP_WTS,2020-12-31,IX,71.62460833
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2021,2020,NEER,REP_CY_ANN_AVG,TRD_WTS,2020-12-31,IX,70.56874167
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2021,2020,REER,REP_CY_ANN_AVG,EXP_WTS,2020-12-31,IX,119.6020833
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2021,2020,REER,REP_CY_ANN_AVG,TRD_WTS,2020-12-31,IX,116.3291083
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2021,2020,NEER,REP_CY_ANN_AVG,EXP_WTS,2020-12-31,IX,94.092965
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2021,2020,NEER,REP_CY_ANN_AVG,TRD_WTS,2020-12-31,IX,94.485567
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2021,2020,REER,REP_CY_ANN_AVG,EXP_WTS,2020-12-31,IX,102.901133
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2021,2020,REER,REP_CY_ANN_AVG,TRD_WTS,2020-12-31,IX,103.333843
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2021,2020,NEER,REP_FY_ANN_AVG,EXP_WTS,2021-03-31,IX,71.10786667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2021,2020,NEER,REP_FY_ANN_AVG,TRD_WTS,2021-03-31,IX,70.04161111
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2021,2020,REER,REP_FY_ANN_AVG,EXP_WTS,2021-03-31,IX,119.6261778
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2021,2020,REER,REP_FY_ANN_AVG,TRD_WTS,2021-03-31,IX,116.2127889
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2021,2020,NEER,REP_FY_ANN_AVG,EXP_WTS,2021-03-31,IX,93.585376
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2021,2020,NEER,REP_FY_ANN_AVG,TRD_WTS,2021-03-31,IX,93.920324
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2021,2020,REER,REP_FY_ANN_AVG,EXP_WTS,2021-03-31,IX,102.958726
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2021,2020,REER,REP_FY_ANN_AVG,TRD_WTS,2021-03-31,IX,103.459219
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2022,2021,NEER,REP_CY_ANN_AVG,EXP_WTS,2021-12-31,IX,93.7339
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2022,2021,NEER,REP_CY_ANN_AVG,TRD_WTS,2021-12-31,IX,92.9475
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2022,2021,REER,REP_CY_ANN_AVG,EXP_WTS,2021-12-31,IX,104.1082
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2022,2021,REER,REP_CY_ANN_AVG,TRD_WTS,2021-12-31,IX,105.0736
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2022,2021,NEER,REP_CY_ANN_AVG,EXP_WTS,2021-12-31,IX,93.489667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2022,2021,NEER,REP_CY_ANN_AVG,TRD_WTS,2021-12-31,IX,93.389659
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2022,2021,REER,REP_CY_ANN_AVG,EXP_WTS,2021-12-31,IX,103.451291
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2022,2021,REER,REP_CY_ANN_AVG,TRD_WTS,2021-12-31,IX,104.471859
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2022,2021,NEER,REP_FY_ANN_AVG,EXP_WTS,2022-03-31,IX,93.548384
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2022,2021,NEER,REP_FY_ANN_AVG,TRD_WTS,2022-03-31,IX,93.13104
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2022,2021,REER,REP_FY_ANN_AVG,EXP_WTS,2022-03-31,IX,103.481489
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2022,2021,REER,REP_FY_ANN_AVG,TRD_WTS,2022-03-31,IX,104.669256
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2023,2022,NEER,REP_CY_ANN_AVG,EXP_WTS,2022-12-31,IX,93.781321
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2023,2022,NEER,REP_CY_ANN_AVG,TRD_WTS,2022-12-31,IX,92.283329
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2023,2022,REER,REP_CY_ANN_AVG,EXP_WTS,2022-12-31,IX,102.289214
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2023,2022,REER,REP_CY_ANN_AVG,TRD_WTS,2022-12-31,IX,103.865521
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2023,2022,NEER,REP_FY_ANN_AVG,EXP_WTS,2023-03-31,IX,93.008636
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2023,2022,NEER,REP_FY_ANN_AVG,TRD_WTS,2023-03-31,IX,91.19601
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2023,2022,REER,REP_FY_ANN_AVG,EXP_WTS,2023-03-31,IX,101.098528
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2023,2022,REER,REP_FY_ANN_AVG,TRD_WTS,2023-03-31,IX,102.779633
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2024,2023,NEER,REP_CY_ANN_AVG,EXP_WTS,2023-12-31,IX,92.369303
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2024,2023,NEER,REP_CY_ANN_AVG,TRD_WTS,2023-12-31,IX,90.08866
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2024,2023,REER,REP_CY_ANN_AVG,EXP_WTS,2023-12-31,IX,100.410358
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2024,2023,REER,REP_CY_ANN_AVG,TRD_WTS,2023-12-31,IX,102.61269
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2024,2023,NEER,REP_FY_ANN_AVG,EXP_WTS,2024-03-31,IX,93.127006
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2024,2023,NEER,REP_FY_ANN_AVG,TRD_WTS,2024-03-31,IX,90.748557
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2024,2023,REER,REP_FY_ANN_AVG,EXP_WTS,2024-03-31,IX,101.223832
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2024,2023,REER,REP_FY_ANN_AVG,TRD_WTS,2024-03-31,IX,103.711427
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2025,2024,NEER,REP_CY_ANN_AVG,EXP_WTS,2024-12-31,IX,93.965929
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2025,2024,NEER,REP_CY_ANN_AVG,TRD_WTS,2024-12-31,IX,91.495397
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2025,2024,REER,REP_CY_ANN_AVG,EXP_WTS,2024-12-31,IX,102.744798
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2025,2024,REER,REP_CY_ANN_AVG,TRD_WTS,2024-12-31,IX,105.616629
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2025,2024,NEER,REP_FY_ANN_AVG,EXP_WTS,2025-03-31,IX,93.519247
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2025,2024,NEER,REP_FY_ANN_AVG,TRD_WTS,2025-03-31,IX,91.024693
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2025,2024,REER,REP_FY_ANN_AVG,EXP_WTS,2025-03-31,IX,102.338697
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2025,2024,REER,REP_FY_ANN_AVG,TRD_WTS,2025-03-31,IX,105.258945
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2026,2025,NEER,REP_CY_ANN_AVG,EXP_WTS,2025-12-31,IX,89.284389186455
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2026,2025,NEER,REP_CY_ANN_AVG,TRD_WTS,2025-12-31,IX,87.134027919545
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2026,2025,REER,REP_CY_ANN_AVG,EXP_WTS,2025-12-31,IX,97.193125636273
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2026,2025,REER,REP_CY_ANN_AVG,TRD_WTS,2025-12-31,IX,99.976818908091
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2026,2025,NEER,REP_FY_ANN_AVG,EXP_WTS,2026-03-31,IX,87.161034687273
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2026,2025,NEER,REP_FY_ANN_AVG,TRD_WTS,2026-03-31,IX,85.07946085
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2026,2025,REER,REP_FY_ANN_AVG,EXP_WTS,2026-03-31,IX,95.287617991818
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2026,2025,REER,REP_FY_ANN_AVG,TRD_WTS,2026-03-31,IX,97.896828571818
