DATAFLOW,ACT_CAT_RN,AUDST,COMP_COUNT,FREQ,REF_TIME_RN,REPYEAREND,REPYEARSTART,TYP_SRC_FNDS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,CURR_FIN_YR,2014,2013,STBR_LROD_BNK,0,2014-03-31,INR,-3958000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,CURR_FIN_YR,2014,2013,STBR_LROD_OTH,0,2014-03-31,INR,12069000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,CURR_FIN_YR,2014,2013,TTL_INT_EXT_SRC,0,2014-03-31,INR,355470000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_CL_OCL,0,2014-03-31,INR,105550000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_CL_STBR,0,2014-03-31,INR,39083000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_CL_STBR_DEP,0,2014-03-31,INR,-3104000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_CL_STBR_LROD,0,2014-03-31,INR,-34724000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_CL_STBR_OLA,0,2014-03-31,INR,62694000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_CL_STRB_LAFRP,0,2014-03-31,INR,14215000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_CL_TRD_PAYS,0,2014-03-31,INR,-984000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_CURR_LIB,0,2014-03-31,INR,143650000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_MON_AGST_SHR_WAR,0,2014-03-31,INR,539000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_NCL_LNG_BRW,0,2014-03-31,INR,218938000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_NCL_LTB_BND,0,2014-03-31,INR,162914000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_NCL_LTB_DEPS,0,2014-03-31,INR,-82000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_NCL_LTB_DPLS,0,2014-03-31,INR,134000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_NCL_LTB_LAAFP,0,2014-03-31,INR,-945000000
RBI:SRC_FND_NGNBFI_AW_RN(1.0),AC_AST_FIN,N_A,2995,AFY,PREV_FIN_YR,2014,2013,ES_NCL_LTB_OTH,0,2014-03-31,INR,11289000000
