DATAFLOW,ACT_CAT_RN,AUDST,BAL_SHT_ITMS_RN,COMP_COUNT,FREQ,REF_TIME_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_CL_STB_USEC_LRD_OTH,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,149449000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_CL_STB_USEC_OLA,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,610950000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_CL_STB_USEC_OLA,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,516756000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_CL_STB_USEC_OLA,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,409878000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_CL_TP,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,323989000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_CL_TP,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,289433000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_CL_TP,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,308216000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_CL_TP_STP,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,167056000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_CL_TP_STP,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,158637000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_CL_TP_STP,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,145811000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_DTL,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,1326000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_DTL,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1371000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_DTL,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,521000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,4549717000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,4020367000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,3234177000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_BD,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,2263254000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_BD,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1940182000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_BD,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1481502000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_DEP,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,72095000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_DEP,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,318117000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_DEP,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,257278000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_DPL,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,7008000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_DPL,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,8178000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_DPL,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,7914000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_LA,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,191346000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_LA,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,166597000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_LA,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,126132000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_LTM,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,1316000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_LTM,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,558000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_LTM,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,441000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_OTH,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,386324000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_OTH,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,117279000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_OTH,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,91457000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_TL,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,1628374000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_TL,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1469456000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_TL,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1269453000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_TLB,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,1453021000000
