DATAFLOW,ACT_CAT_RN,AUDST,COMP_COUNT,FREQ,GRWT_RT_RATIOS_RN,REF_TIME_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_ENA_OTH_PROV,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,38531000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_ENA_PF,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,11759000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_ENA_PF,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,10623000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_ENA_PF,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,8721000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_ENA_SWB,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,179523000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_ENA_SWB,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,160132000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_ENA_SWB,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,139934000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_ENA_TTL_EXP,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,1335781000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_ENA_TTL_EXP,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1183003000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_ENA_TTL_EXP,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,974780000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FIN_INC,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,1760770000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FIN_INC,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1549305000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FIN_INC,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1256058000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_BRK,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,8677000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_BRK,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,8414000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_BRK,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,9910000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_DIV,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,34356000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_DIV,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,30058000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_DIV,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,28916000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_INT,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,1192781000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_INT,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1034599000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_INT,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,814119000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_INT_LNA,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,944253000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_INT_LNA,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,850986000000
