DATAFLOW,ACT_CAT_RN,AUDST,COMP_COUNT,FINC_RATIOS_RN,FREQ,REF_TIME_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_DIV,N_A,987,PR_OP_PFT_FIN_INC,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,27.0
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_DIV,N_A,987,PR_OP_PFT_NET_AST,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,2.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_DIV,N_A,987,PR_OP_PFT_NET_AST,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,1.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_DIV,N_A,987,PR_OP_PFT_NET_AST,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,1.9
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,CSR_BNK_BRRW_TTL_BRRW,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,35.2
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,CSR_BNK_BRRW_TTL_BRRW,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,46.0
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,CSR_BNK_BRRW_TTL_BRRW,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,38.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,CSR_BRRW_TTL_NET_AST,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,54.1
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,CSR_BRRW_TTL_NET_AST,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,53.2
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,CSR_BRRW_TTL_NET_AST,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,55.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,CSR_DEBT_EQU,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,189.9
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,CSR_DEBT_EQU,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,183.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,CSR_DEBT_EQU,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,191.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,CSR_NET_WRT_TTL_NET_AST,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,19.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,CSR_NET_WRT_TTL_NET_AST,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,20.0
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,CSR_NET_WRT_TTL_NET_AST,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,20.6
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,CSR_TTL_OLIB_NET_WRT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,386.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_DIV_EBT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,17.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_DIV_EBT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,19.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_DIV_EBT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,20.2
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_DIV_NET_PFT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,26.6
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_DIV_NET_PFT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,29.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_DIV_NET_PFT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,29.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_PFT_RET_EBT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,48.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_PFT_RET_EBT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,46.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_PFT_RET_EBT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,48.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_PFT_RET_NET_PFT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,73.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_PFT_RET_NET_PFT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,70.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_PFT_RET_NET_PFT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,70.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_TP_EBT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,33.6
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_TP_EBT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,34.1
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PAR_TP_EBT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,31.6
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_DIV_NET_WRT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,2.9
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_DIV_NET_WRT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,3.0
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_DIV_NET_WRT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,3.0
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_DIV_TTL_PUSC,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,13.1
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_DIV_TTL_PUSC,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,12.8
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_DIV_TTL_PUSC,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,12.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_NET_PFT_NET_WRT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,10.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_NET_PFT_NET_WRT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,10.0
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_NET_PFT_NET_WRT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,10.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_NET_PFT_TTL_NET_AST,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,2.1
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_NET_PFT_TTL_NET_AST,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,2.0
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_NET_PFT_TTL_NET_AST,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,2.1
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_OP_PFT_FIN_INC,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,25.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_OP_PFT_FIN_INC,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,24.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_OP_PFT_FIN_INC,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,25.9
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_OP_PFT_NET_AST,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,3.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_OP_PFT_NET_AST,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,3.1
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_LN_FIN,N_A,2978,PR_OP_PFT_NET_AST,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,3.2
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_BNK_BRRW_TTL_BRRW,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,24.8
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_BNK_BRRW_TTL_BRRW,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,24.0
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_BNK_BRRW_TTL_BRRW,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,33.2
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_BRRW_TTL_NET_AST,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,48.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_BRRW_TTL_NET_AST,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,45.9
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_BRRW_TTL_NET_AST,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,43.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_DEBT_EQU,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,111.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_DEBT_EQU,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,104.0
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_DEBT_EQU,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,101.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_NET_WRT_TTL_NET_AST,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,31.8
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_NET_WRT_TTL_NET_AST,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,33.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_NET_WRT_TTL_NET_AST,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,33.2
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_TTL_OLIB_NET_WRT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,214.1
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_TTL_OLIB_NET_WRT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,199.8
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,CSR_TTL_OLIB_NET_WRT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,201.6
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_DIV_EBT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,17.0
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_DIV_EBT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,14.9
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_DIV_EBT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,14.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_DIV_NET_PFT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,24.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_DIV_NET_PFT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,20.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_DIV_NET_PFT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,20.6
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_PFT_RET_EBT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,52.9
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_PFT_RET_EBT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,57.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_PFT_RET_EBT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,55.2
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_PFT_RET_NET_PFT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,75.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_PFT_RET_NET_PFT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,79.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_PFT_RET_NET_PFT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,79.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_TP_EBT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,30.1
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_TP_EBT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,27.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PAR_TP_EBT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,30.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_DIV_NET_WRT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,1.8
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_DIV_NET_WRT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,1.6
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_DIV_NET_WRT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,1.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_DIV_TTL_PUSC,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,10.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_DIV_TTL_PUSC,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,8.8
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_DIV_TTL_PUSC,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,8.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_NET_PFT_NET_WRT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,7.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_NET_PFT_NET_WRT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,7.6
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_NET_PFT_NET_WRT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,7.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_NET_PFT_TTL_NET_AST,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,2.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_NET_PFT_TTL_NET_AST,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,2.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_NET_PFT_TTL_NET_AST,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,2.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_OP_PFT_FIN_INC,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,24.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_OP_PFT_FIN_INC,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,25.2
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_OP_PFT_FIN_INC,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,27.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_OP_PFT_NET_AST,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,3.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_OP_PFT_NET_AST,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,3.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_MISC,N_A,4601,PR_OP_PFT_NET_AST,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,3.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_BNK_BRRW_TTL_BRRW,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,21.1
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_BNK_BRRW_TTL_BRRW,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,31.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_BNK_BRRW_TTL_BRRW,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,34.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_BRRW_TTL_NET_AST,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,31.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_BRRW_TTL_NET_AST,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,25.1
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_BRRW_TTL_NET_AST,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,26.0
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_DEBT_EQU,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,31.8
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_DEBT_EQU,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,26.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_DEBT_EQU,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,26.9
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_NET_WRT_TTL_NET_AST,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,52.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_NET_WRT_TTL_NET_AST,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,55.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_NET_WRT_TTL_NET_AST,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,56.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_TTL_OLIB_NET_WRT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,90.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_TTL_OLIB_NET_WRT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,79.6
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,CSR_TTL_OLIB_NET_WRT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,77.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_DIV_EBT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,18.9
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_DIV_EBT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,26.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_DIV_EBT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,26.2
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_DIV_NET_PFT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,25.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_DIV_NET_PFT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,36.2
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_DIV_NET_PFT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,36.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_PFT_RET_EBT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,54.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_PFT_RET_EBT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,47.2
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_PFT_RET_EBT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,45.7
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_PFT_RET_NET_PFT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,74.3
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_PFT_RET_NET_PFT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,63.8
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_PFT_RET_NET_PFT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,63.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_TP_EBT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,26.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_TP_EBT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,26.1
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PAR_TP_EBT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,28.1
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PR_DIV_NET_WRT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,2.0
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PR_DIV_NET_WRT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,2.4
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PR_DIV_NET_WRT,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,2.1
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PR_DIV_TTL_PUSC,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,9.6
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PR_DIV_TTL_PUSC,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,11.5
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PR_DIV_TTL_PUSC,AFY,PREV_TO_PREV_FIN_YR,2015,2014,0,2015-03-31,PT,9.9
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PR_NET_PFT_NET_WRT,AFY,CURR_FIN_YR,2015,2014,0,2015-03-31,PT,7.9
RBI:FIN_RATIOS_NGNBFI_AW_RN(1.0),AC_STIH,N_A,10460,PR_NET_PFT_NET_WRT,AFY,PREV_FIN_YR,2015,2014,0,2015-03-31,PT,6.7
