DATAFLOW,AUDST,FREQ,INVT_CAT_OLD_RN,INVT_CAT_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_FDI_RPTN_DINVT,2005,2004,0,2005-03-31,USD,35000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_FII,2005,2004,0,2005-03-31,USD,13003000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_OTH_CAP,2005,2004,0,2005-03-31,USD,369000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_REP_EQT,2005,2004,0,2005-03-31,USD,65000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_REP_OTH_CAP,2005,2004,0,2005-03-31,USD,0.0
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_RE_INV_EAR,2005,2004,0,2005-03-31,USD,1904000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_RPTN_DINVT,2005,2004,0,2005-03-31,USD,65000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,EQT_ACQ_SHAR,2006,2005,0,2006-03-31,USD,2181000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,EQT_CAP_UNINC_BOD,2006,2005,0,2006-03-31,USD,435000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,EQT_GOVT_SIA_FIPB,2006,2005,0,2006-03-31,USD,1862000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,EQT_RBI,2006,2005,0,2006-03-31,USD,2233000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_CAT_NET_FR_DIR_INV,2006,2005,0,2006-03-31,USD,3769000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_CAT_NET_PORTF_INV,2006,2005,0,2006-03-31,USD,12492000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_CAT_NFDI_DII_GROSS_INF_INV,2006,2005,0,2006-03-31,USD,9697000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_CAT_NFDI_DI_IND,2006,2005,0,2006-03-31,USD,9636000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_CAT_NFDI_FDII,2006,2005,0,2006-03-31,USD,5867000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_CAT_NPI_FII,2006,2005,0,2006-03-31,USD,9926000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_CAT_NPI_GDR_ADR,2006,2005,0,2006-03-31,USD,2552000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_CAT_NPI_OFF_FND_OTH,2006,2005,0,2006-03-31,USD,14000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_CAT_NPI_PORTF_INV_IND,2006,2005,0,2006-03-31,USD,0.0
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_EQT,2006,2005,0,2006-03-31,USD,6711000000
RBI:FR_INV_INFLW_A_RN(1.0),N_A,AFY,N_A,INV_FDI_EQT,2006,2005,0,2006-03-31,USD,3982000000
