DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_FD_OVRS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-10-31,USD,143427480.105
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-10-31,USD,218653135.715
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-10-31,USD,694804860.878
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-10-31,USD,332724245.058
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-09-30,USD,1674694716.041
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-09-30,USD,368744648.453
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-09-30,USD,557318333.396
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-09-30,USD,748631734.192
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-08-31,USD,730066651.416
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-08-31,USD,107007526.246
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-08-31,USD,300508184.933
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-08-31,USD,322550940.237
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-07-31,USD,804419198.228
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-07-31,USD,323363807.138
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-07-31,USD,78984583.618
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-07-31,USD,402070807.472
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-06-30,USD,498551121.578
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-06-30,USD,489165037.743
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-06-30,USD,597428207.902
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-06-30,USD,1585144367.223
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-05-31,USD,779752962.13
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-05-31,USD,242942670.693
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-05-31,USD,336897391.514
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-05-31,USD,199912899.923
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-04-30,USD,-156532813.838
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-04-30,USD,-134086821.468
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-04-30,USD,324020941.799
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-04-30,USD,-346466934.169
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRI_DEP,0,2023-03-31,USD,2585574500.748
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRERA_NRI,0,2023-03-31,USD,1078600600.302
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2023-03-31,USD,545979204.645
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2023-03-31,USD,960994695.801
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRI_DEP,0,2023-02-28,USD,439538305.35
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2023-02-28,USD,195597923.638
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRERA_NRI,0,2023-02-28,USD,28325834.815
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2023-02-28,USD,215614546.897
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRI_DEP,0,2023-01-31,USD,556033707.257
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2023-01-31,USD,323212568.538
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRERA_NRI,0,2023-01-31,USD,-415453640.271
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2023-01-31,USD,648274778.99
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRERA_NRI,0,2022-12-31,USD,600774200.291
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2022-12-31,USD,337309964.813
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2022-12-31,USD,839207417.999
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRI_DEP,0,2022-12-31,USD,1777291583.103
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRI_DEP,0,2022-11-30,USD,580432282.452
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2022-11-30,USD,614797997.677
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRERA_NRI,0,2022-11-30,USD,-462270248.866
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2022-11-30,USD,427904533.641
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_FCNRB_NRI,0,2022-10-31,USD,96034905.157
RBI:NRI_DEPOSITS_IN_OUT_RN(1.0),N_A,M,2023,2022,FXD_DEP_OVRS_NRO_NRI,0,2022-10-31,USD,167970359.527
