DATAFLOW,AUDST,FREQ,FRG_LIB_ASS_RN,REPYEAREND,REPYEARSTART,TYP_ENT_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2020,2019,MTL_FND_COMP,0,2020-03-31,INR,725640000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2020,2019,MTL_FND_COMP,0,2020-03-31,USD,9626000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_OTH_FR_ASS,2020,2019,MTL_FND_COMP,0,2020-03-31,INR,560000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_OTH_FR_ASS,2020,2019,MTL_FND_COMP,0,2020-03-31,USD,8000000.0
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2021,2020,ASST_MGMT_COMP,0,2021-03-31,INR,6200000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2021,2020,ASST_MGMT_COMP,0,2021-03-31,USD,84000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2021,2020,MTL_FND_COMP,0,2021-03-31,INR,209820000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2021,2020,MTL_FND_COMP,0,2021-03-31,USD,2854000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_DS,2021,2020,MTL_FND_COMP,0,2021-03-31,INR,0.0
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_DS,2021,2020,MTL_FND_COMP,0,2021-03-31,USD,0.0
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_ES,2021,2020,MTL_FND_COMP,0,2021-03-31,INR,208650000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_ES,2021,2020,MTL_FND_COMP,0,2021-03-31,USD,2839000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2021,2020,ASST_MGMT_COMP,0,2021-03-31,INR,431840000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2021,2020,ASST_MGMT_COMP,0,2021-03-31,USD,5876000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2021,2020,MTL_FND_COMP,0,2021-03-31,INR,1056570000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2021,2020,MTL_FND_COMP,0,2021-03-31,USD,14374000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_OTH_FR_ASS,2021,2020,MTL_FND_COMP,0,2021-03-31,INR,1170000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_OTH_FR_ASS,2021,2020,MTL_FND_COMP,0,2021-03-31,USD,16000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2022,2021,ASST_MGMT_COMP,0,2022-03-31,INR,7190000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2022,2021,ASST_MGMT_COMP,0,2022-03-31,USD,95000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2022,2021,MTL_FND_COMP,0,2022-03-31,INR,494100000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2022,2021,MTL_FND_COMP,0,2022-03-31,USD,6518000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_DS,2022,2021,MTL_FND_COMP,0,2022-03-31,INR,0.0
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_DS,2022,2021,MTL_FND_COMP,0,2022-03-31,USD,0.0
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_ES,2022,2021,MTL_FND_COMP,0,2022-03-31,INR,488350000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_ES,2022,2021,MTL_FND_COMP,0,2022-03-31,USD,6442000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2022,2021,ASST_MGMT_COMP,0,2022-03-31,INR,430710000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2022,2021,ASST_MGMT_COMP,0,2022-03-31,USD,5682000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2022,2021,MTL_FND_COMP,0,2022-03-31,INR,1396850000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2022,2021,MTL_FND_COMP,0,2022-03-31,USD,18426000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_OTH_FR_ASS,2022,2021,MTL_FND_COMP,0,2022-03-31,INR,5750000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_OTH_FR_ASS,2022,2021,MTL_FND_COMP,0,2022-03-31,USD,76000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2023,2022,ASST_MGMT_COMP,0,2023-03-31,INR,7610000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2023,2022,ASST_MGMT_COMP,0,2023-03-31,USD,92000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2023,2022,MTL_FND_COMP,0,2023-03-31,INR,547600000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2023,2022,MTL_FND_COMP,0,2023-03-31,USD,6661000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_DS,2023,2022,MTL_FND_COMP,0,2023-03-31,INR,0.0
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_DS,2023,2022,MTL_FND_COMP,0,2023-03-31,USD,0.0
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_ES,2023,2022,MTL_FND_COMP,0,2023-03-31,INR,530780000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_ES,2023,2022,MTL_FND_COMP,0,2023-03-31,USD,6456000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2023,2022,ASST_MGMT_COMP,0,2023-03-31,INR,250260000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2023,2022,ASST_MGMT_COMP,0,2023-03-31,USD,3045000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2023,2022,MTL_FND_COMP,0,2023-03-31,INR,1537770000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2023,2022,MTL_FND_COMP,0,2023-03-31,USD,18704000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_OTH_FR_ASS,2023,2022,MTL_FND_COMP,0,2023-03-31,INR,16820000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_OTH_FR_ASS,2023,2022,MTL_FND_COMP,0,2023-03-31,USD,205000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2024,2023,ASST_MGMT_COMP,0,2024-03-31,INR,9370000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2024,2023,ASST_MGMT_COMP,0,2024-03-31,USD,112000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2024,2023,MTL_FND_COMP,0,2024-03-31,INR,735190000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS,2024,2023,MTL_FND_COMP,0,2024-03-31,USD,8818000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_DS,2024,2023,MTL_FND_COMP,0,2024-03-31,INR,0.0
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_DS,2024,2023,MTL_FND_COMP,0,2024-03-31,USD,0.0
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_ES,2024,2023,MTL_FND_COMP,0,2024-03-31,INR,710860000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_ASS_ES,2024,2023,MTL_FND_COMP,0,2024-03-31,USD,8526000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2024,2023,ASST_MGMT_COMP,0,2024-03-31,INR,537650000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2024,2023,ASST_MGMT_COMP,0,2024-03-31,USD,6449000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2024,2023,MTL_FND_COMP,0,2024-03-31,INR,2121570000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_FR_LIB,2024,2023,MTL_FND_COMP,0,2024-03-31,USD,25446000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_OTH_FR_ASS,2024,2023,MTL_FND_COMP,0,2024-03-31,INR,24330000000
RBI:FR_LIB_ASSTS_MUT_RN(1.0),N_A,AFY,FLA_OTH_FR_ASS,2024,2023,MTL_FND_COMP,0,2024-03-31,USD,292000000
