DATAFLOW,AUDST,FREQ,MOD_OUTW_REMT_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2022,2021,0,2021-10-31,USD,172059556.3
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2022,2021,0,2021-10-31,USD,13710680.7
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2022,2021,0,2021-10-31,USD,579838891.9
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2022,2021,0,2021-10-31,USD,55198561.6
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2022,2021,0,2021-09-30,USD,845223.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2022,2021,0,2021-09-30,USD,295248520.6
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2022,2021,0,2021-09-30,USD,73545874.6
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2022,2021,0,2021-09-30,USD,18705545
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2022,2021,0,2021-09-30,USD,580348677.8
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2022,2021,0,2021-09-30,USD,210228425.7
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2022,2021,0,2021-09-30,USD,3318566.4
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2022,2021,0,2021-09-30,USD,9356952.1
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2022,2021,0,2021-09-30,USD,60089206.7
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2022,2021,0,2021-09-30,USD,718318895.1
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2022,2021,0,2021-09-30,USD,1970005887
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2022,2021,0,2021-08-31,USD,19595141.13
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2022,2021,0,2021-08-31,USD,780256645.6
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2022,2021,0,2021-08-31,USD,46306254.96
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2022,2021,0,2021-08-31,USD,58036432.7
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2022,2021,0,2021-08-31,USD,1965354244.65
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2022,2021,0,2021-08-31,USD,7387564.39
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2022,2021,0,2021-08-31,USD,2925569.67
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2022,2021,0,2021-08-31,USD,284829795.1
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2022,2021,0,2021-08-31,USD,191049002.1
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2022,2021,0,2021-08-31,USD,574219796.9
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2022,2021,0,2021-08-31,USD,748042.1
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2022,2021,0,2021-07-31,USD,2878088.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2022,2021,0,2021-07-31,USD,243231555.7
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2022,2021,0,2021-07-31,USD,175220220.7
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2022,2021,0,2021-07-31,USD,1308468658.1
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2022,2021,0,2021-07-31,USD,12069851.2
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2022,2021,0,2021-07-31,USD,781979.1
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2022,2021,0,2021-07-31,USD,46925116.2
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2022,2021,0,2021-07-31,USD,346911488.4
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2022,2021,0,2021-07-31,USD,50212423.1
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2022,2021,0,2021-07-31,USD,6887330.2
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2022,2021,0,2021-07-31,USD,423350605.5
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2022,2021,0,2021-06-30,USD,380226960
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2022,2021,0,2021-06-30,USD,10024040
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2022,2021,0,2021-06-30,USD,9204800.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2022,2021,0,2021-06-30,USD,1232215240
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2022,2021,0,2021-06-30,USD,277649210
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2022,2021,0,2021-06-30,USD,66912300
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2022,2021,0,2021-06-30,USD,178205590
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2022,2021,0,2021-06-30,USD,1592230.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2022,2021,0,2021-06-30,USD,64317340
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2022,2021,0,2021-06-30,USD,2517220.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2022,2021,0,2021-06-30,USD,241565550
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2022,2021,0,2021-05-31,USD,7066790.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2022,2021,0,2021-05-31,USD,2573860.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2022,2021,0,2021-05-31,USD,294017730
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2022,2021,0,2021-05-31,USD,237273230
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2022,2021,0,2021-05-31,USD,1250236860
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2022,2021,0,2021-05-31,USD,7851840.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2022,2021,0,2021-05-31,USD,52193550
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2022,2021,0,2021-05-31,USD,68199420
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2022,2021,0,2021-05-31,USD,149377190
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2022,2021,0,2021-05-31,USD,429731350
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2022,2021,0,2021-05-31,USD,1951900.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2022,2021,0,2021-04-30,USD,284759020
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2022,2021,0,2021-04-30,USD,75780820
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2022,2021,0,2021-04-30,USD,1188184560
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2022,2021,0,2021-04-30,USD,2164450.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2022,2021,0,2021-04-30,USD,718940.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2022,2021,0,2021-04-30,USD,51780230
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2022,2021,0,2021-04-30,USD,353485760
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2022,2021,0,2021-04-30,USD,240741110
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2022,2021,0,2021-04-30,USD,7997940.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2022,2021,0,2021-04-30,USD,9191400.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2022,2021,0,2021-04-30,USD,161564890
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2021,2020,0,2021-03-31,USD,89544150
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2021,2020,0,2021-03-31,USD,224748330
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2021,2020,0,2021-03-31,USD,151490260
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2021,2020,0,2021-03-31,USD,653570.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2021,2020,0,2021-03-31,USD,330043270
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2021,2020,0,2021-03-31,USD,335946130
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2021,2020,0,2021-03-31,USD,2984560.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2021,2020,0,2021-03-31,USD,10770480
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2021,2020,0,2021-03-31,USD,11073240
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2021,2020,0,2021-03-31,USD,1547804140
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2021,2020,0,2021-03-31,USD,390550150
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2021,2020,0,2021-02-28,USD,7179270.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2021,2020,0,2021-02-28,USD,316805280
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2021,2020,0,2021-02-28,USD,143254230
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2021,2020,0,2021-02-28,USD,41189150
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2021,2020,0,2021-02-28,USD,4555770.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2021,2020,0,2021-02-28,USD,2057589.9999999998
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2021,2020,0,2021-02-28,USD,39726510
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2021,2020,0,2021-02-28,USD,1155613410
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2021,2020,0,2021-02-28,USD,2396430.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2021,2020,0,2021-02-28,USD,215176270
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2021,2020,0,2021-02-28,USD,383272910
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2021,2020,0,2021-01-31,USD,1253625590
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2021,2020,0,2021-01-31,USD,40845730
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2021,2020,0,2021-01-31,USD,216640060
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2021,2020,0,2021-01-31,USD,5792920.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2021,2020,0,2021-01-31,USD,2559680.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2021,2020,0,2021-01-31,USD,455506150
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2021,2020,0,2021-01-31,USD,5642770.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2021,2020,0,2021-01-31,USD,669410.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2021,2020,0,2021-01-31,USD,356924170
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2021,2020,0,2021-01-31,USD,34885110
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2021,2020,0,2021-01-31,USD,134159590.00000001
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2021,2020,0,2020-12-31,USD,38756190
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2021,2020,0,2020-12-31,USD,2817820.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2021,2020,0,2020-12-31,USD,1149169620
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2021,2020,0,2020-12-31,USD,145150350
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2021,2020,0,2020-12-31,USD,322251490
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2021,2020,0,2020-12-31,USD,217297650
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2021,2020,0,2020-12-31,USD,5047990.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2021,2020,0,2020-12-31,USD,35326190
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2021,2020,0,2020-12-31,USD,373316110
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2021,2020,0,2020-12-31,USD,665540.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2021,2020,0,2020-12-31,USD,8540290.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2021,2020,0,2020-11-30,USD,942435900
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2021,2020,0,2020-11-30,USD,2917660.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2021,2020,0,2020-11-30,USD,355769330
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2021,2020,0,2020-11-30,USD,23316860
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2021,2020,0,2020-11-30,USD,25385510
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2021,2020,0,2020-11-30,USD,160808960
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2021,2020,0,2020-11-30,USD,6243820.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2021,2020,0,2020-11-30,USD,647080.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2021,2020,0,2020-11-30,USD,110551070
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2021,2020,0,2020-11-30,USD,3534930.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2021,2020,0,2020-11-30,USD,253260680
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2021,2020,0,2020-10-31,USD,938371240
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2021,2020,0,2020-10-31,USD,3847190.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2021,2020,0,2020-10-31,USD,22799270
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2021,2020,0,2020-10-31,USD,23344610
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2021,2020,0,2020-10-31,USD,3657350.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2021,2020,0,2020-10-31,USD,272980880
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2021,2020,0,2020-10-31,USD,5471390.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2021,2020,0,2020-10-31,USD,333450820
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2021,2020,0,2020-10-31,USD,108890650
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2021,2020,0,2020-10-31,USD,1289580.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2021,2020,0,2020-10-31,USD,162639500
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2021,2020,0,2020-09-30,USD,427865530
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2021,2020,0,2020-09-30,USD,358116820
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2021,2020,0,2020-09-30,USD,607590.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2021,2020,0,2020-09-30,USD,225357380
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2021,2020,0,2020-09-30,USD,416701460
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2021,2020,0,2020-09-30,USD,123464250
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2021,2020,0,2020-09-30,USD,1648172290
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2021,2020,0,2020-09-30,USD,2505620.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2021,2020,0,2020-09-30,USD,8259530.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2021,2020,0,2020-09-30,USD,11682380
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2021,2020,0,2020-09-30,USD,73611730
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2021,2020,0,2020-08-31,USD,27368400
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2021,2020,0,2020-08-31,USD,405482400
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2021,2020,0,2020-08-31,USD,303211680
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2021,2020,0,2020-08-31,USD,1647950.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2021,2020,0,2020-08-31,USD,683880.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2021,2020,0,2020-08-31,USD,46546010
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2021,2020,0,2020-08-31,USD,124989460
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2021,2020,0,2020-08-31,USD,7982100.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2021,2020,0,2020-08-31,USD,1156619560
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2021,2020,0,2020-08-31,USD,5846700.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2021,2020,0,2020-08-31,USD,232860980
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2021,2020,0,2020-07-31,USD,243612880
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2021,2020,0,2020-07-31,USD,6874060.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2021,2020,0,2020-07-31,USD,48430320
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2021,2020,0,2020-07-31,USD,2542200.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2021,2020,0,2020-07-31,USD,246166600
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2021,2020,0,2020-07-31,USD,1416630.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2021,2020,0,2020-07-31,USD,277496090
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2021,2020,0,2020-07-31,USD,995159740
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2021,2020,0,2020-07-31,USD,5033390.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2021,2020,0,2020-07-31,USD,33835340
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2021,2020,0,2020-07-31,USD,129752230
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2021,2020,0,2020-06-30,USD,198818710
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2021,2020,0,2020-06-30,USD,3637320.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2021,2020,0,2020-06-30,USD,6383170.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2021,2020,0,2020-06-30,USD,108814530
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2021,2020,0,2020-06-30,USD,195108470
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2021,2020,0,2020-06-30,USD,780666030
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2021,2020,0,2020-06-30,USD,824700.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2021,2020,0,2020-06-30,USD,34156000
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2021,2020,0,2020-06-30,USD,3065490.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2021,2020,0,2020-06-30,USD,185326430
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2021,2020,0,2020-06-30,USD,44531210
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2021,2020,0,2020-05-31,USD,157763360
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2021,2020,0,2020-05-31,USD,3058980.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2021,2020,0,2020-05-31,USD,75417510
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2021,2020,0,2020-05-31,USD,43180260
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2021,2020,0,2020-05-31,USD,4447570.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2021,2020,0,2020-05-31,USD,617622480
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2021,2020,0,2020-05-31,USD,394060.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2021,2020,0,2020-05-31,USD,1306600.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2021,2020,0,2020-05-31,USD,25470440
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2021,2020,0,2020-05-31,USD,150747680
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2021,2020,0,2020-05-31,USD,155836020
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2021,2020,0,2020-04-30,USD,499143420
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2021,2020,0,2020-04-30,USD,2681340.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_STD_ABD,2021,2020,0,2020-04-30,USD,78755260
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MED_TRT,2021,2020,0,2020-04-30,USD,1345840.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2021,2020,0,2020-04-30,USD,3207700.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2021,2020,0,2020-04-30,USD,55152330
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2021,2020,0,2020-04-30,USD,3657710.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2021,2020,0,2020-04-30,USD,121134340
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2021,2020,0,2020-04-30,USD,24796880
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2021,2020,0,2020-04-30,USD,60165900
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2021,2020,0,2020-04-30,USD,148246120
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DON,2020,2019,0,2020-03-31,USD,757760.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_GFT,2020,2019,0,2020-03-31,USD,190908500
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_PUR_IMV_PROP,2020,2019,0,2020-03-31,USD,8993090.0
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_TRV,2020,2019,0,2020-03-31,USD,307243160
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_MANT_CLS_RELV,2020,2019,0,2020-03-31,USD,346309830
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_DEP,2020,2019,0,2020-03-31,USD,112955550
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_INV_EQT_DEB,2020,2019,0,2020-03-31,USD,49215630
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_OTH,2020,2019,0,2020-03-31,USD,26548090
RBI:OUTW_REMIT_RN(1.0),N_A,M,OUTW_REMT_LRS_TTL,2020,2019,0,2020-03-31,USD,1358820450
