DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_FD_OVRS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-12-31,USD,146909472943.968
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-12-31,USD,26402572657.141
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-12-31,USD,97691595172.553
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-11-30,USD,144488598062.794
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-11-30,USD,21859713041.653
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-11-30,USD,25833596113.593
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-11-30,USD,96795288907.548
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-10-31,USD,143480929337.264
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-10-31,USD,96566292020.113
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-10-31,USD,21427210306.564
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-10-31,USD,25487427010.587
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-09-30,USD,143069736316.791
