DATAFLOW,AUDST,COUNTRYCODE,FREQ,FRG_LIB_ASS_RN,MEASURE_RN,REPYEAREND,REPYEARSTART,TYP_ENT_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OTH,AFY,FLA_FR_LIB,MRKT_VAL,2011,2010,ASST_MGMT_COMP,0,2011-03-31,INR,1140000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OTH,AFY,FLA_FR_LIB,MRKT_VAL,2011,2010,MTL_FND_COMP,0,2011-03-31,INR,223000000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,QA,AFY,FLA_FR_LIB,MRKT_VAL,2011,2010,MTL_FND_COMP,0,2011-03-31,INR,1620000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SG,AFY,FLA_FR_ASS,MRKT_VAL,2011,2010,ASST_MGMT_COMP,0,2011-03-31,INR,670000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SG,AFY,FLA_FR_LIB,FAC_VAL,2011,2010,MTL_FND_COMP,0,2011-03-31,INR,7900000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SG,AFY,FLA_FR_LIB,MRKT_VAL,2011,2010,ASST_MGMT_COMP,0,2011-03-31,INR,1590000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SG,AFY,FLA_FR_LIB,MRKT_VAL,2011,2010,MTL_FND_COMP,0,2011-03-31,INR,12160000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,TW,AFY,FLA_FR_EHA,MRKT_VAL,2011,2010,MTL_FND_COMP,0,2011-03-31,INR,600000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_ASS,MRKT_VAL,2011,2010,ASST_MGMT_COMP,0,2011-03-31,INR,10000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_EHA,MRKT_VAL,2011,2010,MTL_FND_COMP,0,2011-03-31,INR,9460000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_LIB,FAC_VAL,2011,2010,MTL_FND_COMP,0,2011-03-31,INR,18140000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_LIB,MRKT_VAL,2011,2010,ASST_MGMT_COMP,0,2011-03-31,INR,560000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_LIB,MRKT_VAL,2011,2010,MTL_FND_COMP,0,2011-03-31,INR,36490000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,AE,AFY,FLA_FR_ASS,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,60000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,AE,AFY,FLA_FR_LIB,FAC_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,49000000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,AE,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,71040000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,BH,AFY,FLA_FR_LIB,FAC_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,2050000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,BH,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,3050000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,CA,AFY,FLA_FR_EHA,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,370000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,CA,AFY,FLA_FR_LIB,FAC_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,2050000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,CA,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,1510000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,CA,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,3490000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,CH,AFY,FLA_FR_EHA,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,1700000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,FR,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,1130000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_ASS,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,10000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_LIB,FAC_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,14620000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,5520000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,23970000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GG,AFY,FLA_FR_ASS,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,480000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,HK,AFY,FLA_FR_EHA,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,2420000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,HK,AFY,FLA_FR_LIB,FAC_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,4360000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,HK,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,1950000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,HK,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,5670000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,IE,AFY,FLA_FR_EHA,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,590000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,JP,AFY,FLA_FR_EHA,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,730000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,JP,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,2020000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KR,AFY,FLA_FR_EHA,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,1390000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KR,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,1190000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KW,AFY,FLA_FR_LIB,FAC_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,0.0
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KY,AFY,FLA_FR_EHA,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,440000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KY,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,570000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,LK,AFY,FLA_FR_ASS,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,0.0
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,LU,AFY,FLA_FR_EHA,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,21670000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,MU,AFY,FLA_FR_ASS,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,150000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,MU,AFY,FLA_FR_LIB,FAC_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,2820000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,MU,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,9810000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,MU,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,4360000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,MY,AFY,FLA_FR_ASS,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,60000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,NL,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,380000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OM,AFY,FLA_FR_LIB,FAC_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,4360000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OM,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,6540000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OTH,AFY,FLA_FR_ASS,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,330000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OTH,AFY,FLA_FR_EHA,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,2570000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OTH,AFY,FLA_FR_LIB,FAC_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,146260000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OTH,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,660000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OTH,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,259720000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SA,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,2620000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SG,AFY,FLA_FR_ASS,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,520000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SG,AFY,FLA_FR_LIB,FAC_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,8720000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SG,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,1770000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SG,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,12640000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,TW,AFY,FLA_FR_EHA,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,840000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_ASS,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,20000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_EHA,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,5300000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_LIB,FAC_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,22060000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,ASST_MGMT_COMP,0,2012-03-31,INR,1970000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_LIB,MRKT_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,42710000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,ZM,AFY,FLA_FR_LIB,FAC_VAL,2012,2011,MTL_FND_COMP,0,2012-03-31,INR,260000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,AE,AFY,FLA_FR_ASS,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,60000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,AE,AFY,FLA_FR_LIB,FAC_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,29100000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,AE,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,45300000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,CA,AFY,FLA_FR_LIB,FAC_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,3090000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,CA,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,1910000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,CA,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,7780000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,CH,AFY,FLA_FR_EHA,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,1190000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,FR,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,1280000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_ASS,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,10000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_EHA,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,60000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_LIB,FAC_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,13790000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,6490000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,22270000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GG,AFY,FLA_FR_ASS,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,640000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,HK,AFY,FLA_FR_EHA,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,1760000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,HK,AFY,FLA_FR_LIB,FAC_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,3310000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,HK,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,2120000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,HK,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,5140000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,IE,AFY,FLA_FR_EHA,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,520000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,JP,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,3170000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KR,AFY,FLA_FR_EHA,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,580000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KR,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,1200000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KW,AFY,FLA_FR_LIB,FAC_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,980000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KW,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,1660000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KY,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,540000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,LK,AFY,FLA_FR_ASS,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,0.0
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,LU,AFY,FLA_FR_EHA,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,19410000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,MU,AFY,FLA_FR_ASS,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,190000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,MU,AFY,FLA_FR_LIB,FAC_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,3730000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,MU,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,9330000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,MU,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,16840000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,MY,AFY,FLA_FR_ASS,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,70000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,NL,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,540000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OM,AFY,FLA_FR_LIB,FAC_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,2080000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OM,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,3560000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OTH,AFY,FLA_FR_ASS,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,220000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OTH,AFY,FLA_FR_EHA,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,2810000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OTH,AFY,FLA_FR_LIB,FAC_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,134920000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OTH,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,570000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,OTH,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,232190000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SA,AFY,FLA_FR_LIB,FAC_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,1590000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SA,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,2550000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SG,AFY,FLA_FR_ASS,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,520000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SG,AFY,FLA_FR_EHA,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,150000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SG,AFY,FLA_FR_LIB,FAC_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,7330000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SG,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,2110000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,SG,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,11140000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,TH,AFY,FLA_FR_EHA,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,120000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,TW,AFY,FLA_FR_EHA,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,730000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_ASS,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,20000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_EHA,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,4810000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_LIB,FAC_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,17450000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,ASST_MGMT_COMP,0,2013-03-31,INR,1620000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,US,AFY,FLA_FR_LIB,MRKT_VAL,2013,2012,MTL_FND_COMP,0,2013-03-31,INR,33700000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,AE,AFY,FLA_FR_ASS,MRKT_VAL,2014,2013,ASST_MGMT_COMP,0,2014-03-31,INR,60000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,AE,AFY,FLA_FR_LIB,FAC_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,30790000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,AE,AFY,FLA_FR_LIB,MRKT_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,51770000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,BR,AFY,FLA_FR_EHA,MRKT_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,70000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,CA,AFY,FLA_FR_LIB,FAC_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,2880000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,CA,AFY,FLA_FR_LIB,MRKT_VAL,2014,2013,ASST_MGMT_COMP,0,2014-03-31,INR,2420000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,CA,AFY,FLA_FR_LIB,MRKT_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,8340000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,CH,AFY,FLA_FR_EHA,MRKT_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,210000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,FR,AFY,FLA_FR_LIB,MRKT_VAL,2014,2013,ASST_MGMT_COMP,0,2014-03-31,INR,1640000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_ASS,MRKT_VAL,2014,2013,ASST_MGMT_COMP,0,2014-03-31,INR,10000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_EHA,MRKT_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,260000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_LIB,FAC_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,16320000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_LIB,MRKT_VAL,2014,2013,ASST_MGMT_COMP,0,2014-03-31,INR,8200000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GB,AFY,FLA_FR_LIB,MRKT_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,27560000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,GG,AFY,FLA_FR_ASS,MRKT_VAL,2014,2013,ASST_MGMT_COMP,0,2014-03-31,INR,760000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,HK,AFY,FLA_FR_EHA,MRKT_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,1650000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,HK,AFY,FLA_FR_LIB,FAC_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,4200000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,HK,AFY,FLA_FR_LIB,MRKT_VAL,2014,2013,ASST_MGMT_COMP,0,2014-03-31,INR,1890000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,HK,AFY,FLA_FR_LIB,MRKT_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,6490000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,IE,AFY,FLA_FR_EHA,MRKT_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,480000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,JP,AFY,FLA_FR_LIB,MRKT_VAL,2014,2013,ASST_MGMT_COMP,0,2014-03-31,INR,3460000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KE,AFY,FLA_FR_LIB,FAC_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,1300000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KE,AFY,FLA_FR_LIB,MRKT_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,2090000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KR,AFY,FLA_FR_EHA,MRKT_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,650000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KR,AFY,FLA_FR_LIB,MRKT_VAL,2014,2013,ASST_MGMT_COMP,0,2014-03-31,INR,1240000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,KY,AFY,FLA_FR_LIB,MRKT_VAL,2014,2013,ASST_MGMT_COMP,0,2014-03-31,INR,590000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,LK,AFY,FLA_FR_ASS,MRKT_VAL,2014,2013,ASST_MGMT_COMP,0,2014-03-31,INR,0.0
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,LU,AFY,FLA_FR_EHA,MRKT_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,30890000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,MU,AFY,FLA_FR_ASS,MRKT_VAL,2014,2013,ASST_MGMT_COMP,0,2014-03-31,INR,190000000
RBI:FR_LIB_ASS_MUT_RN(1.0),N_A,MU,AFY,FLA_FR_LIB,FAC_VAL,2014,2013,MTL_FND_COMP,0,2014-03-31,INR,2080000000
