DATAFLOW,AUDST,FREQ,NRI_DEP_OS_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,2004,2003,0,2004-03-31,INR,78950000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,2003,2002,0,2003-03-31,USD,3407000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,2003,2002,0,2003-03-31,INR,711840000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,2003,2002,0,2003-03-31,INR,486510000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,2003,2002,0,2003-03-31,USD,14923000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,2003,2002,0,2003-03-31,INR,1360880000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,2003,2002,0,2003-03-31,USD,10199000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,2003,2002,0,2003-03-31,INR,162530000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,2003,2002,0,2003-03-31,USD,28529000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,2002,2001,0,2002-03-31,USD,9673000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,2002,2001,0,2002-03-31,INR,343920000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,2002,2001,0,2002-03-31,INR,1227720000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,2002,2001,0,2002-03-31,INR,412050000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,2002,2001,0,2002-03-31,INR,471750000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,2002,2001,0,2002-03-31,USD,7052000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,2002,2001,0,2002-03-31,USD,25174000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,2002,2001,0,2002-03-31,USD,8449000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,2001,2000,0,2001-03-31,INR,333570000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,2001,2000,0,2001-03-31,USD,9076000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,2001,2000,0,2001-03-31,USD,23072000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,2001,2000,0,2001-03-31,INR,423570000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,2001,2000,0,2001-03-31,USD,7147000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,2001,2000,0,2001-03-31,USD,6849000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,2001,2000,0,2001-03-31,INR,1076800000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,2001,2000,0,2001-03-31,INR,319660000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,2000,1999,0,2000-03-31,USD,8172000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,2000,1999,0,2000-03-31,USD,6754000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,2000,1999,0,2000-03-31,INR,356320000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,2000,1999,0,2000-03-31,INR,294470000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,2000,1999,0,2000-03-31,INR,294650000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,2000,1999,0,2000-03-31,USD,21684000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,2000,1999,0,2000-03-31,INR,945440000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,2000,1999,0,2000-03-31,USD,6758000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1999,1998,0,1999-03-31,INR,256290000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1999,1998,0,1999-03-31,USD,20498000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1999,1998,0,1999-03-31,INR,280580000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,1999,1998,0,1999-03-31,INR,332220000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1999,1998,0,1999-03-31,USD,6045000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,1999,1998,0,1999-03-31,USD,7835000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1999,1998,0,1999-03-31,INR,869090000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1999,1998,0,1999-03-31,USD,6618000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1998,1997,0,1998-03-31,USD,6262000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1998,1997,0,1998-03-31,INR,247350000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1998,1997,0,1998-03-31,INR,40000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCON,1998,1997,0,1998-03-31,USD,2000000.0
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1998,1997,0,1998-03-31,INR,804600000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1998,1997,0,1998-03-31,USD,5637000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1998,1997,0,1998-03-31,USD,1000000.0
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCON,1998,1997,0,1998-03-31,INR,90000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,1998,1997,0,1998-03-31,INR,334450000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1998,1997,0,1998-03-31,INR,222670000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,1998,1997,0,1998-03-31,USD,8467000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1998,1997,0,1998-03-31,USD,20369000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1997,1996,0,1997-03-31,INR,178860000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1997,1996,0,1997-03-31,USD,4983000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1997,1996,0,1997-03-31,INR,201160000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCON,1997,1996,0,1997-03-31,USD,4000000.0
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1997,1996,0,1997-03-31,USD,2306000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1997,1996,0,1997-03-31,USD,20393000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1997,1996,0,1997-03-31,USD,5604000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCON,1997,1996,0,1997-03-31,INR,140000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1997,1996,0,1997-03-31,INR,732040000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,1997,1996,0,1997-03-31,USD,7496000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,1997,1996,0,1997-03-31,INR,269060000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1997,1996,0,1997-03-31,INR,82820000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCON,1996,1995,0,1996-03-31,USD,13000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1996,1995,0,1996-03-31,INR,146160000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1996,1995,0,1996-03-31,USD,3542000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1996,1995,0,1996-03-31,USD,4255000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1996,1995,0,1996-03-31,INR,121660000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,1996,1995,0,1996-03-31,INR,196480000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCON,1996,1995,0,1996-03-31,INR,450000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,1996,1995,0,1996-03-31,USD,5720000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1996,1995,0,1996-03-31,USD,17446000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1996,1995,0,1996-03-31,USD,3916000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1996,1995,0,1996-03-31,INR,134520000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1996,1995,0,1996-03-31,INR,599270000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,1995,1994,0,1995-03-31,USD,3063000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1995,1994,0,1995-03-31,INR,222070000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,1995,1994,0,1995-03-31,INR,96480000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1995,1994,0,1995-03-31,USD,17166000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1995,1994,0,1995-03-31,INR,78310000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCON,1995,1994,0,1995-03-31,INR,320000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1995,1994,0,1995-03-31,INR,540660000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1995,1994,0,1995-03-31,USD,7051000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCON,1995,1994,0,1995-03-31,USD,10000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1995,1994,0,1995-03-31,INR,143480000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1995,1994,0,1995-03-31,USD,4556000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1995,1994,0,1995-03-31,USD,2486000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1994,1993,0,1994-03-31,INR,110530000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1994,1993,0,1994-03-31,INR,55010000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCBOD,1994,1993,0,1994-03-31,INR,16720000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1994,1993,0,1994-03-31,USD,1754000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,1994,1993,0,1994-03-31,USD,1108000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1994,1993,0,1994-03-31,USD,9300000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1994,1993,0,1994-03-31,INR,509160000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCBOD,1994,1993,0,1994-03-31,USD,533000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCON,1994,1993,0,1994-03-31,INR,380000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRB,1994,1993,0,1994-03-31,INR,34760000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1994,1993,0,1994-03-31,USD,3523000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCON,1994,1993,0,1994-03-31,USD,12000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1994,1993,0,1994-03-31,USD,16230000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1994,1993,0,1994-03-31,INR,291760000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1993,1992,0,1993-03-31,USD,2740000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1993,1992,0,1993-03-31,USD,621000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1993,1992,0,1993-03-31,INR,331630000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1993,1992,0,1993-03-31,INR,86160000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCBOD,1993,1992,0,1993-03-31,USD,1037000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRNRRD,1993,1992,0,1993-03-31,INR,19520000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCBOD,1993,1992,0,1993-03-31,INR,32610000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1993,1992,0,1993-03-31,USD,15015000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1993,1992,0,1993-03-31,INR,469920000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1993,1992,0,1993-03-31,USD,10617000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCBOD,1992,1991,0,1992-03-31,INR,18950000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1992,1991,0,1992-03-31,USD,9792000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1992,1991,0,1992-03-31,USD,13549000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1992,1991,0,1992-03-31,INR,305760000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCBOD,1992,1991,0,1992-03-31,USD,732000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1992,1991,0,1992-03-31,USD,3025000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1992,1991,0,1992-03-31,INR,403040000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1992,1991,0,1992-03-31,INR,78330000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1991,1990,0,1991-03-31,INR,70400000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1991,1990,0,1991-03-31,INR,198450000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1991,1990,0,1991-03-31,USD,13986000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,TTL,1991,1990,0,1991-03-31,INR,274000000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCNRA,1991,1990,0,1991-03-31,USD,10103000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCBOD,1991,1990,0,1991-03-31,USD,265000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_FCBOD,1991,1990,0,1991-03-31,INR,5150000000
RBI:NRI_DEPOSITS_OUTS_A_RN(1.0),N_A,AFY,FXD_DEP_OVRS_NRERA,1991,1990,0,1991-03-31,USD,3618000000
