DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_MAJ_FR_EXC_RES_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_FR_CURR_ASS,0,2025-09-30,USD,579180620000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_RES_TRN_POS,0,2025-09-30,INR,414513860000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_FR_CURR_ASS,0,2025-09-30,INR,51423650100000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_GLD,0,2025-09-30,INR,8653584900000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_GLD,0,2025-09-30,USD,97464660000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-09-30,USD,18775060000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-08-30,USD,18762730000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_FR_CURR_ASS,0,2025-08-30,INR,51576035200000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-08-30,INR,1655529500000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-08-30,SDR,13709024180
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_GLD,0,2025-08-30,INR,7704330300000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_RES_TRN_POS,0,2025-08-30,INR,417207550000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_RES_TRN_POS,0,2025-08-30,USD,4749014000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_FR_CURR_ASS,0,2025-08-30,USD,584530370000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_TTL,0,2025-08-30,INR,61353102550000
