DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_TAXES_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:TAX_REV_RN(1.0),N_A,AFY,1988,1987,GR3102,0,1988-03-31,INR,309180000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1988,1987,GR3201,0,1988-03-31,INR,19170000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1988,1987,GR32,0,1988-03-31,INR,193840000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1988,1987,GR3,0,1988-03-31,INR,570500000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1988,1987,GR31,0,1988-03-31,INR,376660000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1987,1986,GR3101,0,1987-03-31,INR,62360000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1987,1986,GR31,0,1987-03-31,INR,328380000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1987,1986,GR3102,0,1987-03-31,INR,266020000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1987,1986,GR3201,0,1987-03-31,INR,16860000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1987,1986,GR32,0,1987-03-31,INR,166200000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1987,1986,GR3202,0,1987-03-31,INR,149340000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1987,1986,GR3,0,1987-03-31,INR,494580000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1986,1985,GR3102,0,1986-03-31,INR,231070000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1986,1985,GR32,0,1986-03-31,INR,143200000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1986,1985,GR3,0,1986-03-31,INR,429900000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1986,1985,GR3201,0,1986-03-31,INR,14010000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1986,1985,GR31,0,1986-03-31,INR,286700000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1986,1985,GR3202,0,1986-03-31,INR,129190000000
RBI:TAX_REV_RN(1.0),N_A,AFY,1986,1985,GR3101,0,1986-03-31,INR,55630000000
