DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_SGEXP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:SG_EXP_RN(1.0),N_A,AFY,2001,2000,SE21,0,2001-03-31,INR,949580000000
RBI:SG_EXP_RN(1.0),N_A,AFY,2001,2000,SE22,0,2001-03-31,INR,1107120000000
RBI:SG_EXP_RN(1.0),N_A,AFY,2001,2000,SE31,0,2001-03-31,INR,509850000000
RBI:SG_EXP_RN(1.0),N_A,AFY,2000,1999,SE2,0,2000-03-31,INR,1835400000000
RBI:SG_EXP_RN(1.0),N_A,AFY,2000,1999,SE21,0,2000-03-31,INR,829910000000
RBI:SG_EXP_RN(1.0),N_A,AFY,2000,1999,SE32,0,2000-03-31,INR,234050000000
RBI:SG_EXP_RN(1.0),N_A,AFY,2000,1999,SE33,0,2000-03-31,INR,250700000000
RBI:SG_EXP_RN(1.0),N_A,AFY,2000,1999,SE31,0,2000-03-31,INR,446410000000
RBI:SG_EXP_RN(1.0),N_A,AFY,2000,1999,SE3,0,2000-03-31,INR,1084520000000
RBI:SG_EXP_RN(1.0),N_A,AFY,2000,1999,SE22,0,2000-03-31,INR,1005490000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1999,1998,SE31,0,1999-03-31,INR,354410000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1999,1998,SE22,0,1999-03-31,INR,858900000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1999,1998,SE21,0,1999-03-31,INR,753110000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1999,1998,SE2,0,1999-03-31,INR,1612000000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1999,1998,SE33,0,1999-03-31,INR,183250000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1999,1998,SE32,0,1999-03-31,INR,195910000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1999,1998,SE3,0,1999-03-31,INR,851740000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1998,1997,SE22,0,1998-03-31,INR,715360000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1998,1997,SE33,0,1998-03-31,INR,150030000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1998,1997,SE32,0,1998-03-31,INR,169330000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1998,1997,SE3,0,1998-03-31,INR,706520000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1998,1997,SE21,0,1998-03-31,INR,707300000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1998,1997,SE2,0,1998-03-31,INR,1422660000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1998,1997,SE31,0,1998-03-31,INR,297990000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1997,1996,SE33,0,1997-03-31,INR,135140000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1997,1996,SE2,0,1997-03-31,INR,1293640000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1997,1996,SE31,0,1997-03-31,INR,253870000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1997,1996,SE32,0,1997-03-31,INR,147280000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1997,1996,SE3,0,1997-03-31,INR,613530000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1997,1996,SE21,0,1997-03-31,INR,655590000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1997,1996,SE22,0,1997-03-31,INR,638040000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1996,1995,SE21,0,1996-03-31,INR,563760000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1996,1995,SE3,0,1996-03-31,INR,545440000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1996,1995,SE22,0,1996-03-31,INR,565120000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1996,1995,SE31,0,1996-03-31,INR,218390000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1996,1995,SE2,0,1996-03-31,INR,1128880000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1996,1995,SE32,0,1996-03-31,INR,129670000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1996,1995,SE33,0,1996-03-31,INR,128340000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1995,1994,SE21,0,1995-03-31,INR,548880000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1995,1994,SE2,0,1995-03-31,INR,1026290000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1995,1994,SE3,0,1995-03-31,INR,489640000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1995,1994,SE33,0,1995-03-31,INR,119270000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1995,1994,SE31,0,1995-03-31,INR,194130000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1995,1994,SE32,0,1995-03-31,INR,113280000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1995,1994,SE22,0,1995-03-31,INR,477410000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1994,1993,SE31,0,1994-03-31,INR,158010000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1994,1993,SE22,0,1994-03-31,INR,415970000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1994,1993,SE21,0,1994-03-31,INR,471930000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1994,1993,SE32,0,1994-03-31,INR,103610000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1994,1993,SE33,0,1994-03-31,INR,69990000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1994,1993,SE3,0,1994-03-31,INR,378590000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1994,1993,SE2,0,1994-03-31,INR,887910000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1993,1992,SE2,0,1993-03-31,INR,805670000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1993,1992,SE32,0,1993-03-31,INR,93440000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1993,1992,SE31,0,1993-03-31,INR,132100000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1993,1992,SE33,0,1993-03-31,INR,52720000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1993,1992,SE3,0,1993-03-31,INR,321040000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1993,1992,SE21,0,1993-03-31,INR,432350000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1993,1992,SE22,0,1993-03-31,INR,373320000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1992,1991,SE2,0,1992-03-31,INR,745880000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1992,1991,SE31,0,1992-03-31,INR,109440000000
