DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_SGEXP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1990,1989,SE1203,0,1990-03-31,INR,37760000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1990,1989,SE1202,0,1990-03-31,INR,48260000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1990,1989,SE1201,0,1990-03-31,INR,79630000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1990,1989,SE12,0,1990-03-31,INR,165650000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1989,1988,SE1202,0,1989-03-31,INR,41190000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1989,1988,SE11,0,1989-03-31,INR,522280000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1989,1988,SE12,0,1989-03-31,INR,148500000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1989,1988,SE1203,0,1989-03-31,INR,36540000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1989,1988,SE1,0,1989-03-31,INR,670780000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1989,1988,SE1201,0,1989-03-31,INR,70770000000
