DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_SGEXP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1988,1987,SE1201,0,1988-03-31,INR,66550000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1988,1987,SE11,0,1988-03-31,INR,450880000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1988,1987,SE12,0,1988-03-31,INR,147830000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1988,1987,SE1,0,1988-03-31,INR,598710000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1988,1987,SE1202,0,1988-03-31,INR,45210000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1988,1987,SE1203,0,1988-03-31,INR,36070000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1987,1986,SE11,0,1987-03-31,INR,380570000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1987,1986,SE1202,0,1987-03-31,INR,41590000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1987,1986,SE12,0,1987-03-31,INR,137290000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1987,1986,SE1201,0,1987-03-31,INR,62770000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1987,1986,SE1203,0,1987-03-31,INR,32930000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1987,1986,SE1,0,1987-03-31,INR,517860000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1986,1985,SE1202,0,1986-03-31,INR,35310000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1986,1985,SE1203,0,1986-03-31,INR,31130000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1986,1985,SE1,0,1986-03-31,INR,448670000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1986,1985,SE12,0,1986-03-31,INR,120970000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1986,1985,SE11,0,1986-03-31,INR,327700000000
RBI:SG_CAP_REV_EXP_RN(1.0),N_A,AFY,1986,1985,SE1201,0,1986-03-31,INR,54530000000
