DATAFLOW,AUDST,FREQ,INDICATORS_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2010,2009,0,2010-03-31,RO,15.5551
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2011,2010,0,2011-03-31,RO,-0.0391
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2011,2010,0,2011-03-31,RO,2.0713
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2011,2010,0,2011-03-31,RO,0.47
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2011,2010,0,2011-03-31,RO,-1.6404
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2011,2010,0,2011-03-31,RO,-0.1904
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2011,2010,0,2011-03-31,RO,14.8644
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2011,2010,0,2011-03-31,RO,11.9988
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2011,2010,0,2011-03-31,RO,8.7257
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2011,2010,0,2011-03-31,RO,3.2731
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2011,2010,0,2011-03-31,RO,15.0549
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2012,2011,0,2012-03-31,RO,-0.2743
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2012,2011,0,2012-03-31,RO,1.927
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2012,2011,0,2012-03-31,RO,0.361
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2012,2011,0,2012-03-31,RO,-1.8403
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2012,2011,0,2012-03-31,RO,-0.1866
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2012,2011,0,2012-03-31,RO,15.4712
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2012,2011,0,2012-03-31,RO,12.5743
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2012,2011,0,2012-03-31,RO,9.3058
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2012,2011,0,2012-03-31,RO,3.2685
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2012,2011,0,2012-03-31,RO,15.6578
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2013,2012,0,2013-03-31,RO,-0.2044
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2013,2012,0,2013-03-31,RO,1.9657
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2013,2012,0,2013-03-31,RO,0.4525
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2013,2012,0,2013-03-31,RO,-1.7176
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2013,2012,0,2013-03-31,RO,-0.2311
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2013,2012,0,2013-03-31,RO,15.4289
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2013,2012,0,2013-03-31,RO,12.5907
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2013,2012,0,2013-03-31,RO,9.5141
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2013,2012,0,2013-03-31,RO,3.0767
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2013,2012,0,2013-03-31,RO,15.6611
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2014,2013,0,2014-03-31,RO,0.094
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2014,2013,0,2014-03-31,RO,2.2064
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2014,2013,0,2014-03-31,RO,0.7028
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2014,2013,0,2014-03-31,RO,-1.4095
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2014,2013,0,2014-03-31,RO,0.1611
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2014,2013,0,2014-03-31,RO,15.188
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2014,2013,0,2014-03-31,RO,12.1884
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2014,2013,0,2014-03-31,RO,9.1751
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2014,2013,0,2014-03-31,RO,3.0133
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2014,2013,0,2014-03-31,RO,15.0269
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2015,2014,0,2015-03-31,RO,0.3666
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2015,2014,0,2015-03-31,RO,2.6243
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2015,2014,0,2015-03-31,RO,1.097
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2015,2014,0,2015-03-31,RO,-1.1607
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2015,2014,0,2015-03-31,RO,0.1421
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2015,2014,0,2015-03-31,RO,16.2479
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2015,2014,0,2015-03-31,RO,12.7654
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2015,2014,0,2015-03-31,RO,8.9599
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2015,2014,0,2015-03-31,RO,3.8055
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2015,2014,0,2015-03-31,RO,16.1058
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2016,2015,0,2016-03-31,RO,0.0391
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2016,2015,0,2016-03-31,RO,3.0546
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2016,2015,0,2016-03-31,RO,1.4989
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2016,2015,0,2016-03-31,RO,-1.5166
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2016,2015,0,2016-03-31,RO,-0.2223
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2016,2015,0,2016-03-31,RO,17.138
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2016,2015,0,2016-03-31,RO,13.3089
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2016,2015,0,2016-03-31,RO,9.8268
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2016,2015,0,2016-03-31,RO,3.4821
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2016,2015,0,2016-03-31,RO,17.3603
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2017,2016,0,2017-03-31,RO,0.2636
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2017,2016,0,2017-03-31,RO,3.4742
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2017,2016,0,2017-03-31,RO,1.8423
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2017,2016,0,2017-03-31,RO,-1.3723
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2017,2016,0,2017-03-31,RO,-0.0883
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2017,2016,0,2017-03-31,RO,17.6
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2017,2016,0,2017-03-31,RO,13.3
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2017,2016,0,2017-03-31,RO,9.88
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2017,2016,0,2017-03-31,RO,3.4215
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2017,2016,0,2017-03-31,RO,17.68
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2018,2017,0,2018-03-31,RO,0.11
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2018,2017,0,2018-03-31,RO,2.4
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2018,2017,0,2018-03-31,RO,0.69
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2018,2017,0,2018-03-31,RO,-1.6
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2018,2017,0,2018-03-31,RO,-0.1
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2018,2017,0,2018-03-31,RO,17.112885
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2018,2017,0,2018-03-31,RO,13.58242
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2018,2017,0,2018-03-31,RO,10.16
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2018,2017,0,2018-03-31,RO,3.43
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2018,2017,0,2018-03-31,RO,17.20982
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2019,2018,0,2019-03-31,RO,0.09
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2019,2018,0,2019-03-31,RO,2.45
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2019,2018,0,2019-03-31,RO,0.76
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2019,2018,0,2019-03-31,RO,-1.6
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2019,2018,0,2019-03-31,RO,0.1
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2019,2018,0,2019-03-31,RO,17.660169
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2019,2018,0,2019-03-31,RO,13.864546
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2019,2018,0,2019-03-31,RO,10.39
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2019,2018,0,2019-03-31,RO,3.48
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2019,2018,0,2019-03-31,RO,17.561142
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2020,2019,0,2020-03-31,RO,0.6
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2020,2019,0,2020-03-31,RO,2.61
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2020,2019,0,2020-03-31,RO,0.86
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2020,2019,0,2020-03-31,RO,-1.14
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2020,2019,0,2020-03-31,RO,-1.61
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2020,2019,0,2020-03-31,RO,17.384965
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2020,2019,0,2020-03-31,RO,13.281893
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2020,2019,0,2020-03-31,RO,9.33
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2020,2019,0,2020-03-31,RO,3.96
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2020,2019,0,2020-03-31,RO,19.017756
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2021,2020,0,2021-03-31,RO,1.87
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2021,2020,0,2021-03-31,RO,4.06
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2021,2020,0,2021-03-31,RO,2.11
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2021,2020,0,2021-03-31,RO,-0.08
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2021,2020,0,2021-03-31,RO,0.2
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2021,2020,0,2021-03-31,RO,18.646021
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2021,2020,0,2021-03-31,RO,13.044031
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2021,2020,0,2021-03-31,RO,8.91
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2021,2020,0,2021-03-31,RO,4.13
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2021,2020,0,2021-03-31,RO,18.830677
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2022,2021,0,2022-03-31,RO,0.434715
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2022,2021,0,2022-03-31,RO,2.789306
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2022,2021,0,2022-03-31,RO,0.968297
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2022,2021,0,2022-03-31,RO,-1.386293
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2022,2021,0,2022-03-31,RO,0.26
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2022,2021,0,2022-03-31,RO,18.021934
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2022,2021,0,2022-03-31,RO,13.741056
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2022,2021,0,2022-03-31,RO,10.036296
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2022,2021,0,2022-03-31,RO,3.70476
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2022,2021,0,2022-03-31,RO,18.28
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2023,2022,0,2023-03-31,RO,0.22836
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2023,2022,0,2023-03-31,RO,2.677705
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2023,2022,0,2023-03-31,RO,0.975465
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2023,2022,0,2023-03-31,RO,-1.47388
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2023,2022,0,2023-03-31,RO,-0.012061
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2023,2022,0,2023-03-31,RO,17.785076
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2023,2022,0,2023-03-31,RO,13.560131
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2023,2022,0,2023-03-31,RO,10.060458
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2023,2022,0,2023-03-31,RO,3.499674
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2023,2022,0,2023-03-31,RO,17.685728
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2024,2023,0,2024-03-31,RO,0.477029
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2024,2023,0,2024-03-31,RO,3.510395
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2024,2023,0,2024-03-31,RO,1.754104
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2024,2023,0,2024-03-31,RO,-1.279262
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2024,2023,0,2024-03-31,RO,-0.273471
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2024,2023,0,2024-03-31,RO,19.539647
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2024,2023,0,2024-03-31,RO,14.255462
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2024,2023,0,2024-03-31,RO,10.607621
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2024,2023,0,2024-03-31,RO,3.647842
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2024,2023,0,2024-03-31,RO,19.260739
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND1,2025,2024,0,2025-03-31,RO,0.25
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND2,2025,2024,0,2025-03-31,RO,3.18
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND3,2025,2024,0,2025-03-31,RO,1.46
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND4,2025,2024,0,2025-03-31,RO,-1.48
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND5,2025,2024,0,2025-03-31,RO,-0.03
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND6,2025,2024,0,2025-03-31,RO,19.26
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND7,2025,2024,0,2025-03-31,RO,14.32
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND71,2025,2024,0,2025-03-31,RO,10.9
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND72,2025,2024,0,2025-03-31,RO,3.42
RBI:FISG_GDP_RN(1.0),N_A,AFY,IND8,2025,2024,0,2025-03-31,RO,19.22
