DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_LIABLTY_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:SGL_RN(1.0),N_A,AFY,2006,2005,TLB11,0,2006-03-31,INR,2605060000000
RBI:SGL_RN(1.0),N_A,AFY,2006,2005,TLB32,0,2006-03-31,INR,246050000000
RBI:SGL_RN(1.0),N_A,AFY,2006,2005,TLB15,0,2006-03-31,INR,3659330000000
RBI:SGL_RN(1.0),N_A,AFY,2006,2005,TLB2,0,2006-03-31,INR,1570040000000
RBI:SGL_RN(1.0),N_A,AFY,2006,2005,TLB1,0,2006-03-31,INR,6987730000000
RBI:SGL_RN(1.0),N_A,AFY,2006,2005,TTL_LIABLITIES,0,2006-03-31,INR,11477170000000
RBI:SGL_RN(1.0),N_A,AFY,2006,2005,TLB3,0,2006-03-31,INR,1408060000000
RBI:SGL_RN(1.0),N_A,AFY,2006,2005,TLB6,0,2006-03-31,INR,13220000000
RBI:SGL_RN(1.0),N_A,AFY,2006,2005,TLB31,0,2006-03-31,INR,1162010000000
RBI:SGL_RN(1.0),N_A,AFY,2006,2005,TLB13,0,2006-03-31,INR,4070000000
RBI:SGL_RN(1.0),N_A,AFY,2006,2005,TLB12,0,2006-03-31,INR,820000000
RBI:SGL_RN(1.0),N_A,AFY,2006,2005,TLB4,0,2006-03-31,INR,631200000000
RBI:SGL_RN(1.0),N_A,AFY,2006,2005,TLB5,0,2006-03-31,INR,866910000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TTL_LIABLITIES,0,2005-03-31,INR,10140670000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TLB15,0,2005-03-31,INR,2822000000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TLB12,0,2005-03-31,INR,830000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TLB2,0,2005-03-31,INR,1600450000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TLB32,0,2005-03-31,INR,242440000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TLB13,0,2005-03-31,INR,14980000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TLB14,0,2005-03-31,INR,679210000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TLB4,0,2005-03-31,INR,523110000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TLB3,0,2005-03-31,INR,1308280000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TLB31,0,2005-03-31,INR,1065840000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TLB5,0,2005-03-31,INR,752900000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TLB1,0,2005-03-31,INR,5950640000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TLB6,0,2005-03-31,INR,5270000000
RBI:SGL_RN(1.0),N_A,AFY,2005,2004,TLB11,0,2005-03-31,INR,2433620000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TLB4,0,2004-03-31,INR,422170000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TLB14,0,2004-03-31,INR,659600000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TLB32,0,2004-03-31,INR,232910000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TLB6,0,2004-03-31,INR,2460000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TLB15,0,2004-03-31,INR,1984540000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TLB11,0,2004-03-31,INR,2089010000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TLB2,0,2004-03-31,INR,1929810000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TLB5,0,2004-03-31,INR,691160000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TLB3,0,2004-03-31,INR,1218410000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TTL_LIABLITIES,0,2004-03-31,INR,9031740000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TLB12,0,2004-03-31,INR,820000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TLB13,0,2004-03-31,INR,33750000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TLB1,0,2004-03-31,INR,4767720000000
RBI:SGL_RN(1.0),N_A,AFY,2004,2003,TLB31,0,2004-03-31,INR,985500000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TLB14,0,2003-03-31,INR,511980000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TLB12,0,2003-03-31,INR,630000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TLB32,0,2003-03-31,INR,220600000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TLB13,0,2003-03-31,INR,25120000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TLB11,0,2003-03-31,INR,1330660000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TLB15,0,2003-03-31,INR,1391930000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TLB3,0,2003-03-31,INR,1136780000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TLB1,0,2003-03-31,INR,3260320000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TTL_LIABLITIES,0,2003-03-31,INR,7864300000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TLB6,0,2003-03-31,INR,3140000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TLB4,0,2003-03-31,INR,321880000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TLB5,0,2003-03-31,INR,650360000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TLB2,0,2003-03-31,INR,2491790000000
RBI:SGL_RN(1.0),N_A,AFY,2003,2002,TLB31,0,2003-03-31,INR,916180000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TLB2,0,2002-03-31,INR,2495510000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TLB31,0,2002-03-31,INR,844230000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TLB32,0,2002-03-31,INR,193920000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TLB13,0,2002-03-31,INR,94190000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TLB14,0,2002-03-31,INR,408940000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TLB1,0,2002-03-31,INR,2446250000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TLB6,0,2002-03-31,INR,10420000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TLB3,0,2002-03-31,INR,1038150000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TLB15,0,2002-03-31,INR,902260000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TLB12,0,2002-03-31,INR,590000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TTL_LIABLITIES,0,2002-03-31,INR,6907470000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TLB5,0,2002-03-31,INR,643250000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TLB11,0,2002-03-31,INR,1040270000000
RBI:SGL_RN(1.0),N_A,AFY,2002,2001,TLB4,0,2002-03-31,INR,273890000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TLB3,0,2001-03-31,INR,936290000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TLB12,0,2001-03-31,INR,620000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TTL_LIABLITIES,0,2001-03-31,INR,5941470000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TLB5,0,2001-03-31,INR,593280000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TLB4,0,2001-03-31,INR,228680000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TLB32,0,2001-03-31,INR,171830000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TLB11,0,2001-03-31,INR,867670000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TLB13,0,2001-03-31,INR,65590000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TLB6,0,2001-03-31,INR,7140000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TLB2,0,2001-03-31,INR,2386550000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TLB15,0,2001-03-31,INR,563520000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TLB31,0,2001-03-31,INR,764460000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TLB14,0,2001-03-31,INR,292130000000
RBI:SGL_RN(1.0),N_A,AFY,2001,2000,TLB1,0,2001-03-31,INR,1789530000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TLB13,0,2000-03-31,INR,73280000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TLB14,0,2000-03-31,INR,171100000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TLB12,0,2000-03-31,INR,650000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TLB32,0,2000-03-31,INR,149230000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TLB2,0,2000-03-31,INR,2303310000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TLB1,0,2000-03-31,INR,1251810000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TLB11,0,2000-03-31,INR,754270000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TLB31,0,2000-03-31,INR,656000000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TLB5,0,2000-03-31,INR,521930000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TLB3,0,2000-03-31,INR,805230000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TTL_LIABLITIES,0,2000-03-31,INR,5095290000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TLB15,0,2000-03-31,INR,252510000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TLB6,0,2000-03-31,INR,15330000000
RBI:SGL_RN(1.0),N_A,AFY,2000,1999,TLB4,0,2000-03-31,INR,197690000000
RBI:SGL_RN(1.0),N_A,AFY,1999,1998,TLB13,0,1999-03-31,INR,48580000000
RBI:SGL_RN(1.0),N_A,AFY,1999,1998,TLB5,0,1999-03-31,INR,423570000000
RBI:SGL_RN(1.0),N_A,AFY,1999,1998,TLB6,0,1999-03-31,INR,4450000000
RBI:SGL_RN(1.0),N_A,AFY,1999,1998,TLB11,0,1999-03-31,INR,614770000000
RBI:SGL_RN(1.0),N_A,AFY,1999,1998,TLB32,0,1999-03-31,INR,124290000000
RBI:SGL_RN(1.0),N_A,AFY,1999,1998,TTL_LIABLITIES,0,1999-03-31,INR,3995760000000
RBI:SGL_RN(1.0),N_A,AFY,1999,1998,TLB12,0,1999-03-31,INR,660000000
RBI:SGL_RN(1.0),N_A,AFY,1999,1998,TLB31,0,1999-03-31,INR,508270000000
RBI:SGL_RN(1.0),N_A,AFY,1999,1998,TLB3,0,1999-03-31,INR,632560000000
RBI:SGL_RN(1.0),N_A,AFY,1999,1998,TLB1,0,1999-03-31,INR,771900000000
RBI:SGL_RN(1.0),N_A,AFY,1999,1998,TLB4,0,1999-03-31,INR,173200000000
RBI:SGL_RN(1.0),N_A,AFY,1999,1998,TLB14,0,1999-03-31,INR,107890000000
RBI:SGL_RN(1.0),N_A,AFY,1999,1998,TLB2,0,1999-03-31,INR,1990070000000
RBI:SGL_RN(1.0),N_A,AFY,1998,1997,TLB32,0,1998-03-31,INR,100200000000
RBI:SGL_RN(1.0),N_A,AFY,1998,1997,TTL_LIABLITIES,0,1998-03-31,INR,3308160000000
RBI:SGL_RN(1.0),N_A,AFY,1998,1997,TLB4,0,1998-03-31,INR,144980000000
RBI:SGL_RN(1.0),N_A,AFY,1998,1997,TLB1,0,1998-03-31,INR,592890000000
RBI:SGL_RN(1.0),N_A,AFY,1998,1997,TLB31,0,1998-03-31,INR,408230000000
RBI:SGL_RN(1.0),N_A,AFY,1998,1997,TLB2,0,1998-03-31,INR,1686560000000
RBI:SGL_RN(1.0),N_A,AFY,1998,1997,TLB11,0,1998-03-31,INR,508470000000
RBI:SGL_RN(1.0),N_A,AFY,1998,1997,TLB14,0,1998-03-31,INR,77340000000
RBI:SGL_RN(1.0),N_A,AFY,1998,1997,TLB6,0,1998-03-31,INR,9210000000
RBI:SGL_RN(1.0),N_A,AFY,1998,1997,TLB3,0,1998-03-31,INR,508430000000
RBI:SGL_RN(1.0),N_A,AFY,1998,1997,TLB13,0,1998-03-31,INR,6300000000
RBI:SGL_RN(1.0),N_A,AFY,1998,1997,TLB12,0,1998-03-31,INR,770000000
RBI:SGL_RN(1.0),N_A,AFY,1998,1997,TLB5,0,1998-03-31,INR,366090000000
RBI:SGL_RN(1.0),N_A,AFY,1997,1996,TLB1,0,1997-03-31,INR,513380000000
RBI:SGL_RN(1.0),N_A,AFY,1997,1996,TLB3,0,1997-03-31,INR,440950000000
RBI:SGL_RN(1.0),N_A,AFY,1997,1996,TLB31,0,1997-03-31,INR,355560000000
RBI:SGL_RN(1.0),N_A,AFY,1997,1996,TLB14,0,1997-03-31,INR,51060000000
RBI:SGL_RN(1.0),N_A,AFY,1997,1996,TLB12,0,1997-03-31,INR,740000000
RBI:SGL_RN(1.0),N_A,AFY,1997,1996,TLB13,0,1997-03-31,INR,25570000000
RBI:SGL_RN(1.0),N_A,AFY,1997,1996,TLB4,0,1997-03-31,INR,123500000000
RBI:SGL_RN(1.0),N_A,AFY,1997,1996,TLB11,0,1997-03-31,INR,436020000000
RBI:SGL_RN(1.0),N_A,AFY,1997,1996,TLB6,0,1997-03-31,INR,5110000000
RBI:SGL_RN(1.0),N_A,AFY,1997,1996,TTL_LIABLITIES,0,1997-03-31,INR,2858980000000
RBI:SGL_RN(1.0),N_A,AFY,1997,1996,TLB5,0,1997-03-31,INR,314360000000
RBI:SGL_RN(1.0),N_A,AFY,1997,1996,TLB32,0,1997-03-31,INR,85390000000
RBI:SGL_RN(1.0),N_A,AFY,1997,1996,TLB2,0,1997-03-31,INR,1461680000000
RBI:SGL_RN(1.0),N_A,AFY,1996,1995,TLB11,0,1996-03-31,INR,370880000000
RBI:SGL_RN(1.0),N_A,AFY,1996,1995,TLB4,0,1996-03-31,INR,105770000000
RBI:SGL_RN(1.0),N_A,AFY,1996,1995,TLB13,0,1996-03-31,INR,18940000000
RBI:SGL_RN(1.0),N_A,AFY,1996,1995,TLB5,0,1996-03-31,INR,266540000000
RBI:SGL_RN(1.0),N_A,AFY,1996,1995,TLB3,0,1996-03-31,INR,382160000000
RBI:SGL_RN(1.0),N_A,AFY,1996,1995,TLB12,0,1996-03-31,INR,760000000
RBI:SGL_RN(1.0),N_A,AFY,1996,1995,TLB14,0,1996-03-31,INR,48380000000
RBI:SGL_RN(1.0),N_A,AFY,1996,1995,TTL_LIABLITIES,0,1996-03-31,INR,2495350000000
RBI:SGL_RN(1.0),N_A,AFY,1996,1995,TLB32,0,1996-03-31,INR,72320000000
RBI:SGL_RN(1.0),N_A,AFY,1996,1995,TLB31,0,1996-03-31,INR,309840000000
RBI:SGL_RN(1.0),N_A,AFY,1996,1995,TLB1,0,1996-03-31,INR,438950000000
RBI:SGL_RN(1.0),N_A,AFY,1996,1995,TLB6,0,1996-03-31,INR,9290000000
RBI:SGL_RN(1.0),N_A,AFY,1996,1995,TLB2,0,1996-03-31,INR,1292640000000
RBI:SGL_RN(1.0),N_A,AFY,1995,1994,TLB32,0,1995-03-31,INR,61110000000
RBI:SGL_RN(1.0),N_A,AFY,1995,1994,TLB2,0,1995-03-31,INR,1152380000000
RBI:SGL_RN(1.0),N_A,AFY,1995,1994,TLB11,0,1995-03-31,INR,312000000000
RBI:SGL_RN(1.0),N_A,AFY,1995,1994,TLB6,0,1995-03-31,INR,4890000000
RBI:SGL_RN(1.0),N_A,AFY,1995,1994,TLB1,0,1995-03-31,INR,358750000000
RBI:SGL_RN(1.0),N_A,AFY,1995,1994,TLB13,0,1995-03-31,INR,6080000000
RBI:SGL_RN(1.0),N_A,AFY,1995,1994,TTL_LIABLITIES,0,1995-03-31,INR,2164730000000
RBI:SGL_RN(1.0),N_A,AFY,1995,1994,TLB3,0,1995-03-31,INR,328940000000
RBI:SGL_RN(1.0),N_A,AFY,1995,1994,TLB5,0,1995-03-31,INR,229630000000
RBI:SGL_RN(1.0),N_A,AFY,1995,1994,TLB12,0,1995-03-31,INR,770000000
RBI:SGL_RN(1.0),N_A,AFY,1995,1994,TLB14,0,1995-03-31,INR,39890000000
RBI:SGL_RN(1.0),N_A,AFY,1995,1994,TLB31,0,1995-03-31,INR,267830000000
RBI:SGL_RN(1.0),N_A,AFY,1995,1994,TLB4,0,1995-03-31,INR,90130000000
RBI:SGL_RN(1.0),N_A,AFY,1994,1993,TLB13,0,1994-03-31,INR,13060000000
RBI:SGL_RN(1.0),N_A,AFY,1994,1993,TLB5,0,1994-03-31,INR,190090000000
RBI:SGL_RN(1.0),N_A,AFY,1994,1993,TLB6,0,1994-03-31,INR,6580000000
RBI:SGL_RN(1.0),N_A,AFY,1994,1993,TLB12,0,1994-03-31,INR,790000000
RBI:SGL_RN(1.0),N_A,AFY,1994,1993,TLB11,0,1994-03-31,INR,261190000000
RBI:SGL_RN(1.0),N_A,AFY,1994,1993,TLB14,0,1994-03-31,INR,34290000000
RBI:SGL_RN(1.0),N_A,AFY,1994,1993,TLB1,0,1994-03-31,INR,309330000000
RBI:SGL_RN(1.0),N_A,AFY,1994,1993,TTL_LIABLITIES,0,1994-03-31,INR,1878750000000
RBI:SGL_RN(1.0),N_A,AFY,1994,1993,TLB3,0,1994-03-31,INR,279720000000
RBI:SGL_RN(1.0),N_A,AFY,1994,1993,TLB31,0,1994-03-31,INR,229960000000
RBI:SGL_RN(1.0),N_A,AFY,1994,1993,TLB32,0,1994-03-31,INR,49760000000
RBI:SGL_RN(1.0),N_A,AFY,1994,1993,TLB2,0,1994-03-31,INR,1011220000000
RBI:SGL_RN(1.0),N_A,AFY,1994,1993,TLB4,0,1994-03-31,INR,81800000000
RBI:SGL_RN(1.0),N_A,AFY,1993,1992,TLB12,0,1993-03-31,INR,720000000
RBI:SGL_RN(1.0),N_A,AFY,1993,1992,TLB11,0,1993-03-31,INR,224800000000
RBI:SGL_RN(1.0),N_A,AFY,1993,1992,TLB6,0,1993-03-31,INR,7620000000
RBI:SGL_RN(1.0),N_A,AFY,1993,1992,TLB3,0,1993-03-31,INR,235150000000
RBI:SGL_RN(1.0),N_A,AFY,1993,1992,TLB13,0,1993-03-31,INR,10730000000
RBI:SGL_RN(1.0),N_A,AFY,1993,1992,TLB31,0,1993-03-31,INR,193470000000
RBI:SGL_RN(1.0),N_A,AFY,1993,1992,TTL_LIABLITIES,0,1993-03-31,INR,1683650000000
RBI:SGL_RN(1.0),N_A,AFY,1993,1992,TLB1,0,1993-03-31,INR,268530000000
RBI:SGL_RN(1.0),N_A,AFY,1993,1992,TLB32,0,1993-03-31,INR,41680000000
RBI:SGL_RN(1.0),N_A,AFY,1993,1992,TLB14,0,1993-03-31,INR,32280000000
RBI:SGL_RN(1.0),N_A,AFY,1993,1992,TLB4,0,1993-03-31,INR,66980000000
RBI:SGL_RN(1.0),N_A,AFY,1993,1992,TLB2,0,1993-03-31,INR,916260000000
RBI:SGL_RN(1.0),N_A,AFY,1993,1992,TLB5,0,1993-03-31,INR,189110000000
RBI:SGL_RN(1.0),N_A,AFY,1992,1991,TLB32,0,1992-03-31,INR,34330000000
RBI:SGL_RN(1.0),N_A,AFY,1992,1991,TLB6,0,1992-03-31,INR,9690000000
RBI:SGL_RN(1.0),N_A,AFY,1992,1991,TLB14,0,1992-03-31,INR,29100000000
RBI:SGL_RN(1.0),N_A,AFY,1992,1991,TLB1,0,1992-03-31,INR,232700000000
RBI:SGL_RN(1.0),N_A,AFY,1992,1991,TLB5,0,1992-03-31,INR,145020000000
RBI:SGL_RN(1.0),N_A,AFY,1992,1991,TLB31,0,1992-03-31,INR,163570000000
RBI:SGL_RN(1.0),N_A,AFY,1992,1991,TLB12,0,1992-03-31,INR,640000000
RBI:SGL_RN(1.0),N_A,AFY,1992,1991,TLB2,0,1992-03-31,INR,829790000000
RBI:SGL_RN(1.0),N_A,AFY,1992,1991,TLB3,0,1992-03-31,INR,197900000000
RBI:SGL_RN(1.0),N_A,AFY,1992,1991,TTL_LIABLITIES,0,1992-03-31,INR,1470300000000
RBI:SGL_RN(1.0),N_A,AFY,1992,1991,TLB11,0,1992-03-31,INR,190080000000
RBI:SGL_RN(1.0),N_A,AFY,1992,1991,TLB4,0,1992-03-31,INR,55190000000
RBI:SGL_RN(1.0),N_A,AFY,1992,1991,TLB13,0,1992-03-31,INR,12880000000
RBI:SGL_RN(1.0),N_A,AFY,1991,1990,TLB32,0,1991-03-31,INR,28590000000
RBI:SGL_RN(1.0),N_A,AFY,1991,1990,TLB11,0,1991-03-31,INR,156520000000
RBI:SGL_RN(1.0),N_A,AFY,1991,1990,TLB14,0,1991-03-31,INR,25130000000
RBI:SGL_RN(1.0),N_A,AFY,1991,1990,TLB4,0,1991-03-31,INR,47340000000
RBI:SGL_RN(1.0),N_A,AFY,1991,1990,TLB3,0,1991-03-31,INR,168610000000
RBI:SGL_RN(1.0),N_A,AFY,1991,1990,TLB6,0,1991-03-31,INR,9950000000
RBI:SGL_RN(1.0),N_A,AFY,1991,1990,TTL_LIABLITIES,0,1991-03-31,INR,1281550000000
RBI:SGL_RN(1.0),N_A,AFY,1991,1990,TLB12,0,1991-03-31,INR,600000000
RBI:SGL_RN(1.0),N_A,AFY,1991,1990,TLB2,0,1991-03-31,INR,735210000000
RBI:SGL_RN(1.0),N_A,AFY,1991,1990,TLB5,0,1991-03-31,INR,127690000000
RBI:SGL_RN(1.0),N_A,AFY,1991,1990,TLB13,0,1991-03-31,INR,10500000000
RBI:SGL_RN(1.0),N_A,AFY,1991,1990,TLB1,0,1991-03-31,INR,192740000000
RBI:SGL_RN(1.0),N_A,AFY,1991,1990,TLB31,0,1991-03-31,INR,140020000000
RBI:SGL_RN(1.0),N_A,AFY,1990,1989,TLB31,0,1990-03-31,INR,115140000000
RBI:SGL_RN(1.0),N_A,AFY,1990,1989,TLB11,0,1990-03-31,INR,130630000000
RBI:SGL_RN(1.0),N_A,AFY,1990,1989,TLB14,0,1990-03-31,INR,25440000000
RBI:SGL_RN(1.0),N_A,AFY,1990,1989,TLB6,0,1990-03-31,INR,9560000000
RBI:SGL_RN(1.0),N_A,AFY,1990,1989,TLB13,0,1990-03-31,INR,5890000000
RBI:SGL_RN(1.0),N_A,AFY,1990,1989,TLB1,0,1990-03-31,INR,161940000000
RBI:SGL_RN(1.0),N_A,AFY,1990,1989,TLB12,0,1990-03-31,INR,-20000000
RBI:SGL_RN(1.0),N_A,AFY,1990,1989,TLB2,0,1990-03-31,INR,641390000000
RBI:SGL_RN(1.0),N_A,AFY,1990,1989,TLB32,0,1990-03-31,INR,23770000000
RBI:SGL_RN(1.0),N_A,AFY,1990,1989,TLB3,0,1990-03-31,INR,138910000000
RBI:SGL_RN(1.0),N_A,AFY,1990,1989,TTL_LIABLITIES,0,1990-03-31,INR,1098490000000
RBI:SGL_RN(1.0),N_A,AFY,1990,1989,TLB5,0,1990-03-31,INR,99400000000
RBI:SGL_RN(1.0),N_A,AFY,1990,1989,TLB4,0,1990-03-31,INR,47290000000
RBI:SGL_RN(1.0),N_A,AFY,1989,1988,TLB4,0,1989-03-31,INR,36540000000
RBI:SGL_RN(1.0),N_A,AFY,1989,1988,TLB6,0,1989-03-31,INR,3930000000
RBI:SGL_RN(1.0),N_A,AFY,1989,1988,TLB31,0,1989-03-31,INR,96250000000
RBI:SGL_RN(1.0),N_A,AFY,1989,1988,TLB13,0,1989-03-31,INR,3250000000
RBI:SGL_RN(1.0),N_A,AFY,1989,1988,TLB2,0,1989-03-31,INR,562220000000
RBI:SGL_RN(1.0),N_A,AFY,1989,1988,TLB32,0,1989-03-31,INR,19600000000
RBI:SGL_RN(1.0),N_A,AFY,1989,1988,TLB11,0,1989-03-31,INR,107650000000
RBI:SGL_RN(1.0),N_A,AFY,1989,1988,TLB3,0,1989-03-31,INR,115850000000
RBI:SGL_RN(1.0),N_A,AFY,1989,1988,TLB14,0,1989-03-31,INR,21210000000
RBI:SGL_RN(1.0),N_A,AFY,1989,1988,TLB1,0,1989-03-31,INR,132130000000
RBI:SGL_RN(1.0),N_A,AFY,1989,1988,TLB12,0,1989-03-31,INR,20000000
RBI:SGL_RN(1.0),N_A,AFY,1989,1988,TTL_LIABLITIES,0,1989-03-31,INR,937720000000
RBI:SGL_RN(1.0),N_A,AFY,1989,1988,TLB5,0,1989-03-31,INR,87050000000
RBI:SGL_RN(1.0),N_A,AFY,1988,1987,TLB14,0,1988-03-31,INR,19220000000
RBI:SGL_RN(1.0),N_A,AFY,1988,1987,TLB32,0,1988-03-31,INR,15890000000
RBI:SGL_RN(1.0),N_A,AFY,1988,1987,TLB31,0,1988-03-31,INR,79940000000
RBI:SGL_RN(1.0),N_A,AFY,1988,1987,TLB11,0,1988-03-31,INR,87930000000
RBI:SGL_RN(1.0),N_A,AFY,1988,1987,TLB13,0,1988-03-31,INR,1290000000
RBI:SGL_RN(1.0),N_A,AFY,1988,1987,TLB3,0,1988-03-31,INR,95830000000
RBI:SGL_RN(1.0),N_A,AFY,1988,1987,TLB12,0,1988-03-31,INR,100000000
RBI:SGL_RN(1.0),N_A,AFY,1988,1987,TLB4,0,1988-03-31,INR,30000000000
RBI:SGL_RN(1.0),N_A,AFY,1988,1987,TLB1,0,1988-03-31,INR,108540000000
RBI:SGL_RN(1.0),N_A,AFY,1988,1987,TLB2,0,1988-03-31,INR,495340000000
RBI:SGL_RN(1.0),N_A,AFY,1988,1987,TLB6,0,1988-03-31,INR,5210000000
RBI:SGL_RN(1.0),N_A,AFY,1988,1987,TTL_LIABLITIES,0,1988-03-31,INR,811800000000
RBI:SGL_RN(1.0),N_A,AFY,1988,1987,TLB5,0,1988-03-31,INR,76880000000
RBI:SGL_RN(1.0),N_A,AFY,1987,1986,TLB14,0,1987-03-31,INR,15440000000
RBI:SGL_RN(1.0),N_A,AFY,1987,1986,TLB4,0,1987-03-31,INR,24570000000
RBI:SGL_RN(1.0),N_A,AFY,1987,1986,TLB2,0,1987-03-31,INR,437020000000
RBI:SGL_RN(1.0),N_A,AFY,1987,1986,TLB11,0,1987-03-31,INR,72710000000
RBI:SGL_RN(1.0),N_A,AFY,1987,1986,TLB32,0,1987-03-31,INR,12560000000
RBI:SGL_RN(1.0),N_A,AFY,1987,1986,TTL_LIABLITIES,0,1987-03-31,INR,698750000000
RBI:SGL_RN(1.0),N_A,AFY,1987,1986,TLB13,0,1987-03-31,INR,2140000000
RBI:SGL_RN(1.0),N_A,AFY,1987,1986,TLB3,0,1987-03-31,INR,79550000000
RBI:SGL_RN(1.0),N_A,AFY,1987,1986,TLB31,0,1987-03-31,INR,66990000000
RBI:SGL_RN(1.0),N_A,AFY,1987,1986,TLB1,0,1987-03-31,INR,90650000000
RBI:SGL_RN(1.0),N_A,AFY,1987,1986,TLB12,0,1987-03-31,INR,360000000
RBI:SGL_RN(1.0),N_A,AFY,1987,1986,TLB6,0,1987-03-31,INR,4480000000
RBI:SGL_RN(1.0),N_A,AFY,1987,1986,TLB5,0,1987-03-31,INR,62480000000
RBI:SGL_RN(1.0),N_A,AFY,1986,1985,TLB32,0,1986-03-31,INR,10820000000
RBI:SGL_RN(1.0),N_A,AFY,1986,1985,TLB5,0,1986-03-31,INR,52440000000
RBI:SGL_RN(1.0),N_A,AFY,1986,1985,TLB4,0,1986-03-31,INR,20360000000
