DATAFLOW,AUDST,COMP_COUNT,FREQ,INDS_GRP_RN,REPYEAREND,REPYEARSTART,TYP_RATIO_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,13,QFY,MNF_LTH,2022,2021,INT_BURDEN,0,2021-06-30,RPT,27.8581
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,13,QFY,MNF_LTH,2022,2021,INT_CVG,0,2021-06-30,RPT,3.589621
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,13,QFY,MNF_LTH,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,2.1008
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,13,QFY,MNF_LTH,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,3.7979
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,13,QFY,MNF_LTH,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,11.0412
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,13,QFY,MNF_LTH,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,30.8757
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,116,QFY,MNF_MMT,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,15.214299
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,116,QFY,MNF_MMT,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,13.0232
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,116,QFY,MNF_MMT,2022,2021,INT_BURDEN,0,2021-06-30,RPT,8.3102
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,116,QFY,MNF_MMT,2022,2021,INT_CVG,0,2021-06-30,RPT,12.033348
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,116,QFY,MNF_MMT,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,0.856
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,116,QFY,MNF_MMT,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,7.3687
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,116,QFY,MNF_MMT,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,10.8431
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,116,QFY,MNF_MMT,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,27.1269
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,12,QFY,MNF_MMT_MV,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,7.852507
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,12,QFY,MNF_MMT_MV,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,9.9668
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,12,QFY,MNF_MMT_MV,2022,2021,INT_BURDEN,0,2021-06-30,RPT,23.6193
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,12,QFY,MNF_MMT_MV,2022,2021,INT_CVG,0,2021-06-30,RPT,4.23382
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,12,QFY,MNF_MMT_MV,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,1.2692
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,12,QFY,MNF_MMT_MV,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,2.506
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,12,QFY,MNF_MMT_MV,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,7.4119
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,12,QFY,MNF_MMT_MV,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,25.6201
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,96,QFY,MNF_MMT_OTH,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,7.492321
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,96,QFY,MNF_MMT_OTH,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,10.2965
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,96,QFY,MNF_MMT_OTH,2022,2021,INT_BURDEN,0,2021-06-30,RPT,24.5141
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,96,QFY,MNF_MMT_OTH,2022,2021,INT_CVG,0,2021-06-30,RPT,4.079292
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,96,QFY,MNF_MMT_OTH,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,1.3743
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,96,QFY,MNF_MMT_OTH,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,4.4119
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,96,QFY,MNF_MMT_OTH,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,7.8984
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,96,QFY,MNF_MMT_OTH,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,25.5907
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,84,QFY,MNF_MMT_PRTS,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,6.579633
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,84,QFY,MNF_MMT_PRTS,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,11.4414
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,84,QFY,MNF_MMT_PRTS,2022,2021,INT_BURDEN,0,2021-06-30,RPT,27.117
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,84,QFY,MNF_MMT_PRTS,2022,2021,INT_CVG,0,2021-06-30,RPT,3.687728
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,84,QFY,MNF_MMT_PRTS,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,1.7389
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,84,QFY,MNF_MMT_PRTS,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,11.0283
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,84,QFY,MNF_MMT_PRTS,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,9.5873
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,84,QFY,MNF_MMT_PRTS,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,24.086
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_MPOSE,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,16.462687
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_MPOSE,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,29.0812
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_MPOSE,2022,2021,INT_BURDEN,0,2021-06-30,RPT,7.7174
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_MPOSE,2022,2021,INT_CVG,0,2021-06-30,RPT,12.957711
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_MPOSE,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,1.7665
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_MPOSE,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,15.56
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_MPOSE,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,24.4892
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_MPOSE,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,24.2207
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,50,QFY,MNF_OTH,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,15.028169
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,50,QFY,MNF_OTH,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,17.2666
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,50,QFY,MNF_OTH,2022,2021,INT_BURDEN,0,2021-06-30,RPT,8.4767
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,50,QFY,MNF_OTH,2022,2021,INT_CVG,0,2021-06-30,RPT,11.797074
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,50,QFY,MNF_OTH,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,1.1489
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,50,QFY,MNF_OTH,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,9.1905
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,50,QFY,MNF_OTH,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,14.0366
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,50,QFY,MNF_OTH,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,25.6565
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_PETR_PRD,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,6.612769
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_PETR_PRD,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,17.4565
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_PETR_PRD,2022,2021,INT_BURDEN,0,2021-06-30,RPT,18.095
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_PETR_PRD,2022,2021,INT_CVG,0,2021-06-30,RPT,5.526377
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_PETR_PRD,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,2.6398
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_PETR_PRD,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,10.1602
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_PETR_PRD,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,13.4067
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_PETR_PRD,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,17.9373
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,145,QFY,MNF_PM,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,15.344681
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,145,QFY,MNF_PM,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,26.6967
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,145,QFY,MNF_PM,2022,2021,INT_BURDEN,0,2021-06-30,RPT,7.7293
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,145,QFY,MNF_PM,2022,2021,INT_CVG,0,2021-06-30,RPT,12.937834
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,145,QFY,MNF_PM,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,1.7398
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,145,QFY,MNF_PM,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,15.9886
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,145,QFY,MNF_PM,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,24.0797
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,145,QFY,MNF_PM,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,22.4497
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,26,QFY,MNF_PNFFM,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,9.498801
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,26,QFY,MNF_PNFFM,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,32.3818
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,26,QFY,MNF_PNFFM,2022,2021,INT_BURDEN,0,2021-06-30,RPT,12.5414
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,26,QFY,MNF_PNFFM,2022,2021,INT_CVG,0,2021-06-30,RPT,7.97362
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,26,QFY,MNF_PNFFM,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,3.409
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,26,QFY,MNF_PNFFM,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,17.8279
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,26,QFY,MNF_PNFFM,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,27.0988
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,26,QFY,MNF_PNFFM,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,17.1342
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,43,QFY,MNF_PNPD,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,4.691811
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,43,QFY,MNF_PNPD,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,14.8161
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,43,QFY,MNF_PNPD,2022,2021,INT_BURDEN,0,2021-06-30,RPT,33.9031
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,43,QFY,MNF_PNPD,2022,2021,INT_CVG,0,2021-06-30,RPT,2.949581
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,43,QFY,MNF_PNPD,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,3.1579
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,43,QFY,MNF_PNPD,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,4.5362
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,43,QFY,MNF_PNPD,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,13.2636
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,43,QFY,MNF_PNPD,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,26.0925
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,93,QFY,MNF_PP,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,6.275242
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,93,QFY,MNF_PP,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,15.9257
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,93,QFY,MNF_PP,2022,2021,INT_BURDEN,0,2021-06-30,RPT,20.718
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,93,QFY,MNF_PP,2022,2021,INT_CVG,0,2021-06-30,RPT,4.826709
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,93,QFY,MNF_PP,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,2.5379
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,93,QFY,MNF_PP,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,7.3703
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,93,QFY,MNF_PP,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,14.1991
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,93,QFY,MNF_PP,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,25.1643
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,MNF_RRP,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,6.49496
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,MNF_RRP,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,14.3488
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,MNF_RRP,2022,2021,INT_BURDEN,0,2021-06-30,RPT,25.5361
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,MNF_RRP,2022,2021,INT_CVG,0,2021-06-30,RPT,3.916017
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,MNF_RRP,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,2.2092
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,MNF_RRP,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,4.4031
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,MNF_RRP,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,12.6454
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,MNF_RRP,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,29.7085
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_TBC_PRD,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,35.6883
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_TBC_PRD,2022,2021,INT_BURDEN,0,2021-06-30,RPT,0.4821
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_TBC_PRD,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,0.156
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_TBC_PRD,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,24.252
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_TBC_PRD,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,32.1471
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,7,QFY,MNF_TBC_PRD,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,24.7414
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,228,QFY,MNF_TXT,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,3.564125
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,228,QFY,MNF_TXT,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,14.6768
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,228,QFY,MNF_TXT,2022,2021,INT_BURDEN,0,2021-06-30,RPT,40.8751
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,228,QFY,MNF_TXT,2022,2021,INT_CVG,0,2021-06-30,RPT,2.44648
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,228,QFY,MNF_TXT,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,4.1179
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,228,QFY,MNF_TXT,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,4.1856
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,228,QFY,MNF_TXT,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,13.2279
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,228,QFY,MNF_TXT,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,27.2229
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_WOOD_PRD,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,6.014811
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_WOOD_PRD,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,12.6893
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_WOOD_PRD,2022,2021,INT_BURDEN,0,2021-06-30,RPT,24.1306
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_WOOD_PRD,2022,2021,INT_CVG,0,2021-06-30,RPT,4.144118
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_WOOD_PRD,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,2.1097
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_WOOD_PRD,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,4.8124
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_WOOD_PRD,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,11.9502
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,16,QFY,MNF_WOOD_PRD,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,26.4733
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,504,QFY,SERV_OTH_IT,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,1.450821
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,504,QFY,SERV_OTH_IT,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,20.9533
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,504,QFY,SERV_OTH_IT,2022,2021,INT_CVG,0,2021-06-30,RPT,0.195043
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,504,QFY,SERV_OTH_IT,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,14.4424
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,504,QFY,SERV_OTH_IT,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,-13.9303
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,504,QFY,SERV_OTH_IT,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,16.2514
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,504,QFY,SERV_OTH_IT,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,21.3494
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,SOI_BSS,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,4.288377
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,SOI_BSS,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,23.2698
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,SOI_BSS,2022,2021,INT_BURDEN,0,2021-06-30,RPT,29.9597
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,SOI_BSS,2022,2021,INT_CVG,0,2021-06-30,RPT,3.33782
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,SOI_BSS,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,5.4262
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,SOI_BSS,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,7.7088
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,SOI_BSS,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,21.9424
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,SOI_BSS,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,19.9948
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,42,QFY,SOI_HNR,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,-17.2991
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,42,QFY,SOI_HNR,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,24.7408
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,42,QFY,SOI_HNR,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,-54.8151
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,42,QFY,SOI_HNR,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,-26.1106
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,42,QFY,SOI_HNR,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,2.1453
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,23,QFY,SOI_HS,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,6.056989
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,23,QFY,SOI_HS,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,16.6975
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,23,QFY,SOI_HS,2022,2021,INT_BURDEN,0,2021-06-30,RPT,23.2044
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,23,QFY,SOI_HS,2022,2021,INT_CVG,0,2021-06-30,RPT,4.309524
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,23,QFY,SOI_HS,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,2.7567
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,23,QFY,SOI_HS,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,6.4414
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,23,QFY,SOI_HS,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,15.3437
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,23,QFY,SOI_HS,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,24.4888
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,77,QFY,SOI_OTH,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,4.987164
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,77,QFY,SOI_OTH,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,14.0256
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,77,QFY,SOI_OTH,2022,2021,INT_BURDEN,0,2021-06-30,RPT,32.7286
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,77,QFY,SOI_OTH,2022,2021,INT_CVG,0,2021-06-30,RPT,3.05543
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,77,QFY,SOI_OTH,2022,2021,INT_TO_SAL,0,2021-06-30,RPT,2.8123
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,77,QFY,SOI_OTH,2022,2021,NET_PFT_TO_SAL,0,2021-06-30,RPT,4.0531
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,77,QFY,SOI_OTH,2022,2021,OPR_PFTS_TO_SAL,0,2021-06-30,RPT,8.4211
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,77,QFY,SOI_OTH,2022,2021,TAX_PROV_TO_EBT,0,2021-06-30,RPT,22.5303
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,48,QFY,SOI_RE,2022,2021,CSH_CVG_RATIO,0,2021-06-30,RPT,2.728231
RBI:RATIO_LNGNFC_IND_QTR_RN(1.0),N_A,48,QFY,SOI_RE,2022,2021,EBITDA_TO_SAL,0,2021-06-30,RPT,54.8943
