DATAFLOW,AUDST,COMP_COUNT,FREQ,PERF_IND_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,EBT_BEFORE_NOP,2022,2021,0,2022-03-31,INR,6048450000000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,EBT_BEFORE_NOP,2022,2021,0,2022-03-31,PT,40.7
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,EXPD,2022,2021,0,2022-03-31,INR,40367802000000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,EXPD,2022,2021,0,2022-03-31,PT,36.2
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,EXPD_OTH,2022,2021,0,2022-03-31,INR,13938830199999.996
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,EXPD_OTH,2022,2021,0,2022-03-31,PT,-74.7
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,EXPD_PNF,2022,2021,0,2022-03-31,INR,1413462100000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,EXPD_PNF,2022,2021,0,2022-03-31,PT,47.3
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,EXPD_RAW_MATR,2022,2021,0,2022-03-31,INR,20057305000000.004
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,EXPD_RAW_MATR,2022,2021,0,2022-03-31,PT,47.6
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,EXPD_STAFF_COST,2022,2021,0,2022-03-31,INR,4958204700000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,EXPD_STAFF_COST,2022,2021,0,2022-03-31,PT,16.0
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,GROSS_PFT_EBIT,2022,2021,0,2022-03-31,INR,7468437100000.001
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,GROSS_PFT_EBIT,2022,2021,0,2022-03-31,PT,28.6
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,INT,2022,2021,0,2022-03-31,INR,1419987100000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,INT,2022,2021,0,2022-03-31,PT,-6.0
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,NET_PFT,2022,2021,0,2022-03-31,INR,4538896500000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,NET_PFT,2022,2021,0,2022-03-31,PT,71.7
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,OPR_PFT,2022,2021,0,2022-03-31,INR,8116166699999.999
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,OPR_PFT,2022,2021,0,2022-03-31,PT,27.4
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,OTH_INC,2022,2021,0,2022-03-31,INR,1395154600000.0002
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,OTH_INC,2022,2021,0,2022-03-31,PT,1.4
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,SALES,2022,2021,0,2022-03-31,INR,47737315900000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,SALES,2022,2021,0,2022-03-31,PT,32.5
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,TAX_PROV,2022,2021,0,2022-03-31,INR,1393743299999.9998
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,TAX_PROV,2022,2021,0,2022-03-31,PT,45.0
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,VAL_OF_PROD,2022,2021,0,2022-03-31,INR,48483968700000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3166,AFY,VAL_OF_PROD,2022,2021,0,2022-03-31,PT,34.7
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,DEPRC,2023,2022,0,2023-03-31,INR,2203973300000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,DEPRC,2023,2022,0,2023-03-31,PT,5.9
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EBITDA,2023,2022,0,2023-03-31,INR,10138613499999.998
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EBITDA,2023,2022,0,2023-03-31,PT,4.8
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EBT_BEFORE_NOP,2023,2022,0,2023-03-31,INR,6344073900000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EBT_BEFORE_NOP,2023,2022,0,2023-03-31,PT,2.1
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EXPD,2023,2022,0,2023-03-31,INR,49763605400000.01
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EXPD,2023,2022,0,2023-03-31,PT,22.0
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EXPD_OTH,2023,2022,0,2023-03-31,INR,17388373200000.006
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EXPD_OTH,2023,2022,0,2023-03-31,PT,-64.0
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EXPD_PNF,2023,2022,0,2023-03-31,INR,2371762000000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EXPD_PNF,2023,2022,0,2023-03-31,PT,48.8
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EXPD_RAW_MATR,2023,2022,0,2023-03-31,INR,24152524900000.004
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EXPD_RAW_MATR,2023,2022,0,2023-03-31,PT,20.6
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EXPD_STAFF_COST,2023,2022,0,2023-03-31,INR,5850945300000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,EXPD_STAFF_COST,2023,2022,0,2023-03-31,PT,16.6
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,GROSS_PFT_EBIT,2023,2022,0,2023-03-31,INR,7934640200000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,GROSS_PFT_EBIT,2023,2022,0,2023-03-31,PT,4.4
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,INT,2023,2022,0,2023-03-31,INR,1590566300000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,INT,2023,2022,0,2023-03-31,PT,15.0
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,NET_PFT,2023,2022,0,2023-03-31,INR,4692881200000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,NET_PFT,2023,2022,0,2023-03-31,PT,-0.2
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,OPR_PFT,2023,2022,0,2023-03-31,INR,8523867300000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,OPR_PFT,2023,2022,0,2023-03-31,PT,2.7
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,OTH_INC,2023,2022,0,2023-03-31,INR,1614746200000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,OTH_INC,2023,2022,0,2023-03-31,PT,17.3
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,SALES,2023,2022,0,2023-03-31,INR,57885365800000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,SALES,2023,2022,0,2023-03-31,PT,19.8
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,TAX_PROV,2023,2022,0,2023-03-31,INR,1478317800000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,TAX_PROV,2023,2022,0,2023-03-31,PT,4.6
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,VAL_OF_PROD,2023,2022,0,2023-03-31,INR,58287472699999.99
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3115,AFY,VAL_OF_PROD,2023,2022,0,2023-03-31,PT,18.7
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,DEPRC,2024,2023,0,2024-03-31,INR,2474523400000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,DEPRC,2024,2023,0,2024-03-31,PT,10.3
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EBITDA,2024,2023,0,2024-03-31,INR,11733785500000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EBITDA,2024,2023,0,2024-03-31,PT,13.8
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EBT_BEFORE_NOP,2024,2023,0,2024-03-31,INR,7513860100000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EBT_BEFORE_NOP,2024,2023,0,2024-03-31,PT,16.6
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EXPD,2024,2023,0,2024-03-31,INR,52234495400000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EXPD,2024,2023,0,2024-03-31,PT,2.8
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EXPD_OTH,2024,2023,0,2024-03-31,INR,18883602300000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EXPD_OTH,2024,2023,0,2024-03-31,PT,1.6
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EXPD_PNF,2024,2023,0,2024-03-31,INR,2229383400000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EXPD_PNF,2024,2023,0,2024-03-31,PT,-8.1
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EXPD_RAW_MATR,2024,2023,0,2024-03-31,INR,24596614400000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EXPD_RAW_MATR,2024,2023,0,2024-03-31,PT,0.1
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EXPD_STAFF_COST,2024,2023,0,2024-03-31,INR,6524895300000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,EXPD_STAFF_COST,2024,2023,0,2024-03-31,PT,9.2
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,GROSS_PFT_EBIT,2024,2023,0,2024-03-31,INR,9259262100000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,GROSS_PFT_EBIT,2024,2023,0,2024-03-31,PT,14.7
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,INT,2024,2023,0,2024-03-31,INR,1745402000000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,INT,2024,2023,0,2024-03-31,PT,7.4
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,NET_PFT,2024,2023,0,2024-03-31,INR,5562672900000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,NET_PFT,2024,2023,0,2024-03-31,PT,18.0
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,OPR_PFT,2024,2023,0,2024-03-31,INR,9922655000000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,OPR_PFT,2024,2023,0,2024-03-31,PT,14.4
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,OTH_INC,2024,2023,0,2024-03-31,INR,1811130500000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,OTH_INC,2024,2023,0,2024-03-31,PT,10.2
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,SALES,2024,2023,0,2024-03-31,INR,61861251900000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,SALES,2024,2023,0,2024-03-31,PT,4.7
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,TAX_PROV,2024,2023,0,2024-03-31,INR,1700943200000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,TAX_PROV,2024,2023,0,2024-03-31,PT,13.1
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,VAL_OF_PROD,2024,2023,0,2024-03-31,INR,62157150400000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3281,AFY,VAL_OF_PROD,2024,2023,0,2024-03-31,PT,4.5
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,DEPRC,2025,2024,0,2025-03-31,INR,2746808200000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,DEPRC,2025,2024,0,2025-03-31,PT,7.7
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EBITDA,2025,2024,0,2025-03-31,INR,13407295200000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EBITDA,2025,2024,0,2025-03-31,PT,10.3
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EBT_BEFORE_NOP,2025,2024,0,2025-03-31,INR,8752234200000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EBT_BEFORE_NOP,2025,2024,0,2025-03-31,PT,13.0
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EXPD,2025,2024,0,2025-03-31,INR,58440795600000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EXPD,2025,2024,0,2025-03-31,PT,7.3
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EXPD_OTH,2025,2024,0,2025-03-31,INR,21630923600000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EXPD_OTH,2025,2024,0,2025-03-31,PT,-4.6
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EXPD_PNF,2025,2024,0,2025-03-31,INR,2238354500000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EXPD_PNF,2025,2024,0,2025-03-31,PT,-2.5
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EXPD_RAW_MATR,2025,2024,0,2025-03-31,INR,27399931700000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EXPD_RAW_MATR,2025,2024,0,2025-03-31,PT,6.7
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EXPD_STAFF_COST,2025,2024,0,2025-03-31,INR,7171585800000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,EXPD_STAFF_COST,2025,2024,0,2025-03-31,PT,7.7
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,GROSS_PFT_EBIT,2025,2024,0,2025-03-31,INR,10660487000000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,GROSS_PFT_EBIT,2025,2024,0,2025-03-31,PT,11.0
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,INT,2025,2024,0,2025-03-31,INR,1908252800000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,INT,2025,2024,0,2025-03-31,PT,2.7
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,NET_PFT,2025,2024,0,2025-03-31,INR,7087073300000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,NET_PFT,2025,2024,0,2025-03-31,PT,18.9
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,OPR_PFT,2025,2024,0,2025-03-31,INR,11225376600000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,OPR_PFT,2025,2024,0,2025-03-31,PT,8.9
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,OTH_INC,2025,2024,0,2025-03-31,INR,2181918600000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,OTH_INC,2025,2024,0,2025-03-31,PT,17.9
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,SALES,2025,2024,0,2025-03-31,INR,69049438000000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,SALES,2025,2024,0,2025-03-31,PT,7.2
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,TAX_PROV,2025,2024,0,2025-03-31,INR,1879223900000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,TAX_PROV,2025,2024,0,2025-03-31,PT,8.7
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,VAL_OF_PROD,2025,2024,0,2025-03-31,INR,69666172200000
RBI:PRF_LNGNFC_ANN_RN(1.0),N_A,3902,AFY,VAL_OF_PROD,2025,2024,0,2025-03-31,PT,7.6
