DATAFLOW,AUDST,COMP_COUNT,FREQ,PERF_IND_RN,PUC_CLS_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,637,AFY,EBITDA,5_TO_10,2017,2016,0,2017-03-31,PT,10.3225
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,EBITDA,ALL_COMP,2017,2016,0,2017-03-31,PT,5.4598
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,EBITDA,LES_THN_5,2017,2016,0,2017-03-31,PT,-20.3401
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,498,AFY,EXPD,10_TO_15,2017,2016,0,2017-03-31,PT,4.9449
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,431,AFY,EXPD,15_TO_25,2017,2016,0,2017-03-31,PT,4.2084
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,803,AFY,EXPD,25_N_ABOVE,2017,2016,0,2017-03-31,PT,4.0239
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,637,AFY,EXPD,5_TO_10,2017,2016,0,2017-03-31,PT,2.5114
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,EXPD,ALL_COMP,2017,2016,0,2017-03-31,PT,3.7975
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,EXPD,LES_THN_5,2017,2016,0,2017-03-31,PT,-6.3031
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,498,AFY,GROSS_PFT_EBIT,10_TO_15,2017,2016,0,2017-03-31,PT,8.3086
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,431,AFY,GROSS_PFT_EBIT,15_TO_25,2017,2016,0,2017-03-31,PT,10.3765
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,803,AFY,GROSS_PFT_EBIT,25_N_ABOVE,2017,2016,0,2017-03-31,PT,5.0673
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,637,AFY,GROSS_PFT_EBIT,5_TO_10,2017,2016,0,2017-03-31,PT,12.3032
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,GROSS_PFT_EBIT,ALL_COMP,2017,2016,0,2017-03-31,PT,5.1768
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,GROSS_PFT_EBIT,LES_THN_5,2017,2016,0,2017-03-31,PT,-24.1762
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,498,AFY,INT,10_TO_15,2017,2016,0,2017-03-31,PT,-5.6633
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,431,AFY,INT,15_TO_25,2017,2016,0,2017-03-31,PT,-4.3491
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,803,AFY,INT,25_N_ABOVE,2017,2016,0,2017-03-31,PT,6.2878
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,637,AFY,INT,5_TO_10,2017,2016,0,2017-03-31,PT,-4.3701
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,INT,ALL_COMP,2017,2016,0,2017-03-31,PT,4.7788
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,INT,LES_THN_5,2017,2016,0,2017-03-31,PT,-9.8798
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,498,AFY,NET_PFT,10_TO_15,2017,2016,0,2017-03-31,PT,18.175
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,431,AFY,NET_PFT,15_TO_25,2017,2016,0,2017-03-31,PT,20.3484
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,803,AFY,NET_PFT,25_N_ABOVE,2017,2016,0,2017-03-31,PT,11.1501
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,637,AFY,NET_PFT,5_TO_10,2017,2016,0,2017-03-31,PT,12.0262
