DATAFLOW,AUDST,COMP_COUNT,FREQ,PUC_CLS_RN,REPYEAREND,REPYEARSTART,TYP_RATIO_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,ALL_COMP,2017,2016,INT_TO_SAL,0,2017-03-31,RPT,4.5368
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,ALL_COMP,2017,2016,NET_PFT_TO_SAL,0,2017-03-31,RPT,6.5412
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,ALL_COMP,2017,2016,OPR_PFTS_TO_SAL,0,2017-03-31,RPT,15.6338
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,ALL_COMP,2017,2016,OTH_INC_NET_PFT,0,2017-03-31,RPT,50.5832
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,ALL_COMP,2017,2016,SC_TO_SAL,0,2017-03-31,RPT,10.5609
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,ALL_COMP,2017,2016,TAX_PROV_TO_EBT,0,2017-03-31,RPT,22.7376
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,LES_THN_5,2017,2016,CORM_TO_SAL,0,2017-03-31,RPT,57.1915
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,LES_THN_5,2017,2016,CSH_CVG_RATIO,0,2017-03-31,RPT,5.246381
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,LES_THN_5,2017,2016,EBITDA_TO_SAL,0,2017-03-31,RPT,11.3405
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,LES_THN_5,2017,2016,EBIT_TO_SAL,0,2017-03-31,RPT,8.58
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,LES_THN_5,2017,2016,INT_BURDEN,0,2017-03-31,RPT,25.1933
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,LES_THN_5,2017,2016,INT_CVG,0,2017-03-31,RPT,3.969315
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,LES_THN_5,2017,2016,INT_TO_SAL,0,2017-03-31,RPT,2.1616
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,LES_THN_5,2017,2016,NET_PFT_TO_SAL,0,2017-03-31,RPT,4.6324
