DATAFLOW,AUDST,COMP_COUNT,FREQ,INDS_GRP_RN,PERF_IND_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,ELC_GAS_SPLY,SALES,2015,2014,0,2014-06-30,PT,11.3874
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,22,QFY,ELC_GAS_SPLY,TAX_PROV,2015,2014,0,2014-06-30,PT,-20.6906
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,2755,QFY,INDS_GRP_ALL_COMP,DEPRC,2015,2014,0,2014-06-30,PT,8.0351
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,2755,QFY,INDS_GRP_ALL_COMP,EBITDA,2015,2014,0,2014-06-30,PT,13.1753
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,2755,QFY,INDS_GRP_ALL_COMP,EXPD,2015,2014,0,2014-06-30,PT,6.0698
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,2755,QFY,INDS_GRP_ALL_COMP,GROSS_PFT_EBIT,2015,2014,0,2014-06-30,PT,14.7365
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,2755,QFY,INDS_GRP_ALL_COMP,INT,2015,2014,0,2014-06-30,PT,1.3647
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,2755,QFY,INDS_GRP_ALL_COMP,NET_PFT,2015,2014,0,2014-06-30,PT,27.3166
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,2755,QFY,INDS_GRP_ALL_COMP,OPR_PFT,2015,2014,0,2014-06-30,PT,16.5481
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,2755,QFY,INDS_GRP_ALL_COMP,OTH_INC,2015,2014,0,2014-06-30,PT,-2.7857
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,2755,QFY,INDS_GRP_ALL_COMP,PC_SHARE_SAL,2015,2014,0,2014-06-30,PT,100.0
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,2755,QFY,INDS_GRP_ALL_COMP,SALES,2015,2014,0,2014-06-30,INR,7636345400000
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,2755,QFY,INDS_GRP_ALL_COMP,SALES,2015,2014,0,2014-06-30,PT,7.1385
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,2755,QFY,INDS_GRP_ALL_COMP,TAX_PROV,2015,2014,0,2014-06-30,PT,23.7622
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,186,QFY,IT_CSRS,DEPRC,2015,2014,0,2014-06-30,PT,2.5251
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,186,QFY,IT_CSRS,EBITDA,2015,2014,0,2014-06-30,PT,22.843
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,186,QFY,IT_CSRS,EXPD,2015,2014,0,2014-06-30,PT,13.4843
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,186,QFY,IT_CSRS,GROSS_PFT_EBIT,2015,2014,0,2014-06-30,PT,25.0586
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,186,QFY,IT_CSRS,INT,2015,2014,0,2014-06-30,PT,-28.7507
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,186,QFY,IT_CSRS,NET_PFT,2015,2014,0,2014-06-30,PT,30.1418
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,186,QFY,IT_CSRS,OPR_PFT,2015,2014,0,2014-06-30,PT,20.2209
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,186,QFY,IT_CSRS,OTH_INC,2015,2014,0,2014-06-30,PT,39.2853
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,186,QFY,IT_CSRS,PC_SHARE_SAL,2015,2014,0,2014-06-30,PT,7.58717
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,186,QFY,IT_CSRS,SALES,2015,2014,0,2014-06-30,INR,579382500000
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,186,QFY,IT_CSRS,SALES,2015,2014,0,2014-06-30,PT,15.3557
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,186,QFY,IT_CSRS,TAX_PROV,2015,2014,0,2014-06-30,PT,32.3039
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MIN_N_QUARY,DEPRC,2015,2014,0,2014-06-30,PT,31.3888
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MIN_N_QUARY,EBITDA,2015,2014,0,2014-06-30,PT,-12.4458
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MIN_N_QUARY,EXPD,2015,2014,0,2014-06-30,PT,-3.7891
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MIN_N_QUARY,GROSS_PFT_EBIT,2015,2014,0,2014-06-30,PT,-19.8337
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MIN_N_QUARY,INT,2015,2014,0,2014-06-30,PT,-25.5106
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MIN_N_QUARY,NET_PFT,2015,2014,0,2014-06-30,PT,-65.0984
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MIN_N_QUARY,OPR_PFT,2015,2014,0,2014-06-30,PT,2.9281
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MIN_N_QUARY,OTH_INC,2015,2014,0,2014-06-30,PT,-46.4105
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MIN_N_QUARY,PC_SHARE_SAL,2015,2014,0,2014-06-30,PT,0.605677
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MIN_N_QUARY,SALES,2015,2014,0,2014-06-30,INR,46251600000
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MIN_N_QUARY,SALES,2015,2014,0,2014-06-30,PT,-1.6729
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MIN_N_QUARY,TAX_PROV,2015,2014,0,2014-06-30,PT,-33.9525
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,1851,QFY,MNF,DEPRC,2015,2014,0,2014-06-30,PT,8.0504
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,1851,QFY,MNF,EBITDA,2015,2014,0,2014-06-30,PT,13.3206
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,1851,QFY,MNF,EXPD,2015,2014,0,2014-06-30,PT,7.4971
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,1851,QFY,MNF,GROSS_PFT_EBIT,2015,2014,0,2014-06-30,PT,14.9763
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,1851,QFY,MNF,INT,2015,2014,0,2014-06-30,PT,3.2034
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,1851,QFY,MNF,NET_PFT,2015,2014,0,2014-06-30,PT,27.5719
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,1851,QFY,MNF,OPR_PFT,2015,2014,0,2014-06-30,PT,17.9866
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,1851,QFY,MNF,OTH_INC,2015,2014,0,2014-06-30,PT,-8.4427
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,1851,QFY,MNF,PC_SHARE_SAL,2015,2014,0,2014-06-30,PT,72.646512
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,1851,QFY,MNF,SALES,2015,2014,0,2014-06-30,INR,5547538600000
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,1851,QFY,MNF,SALES,2015,2014,0,2014-06-30,PT,8.0053
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,1851,QFY,MNF,TAX_PROV,2015,2014,0,2014-06-30,PT,27.4754
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MNF_CCP,DEPRC,2015,2014,0,2014-06-30,PT,-2.6444
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MNF_CCP,EBITDA,2015,2014,0,2014-06-30,PT,9.0247
