DATAFLOW,AUDST,COMP_COUNT,FREQ,REPYEAREND,REPYEARSTART,TYP_RATIO_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2711.000000000000,QFY,2016,2015,TAX_PROV_TO_EBT,0,2015-09-30,RPT,24.213883345981
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2736.000000000000,QFY,2016,2015,CORM_TO_SAL,0,2015-12-31,RPT,49.642207724498
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2736.000000000000,QFY,2016,2015,CSH_CVG_RATIO,0,2015-12-31,RPT,3.904284622856
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2736.000000000000,QFY,2016,2015,EBITDA_TO_SAL,0,2015-12-31,RPT,17.500641509921
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2736.000000000000,QFY,2016,2015,EBIT_TO_SAL,0,2015-12-31,RPT,13.28681198426
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2736.000000000000,QFY,2016,2015,INT_BURDEN,0,2015-12-31,RPT,33.735854025219
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2736.000000000000,QFY,2016,2015,INT_CVG,0,2015-12-31,RPT,2.964205379987
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2736.000000000000,QFY,2016,2015,INT_TO_SAL,0,2015-12-31,RPT,4.482419495615
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2736.000000000000,QFY,2016,2015,NET_PFT_TO_SAL,0,2015-12-31,RPT,5.168051972365
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2736.000000000000,QFY,2016,2015,OPR_PFTS_TO_SAL,0,2015-12-31,RPT,14.880281214163
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2736.000000000000,QFY,2016,2015,OTH_INC_NET_PFT,0,2015-12-31,RPT,50.70305619544
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2736.000000000000,QFY,2016,2015,SC_TO_SAL,0,2015-12-31,RPT,9.386768198793
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2736.000000000000,QFY,2016,2015,TAX_PROV_TO_EBT,0,2015-12-31,RPT,24.422282561258
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2710.000000000000,QFY,2016,2015,CORM_TO_SAL,0,2016-03-31,RPT,48.217805047775
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2710.000000000000,QFY,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,4.184136968108
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2710.000000000000,QFY,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,17.891829253315
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2710.000000000000,QFY,2016,2015,EBIT_TO_SAL,0,2016-03-31,RPT,13.688787022685
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2710.000000000000,QFY,2016,2015,INT_BURDEN,0,2016-03-31,RPT,31.238047834485
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2710.000000000000,QFY,2016,2015,INT_CVG,0,2016-03-31,RPT,3.201224370033
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2710.000000000000,QFY,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,4.276109838107
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2710.000000000000,QFY,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,5.946484807784
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2710.000000000000,QFY,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,15.051216275262
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2710.000000000000,QFY,2016,2015,OTH_INC_NET_PFT,0,2016-03-31,RPT,47.769616334249
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2710.000000000000,QFY,2016,2015,SC_TO_SAL,0,2016-03-31,RPT,9.279246411144
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2710.000000000000,QFY,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,22.688772015209
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2775.000000000000,QFY,2017,2016,CORM_TO_SAL,0,2016-06-30,RPT,48.415941324729
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2775.000000000000,QFY,2017,2016,CSH_CVG_RATIO,0,2016-06-30,RPT,4.081564202869
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2775.000000000000,QFY,2017,2016,EBITDA_TO_SAL,0,2016-06-30,RPT,19.951749302167
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2775.000000000000,QFY,2017,2016,EBIT_TO_SAL,0,2016-06-30,RPT,15.521237393699
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2775.000000000000,QFY,2017,2016,INT_BURDEN,0,2016-06-30,RPT,31.494013219575
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2775.000000000000,QFY,2017,2016,INT_CVG,0,2016-06-30,RPT,3.175206643333
