DATAFLOW,AUDST,COMP_COUNT,FREQ,IND_CLASF_RN,REPYEAREND,REPYEARSTART,TYP_RATIO_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,192,AFY,ICC_SRV_IT,2018,2017,INT_CVG,0,2018-03-31,RPT,74.040048270983
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,192,AFY,ICC_SRV_IT,2018,2017,INT_TO_SAL,0,2018-03-31,RPT,0.383473432812
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,192,AFY,ICC_SRV_IT,2018,2017,NET_PFT_TO_SAL,0,2018-03-31,RPT,22.067423983744
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,192,AFY,ICC_SRV_IT,2018,2017,OPR_PFTS_TO_SAL,0,2018-03-31,RPT,25.045444418278
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,192,AFY,ICC_SRV_IT,2018,2017,OTH_INC_NET_PFT,0,2018-03-31,RPT,25.586426935209
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,192,AFY,ICC_SRV_IT,2018,2017,SC_TO_SAL,0,2018-03-31,RPT,48.126724460484
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,192,AFY,ICC_SRV_IT,2018,2017,TAX_PROV_TO_EBT,0,2018-03-31,RPT,21.853431489476
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,626,AFY,ICC_SRV_NON_IT,2018,2017,CORM_TO_SAL,0,2018-03-31,RPT,21.606736868521
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,626,AFY,ICC_SRV_NON_IT,2018,2017,CSH_CVG_RATIO,0,2018-03-31,RPT,2.843967392281
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,626,AFY,ICC_SRV_NON_IT,2018,2017,EBITDA_TO_SAL,0,2018-03-31,RPT,17.776137755988
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,626,AFY,ICC_SRV_NON_IT,2018,2017,EBIT_TO_SAL,0,2018-03-31,RPT,8.515378701358
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,626,AFY,ICC_SRV_NON_IT,2018,2017,INT_BURDEN,0,2018-03-31,RPT,73.40215788965
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,626,AFY,ICC_SRV_NON_IT,2018,2017,INT_CVG,0,2018-03-31,RPT,1.362357768151
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,626,AFY,ICC_SRV_NON_IT,2018,2017,INT_TO_SAL,0,2018-03-31,RPT,6.250471719273
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,626,AFY,ICC_SRV_NON_IT,2018,2017,NET_PFT_TO_SAL,0,2018-03-31,RPT,-4.391700459814
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,626,AFY,ICC_SRV_NON_IT,2018,2017,OPR_PFTS_TO_SAL,0,2018-03-31,RPT,14.705537767274
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,626,AFY,ICC_SRV_NON_IT,2018,2017,SC_TO_SAL,0,2018-03-31,RPT,9.11004906538
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,626,AFY,ICC_SRV_NON_IT,2018,2017,TAX_PROV_TO_EBT,0,2018-03-31,RPT,27.605211536927
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1918,AFY,ICC_MANF,2019,2018,CORM_TO_SAL,0,2019-03-31,RPT,54.436770598843
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1918,AFY,ICC_MANF,2019,2018,CSH_CVG_RATIO,0,2019-03-31,RPT,6.685523724565
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1918,AFY,ICC_MANF,2019,2018,EBITDA_TO_SAL,0,2019-03-31,RPT,16.901648523265
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1918,AFY,ICC_MANF,2019,2018,EBIT_TO_SAL,0,2019-03-31,RPT,13.597511988457
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1918,AFY,ICC_MANF,2019,2018,INT_BURDEN,0,2019-03-31,RPT,18.592345508363
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1918,AFY,ICC_MANF,2019,2018,INT_CVG,0,2019-03-31,RPT,5.37855753353
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1918,AFY,ICC_MANF,2019,2018,INT_TO_SAL,0,2019-03-31,RPT,2.528096409435
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1918,AFY,ICC_MANF,2019,2018,NET_PFT_TO_SAL,0,2019-03-31,RPT,6.818167734865
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1918,AFY,ICC_MANF,2019,2018,OPR_PFTS_TO_SAL,0,2019-03-31,RPT,14.58880179188
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1918,AFY,ICC_MANF,2019,2018,OTH_INC_NET_PFT,0,2019-03-31,RPT,33.921822127635
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1918,AFY,ICC_MANF,2019,2018,SC_TO_SAL,0,2019-03-31,RPT,5.941248402698
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,1918,AFY,ICC_MANF,2019,2018,TAX_PROV_TO_EBT,0,2019-03-31,RPT,25.52422836025
