DATAFLOW,AUDST,COMP_COUNT,FREQ,REPYEAREND,REPYEARSTART,SALE_SZ_CLS_RN,TYP_RATIO_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,742,QFY,2015,2014,LES_CLS_THAN_25,EBIT_TO_SAL,0,2014-06-30,RPT,-6.7328
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,742,QFY,2015,2014,LES_CLS_THAN_25,INT_TO_SAL,0,2014-06-30,RPT,37.8381
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,742,QFY,2015,2014,LES_CLS_THAN_25,NET_PFT_TO_SAL,0,2014-06-30,RPT,-50.6664
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,742,QFY,2015,2014,LES_CLS_THAN_25,OPR_PFTS_TO_SAL,0,2014-06-30,RPT,-0.9246
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,742,QFY,2015,2014,LES_CLS_THAN_25,SC_TO_SAL,0,2014-06-30,RPT,22.2852
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,742,QFY,2015,2014,LES_CLS_THAN_25,TAX_PROV_TO_EBT,0,2014-06-30,RPT,18.3202
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,477,QFY,2015,2014,100_N_ABOVE,CORM_TO_SAL,0,2014-09-30,RPT,57.3633
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,477,QFY,2015,2014,100_N_ABOVE,CSH_CVG_RATIO,0,2014-09-30,RPT,4.934226
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,477,QFY,2015,2014,100_N_ABOVE,EBITDA_TO_SAL,0,2014-09-30,RPT,17.3187
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,477,QFY,2015,2014,100_N_ABOVE,EBIT_TO_SAL,0,2014-09-30,RPT,13.7468
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,477,QFY,2015,2014,100_N_ABOVE,INT_BURDEN,0,2014-09-30,RPT,25.5326
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,477,QFY,2015,2014,100_N_ABOVE,INT_CVG,0,2014-09-30,RPT,3.916566
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,477,QFY,2015,2014,100_N_ABOVE,INT_TO_SAL,0,2014-09-30,RPT,3.5099
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,477,QFY,2015,2014,100_N_ABOVE,NET_PFT_TO_SAL,0,2014-09-30,RPT,7.6768
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,477,QFY,2015,2014,100_N_ABOVE,OPR_PFTS_TO_SAL,0,2014-09-30,RPT,14.0208
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,477,QFY,2015,2014,100_N_ABOVE,OTH_INC_NET_PFT,0,2014-09-30,RPT,42.9601
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,477,QFY,2015,2014,100_N_ABOVE,SC_TO_SAL,0,2014-09-30,RPT,7.7415
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,477,QFY,2015,2014,100_N_ABOVE,TAX_PROV_TO_EBT,0,2014-09-30,RPT,22.9685
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,748,QFY,2015,2014,100_TO_500,CORM_TO_SAL,0,2014-09-30,RPT,54.7269
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,748,QFY,2015,2014,100_TO_500,CSH_CVG_RATIO,0,2014-09-30,RPT,1.380704
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,748,QFY,2015,2014,100_TO_500,EBITDA_TO_SAL,0,2014-09-30,RPT,10.5249
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,748,QFY,2015,2014,100_TO_500,EBIT_TO_SAL,0,2014-09-30,RPT,6.4117
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,748,QFY,2015,2014,100_TO_500,INT_BURDEN,0,2014-09-30,RPT,118.8892
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,748,QFY,2015,2014,100_TO_500,INT_CVG,0,2014-09-30,RPT,0.841119
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,748,QFY,2015,2014,100_TO_500,INT_TO_SAL,0,2014-09-30,RPT,7.6229
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,748,QFY,2015,2014,100_TO_500,NET_PFT_TO_SAL,0,2014-09-30,RPT,-2.545
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,748,QFY,2015,2014,100_TO_500,OPR_PFTS_TO_SAL,0,2014-09-30,RPT,6.0631
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,748,QFY,2015,2014,100_TO_500,SC_TO_SAL,0,2014-09-30,RPT,10.4217
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,748,QFY,2015,2014,100_TO_500,TAX_PROV_TO_EBT,0,2014-09-30,RPT,27.8618
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,281,QFY,2015,2014,25_TO_50,CORM_TO_SAL,0,2014-09-30,RPT,49.7156
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,281,QFY,2015,2014,25_TO_50,CSH_CVG_RATIO,0,2014-09-30,RPT,1.465537
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,281,QFY,2015,2014,25_TO_50,EBITDA_TO_SAL,0,2014-09-30,RPT,15.4686
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,281,QFY,2015,2014,25_TO_50,EBIT_TO_SAL,0,2014-09-30,RPT,8.2207
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,281,QFY,2015,2014,25_TO_50,INT_BURDEN,0,2014-09-30,RPT,128.3945
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,281,QFY,2015,2014,25_TO_50,INT_CVG,0,2014-09-30,RPT,0.778849
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,281,QFY,2015,2014,25_TO_50,INT_TO_SAL,0,2014-09-30,RPT,10.5549
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,281,QFY,2015,2014,25_TO_50,NET_PFT_TO_SAL,0,2014-09-30,RPT,-2.4443
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,281,QFY,2015,2014,25_TO_50,OPR_PFTS_TO_SAL,0,2014-09-30,RPT,7.637
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,281,QFY,2015,2014,25_TO_50,SC_TO_SAL,0,2014-09-30,RPT,14.3181
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,281,QFY,2015,2014,25_TO_50,TAX_PROV_TO_EBT,0,2014-09-30,RPT,21.2151
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,284,QFY,2015,2014,500_TO_1000,CORM_TO_SAL,0,2014-09-30,RPT,52.4766
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,284,QFY,2015,2014,500_TO_1000,CSH_CVG_RATIO,0,2014-09-30,RPT,2.104482
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,284,QFY,2015,2014,500_TO_1000,EBITDA_TO_SAL,0,2014-09-30,RPT,13.4898
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,284,QFY,2015,2014,500_TO_1000,EBIT_TO_SAL,0,2014-09-30,RPT,9.5793
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,284,QFY,2015,2014,500_TO_1000,INT_BURDEN,0,2014-09-30,RPT,66.9155
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,284,QFY,2015,2014,500_TO_1000,INT_CVG,0,2014-09-30,RPT,1.494421
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,284,QFY,2015,2014,500_TO_1000,INT_TO_SAL,0,2014-09-30,RPT,6.41
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,284,QFY,2015,2014,500_TO_1000,NET_PFT_TO_SAL,0,2014-09-30,RPT,3.0304
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,284,QFY,2015,2014,500_TO_1000,OPR_PFTS_TO_SAL,0,2014-09-30,RPT,10.1875
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,284,QFY,2015,2014,500_TO_1000,OTH_INC_NET_PFT,0,2014-09-30,RPT,108.971
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,284,QFY,2015,2014,500_TO_1000,SC_TO_SAL,0,2014-09-30,RPT,8.6596
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,284,QFY,2015,2014,500_TO_1000,TAX_PROV_TO_EBT,0,2014-09-30,RPT,25.0134
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,313,QFY,2015,2014,50_TO_100,CORM_TO_SAL,0,2014-09-30,RPT,58.2609
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,313,QFY,2015,2014,50_TO_100,CSH_CVG_RATIO,0,2014-09-30,RPT,1.304221
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,313,QFY,2015,2014,50_TO_100,EBITDA_TO_SAL,0,2014-09-30,RPT,10.2402
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,313,QFY,2015,2014,50_TO_100,EBIT_TO_SAL,0,2014-09-30,RPT,5.5184
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,313,QFY,2015,2014,50_TO_100,INT_BURDEN,0,2014-09-30,RPT,142.2814
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,313,QFY,2015,2014,50_TO_100,INT_CVG,0,2014-09-30,RPT,0.702832
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,313,QFY,2015,2014,50_TO_100,INT_TO_SAL,0,2014-09-30,RPT,7.8516
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,313,QFY,2015,2014,50_TO_100,NET_PFT_TO_SAL,0,2014-09-30,RPT,-3.1795
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,313,QFY,2015,2014,50_TO_100,OPR_PFTS_TO_SAL,0,2014-09-30,RPT,7.9497
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,313,QFY,2015,2014,50_TO_100,SC_TO_SAL,0,2014-09-30,RPT,10.4141
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,313,QFY,2015,2014,50_TO_100,TAX_PROV_TO_EBT,0,2014-09-30,RPT,20.4872
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,2863,QFY,2015,2014,ALL_COMP,CORM_TO_SAL,0,2014-09-30,RPT,56.872
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,2863,QFY,2015,2014,ALL_COMP,CSH_CVG_RATIO,0,2014-09-30,RPT,4.136972
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,2863,QFY,2015,2014,ALL_COMP,EBITDA_TO_SAL,0,2014-09-30,RPT,16.6307
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,2863,QFY,2015,2014,ALL_COMP,EBIT_TO_SAL,0,2014-09-30,RPT,12.9654
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,2863,QFY,2015,2014,ALL_COMP,INT_BURDEN,0,2014-09-30,RPT,31.0059
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,2863,QFY,2015,2014,ALL_COMP,INT_CVG,0,2014-09-30,RPT,3.225198
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,2863,QFY,2015,2014,ALL_COMP,INT_TO_SAL,0,2014-09-30,RPT,4.02
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,2863,QFY,2015,2014,ALL_COMP,NET_PFT_TO_SAL,0,2014-09-30,RPT,6.63
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,2863,QFY,2015,2014,ALL_COMP,OPR_PFTS_TO_SAL,0,2014-09-30,RPT,13.2338
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,2863,QFY,2015,2014,ALL_COMP,OTH_INC_NET_PFT,0,2014-09-30,RPT,51.236
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,2863,QFY,2015,2014,ALL_COMP,SC_TO_SAL,0,2014-09-30,RPT,8.0101
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,2863,QFY,2015,2014,ALL_COMP,TAX_PROV_TO_EBT,0,2014-09-30,RPT,23.1852
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,760,QFY,2015,2014,LES_CLS_THAN_25,CORM_TO_SAL,0,2014-09-30,RPT,50.1053
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,760,QFY,2015,2014,LES_CLS_THAN_25,CSH_CVG_RATIO,0,2014-09-30,RPT,0.335749
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,760,QFY,2015,2014,LES_CLS_THAN_25,EBITDA_TO_SAL,0,2014-09-30,RPT,10.0135
RBI:RATIO_LNGNFC_SAL_QTR_RN(1.0),N_A,760,QFY,2015,2014,LES_CLS_THAN_25,EBIT_TO_SAL,0,2014-09-30,RPT,-6.2875
