DATAFLOW,AUDST,COMP_COUNT,FREQ,PERF_IND_RN,REPYEAREND,REPYEARSTART,SALE_SZ_CLS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2702,QFY,SAL_SHARE,2017,2016,ALL_COMP,0,2016-09-30,PT,100.0
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,730,QFY,SAL_SHARE,2017,2016,LES_CLS_THAN_25,0,2016-09-30,PT,0.1746
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,464,QFY,TAX_PROV,2017,2016,100_N_ABOVE,0,2016-09-30,PT,11.6312
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,690,QFY,TAX_PROV,2017,2016,100_TO_500,0,2016-09-30,PT,18.3729
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,232,QFY,TAX_PROV,2017,2016,500_TO_1000,0,2016-09-30,PT,12.5925
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,313,QFY,TAX_PROV,2017,2016,50_TO_100,0,2016-09-30,PT,7.8064
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2702,QFY,TAX_PROV,2017,2016,ALL_COMP,0,2016-09-30,PT,12.0034
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,478,QFY,DEPRC,2017,2016,100_N_ABOVE,0,2016-12-31,PT,8.8595
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,700,QFY,DEPRC,2017,2016,100_TO_500,0,2016-12-31,PT,-2.0524
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,254,QFY,DEPRC,2017,2016,25_TO_50,0,2016-12-31,PT,-11.5296
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,256,QFY,DEPRC,2017,2016,500_TO_1000,0,2016-12-31,PT,2.3776
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,327,QFY,DEPRC,2017,2016,50_TO_100,0,2016-12-31,PT,-2.6509
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2784,QFY,DEPRC,2017,2016,ALL_COMP,0,2016-12-31,PT,7.4511
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,769,QFY,DEPRC,2017,2016,LES_CLS_THAN_25,0,2016-12-31,PT,-5.3351
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,478,QFY,EBITDA,2017,2016,100_N_ABOVE,0,2016-12-31,PT,9.2603
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,700,QFY,EBITDA,2017,2016,100_TO_500,0,2016-12-31,PT,-5.9682
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,254,QFY,EBITDA,2017,2016,25_TO_50,0,2016-12-31,PT,24.8049
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,256,QFY,EBITDA,2017,2016,500_TO_1000,0,2016-12-31,PT,2.0621
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,327,QFY,EBITDA,2017,2016,50_TO_100,0,2016-12-31,PT,-38.7028
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2784,QFY,EBITDA,2017,2016,ALL_COMP,0,2016-12-31,PT,8.1431
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,478,QFY,EXPD,2017,2016,100_N_ABOVE,0,2016-12-31,PT,6.9389
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,700,QFY,EXPD,2017,2016,100_TO_500,0,2016-12-31,PT,-4.7896
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,254,QFY,EXPD,2017,2016,25_TO_50,0,2016-12-31,PT,-42.7351
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,256,QFY,EXPD,2017,2016,500_TO_1000,0,2016-12-31,PT,1.1177
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,327,QFY,EXPD,2017,2016,50_TO_100,0,2016-12-31,PT,-15.9114
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2784,QFY,EXPD,2017,2016,ALL_COMP,0,2016-12-31,PT,4.9926
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,769,QFY,EXPD,2017,2016,LES_CLS_THAN_25,0,2016-12-31,PT,-43.287
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,478,QFY,GROSS_PFT_EBIT,2017,2016,100_N_ABOVE,0,2016-12-31,PT,9.3768
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,700,QFY,GROSS_PFT_EBIT,2017,2016,100_TO_500,0,2016-12-31,PT,-7.954
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,256,QFY,GROSS_PFT_EBIT,2017,2016,500_TO_1000,0,2016-12-31,PT,1.9207
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,327,QFY,GROSS_PFT_EBIT,2017,2016,50_TO_100,0,2016-12-31,PT,-55.8553
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2784,QFY,GROSS_PFT_EBIT,2017,2016,ALL_COMP,0,2016-12-31,PT,8.3595
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,478,QFY,INT,2017,2016,100_N_ABOVE,0,2016-12-31,PT,12.4636
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,700,QFY,INT,2017,2016,100_TO_500,0,2016-12-31,PT,-7.2801
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,254,QFY,INT,2017,2016,25_TO_50,0,2016-12-31,PT,27.354
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,256,QFY,INT,2017,2016,500_TO_1000,0,2016-12-31,PT,7.9198
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,327,QFY,INT,2017,2016,50_TO_100,0,2016-12-31,PT,74.8012
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2784,QFY,INT,2017,2016,ALL_COMP,0,2016-12-31,PT,11.3727
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,769,QFY,INT,2017,2016,LES_CLS_THAN_25,0,2016-12-31,PT,-7.5503
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,478,QFY,NET_PFT,2017,2016,100_N_ABOVE,0,2016-12-31,PT,26.6102
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2784,QFY,NET_PFT,2017,2016,ALL_COMP,0,2016-12-31,PT,24.6044
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,478,QFY,OPR_PFT,2017,2016,100_N_ABOVE,0,2016-12-31,PT,8.8618
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,700,QFY,OPR_PFT,2017,2016,100_TO_500,0,2016-12-31,PT,-11.1152
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,256,QFY,OPR_PFT,2017,2016,500_TO_1000,0,2016-12-31,PT,-2.1321
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,327,QFY,OPR_PFT,2017,2016,50_TO_100,0,2016-12-31,PT,-45.2923
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2784,QFY,OPR_PFT,2017,2016,ALL_COMP,0,2016-12-31,PT,7.5792
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,478,QFY,OTH_INC,2017,2016,100_N_ABOVE,0,2016-12-31,PT,11.5485
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,700,QFY,OTH_INC,2017,2016,100_TO_500,0,2016-12-31,PT,18.45
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,254,QFY,OTH_INC,2017,2016,25_TO_50,0,2016-12-31,PT,5.2808
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,256,QFY,OTH_INC,2017,2016,500_TO_1000,0,2016-12-31,PT,26.1645
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,327,QFY,OTH_INC,2017,2016,50_TO_100,0,2016-12-31,PT,-33.8711
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2784,QFY,OTH_INC,2017,2016,ALL_COMP,0,2016-12-31,PT,11.2131
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,769,QFY,OTH_INC,2017,2016,LES_CLS_THAN_25,0,2016-12-31,PT,23.3694
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,478,QFY,SALES,2017,2016,100_N_ABOVE,0,2016-12-31,PT,4.6799
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,700,QFY,SALES,2017,2016,100_TO_500,0,2016-12-31,PT,-7.7052
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,254,QFY,SALES,2017,2016,25_TO_50,0,2016-12-31,PT,-41.3961
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,256,QFY,SALES,2017,2016,500_TO_1000,0,2016-12-31,PT,-2.1343
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,327,QFY,SALES,2017,2016,50_TO_100,0,2016-12-31,PT,-17.9872
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2784,QFY,SALES,2017,2016,ALL_COMP,0,2016-12-31,PT,2.8373
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,769,QFY,SALES,2017,2016,LES_CLS_THAN_25,0,2016-12-31,PT,-46.8925
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,478,QFY,SAL_SHARE,2017,2016,100_N_ABOVE,0,2016-12-31,PT,87.2439
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,700,QFY,SAL_SHARE,2017,2016,100_TO_500,0,2016-12-31,PT,5.5683
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,254,QFY,SAL_SHARE,2017,2016,25_TO_50,0,2016-12-31,PT,0.2997
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,256,QFY,SAL_SHARE,2017,2016,500_TO_1000,0,2016-12-31,PT,5.93
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,327,QFY,SAL_SHARE,2017,2016,50_TO_100,0,2016-12-31,PT,0.7691
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2784,QFY,SAL_SHARE,2017,2016,ALL_COMP,0,2016-12-31,PT,100.0
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,769,QFY,SAL_SHARE,2017,2016,LES_CLS_THAN_25,0,2016-12-31,PT,0.1889
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,478,QFY,TAX_PROV,2017,2016,100_N_ABOVE,0,2016-12-31,PT,24.7914
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,700,QFY,TAX_PROV,2017,2016,100_TO_500,0,2016-12-31,PT,-4.9784
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,256,QFY,TAX_PROV,2017,2016,500_TO_1000,0,2016-12-31,PT,0.3402
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,327,QFY,TAX_PROV,2017,2016,50_TO_100,0,2016-12-31,PT,-15.0805
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2784,QFY,TAX_PROV,2017,2016,ALL_COMP,0,2016-12-31,PT,24.0875
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,513,QFY,DEPRC,2017,2016,100_N_ABOVE,0,2017-03-31,PT,3.8578
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,707,QFY,DEPRC,2017,2016,100_TO_500,0,2017-03-31,PT,-6.5835
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,251,QFY,DEPRC,2017,2016,25_TO_50,0,2017-03-31,PT,-5.4552
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,252,QFY,DEPRC,2017,2016,500_TO_1000,0,2017-03-31,PT,2.1718
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,277,QFY,DEPRC,2017,2016,50_TO_100,0,2017-03-31,PT,-2.7264
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2726,QFY,DEPRC,2017,2016,ALL_COMP,0,2017-03-31,PT,3.0683
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,726,QFY,DEPRC,2017,2016,LES_CLS_THAN_25,0,2017-03-31,PT,-8.3025
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,513,QFY,EBITDA,2017,2016,100_N_ABOVE,0,2017-03-31,PT,2.0557
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,707,QFY,EBITDA,2017,2016,100_TO_500,0,2017-03-31,PT,-19.449
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,252,QFY,EBITDA,2017,2016,500_TO_1000,0,2017-03-31,PT,-25.1159
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,277,QFY,EBITDA,2017,2016,50_TO_100,0,2017-03-31,PT,16.3127
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2726,QFY,EBITDA,2017,2016,ALL_COMP,0,2017-03-31,PT,0.1603
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,726,QFY,EBITDA,2017,2016,LES_CLS_THAN_25,0,2017-03-31,PT,-122.2609
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,513,QFY,EXPD,2017,2016,100_N_ABOVE,0,2017-03-31,PT,11.7393
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,707,QFY,EXPD,2017,2016,100_TO_500,0,2017-03-31,PT,-2.1074
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,251,QFY,EXPD,2017,2016,25_TO_50,0,2017-03-31,PT,-39.3771
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,252,QFY,EXPD,2017,2016,500_TO_1000,0,2017-03-31,PT,-2.2402
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,277,QFY,EXPD,2017,2016,50_TO_100,0,2017-03-31,PT,-20.2075
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2726,QFY,EXPD,2017,2016,ALL_COMP,0,2017-03-31,PT,9.121
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,726,QFY,EXPD,2017,2016,LES_CLS_THAN_25,0,2017-03-31,PT,-35.6863
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,513,QFY,GROSS_PFT_EBIT,2017,2016,100_N_ABOVE,0,2017-03-31,PT,1.5611
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,707,QFY,GROSS_PFT_EBIT,2017,2016,100_TO_500,0,2017-03-31,PT,-27.3687
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,252,QFY,GROSS_PFT_EBIT,2017,2016,500_TO_1000,0,2017-03-31,PT,-35.0864
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,277,QFY,GROSS_PFT_EBIT,2017,2016,50_TO_100,0,2017-03-31,PT,68.2013
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2726,QFY,GROSS_PFT_EBIT,2017,2016,ALL_COMP,0,2017-03-31,PT,-0.6936
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,513,QFY,INT,2017,2016,100_N_ABOVE,0,2017-03-31,PT,-1.6249
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,707,QFY,INT,2017,2016,100_TO_500,0,2017-03-31,PT,6.233
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,251,QFY,INT,2017,2016,25_TO_50,0,2017-03-31,PT,-18.221
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,252,QFY,INT,2017,2016,500_TO_1000,0,2017-03-31,PT,7.0611
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,277,QFY,INT,2017,2016,50_TO_100,0,2017-03-31,PT,-22.4696
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2726,QFY,INT,2017,2016,ALL_COMP,0,2017-03-31,PT,-1.5616
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,726,QFY,INT,2017,2016,LES_CLS_THAN_25,0,2017-03-31,PT,-75.4444
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,513,QFY,NET_PFT,2017,2016,100_N_ABOVE,0,2017-03-31,PT,-1.4369
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2726,QFY,NET_PFT,2017,2016,ALL_COMP,0,2017-03-31,PT,-6.8925
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,513,QFY,OPR_PFT,2017,2016,100_N_ABOVE,0,2017-03-31,PT,3.3767
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,707,QFY,OPR_PFT,2017,2016,100_TO_500,0,2017-03-31,PT,-7.2622
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,252,QFY,OPR_PFT,2017,2016,500_TO_1000,0,2017-03-31,PT,-30.8501
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,277,QFY,OPR_PFT,2017,2016,50_TO_100,0,2017-03-31,PT,28.747
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2726,QFY,OPR_PFT,2017,2016,ALL_COMP,0,2017-03-31,PT,2.0544
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,513,QFY,OTH_INC,2017,2016,100_N_ABOVE,0,2017-03-31,PT,-3.2927
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,707,QFY,OTH_INC,2017,2016,100_TO_500,0,2017-03-31,PT,-34.2954
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,251,QFY,OTH_INC,2017,2016,25_TO_50,0,2017-03-31,PT,47.739
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,252,QFY,OTH_INC,2017,2016,500_TO_1000,0,2017-03-31,PT,-3.724
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,277,QFY,OTH_INC,2017,2016,50_TO_100,0,2017-03-31,PT,5.1757
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2726,QFY,OTH_INC,2017,2016,ALL_COMP,0,2017-03-31,PT,-6.7155
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,726,QFY,OTH_INC,2017,2016,LES_CLS_THAN_25,0,2017-03-31,PT,-67.2228
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,513,QFY,SALES,2017,2016,100_N_ABOVE,0,2017-03-31,PT,9.5072
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,707,QFY,SALES,2017,2016,100_TO_500,0,2017-03-31,PT,-2.1493
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,251,QFY,SALES,2017,2016,25_TO_50,0,2017-03-31,PT,-53.6467
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,252,QFY,SALES,2017,2016,500_TO_1000,0,2017-03-31,PT,-4.523
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,277,QFY,SALES,2017,2016,50_TO_100,0,2017-03-31,PT,-18.2658
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2726,QFY,SALES,2017,2016,ALL_COMP,0,2017-03-31,PT,7.1798
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,726,QFY,SALES,2017,2016,LES_CLS_THAN_25,0,2017-03-31,PT,-51.5735
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,513,QFY,SAL_SHARE,2017,2016,100_N_ABOVE,0,2017-03-31,PT,88.4527
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,707,QFY,SAL_SHARE,2017,2016,100_TO_500,0,2017-03-31,PT,5.1957
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,251,QFY,SAL_SHARE,2017,2016,25_TO_50,0,2017-03-31,PT,0.2756
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,252,QFY,SAL_SHARE,2017,2016,500_TO_1000,0,2017-03-31,PT,5.331
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,277,QFY,SAL_SHARE,2017,2016,50_TO_100,0,2017-03-31,PT,0.5925
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2726,QFY,SAL_SHARE,2017,2016,ALL_COMP,0,2017-03-31,PT,100.0
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,726,QFY,SAL_SHARE,2017,2016,LES_CLS_THAN_25,0,2017-03-31,PT,0.1525
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,513,QFY,TAX_PROV,2017,2016,100_N_ABOVE,0,2017-03-31,PT,-10.8438
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,707,QFY,TAX_PROV,2017,2016,100_TO_500,0,2017-03-31,PT,-44.4723
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,251,QFY,TAX_PROV,2017,2016,25_TO_50,0,2017-03-31,PT,-80.5986
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,252,QFY,TAX_PROV,2017,2016,500_TO_1000,0,2017-03-31,PT,-9.7352
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2726,QFY,TAX_PROV,2017,2016,ALL_COMP,0,2017-03-31,PT,-11.9086
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,726,QFY,TAX_PROV,2017,2016,LES_CLS_THAN_25,0,2017-03-31,PT,85.795
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,503,QFY,DEPRC,2018,2017,100_N_ABOVE,0,2017-06-30,PT,7.1823
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,703,QFY,DEPRC,2018,2017,100_TO_500,0,2017-06-30,PT,5.139
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,254,QFY,DEPRC,2018,2017,25_TO_50,0,2017-06-30,PT,-5.535
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,232,QFY,DEPRC,2018,2017,500_TO_1000,0,2017-06-30,PT,-7.7715
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,288,QFY,DEPRC,2018,2017,50_TO_100,0,2017-06-30,PT,-2.2941
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2744,QFY,DEPRC,2018,2017,ALL_COMP,0,2017-06-30,PT,6.014
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,764,QFY,DEPRC,2018,2017,LES_CLS_THAN_25,0,2017-06-30,PT,-7.5708
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,503,QFY,EBITDA,2018,2017,100_N_ABOVE,0,2017-06-30,PT,-6.4464
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,703,QFY,EBITDA,2018,2017,100_TO_500,0,2017-06-30,PT,-13.0444
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,254,QFY,EBITDA,2018,2017,25_TO_50,0,2017-06-30,PT,11.3313
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,232,QFY,EBITDA,2018,2017,500_TO_1000,0,2017-06-30,PT,-7.0342
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,288,QFY,EBITDA,2018,2017,50_TO_100,0,2017-06-30,PT,-5.133
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2744,QFY,EBITDA,2018,2017,ALL_COMP,0,2017-06-30,PT,-6.8019
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,764,QFY,EBITDA,2018,2017,LES_CLS_THAN_25,0,2017-06-30,PT,-49.5435
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,503,QFY,EXPD,2018,2017,100_N_ABOVE,0,2017-06-30,PT,12.6019
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,703,QFY,EXPD,2018,2017,100_TO_500,0,2017-06-30,PT,-1.1854
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,254,QFY,EXPD,2018,2017,25_TO_50,0,2017-06-30,PT,-10.9326
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,232,QFY,EXPD,2018,2017,500_TO_1000,0,2017-06-30,PT,6.2202
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,288,QFY,EXPD,2018,2017,50_TO_100,0,2017-06-30,PT,1.4297
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2744,QFY,EXPD,2018,2017,ALL_COMP,0,2017-06-30,PT,10.9647
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,764,QFY,EXPD,2018,2017,LES_CLS_THAN_25,0,2017-06-30,PT,-33.2337
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,503,QFY,GROSS_PFT_EBIT,2018,2017,100_N_ABOVE,0,2017-06-30,PT,-10.0172
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,703,QFY,GROSS_PFT_EBIT,2018,2017,100_TO_500,0,2017-06-30,PT,-20.9655
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,254,QFY,GROSS_PFT_EBIT,2018,2017,25_TO_50,0,2017-06-30,PT,49.6716
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,232,QFY,GROSS_PFT_EBIT,2018,2017,500_TO_1000,0,2017-06-30,PT,-6.7396
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,288,QFY,GROSS_PFT_EBIT,2018,2017,50_TO_100,0,2017-06-30,PT,-7.7883
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2744,QFY,GROSS_PFT_EBIT,2018,2017,ALL_COMP,0,2017-06-30,PT,-10.3676
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,764,QFY,GROSS_PFT_EBIT,2018,2017,LES_CLS_THAN_25,0,2017-06-30,PT,-126.0625
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,503,QFY,INT,2018,2017,100_N_ABOVE,0,2017-06-30,PT,-1.3925
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,703,QFY,INT,2018,2017,100_TO_500,0,2017-06-30,PT,5.2563
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,254,QFY,INT,2018,2017,25_TO_50,0,2017-06-30,PT,-4.2923
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,232,QFY,INT,2018,2017,500_TO_1000,0,2017-06-30,PT,-6.0338
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,288,QFY,INT,2018,2017,50_TO_100,0,2017-06-30,PT,0.1843
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2744,QFY,INT,2018,2017,ALL_COMP,0,2017-06-30,PT,-1.4611
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,764,QFY,INT,2018,2017,LES_CLS_THAN_25,0,2017-06-30,PT,-26.8353
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,503,QFY,NET_PFT,2018,2017,100_N_ABOVE,0,2017-06-30,PT,-16.6079
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,232,QFY,NET_PFT,2018,2017,500_TO_1000,0,2017-06-30,PT,-78.2194
RBI:PRF_LNGNFC_SAL_QTR_RN(1.0),N_A,2744,QFY,NET_PFT,2018,2017,ALL_COMP,0,2017-06-30,PT,-21.19
