DATAFLOW,AUDST,FREQ,INDS_GRP_RN,REPYEAREND,REPYEARSTART,TYP_RATIO_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,2.785611
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,9.9348
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT,2016,2015,INT_BURDEN,0,2016-03-31,RPT,50.159
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT,2016,2015,INT_CVG,0,2016-03-31,RPT,1.993659
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,3.5665
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,2.4902
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,6.8833
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,16.6107
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT_OTH,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,3.967486
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT_OTH,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,11.1138
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT_OTH,2016,2015,INT_BURDEN,0,2016-03-31,RPT,33.2777
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT_OTH,2016,2015,INT_CVG,0,2016-03-31,RPT,3.005017
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT_OTH,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,2.8012
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT_OTH,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,-0.0658
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT_OTH,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,4.1765
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT_OTH,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,8.8114
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,AGR_REL_ACT_OTH,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,16.2347
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ARA_TCP,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,1.723886
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ARA_TCP,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,8.1478
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ARA_TCP,2016,2015,INT_BURDEN,0,2016-03-31,RPT,92.156
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ARA_TCP,2016,2015,INT_CVG,0,2016-03-31,RPT,1.085116
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ARA_TCP,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,4.7264
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ARA_TCP,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,3.9609
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ARA_TCP,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,18.5642
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,CONSTRN,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,1.221646
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,CONSTRN,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,13.8801
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,CONSTRN,2016,2015,INT_BURDEN,0,2016-03-31,RPT,100.9753
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,CONSTRN,2016,2015,INT_CVG,0,2016-03-31,RPT,0.990341
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,CONSTRN,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,11.3618
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,CONSTRN,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,-1.6656
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,CONSTRN,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,10.0103
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,CONSTRN,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,22.6946
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ELC_GAS_SPLY,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,2.139506
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ELC_GAS_SPLY,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,28.1841
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ELC_GAS_SPLY,2016,2015,INT_BURDEN,0,2016-03-31,RPT,57.9501
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ELC_GAS_SPLY,2016,2015,INT_CVG,0,2016-03-31,RPT,1.725621
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ELC_GAS_SPLY,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,13.1732
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ELC_GAS_SPLY,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,7.2453
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ELC_GAS_SPLY,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,22.6022
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,ELC_GAS_SPLY,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,17.3656
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,INDS_GRP_ALL_COMP,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,4.169731
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,INDS_GRP_ALL_COMP,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,18.2724
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,INDS_GRP_ALL_COMP,2016,2015,INT_BURDEN,0,2016-03-31,RPT,30.9181
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,INDS_GRP_ALL_COMP,2016,2015,INT_CVG,0,2016-03-31,RPT,3.234353
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,INDS_GRP_ALL_COMP,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,4.3822
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,INDS_GRP_ALL_COMP,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,6.5759
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,INDS_GRP_ALL_COMP,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,15.2024
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,INDS_GRP_ALL_COMP,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,23.1535
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,IT_CSRS,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,49.695604
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,IT_CSRS,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,31.6801
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,IT_CSRS,2016,2015,INT_BURDEN,0,2016-03-31,RPT,2.1784
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,IT_CSRS,2016,2015,INT_CVG,0,2016-03-31,RPT,45.904508
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,IT_CSRS,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,0.6375
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,IT_CSRS,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,22.5055
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,IT_CSRS,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,26.6364
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,IT_CSRS,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,22.9511
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MIN_N_QUARY,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,4.443317
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MIN_N_QUARY,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,39.8286
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MIN_N_QUARY,2016,2015,INT_BURDEN,0,2016-03-31,RPT,27.9943
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MIN_N_QUARY,2016,2015,INT_CVG,0,2016-03-31,RPT,3.572154
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MIN_N_QUARY,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,8.9637
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MIN_N_QUARY,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,14.9935
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MIN_N_QUARY,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,15.9524
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MIN_N_QUARY,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,2.0041
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,4.337534
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,15.1869
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF,2016,2015,INT_BURDEN,0,2016-03-31,RPT,30.1132
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF,2016,2015,INT_CVG,0,2016-03-31,RPT,3.320804
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,3.5013
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,5.2937
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,12.9655
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,24.4017
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CCP,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,5.070983
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CCP,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,16.9462
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CCP,2016,2015,INT_BURDEN,0,2016-03-31,RPT,30.1239
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CCP,2016,2015,INT_CVG,0,2016-03-31,RPT,3.319621
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CCP,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,3.3418
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CCP,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,5.7419
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CCP,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,15.3451
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CCP,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,25.6579
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CEE,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,2.494776
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CEE,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,13.945
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CEE,2016,2015,INT_BURDEN,0,2016-03-31,RPT,58.7899
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CEE,2016,2015,INT_CVG,0,2016-03-31,RPT,1.700972
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CEE,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,5.5897
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CEE,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,0.8648
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CEE,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,11.1142
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CEE,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,27.8802
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CHM_PRD,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,7.401802
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CHM_PRD,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,15.0184
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CHM_PRD,2016,2015,INT_BURDEN,0,2016-03-31,RPT,15.9894
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CHM_PRD,2016,2015,INT_CVG,0,2016-03-31,RPT,6.254153
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CHM_PRD,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,2.029
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CHM_PRD,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,7.8011
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CHM_PRD,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,13.4572
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CHM_PRD,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,28.3185
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_BASIC,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,4.20183
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_BASIC,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,15.8945
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_BASIC,2016,2015,INT_BURDEN,0,2016-03-31,RPT,30.5383
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_BASIC,2016,2015,INT_CVG,0,2016-03-31,RPT,3.274574
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_BASIC,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,3.7828
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_BASIC,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,6.8522
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_BASIC,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,14.4903
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_BASIC,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,27.7618
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_FNP,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,3.611173
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_FNP,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,8.628
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_FNP,2016,2015,INT_BURDEN,0,2016-03-31,RPT,33.5011
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_FNP,2016,2015,INT_CVG,0,2016-03-31,RPT,2.984978
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_FNP,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,2.3892
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_FNP,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,2.5178
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_FNP,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,7.4852
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_FNP,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,26.863
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_OTH,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,11.807341
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_OTH,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,17.3514
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_OTH,2016,2015,INT_BURDEN,0,2016-03-31,RPT,9.7967
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_OTH,2016,2015,INT_CVG,0,2016-03-31,RPT,10.207478
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_OTH,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,1.4695
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_OTH,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,9.9688
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_OTH,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,15.4531
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_OTH,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,27.6699
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_PNV,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,44.025492
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_PNV,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,17.7228
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_PNV,2016,2015,INT_BURDEN,0,2016-03-31,RPT,2.5489
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_PNV,2016,2015,INT_CVG,0,2016-03-31,RPT,39.232685
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_PNV,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,0.4026
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_PNV,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,12.0606
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_PNV,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,16.3622
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_CP_PNV,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,32.3957
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_EMA,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,3.484431
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_EMA,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,11.2088
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_EMA,2016,2015,INT_BURDEN,0,2016-03-31,RPT,35.3055
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_EMA,2016,2015,INT_CVG,0,2016-03-31,RPT,2.832422
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_EMA,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,3.2168
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_EMA,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,2.4477
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_EMA,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,9.574
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_EMA,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,27.9268
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FMP,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,7.895581
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FMP,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,16.9943
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FMP,2016,2015,INT_BURDEN,0,2016-03-31,RPT,16.2728
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FMP,2016,2015,INT_CVG,0,2016-03-31,RPT,6.145227
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FMP,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,2.1524
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FMP,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,7.7014
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FMP,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,15.4009
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FMP,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,27.934
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,2.448156
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,8.3569
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB,2016,2015,INT_BURDEN,0,2016-03-31,RPT,55.4052
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB,2016,2015,INT_CVG,0,2016-03-31,RPT,1.804884
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,3.4136
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,1.3939
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,7.1808
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,28.0373
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB_DAIRY_PRD,2016,2015,CSH_CVG_RATIO,0,2016-03-31,RPT,9.187942
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB_DAIRY_PRD,2016,2015,EBITDA_TO_SAL,0,2016-03-31,RPT,12.1692
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB_DAIRY_PRD,2016,2015,INT_BURDEN,0,2016-03-31,RPT,13.8016
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB_DAIRY_PRD,2016,2015,INT_CVG,0,2016-03-31,RPT,7.245535
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB_DAIRY_PRD,2016,2015,INT_TO_SAL,0,2016-03-31,RPT,1.3245
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB_DAIRY_PRD,2016,2015,NET_PFT_TO_SAL,0,2016-03-31,RPT,3.8795
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB_DAIRY_PRD,2016,2015,OPR_PFTS_TO_SAL,0,2016-03-31,RPT,11.261
RBI:RATIO_LNGNFC_INDUS_ANN_RN(1.0),N_A,AFY,MNF_FPB_DAIRY_PRD,2016,2015,TAX_PROV_TO_EBT,0,2016-03-31,RPT,25.1623
