DATAFLOW,AUDST,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2024,2023,0,2023-06-30,INR,202530000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2023,2022,0,2022-07-15,INR,6.1892
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2023,2022,0,2022-07-15,INR,201509410000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2023,2022,0,2022-07-15,INR,5.3792
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2023,2022,0,2022-07-15,INR,2352485169000
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2022,2021,0,2021-12-31,INR,847024005999.999
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2022,2021,0,2021-12-31,INR,3.7378
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2022,2021,0,2021-12-31,INR,174972041000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2022,2021,0,2021-12-31,INR,5.3076
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2021,2020,0,2021-01-15,INR,3.1432
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2021,2020,0,2021-01-15,INR,652491641000
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2021,2020,0,2021-01-15,INR,3961300000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2021,2020,0,2021-01-15,INR,3.8471
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2021,2020,0,2020-07-31,INR,3.3908
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2021,2020,0,2020-07-31,INR,4.4502
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2021,2020,0,2020-07-31,INR,1047050000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2021,2020,0,2020-07-31,INR,12929668000
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2020,2019,0,2020-01-31,INR,165079110000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2020,2019,0,2020-01-31,INR,5.2049
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2020,2019,0,2020-01-31,INR,7.4962
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2020,2019,0,2020-01-31,INR,1813090000000
