DATAFLOW,AUDST,DAILY_AVG_TO_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:AVG_TURNOVER_RN(1.0),N_A,TERM_MONEY,W,2026,2025,0,2026-01-02,INR,16353200000
RBI:AVG_TURNOVER_RN(1.0),N_A,NOTICE_MONEY,W,2026,2025,0,2026-01-02,INR,79842200000
RBI:AVG_TURNOVER_RN(1.0),N_A,GOVT_SEC_RBI,W,2026,2025,0,2026-01-02,INR,101811532000
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_364_DAY,W,2026,2025,0,2026-01-02,INR,31962080000
RBI:AVG_TURNOVER_RN(1.0),N_A,CALL_MONEY,W,2026,2025,0,2026-01-02,INR,224775640000
RBI:AVG_TURNOVER_RN(1.0),N_A,GOVT_SEC,W,2026,2025,0,2026-01-02,INR,805047092400
RBI:AVG_TURNOVER_RN(1.0),N_A,TRI_REPO,W,2026,2025,0,2026-01-02,INR,8994963200000
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_91_DAY,W,2026,2025,0,2026-01-02,INR,45675128000.00001
RBI:AVG_TURNOVER_RN(1.0),N_A,STATE_GOVT_SEC,W,2026,2025,0,2026-01-02,INR,50695368000
RBI:AVG_TURNOVER_RN(1.0),N_A,FOREX,W,2026,2025,0,2026-01-02,INR,129002000000
RBI:AVG_TURNOVER_RN(1.0),N_A,MKT_REPO,W,2026,2025,0,2026-01-02,INR,7615034840000.001
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_182_DAY,W,2026,2025,0,2026-01-02,INR,47811103999.99999
RBI:AVG_TURNOVER_RN(1.0),N_A,CORPO_REPO,W,2026,2025,0,2026-01-02,INR,128233600000
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_CASH_MNG_BILLS,W,2026,2025,0,2026-01-02,INR,0.0
RBI:AVG_TURNOVER_RN(1.0),N_A,TERM_MONEY,W,2026,2025,0,2025-12-26,INR,13606000000
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_91_DAY,W,2026,2025,0,2025-12-26,INR,42438100000.00001
RBI:AVG_TURNOVER_RN(1.0),N_A,CORPO_REPO,W,2026,2025,0,2025-12-26,INR,148611000000
RBI:AVG_TURNOVER_RN(1.0),N_A,NOTICE_MONEY,W,2026,2025,0,2025-12-26,INR,5538640000
RBI:AVG_TURNOVER_RN(1.0),N_A,GOVT_SEC,W,2026,2025,0,2025-12-26,INR,1003806412000
RBI:AVG_TURNOVER_RN(1.0),N_A,TRI_REPO,W,2026,2025,0,2025-12-26,INR,7738066800000
RBI:AVG_TURNOVER_RN(1.0),N_A,MKT_REPO,W,2026,2025,0,2025-12-26,INR,6502522640000
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_182_DAY,W,2026,2025,0,2025-12-26,INR,48711770000
RBI:AVG_TURNOVER_RN(1.0),N_A,CALL_MONEY,W,2026,2025,0,2025-12-26,INR,289494400000
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_364_DAY,W,2026,2025,0,2025-12-26,INR,46589799999.99999
RBI:AVG_TURNOVER_RN(1.0),N_A,GOVT_SEC_RBI,W,2026,2025,0,2025-12-26,INR,14446161080
RBI:AVG_TURNOVER_RN(1.0),N_A,FOREX,W,2026,2025,0,2025-12-26,INR,131973000000
RBI:AVG_TURNOVER_RN(1.0),N_A,STATE_GOVT_SEC,W,2026,2025,0,2025-12-26,INR,66183735000
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_364_DAY,W,2026,2025,0,2025-12-19,INR,42281300000
RBI:AVG_TURNOVER_RN(1.0),N_A,GOVT_SEC,W,2026,2025,0,2025-12-19,INR,842130531600
RBI:AVG_TURNOVER_RN(1.0),N_A,GOVT_SEC_RBI,W,2026,2025,0,2025-12-19,INR,113286464300
RBI:AVG_TURNOVER_RN(1.0),N_A,CORPO_REPO,W,2026,2025,0,2025-12-19,INR,116180000000
RBI:AVG_TURNOVER_RN(1.0),N_A,TRI_REPO,W,2026,2025,0,2025-12-19,INR,9096623400000
RBI:AVG_TURNOVER_RN(1.0),N_A,NOTICE_MONEY,W,2026,2025,0,2025-12-19,INR,74160120000
RBI:AVG_TURNOVER_RN(1.0),N_A,TERM_MONEY,W,2026,2025,0,2025-12-19,INR,17105200000
RBI:AVG_TURNOVER_RN(1.0),N_A,FOREX,W,2026,2025,0,2025-12-19,INR,153364000000
RBI:AVG_TURNOVER_RN(1.0),N_A,STATE_GOVT_SEC,W,2026,2025,0,2025-12-19,INR,69546636000
RBI:AVG_TURNOVER_RN(1.0),N_A,CALL_MONEY,W,2026,2025,0,2025-12-19,INR,323348320000
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_182_DAY,W,2026,2025,0,2025-12-19,INR,35602828000
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_91_DAY,W,2026,2025,0,2025-12-19,INR,71775332000
RBI:AVG_TURNOVER_RN(1.0),N_A,MKT_REPO,W,2026,2025,0,2025-12-19,INR,8126406160000
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_91_DAY,W,2026,2025,0,2025-12-12,INR,36360972000
RBI:AVG_TURNOVER_RN(1.0),N_A,FOREX,W,2026,2025,0,2025-12-12,INR,140295000000
RBI:AVG_TURNOVER_RN(1.0),N_A,MKT_REPO,W,2026,2025,0,2025-12-12,INR,7171810800000
RBI:AVG_TURNOVER_RN(1.0),N_A,STATE_GOVT_SEC,W,2026,2025,0,2025-12-12,INR,77358796000
RBI:AVG_TURNOVER_RN(1.0),N_A,NOTICE_MONEY,W,2026,2025,0,2025-12-12,INR,5083600000
RBI:AVG_TURNOVER_RN(1.0),N_A,CORPO_REPO,W,2026,2025,0,2025-12-12,INR,166956000000
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_182_DAY,W,2026,2025,0,2025-12-12,INR,61633340000
RBI:AVG_TURNOVER_RN(1.0),N_A,GOVT_SEC_RBI,W,2026,2025,0,2025-12-12,INR,101454403000
RBI:AVG_TURNOVER_RN(1.0),N_A,TERM_MONEY,W,2026,2025,0,2025-12-12,INR,7110000000
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_364_DAY,W,2026,2025,0,2025-12-12,INR,24808672000
RBI:AVG_TURNOVER_RN(1.0),N_A,TRI_REPO,W,2026,2025,0,2025-12-12,INR,7732889333000
RBI:AVG_TURNOVER_RN(1.0),N_A,GOVT_SEC,W,2026,2025,0,2025-12-12,INR,1371560330000
RBI:AVG_TURNOVER_RN(1.0),N_A,CALL_MONEY,W,2026,2025,0,2025-12-12,INR,327406833300
RBI:AVG_TURNOVER_RN(1.0),N_A,TERM_MONEY,W,2026,2025,0,2025-12-05,INR,19334333330
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_182_DAY,W,2026,2025,0,2025-12-05,INR,34280732000
RBI:AVG_TURNOVER_RN(1.0),N_A,GOVT_SEC,W,2026,2025,0,2025-12-05,INR,1136645978000
RBI:AVG_TURNOVER_RN(1.0),N_A,STATE_GOVT_SEC,W,2026,2025,0,2025-12-05,INR,79268644000
RBI:AVG_TURNOVER_RN(1.0),N_A,TR_BILL_364_DAY,W,2026,2025,0,2025-12-05,INR,33910240000
RBI:AVG_TURNOVER_RN(1.0),N_A,TRI_REPO,W,2026,2025,0,2025-12-05,INR,6843586333000
RBI:AVG_TURNOVER_RN(1.0),N_A,CORPO_REPO,W,2026,2025,0,2025-12-05,INR,147484800000
