DATAFLOW,AUDST,FREQ,HI_LW_AVG_RATES_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2020,2019,0,2020-01-31,INR,4.959298
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2020,2019,0,2020-01-31,INR,5.45
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2020,2019,0,2020-01-31,INR,2.75
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2020,2019,0,2019-12-31,INR,5.3
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2020,2019,0,2019-12-31,INR,3.4
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2020,2019,0,2019-12-31,INR,5.048363
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2020,2019,0,2019-11-30,INR,5.042538
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2020,2019,0,2019-11-30,INR,5.35
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2020,2019,0,2019-11-30,INR,3.2
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2020,2019,0,2019-10-31,INR,5.087301
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2020,2019,0,2019-10-31,INR,5.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2020,2019,0,2019-10-31,INR,3.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2020,2019,0,2019-09-30,INR,5.95
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2020,2019,0,2019-09-30,INR,5.335785
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2020,2019,0,2019-09-30,INR,3.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2020,2019,0,2019-08-31,INR,5.8
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2020,2019,0,2019-08-31,INR,3.9
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2020,2019,0,2019-08-31,INR,5.377929
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2020,2019,0,2019-07-31,INR,6.05
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2020,2019,0,2019-07-31,INR,4.1
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2020,2019,0,2019-07-31,INR,5.618841
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2020,2019,0,2019-06-30,INR,7.45
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2020,2019,0,2019-06-30,INR,5.772225
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2020,2019,0,2019-06-30,INR,4.4
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2020,2019,0,2019-05-31,INR,6.95
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2020,2019,0,2019-05-31,INR,5.941061
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2020,2019,0,2019-05-31,INR,4.2
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2020,2019,0,2019-04-30,INR,6.088066
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2020,2019,0,2019-04-30,INR,4.2
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2020,2019,0,2019-04-30,INR,7.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2019,2018,0,2019-03-31,INR,9.75
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2019,2018,0,2019-03-31,INR,4.8
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2019,2018,0,2019-03-31,INR,6.242347
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2019,2018,0,2019-02-28,INR,4.1
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2019,2018,0,2019-02-28,INR,6.302309
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2019,2018,0,2019-02-28,INR,6.7
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2019,2018,0,2019-01-31,INR,6.389768
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2019,2018,0,2019-01-31,INR,4.1
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2019,2018,0,2019-01-31,INR,7.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2019,2018,0,2018-12-31,INR,6.466643
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2019,2018,0,2018-12-31,INR,7.36
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2019,2018,0,2018-12-31,INR,4.1
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2019,2018,0,2018-11-30,INR,6.402221
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2019,2018,0,2018-11-30,INR,4.6
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2019,2018,0,2018-11-30,INR,7.05
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2019,2018,0,2018-10-31,INR,6.447845
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2019,2018,0,2018-10-31,INR,4.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2019,2018,0,2018-10-31,INR,7.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2019,2018,0,2018-09-30,INR,6.9
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2019,2018,0,2018-09-30,INR,4.75
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2019,2018,0,2018-09-30,INR,6.462313
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2019,2018,0,2018-08-31,INR,4.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2019,2018,0,2018-08-31,INR,6.356159
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2019,2018,0,2018-08-31,INR,6.65
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2019,2018,0,2018-07-31,INR,4.7
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2019,2018,0,2018-07-31,INR,6.161175
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2019,2018,0,2018-07-31,INR,6.8
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2019,2018,0,2018-06-30,INR,4.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2019,2018,0,2018-06-30,INR,6.9
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2019,2018,0,2018-06-30,INR,6.10112
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2019,2018,0,2018-05-31,INR,4.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2019,2018,0,2018-05-31,INR,5.912088
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2019,2018,0,2018-05-31,INR,7.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2019,2018,0,2018-04-30,INR,5.902226
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2019,2018,0,2018-04-30,INR,4.6
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2019,2018,0,2018-04-30,INR,6.2
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2018,2017,0,2018-03-31,INR,3.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2018,2017,0,2018-03-31,INR,5.949956
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2018,2017,0,2018-03-31,INR,9.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2018,2017,0,2018-02-28,INR,4.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2018,2017,0,2018-02-28,INR,6.95
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2018,2017,0,2018-02-28,INR,5.925538
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2018,2017,0,2018-01-31,INR,6.25
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2018,2017,0,2018-01-31,INR,4.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2018,2017,0,2018-01-31,INR,5.884641
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2018,2017,0,2017-12-31,INR,6.8
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2018,2017,0,2017-12-31,INR,4.2
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2018,2017,0,2017-12-31,INR,5.914176
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2018,2017,0,2017-11-30,INR,4.6
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2018,2017,0,2017-11-30,INR,5.873939
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2018,2017,0,2017-11-30,INR,6.25
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2018,2017,0,2017-10-31,INR,6.3
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2018,2017,0,2017-10-31,INR,4.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2018,2017,0,2017-10-31,INR,5.874601
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2018,2017,0,2017-09-30,INR,5.878795
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2018,2017,0,2017-09-30,INR,6.35
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2018,2017,0,2017-09-30,INR,4.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2018,2017,0,2017-08-31,INR,4.6
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2018,2017,0,2017-08-31,INR,6.3
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2018,2017,0,2017-08-31,INR,5.897053
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2018,2017,0,2017-07-31,INR,6.064342
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2018,2017,0,2017-07-31,INR,4.7
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2018,2017,0,2017-07-31,INR,6.4
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2018,2017,0,2017-06-30,INR,6.4
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2018,2017,0,2017-06-30,INR,4.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2018,2017,0,2017-06-30,INR,6.082727
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2018,2017,0,2017-05-31,INR,6.4
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2018,2017,0,2017-05-31,INR,6.041595
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2018,2017,0,2017-05-31,INR,3.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2018,2017,0,2017-04-30,INR,5.930372
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2018,2017,0,2017-04-30,INR,6.3
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2018,2017,0,2017-04-30,INR,3.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2017,2016,0,2017-03-31,INR,5.967265
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2017,2016,0,2017-03-31,INR,9.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2017,2016,0,2017-03-31,INR,4.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2017,2016,0,2017-02-28,INR,6.3
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2017,2016,0,2017-02-28,INR,4.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2017,2016,0,2017-02-28,INR,6.007787
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2017,2016,0,2017-01-31,INR,6.0372
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2017,2016,0,2017-01-31,INR,6.35
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2017,2016,0,2017-01-31,INR,4.6
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2017,2016,0,2016-12-31,INR,6.116235
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2017,2016,0,2016-12-31,INR,6.95
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2017,2016,0,2016-12-31,INR,4.4
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2017,2016,0,2016-11-30,INR,6.142386
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2017,2016,0,2016-11-30,INR,4.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2017,2016,0,2016-11-30,INR,6.81
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2017,2016,0,2016-10-31,INR,6.21461
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2017,2016,0,2016-10-31,INR,6.7
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2017,2016,0,2016-10-31,INR,4.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2017,2016,0,2016-09-30,INR,6.95
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2017,2016,0,2016-09-30,INR,6.418228
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2017,2016,0,2016-09-30,INR,4.7
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2017,2016,0,2016-08-31,INR,6.8
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2017,2016,0,2016-08-31,INR,6.403185
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2017,2016,0,2016-08-31,INR,4.75
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2017,2016,0,2016-07-31,INR,4.7
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2017,2016,0,2016-07-31,INR,6.356253
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2017,2016,0,2016-07-31,INR,6.9
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2017,2016,0,2016-06-30,INR,4.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2017,2016,0,2016-06-30,INR,6.330287
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2017,2016,0,2016-06-30,INR,7.1
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2017,2016,0,2016-05-31,INR,6.440977
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2017,2016,0,2016-05-31,INR,6.9
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2017,2016,0,2016-05-31,INR,4.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2017,2016,0,2016-04-30,INR,6.472693
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2017,2016,0,2016-04-30,INR,4.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2017,2016,0,2016-04-30,INR,8.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2016,2015,0,2016-03-31,INR,16.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2016,2015,0,2016-03-31,INR,2.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2016,2015,0,2016-03-31,INR,6.931727
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2016,2015,0,2016-02-29,INR,7.65
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2016,2015,0,2016-02-29,INR,6.768986
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2016,2015,0,2016-02-29,INR,4.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2016,2015,0,2016-01-31,INR,4.75
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2016,2015,0,2016-01-31,INR,8.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2016,2015,0,2016-01-31,INR,6.810456
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2016,2015,0,2015-12-31,INR,5.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2016,2015,0,2015-12-31,INR,7.45
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2016,2015,0,2015-12-31,INR,6.725549
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2016,2015,0,2015-11-30,INR,6.776118
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2016,2015,0,2015-11-30,INR,15.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2016,2015,0,2015-11-30,INR,4.7
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2016,2015,0,2015-10-31,INR,6.722784
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2016,2015,0,2015-10-31,INR,7.65
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2016,2015,0,2015-10-31,INR,4.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2016,2015,0,2015-09-30,INR,8.25
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2016,2015,0,2015-09-30,INR,4.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2016,2015,0,2015-09-30,INR,7.137297
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2016,2015,0,2015-08-31,INR,7.8
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2016,2015,0,2015-08-31,INR,7.069238
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2016,2015,0,2015-08-31,INR,3.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2016,2015,0,2015-07-31,INR,8.2
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2016,2015,0,2015-07-31,INR,7.03912
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2016,2015,0,2015-07-31,INR,4.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2016,2015,0,2015-06-30,INR,7.111759
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2016,2015,0,2015-06-30,INR,8.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2016,2015,0,2015-06-30,INR,4.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2016,2015,0,2015-05-31,INR,4.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2016,2015,0,2015-05-31,INR,7.465857
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2016,2015,0,2015-05-31,INR,8.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2016,2015,0,2015-04-30,INR,7.437549
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2016,2015,0,2015-04-30,INR,4.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2016,2015,0,2015-04-30,INR,8.75
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2015,2014,0,2015-03-31,INR,4.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2015,2014,0,2015-03-31,INR,16.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2015,2014,0,2015-03-31,INR,7.580708
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2015,2014,0,2015-02-28,INR,7.693932
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2015,2014,0,2015-02-28,INR,25.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2015,2014,0,2015-02-28,INR,2.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2015,2014,0,2015-01-31,INR,1.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2015,2014,0,2015-01-31,INR,9.1
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2015,2014,0,2015-01-31,INR,7.885354
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2015,2014,0,2014-12-31,INR,8.114725
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2015,2014,0,2014-12-31,INR,2.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2015,2014,0,2014-12-31,INR,9.25
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2015,2014,0,2014-11-30,INR,9.75
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2015,2014,0,2014-11-30,INR,7.834273
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2015,2014,0,2014-11-30,INR,0.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2015,2014,0,2014-10-31,INR,10.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2015,2014,0,2014-10-31,INR,2.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2015,2014,0,2014-10-31,INR,7.937368
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2015,2014,0,2014-09-30,INR,7.799373
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2015,2014,0,2014-09-30,INR,9.9
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2015,2014,0,2014-09-30,INR,4.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2015,2014,0,2014-08-31,INR,0.25
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2015,2014,0,2014-08-31,INR,9.05
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2015,2014,0,2014-08-31,INR,7.976073
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2015,2014,0,2014-07-31,INR,5.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2015,2014,0,2014-07-31,INR,8.267321
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2015,2014,0,2014-07-31,INR,9.3
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2015,2014,0,2014-06-30,INR,5.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2015,2014,0,2014-06-30,INR,8.079047
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2015,2014,0,2014-06-30,INR,9.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2015,2014,0,2014-05-31,INR,12.5
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2015,2014,0,2014-05-31,INR,4.25
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2015,2014,0,2014-05-31,INR,8.004975
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2015,2014,0,2014-04-30,INR,5.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2015,2014,0,2014-04-30,INR,15.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2015,2014,0,2014-04-30,INR,8.360387
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2014,2013,0,2014-03-31,INR,1.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2014,2013,0,2014-03-31,INR,8.369737
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2014,2013,0,2014-03-31,INR,14.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2014,2013,0,2014-02-28,INR,8.213114
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2014,2013,0,2014-02-28,INR,5.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2014,2013,0,2014-02-28,INR,9.25
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2014,2013,0,2014-01-31,INR,9.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2014,2013,0,2014-01-31,INR,8.194511
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2014,2013,0,2014-01-31,INR,5.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2014,2013,0,2013-12-31,INR,9.25
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2014,2013,0,2013-12-31,INR,4.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2014,2013,0,2013-12-31,INR,8.159203
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,HIGH_RATE,2014,2013,0,2013-11-30,INR,9.0
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,AVERAGE_RATE,2014,2013,0,2013-11-30,INR,8.454019
RBI:WAR_CALL_MONEY_RN(1.0),N_A,M,LOW_RATE,2014,2013,0,2013-11-30,INR,3.0
