DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,WEEKLY_CALL_MONEY_RN,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MIN_BORR_LEND_AMT,2022-05-13,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MAX_BORR_LEND_AMT,2022-05-13,PT,4.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,WAR_CALL,2022-05-13,PT,4.0553
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,WAR_CALL,2022-05-06,PT,3.8712
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MIN_BORR_LEND_AMT,2022-05-06,PT,2.3
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MAX_BORR_LEND_AMT,2022-05-06,PT,4.4
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,WAR_CALL,2022-04-29,PT,3.6317
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MIN_BORR_LEND_AMT,2022-04-29,PT,2.3
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MAX_BORR_LEND_AMT,2022-04-29,PT,4.2
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,WAR_CALL,2022-04-22,PT,3.5311
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MAX_BORR_LEND_AMT,2022-04-22,PT,4.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MIN_BORR_LEND_AMT,2022-04-22,PT,2.2
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MIN_BORR_LEND_AMT,2022-04-15,PT,2.2
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MAX_BORR_LEND_AMT,2022-04-15,PT,3.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,WAR_CALL,2022-04-15,PT,3.4683
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MAX_BORR_LEND_AMT,2022-04-08,PT,3.8
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MIN_BORR_LEND_AMT,2022-04-08,PT,2.2
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,WAR_CALL,2022-04-08,PT,3.2743
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MAX_BORR_LEND_AMT,2022-04-01,PT,4.25
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,MIN_BORR_LEND_AMT,2022-04-01,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2023,2022,0,WAR_CALL,2022-04-01,PT,3.3408
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2022-03-25,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2022-03-25,PT,3.3392
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2022-03-25,PT,3.85
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2022-03-18,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2022-03-18,PT,3.75
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2022-03-18,PT,3.2861
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2022-03-11,PT,3.3292
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2022-03-11,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2022-03-11,PT,4.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2022-03-04,PT,3.6
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2022-03-04,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2022-03-04,PT,3.2782
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2022-02-25,PT,3.2954
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2022-02-25,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2022-02-25,PT,3.8
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2022-02-18,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2022-02-18,PT,3.6
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2022-02-18,PT,3.2573
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2022-02-11,PT,3.2639
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2022-02-11,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2022-02-11,PT,3.6
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2022-02-04,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2022-02-04,PT,3.8
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2022-02-04,PT,3.2455
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2022-01-28,PT,2.2
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2022-01-28,PT,4.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2022-01-28,PT,3.7178
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2022-01-21,PT,3.7059
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2022-01-21,PT,4.65
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2022-01-21,PT,2.1
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2022-01-14,PT,4.1
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2022-01-14,PT,2.1
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2022-01-14,PT,3.3357
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2022-01-07,PT,3.2533
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2022-01-07,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2022-01-07,PT,3.7
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-12-31,PT,3.3231
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-12-31,PT,4.15
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-12-31,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-12-24,PT,4.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-12-24,PT,3.4196
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-12-24,PT,1.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-12-17,PT,3.4062
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-12-17,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-12-17,PT,4.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-12-10,PT,3.2715
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-12-10,PT,3.55
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-12-10,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-12-03,PT,3.65
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-12-03,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-12-03,PT,3.2616
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-11-26,PT,4.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-11-26,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-11-26,PT,3.3546
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-11-19,PT,3.2556
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-11-19,PT,4.7
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-11-19,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-11-12,PT,4.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-11-12,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-11-12,PT,3.2419
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-11-05,PT,3.3418
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-11-05,PT,3.65
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-11-05,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-10-29,PT,2.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-10-29,PT,3.65
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-10-29,PT,3.2808
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-10-22,PT,3.6
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-10-22,PT,3.3062
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-10-22,PT,1.95
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-10-15,PT,1.95
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-10-15,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-10-15,PT,3.2508
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-10-08,PT,3.45
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-10-08,PT,3.215
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-10-08,PT,1.95
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-10-01,PT,3.2459
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-10-01,PT,1.95
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-10-01,PT,3.6
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-09-24,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-09-24,PT,3.1887
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-09-24,PT,1.95
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-09-17,PT,3.4
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-09-17,PT,1.95
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-09-17,PT,3.1691
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-09-10,PT,3.45
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-09-10,PT,3.1433
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-09-10,PT,1.95
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-09-03,PT,1.95
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-09-03,PT,3.4
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-09-03,PT,3.1815
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-08-27,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-08-27,PT,1.95
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-08-27,PT,3.1906
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-08-20,PT,3.2196
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-08-20,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-08-20,PT,3.4
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-08-13,PT,3.1888
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-08-13,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-08-13,PT,3.45
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-08-06,PT,3.6
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-08-06,PT,3.1879
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-08-06,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-07-30,PT,3.2074
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-07-30,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-07-30,PT,3.45
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-07-23,PT,3.45
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-07-23,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-07-23,PT,3.197
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-07-16,PT,3.1878
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-07-16,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-07-16,PT,3.4
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-07-09,PT,3.4
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-07-09,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-07-09,PT,3.1434
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-07-02,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-07-02,PT,3.1342
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-07-02,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-06-25,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-06-25,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-06-25,PT,3.1534
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-06-18,PT,3.1576
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-06-18,PT,3.45
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-06-18,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-06-11,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-06-11,PT,3.1056
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-06-11,PT,3.7
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-06-04,PT,3.65
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-06-04,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-06-04,PT,3.1276
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-05-28,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-05-28,PT,3.1779
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-05-28,PT,3.55
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-05-21,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-05-21,PT,3.1465
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-05-21,PT,3.6
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-05-14,PT,3.2305
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-05-14,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-05-14,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-05-07,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-05-07,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-05-07,PT,3.2205
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-04-30,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-04-30,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-04-30,PT,3.2108
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-04-23,PT,3.2236
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-04-23,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-04-23,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-04-16,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-04-16,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-04-16,PT,3.213
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-04-09,PT,3.1359
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-04-09,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-04-09,PT,5.0
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,WAR_CALL,2021-04-02,PT,3.2482
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MIN_BORR_LEND_AMT,2021-04-02,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2022,2021,0,MAX_BORR_LEND_AMT,2021-04-02,PT,3.6
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2021-03-26,PT,3.2493
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2021-03-26,PT,3.6
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MIN_BORR_LEND_AMT,2021-03-26,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2021-03-19,PT,3.2505
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MIN_BORR_LEND_AMT,2021-03-19,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2021-03-19,PT,3.6
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2021-03-12,PT,3.1904
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MIN_BORR_LEND_AMT,2021-03-12,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2021-03-12,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2021-03-05,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MIN_BORR_LEND_AMT,2021-03-05,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2021-03-05,PT,3.1844
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MIN_BORR_LEND_AMT,2021-02-26,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2021-02-26,PT,3.2511
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2021-02-26,PT,3.75
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2021-02-19,PT,3.2151
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MIN_BORR_LEND_AMT,2021-02-19,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2021-02-19,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MIN_BORR_LEND_AMT,2021-02-12,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2021-02-12,PT,3.2545
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2021-02-12,PT,3.55
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2021-02-05,PT,3.55
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MIN_BORR_LEND_AMT,2021-02-05,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2021-02-05,PT,3.1979
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2021-01-29,PT,3.7
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2021-01-29,PT,3.2278
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MIN_BORR_LEND_AMT,2021-01-29,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2021-01-22,PT,3.1695
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MIN_BORR_LEND_AMT,2021-01-22,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2021-01-22,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2021-01-15,PT,3.5
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2021-01-15,PT,3.1972
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MIN_BORR_LEND_AMT,2021-01-15,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2021-01-08,PT,3.1632
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MIN_BORR_LEND_AMT,2021-01-08,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2021-01-08,PT,3.75
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MIN_BORR_LEND_AMT,2021-01-01,PT,1.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2021-01-01,PT,3.2176
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2021-01-01,PT,3.6
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,MAX_BORR_LEND_AMT,2020-12-25,PT,3.9
RBI:CALL_MONEY_W_RN(1.0),N_A,W,2021,2020,0,WAR_CALL,2020-12-25,PT,3.2356
