DATAFLOW,AUDST,BASE_PER,BASE_WEIGHT,CORE_INF_INDS_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_1993_94,4.17,INF_CRD_OIL,AFY,2011,2010,0,2011-03-31,PT,11.86848436246993
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_1993_94,10.17,INF_ELECTY,AFY,2011,2010,0,2011-03-31,PT,1.04881000403388
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_1993_94,2.0,INF_REF_PRD,AFY,2011,2010,0,2011-03-31,PT,3.00200133422282
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_1993_94,5.13,INF_STL,AFY,2011,2010,0,2011-03-31,PT,7.99468791500664
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,2.41,INF_CEMENT,AFY,2011,2010,0,2011-03-31,PT,4.51941438574157
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,4.38,INF_COAL,AFY,2011,2010,0,2011-03-31,PT,-0.21428571428571
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,37.9,INF_COMP_INDX,AFY,2011,2010,0,2011-03-31,PT,6.54349499615089
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,5.22,INF_CRD_OIL,AFY,2011,2010,0,2011-03-31,PT,12.00807265388496
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,10.32,INF_ELECTY,AFY,2011,2010,0,2011-03-31,PT,5.58103975535168
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,1.25,INF_FRTZ,AFY,2011,2010,0,2011-03-31,PT,0.0
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,1.71,INF_NAT_GAS,AFY,2011,2010,0,2011-03-31,PT,9.96655518394649
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,5.94,INF_REF_PRD,AFY,2011,2010,0,2011-03-31,PT,3.01826846703733
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,6.68,INF_STL,AFY,2011,2010,0,2011-03-31,PT,13.20890165111271
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,2.41,INF_CEMENT,AFY,2012,2011,0,2012-03-31,PT,6.69914738124239
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,4.38,INF_COAL,AFY,2012,2011,0,2012-03-31,PT,1.28847530422334
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,37.9,INF_COMP_INDX,AFY,2012,2011,0,2012-03-31,PT,4.98554913294798
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,5.22,INF_CRD_OIL,AFY,2012,2011,0,2012-03-31,PT,0.99099099099099
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,10.32,INF_ELECTY,AFY,2012,2011,0,2012-03-31,PT,8.11006517016655
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,1.25,INF_FRTZ,AFY,2012,2011,0,2012-03-31,PT,0.38684719535783
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,1.71,INF_NAT_GAS,AFY,2012,2011,0,2012-03-31,PT,-8.94160583941606
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,5.94,INF_REF_PRD,AFY,2012,2011,0,2012-03-31,PT,3.0840400925212
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,6.68,INF_STL,AFY,2012,2011,0,2012-03-31,PT,10.33608116677235
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,2.41,INF_CEMENT,AFY,2013,2012,0,2013-03-31,PT,7.70547945205479
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,4.38,INF_COAL,AFY,2013,2012,0,2013-03-31,PT,4.6643109540636
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,37.9,INF_COMP_INDX,AFY,2013,2012,0,2013-03-31,PT,6.46937370956641
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,5.22,INF_CRD_OIL,AFY,2013,2012,0,2013-03-31,PT,-0.62444246208742
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,10.32,INF_ELECTY,AFY,2013,2012,0,2013-03-31,PT,4.01875418620228
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,1.25,INF_FRTZ,AFY,2013,2012,0,2013-03-31,PT,-3.46820809248555
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,1.71,INF_NAT_GAS,AFY,2013,2012,0,2013-03-31,PT,-14.42885771543086
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,5.94,INF_REF_PRD,AFY,2013,2012,0,2013-03-31,PT,29.02019446522064
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,6.68,INF_STL,AFY,2013,2012,0,2013-03-31,PT,4.08045977011494
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,2.41,INF_CEMENT,AFY,2014,2013,0,2014-03-31,PT,3.07366189719131
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,4.38,INF_COAL,AFY,2014,2013,0,2014-03-31,PT,1.2829169480081
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,37.9,INF_COMP_INDX,AFY,2014,2013,0,2014-03-31,PT,4.20168067226891
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,5.22,INF_CRD_OIL,AFY,2014,2013,0,2014-03-31,PT,-0.17953321364452
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,10.32,INF_ELECTY,AFY,2014,2013,0,2014-03-31,PT,5.98840952994205
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,1.25,INF_FRTZ,AFY,2014,2013,0,2014-03-31,PT,1.59680638722555
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,1.71,INF_NAT_GAS,AFY,2014,2013,0,2014-03-31,PT,-12.95862607338017
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,5.94,INF_REF_PRD,AFY,2014,2013,0,2014-03-31,PT,1.44927536231884
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2004_05,6.68,INF_STL,AFY,2014,2013,0,2014-03-31,PT,11.48536720044174
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2014,2013,0,2014-03-31,PT,3.73539180726489
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2014,2013,0,2014-03-31,PT,0.9503956535931
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,40.27,INF_COMP_INDX,AFY,2014,2013,0,2014-03-31,PT,2.56112915879236
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2014,2013,0,2014-03-31,PT,-0.19424712774587
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2014,2013,0,2014-03-31,PT,6.05018138427221
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2014,2013,0,2014-03-31,PT,1.47387109892314
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2014,2013,0,2014-03-31,PT,-12.91860217846463
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,11.29,INF_REF_PRD,AFY,2014,2013,0,2014-03-31,PT,1.38706065568226
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2014,2013,0,2014-03-31,PT,7.32402896219654
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2015,2014,0,2015-03-31,PT,5.90714
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2015,2014,0,2015-03-31,PT,8.048526
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,40.27,INF_COMP_INDX,AFY,2015,2014,0,2015-03-31,PT,4.939157
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2015,2014,0,2015-03-31,PT,-0.865945
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2015,2014,0,2015-03-31,PT,14.807136
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2015,2014,0,2015-03-31,PT,1.29765
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2015,2014,0,2015-03-31,PT,-5.33407
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,11.29,INF_REF_PRD,AFY,2015,2014,0,2015-03-31,PT,0.171774
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2015,2014,0,2015-03-31,PT,5.11446
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2016,2015,0,2016-03-31,PT,4.620614
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2016,2015,0,2016-03-31,PT,4.834064
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,40.27,INF_COMP_INDX,AFY,2016,2015,0,2016-03-31,PT,2.977102
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2016,2015,0,2016-03-31,PT,-1.386658
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2016,2015,0,2016-03-31,PT,5.6863
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2016,2015,0,2016-03-31,PT,7.016715
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2016,2015,0,2016-03-31,PT,-4.721189
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,11.29,INF_REF_PRD,AFY,2016,2015,0,2016-03-31,PT,4.878647
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2016,2015,0,2016-03-31,PT,-1.277168
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2017,2016,0,2017-03-31,PT,-1.228405
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2017,2016,0,2017-03-31,PT,3.186891
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,40.27,INF_COMP_INDX,AFY,2017,2016,0,2017-03-31,PT,4.755846
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2017,2016,0,2017-03-31,PT,-2.525399
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2017,2016,0,2017-03-31,PT,5.837056
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2017,2016,0,2017-03-31,PT,0.208033
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2017,2016,0,2017-03-31,PT,-1.033699
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,11.29,INF_REF_PRD,AFY,2017,2016,0,2017-03-31,PT,4.888096
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2017,2016,0,2017-03-31,PT,10.736425
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2018,2017,0,2018-03-31,PT,6.334852
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2018,2017,0,2018-03-31,PT,2.566076
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,40.27,INF_COMP_INDX,AFY,2018,2017,0,2018-03-31,PT,4.277203
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2018,2017,0,2018-03-31,PT,-0.902459
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2018,2017,0,2018-03-31,PT,5.320796
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2018,2017,0,2018-03-31,PT,0.034842
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2018,2017,0,2018-03-31,PT,2.859664
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,11.29,INF_REF_PRD,AFY,2018,2017,0,2018-03-31,PT,4.578733
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2018,2017,0,2018-03-31,PT,5.574304
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2019,2018,0,2019-03-31,PT,13.319628
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2019,2018,0,2019-03-31,PT,7.384085
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,40.27,INF_COMP_INDX,AFY,2019,2018,0,2019-03-31,PT,4.385622
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2019,2018,0,2019-03-31,PT,-4.145679
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2019,2018,0,2019-03-31,PT,5.178082
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2019,2018,0,2019-03-31,PT,0.3
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2019,2018,0,2019-03-31,PT,0.843316
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,11.29,INF_REF_PRD,AFY,2019,2018,0,2019-03-31,PT,3.119037
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2019,2018,0,2019-03-31,PT,5.114953
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2020,2019,0,2020-03-31,PT,-0.876314
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2020,2019,0,2020-03-31,PT,-0.354103
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,40.27,INF_COMP_INDX,AFY,2020,2019,0,2020-03-31,PT,0.35927
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2020,2019,0,2020-03-31,PT,-5.94679
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2020,2019,0,2020-03-31,PT,0.943591
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2020,2019,0,2020-03-31,PT,2.66874
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2020,2019,0,2020-03-31,PT,-5.637939
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,11.29,INF_REF_PRD,AFY,2020,2019,0,2020-03-31,PT,0.220986
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2020,2019,0,2020-03-31,PT,3.355699
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2021,2020,0,2021-03-31,PT,-10.775566
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2021,2020,0,2021-03-31,PT,-1.871257
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,40.27,INF_COMP_INDX,AFY,2021,2020,0,2021-03-31,PT,-6.382979
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2021,2020,0,2021-03-31,PT,-5.207101
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2021,2020,0,2021-03-31,PT,-0.505051
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2021,2020,0,2021-03-31,PT,1.7
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2021,2020,0,2021-03-31,PT,-8.2
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,11.29,INF_REF_PRD,AFY,2021,2020,0,2021-03-31,PT,-11.205564
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2021,2020,0,2021-03-31,PT,-8.650066
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2022,2021,0,2022-03-31,PT,20.8
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2022,2021,0,2022-03-31,PT,8.5
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,40.27,INF_COMP_INDX,AFY,2022,2021,0,2022-03-31,PT,10.4
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2022,2021,0,2022-03-31,PT,-2.6
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2022,2021,0,2022-03-31,PT,8.0
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2022,2021,0,2022-03-31,PT,0.7
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2022,2021,0,2022-03-31,PT,19.2
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,11.29,INF_REF_PRD,AFY,2022,2021,0,2022-03-31,PT,8.9
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2022,2021,0,2022-03-31,PT,16.9
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2023,2022,0,2023-03-31,PT,8.7
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2023,2022,0,2023-03-31,PT,14.8
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,40.27,INF_COMP_INDX,AFY,2023,2022,0,2023-03-31,PT,7.8
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2023,2022,0,2023-03-31,PT,-1.7
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2023,2022,0,2023-03-31,PT,8.9
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2023,2022,0,2023-03-31,PT,11.3
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2023,2022,0,2023-03-31,PT,1.6
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,11.29,INF_REF_PRD,AFY,2023,2022,0,2023-03-31,PT,4.8
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2023,2022,0,2023-03-31,PT,9.3
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2024,2023,0,2024-03-31,PT,8.9
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2024,2023,0,2024-03-31,PT,11.8
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,40.27,INF_COMP_INDX,AFY,2024,2023,0,2024-03-31,PT,7.6
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2024,2023,0,2024-03-31,PT,0.6
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2024,2023,0,2024-03-31,PT,7.1
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2024,2023,0,2024-03-31,PT,3.7
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2024,2023,0,2024-03-31,PT,6.1
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,11.29,INF_REF_PRD,AFY,2024,2023,0,2024-03-31,PT,3.6
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2024,2023,0,2024-03-31,PT,12.5
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2025,2024,0,2025-03-31,PT,6.3
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2025,2024,0,2025-03-31,PT,5.1
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,40.27,INF_COMP_INDX,AFY,2025,2024,0,2025-03-31,PT,4.5
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2025,2024,0,2025-03-31,PT,-2.2
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2025,2024,0,2025-03-31,PT,5.2
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2025,2024,0,2025-03-31,PT,2.9
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2025,2024,0,2025-03-31,PT,-1.2
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,11.29,INF_REF_PRD,AFY,2025,2024,0,2025-03-31,PT,2.8
RBI:INX_CORE_INF_INDS_GWT_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2025,2024,0,2025-03-31,PT,6.8
