DATAFLOW,AUDST,BASE_PER,FREQ,INDS_WI_GDS_CAT,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_STMP_FRG,1999,1998,0,1999-03-31,TN,407.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_SUL_ACD,1999,1998,0,1999-03-31,TN,5366.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ARTF_LEATHR_CLTH,2000,1999,0,2000-03-31,M,8250.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_AUT_ANC_PRTS,2000,1999,0,2000-03-31,INR,14428.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BAL_ROL_NDL,2000,1999,0,2000-03-31,PN,1267.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BEER,2000,1999,0,2000-03-31,LT,1320.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BOIL,2000,1999,0,2000-03-31,INR,2204.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BRDG_CVRD_WAG,2000,1999,0,2000-03-31,PN,3369.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BRDG_PSGR_CARG,2000,1999,0,2000-03-31,PN,2910.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_CIG,2000,1999,0,2000-03-31,PN,363.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_COMP_TRAC,2000,1999,0,2000-03-31,PN,2928.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_CTTN_CLTH,2000,1999,0,2000-03-31,MQ,17467.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_DSL_ENG,2000,1999,0,2000-03-31,PN,3666.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_GEN,2000,1999,0,2000-03-31,INR,1521.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_MTR_SSI,2000,1999,0,2000-03-31,PN,259.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_MACH_TOOLS,2000,1999,0,2000-03-31,INR,1235.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_MTR_STR_CON,2000,1999,0,2000-03-31,PN,2419.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_PENCILLIN,2000,1999,0,2000-03-31,MMU,2994.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_PPR_BOARDS,2000,1999,0,2000-03-31,TN,13754.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_RLWY_LOC,2000,1999,0,2000-03-31,PN,1287.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_SHP_BLDG_REP,2000,1999,0,2000-03-31,INR,280.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_SOAP,2000,1999,0,2000-03-31,TN,4988.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_SUGAR,2000,1999,0,2000-03-31,TN,816.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_TEA,2000,1999,0,2000-03-31,TN,2323.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_TEL_INST,2000,1999,0,2000-03-31,PN,9254.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_TEXT_MACH,2000,1999,0,2000-03-31,INR,481.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_VANASPATI_OTH,2000,1999,0,2000-03-31,TN,488.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_BOLTS_NUTS,2000,1999,0,2000-03-31,TN,279.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_COT_YRN,2000,1999,0,2000-03-31,TN,79946.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_GIANT_TYR,2000,1999,0,2000-03-31,PN,94.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_JUTE_MESTA,2000,1999,0,2000-03-31,TN,11875.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_PAINTS_ENAM_VARN,2000,1999,0,2000-03-31,TN,894.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_PETROL_REF_PRD,2000,1999,0,2000-03-31,TN,1254.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_PLY_COMM,2000,1999,0,2000-03-31,MQ,633.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_TIN_CONT,2000,1999,0,2000-03-31,TN,527.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_TTL_YRN,2000,1999,0,2000-03-31,TN,49.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_VSC_FIL_YRN,2000,1999,0,2000-03-31,TN,5089.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_ALM_ING,2000,1999,0,2000-03-31,TN,498.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_CAUS_SODA,2000,1999,0,2000-03-31,TN,1425.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_CEMENT,2000,1999,0,2000-03-31,TN,100230.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_COAL,2000,1999,0,2000-03-31,TN,299.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_CPR_MTL,2000,1999,0,2000-03-31,TN,145.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_ECTY,2000,1999,0,2000-03-31,KW,480.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_FERTZ,2000,1999,0,2000-03-31,TN,14287.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_FIN_STL,2000,1999,0,2000-03-31,TN,28464.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_HVY_STR,2000,1999,0,2000-03-31,TN,2588.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_PIP_TBS,2000,1999,0,2000-03-31,TN,543.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_STL_CAST,2000,1999,0,2000-03-31,TN,435.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_STMP_FRG,2000,1999,0,2000-03-31,TN,364.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_SUL_ACD,2000,1999,0,2000-03-31,TN,5686.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ARTF_LEATHR_CLTH,2001,2000,0,2001-03-31,M,7509.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_AUT_ANC_PRTS,2001,2000,0,2001-03-31,INR,15772.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BAL_ROL_NDL,2001,2000,0,2001-03-31,PN,1260.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BEER,2001,2000,0,2001-03-31,LT,1445.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BOIL,2001,2000,0,2001-03-31,INR,2267.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BRDG_CVRD_WAG,2001,2000,0,2001-03-31,PN,3397.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BRDG_PSGR_CARG,2001,2000,0,2001-03-31,PN,3749.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_CIG,2001,2000,0,2001-03-31,PN,302.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_COMP_TRAC,2001,2000,0,2001-03-31,PN,2922.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_CTTN_CLTH,2001,2000,0,2001-03-31,MQ,19243.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_DSL_ENG,2001,2000,0,2001-03-31,PN,3354.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_GEN,2001,2000,0,2001-03-31,INR,1832.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_MTR_DGTD,2001,2000,0,2001-03-31,HP,56.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_MTR_IPP,2001,2000,0,2001-03-31,HP,1795.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_MTR_SSI,2001,2000,0,2001-03-31,PN,223.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_MACH_TOOLS,2001,2000,0,2001-03-31,INR,1303.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_MTR_STR_CON,2001,2000,0,2001-03-31,PN,2249.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_PENCILLIN,2001,2000,0,2001-03-31,MMU,3511.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_PPR_BOARDS,2001,2000,0,2001-03-31,TN,14173.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_RLWY_LOC,2001,2000,0,2001-03-31,PN,1253.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_SHP_BLDG_REP,2001,2000,0,2001-03-31,INR,285.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_SOAP,2001,2000,0,2001-03-31,TN,8461.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_SUGAR,2001,2000,0,2001-03-31,TN,827.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_TEA,2001,2000,0,2001-03-31,TN,2464.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_TEL_INST,2001,2000,0,2001-03-31,PN,8811.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_TEXT_MACH,2001,2000,0,2001-03-31,INR,409.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_VANASPATI_OTH,2001,2000,0,2001-03-31,TN,823.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_BOLTS_NUTS,2001,2000,0,2001-03-31,TN,16.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_COT_YRN,2001,2000,0,2001-03-31,TN,96204.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_GIANT_TYR,2001,2000,0,2001-03-31,PN,90.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_JUTE_MESTA,2001,2000,0,2001-03-31,TN,12328.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_PAINTS_ENAM_VARN,2001,2000,0,2001-03-31,TN,920.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_PETROL_REF_PRD,2001,2000,0,2001-03-31,TN,1304.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_PLY_COMM,2001,2000,0,2001-03-31,MQ,719.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_TIN_CONT,2001,2000,0,2001-03-31,TN,565.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_TTL_YRN,2001,2000,0,2001-03-31,TN,55.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_VSC_FIL_YRN,2001,2000,0,2001-03-31,TN,4831.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_ALM_ING,2001,2000,0,2001-03-31,TN,552.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_CAUS_SODA,2001,2000,0,2001-03-31,TN,1722.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_CEMENT,2001,2000,0,2001-03-31,TN,94851.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_COAL,2001,2000,0,2001-03-31,TN,310.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_CPR_MTL,2001,2000,0,2001-03-31,TN,43.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_ECTY,2001,2000,0,2001-03-31,KW,500.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_FERTZ,2001,2000,0,2001-03-31,TN,14770.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_FIN_STL,2001,2000,0,2001-03-31,TN,30289.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_HVY_STR,2001,2000,0,2001-03-31,TN,2247.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_PIP_TBS,2001,2000,0,2001-03-31,TN,737.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_STL_CAST,2001,2000,0,2001-03-31,TN,402.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_STMP_FRG,2001,2000,0,2001-03-31,TN,251.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_SUL_ACD,2001,2000,0,2001-03-31,TN,5210.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ARTF_LEATHR_CLTH,2002,2001,0,2002-03-31,M,6058.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_AUT_ANC_PRTS,2002,2001,0,2002-03-31,INR,15712.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BAL_ROL_NDL,2002,2001,0,2002-03-31,PN,1722.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BEER,2002,2001,0,2002-03-31,LT,1301.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BOIL,2002,2001,0,2002-03-31,INR,2211.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BRDG_CVRD_WAG,2002,2001,0,2002-03-31,PN,3302.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BRDG_PSGR_CARG,2002,2001,0,2002-03-31,PN,3113.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_CIG,2002,2001,0,2002-03-31,PN,235.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_COMP_TRAC,2002,2001,0,2002-03-31,PN,2855.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_CTTN_CLTH,2002,2001,0,2002-03-31,MQ,18497.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_DSL_ENG,2002,2001,0,2002-03-31,PN,1518.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_GEN,2002,2001,0,2002-03-31,INR,1835.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_MTR_DGTD,2002,2001,0,2002-03-31,HP,54.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_MTR_IPP,2002,2001,0,2002-03-31,HP,1648.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_MTR_SSI,2002,2001,0,2002-03-31,PN,184.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_MACH_TOOLS,2002,2001,0,2002-03-31,INR,1487.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_MTR_STR_CON,2002,2001,0,2002-03-31,PN,2272.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_PENCILLIN,2002,2001,0,2002-03-31,MMU,3745.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_PPR_BOARDS,2002,2001,0,2002-03-31,TN,14111.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_RLWY_LOC,2002,2001,0,2002-03-31,PN,1255.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_SHP_BLDG_REP,2002,2001,0,2002-03-31,INR,226.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_SOAP,2002,2001,0,2002-03-31,TN,12067.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_SUGAR,2002,2001,0,2002-03-31,TN,842.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_TEA,2002,2001,0,2002-03-31,TN,2394.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_TEL_INST,2002,2001,0,2002-03-31,PN,9179.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_TEXT_MACH,2002,2001,0,2002-03-31,INR,463.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_VANASPATI_OTH,2002,2001,0,2002-03-31,TN,1205.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_BOLTS_NUTS,2002,2001,0,2002-03-31,TN,99.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_COT_YRN,2002,2001,0,2002-03-31,TN,99765.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_GIANT_TYR,2002,2001,0,2002-03-31,PN,99.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_JUTE_MESTA,2002,2001,0,2002-03-31,TN,10790.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_PAINTS_ENAM_VARN,2002,2001,0,2002-03-31,TN,962.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_PETROL_REF_PRD,2002,2001,0,2002-03-31,TN,1305.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_PLY_COMM,2002,2001,0,2002-03-31,MQ,645.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_TIN_CONT,2002,2001,0,2002-03-31,TN,566.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_TTL_YRN,2002,2001,0,2002-03-31,TN,48.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_VSC_FIL_YRN,2002,2001,0,2002-03-31,TN,4950.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_ALM_ING,2002,2001,0,2002-03-31,TN,552.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_CAUS_SODA,2002,2001,0,2002-03-31,TN,1732.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_CEMENT,2002,2001,0,2002-03-31,TN,106491.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_COAL,2002,2001,0,2002-03-31,TN,328.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_CPR_MTL,2002,2001,0,2002-03-31,TN,44.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_ECTY,2002,2001,0,2002-03-31,KW,515.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_FERTZ,2002,2001,0,2002-03-31,TN,14607.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_FIN_STL,2002,2001,0,2002-03-31,TN,31372.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_HVY_STR,2002,2001,0,2002-03-31,TN,2245.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_PIP_TBS,2002,2001,0,2002-03-31,TN,735.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_STL_CAST,2002,2001,0,2002-03-31,TN,454.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_STMP_FRG,2002,2001,0,2002-03-31,TN,255.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,PRM_SUL_ACD,2002,2001,0,2002-03-31,TN,5178.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ARTF_LEATHR_CLTH,2003,2002,0,2003-03-31,M,5499.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_AUT_ANC_PRTS,2003,2002,0,2003-03-31,INR,21468.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BAL_ROL_NDL,2003,2002,0,2003-03-31,PN,2187.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BEER,2003,2002,0,2003-03-31,LT,1448.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BOIL,2003,2002,0,2003-03-31,INR,2174.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BRDG_CVRD_WAG,2003,2002,0,2003-03-31,PN,3050.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_BRDG_PSGR_CARG,2003,2002,0,2003-03-31,PN,2984.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_CIG,2003,2002,0,2003-03-31,PN,270.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_COMP_TRAC,2003,2002,0,2003-03-31,PN,2943.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_CTTN_CLTH,2003,2002,0,2003-03-31,MQ,18908.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_DSL_ENG,2003,2002,0,2003-03-31,PN,1405.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_GEN,2003,2002,0,2003-03-31,INR,2371.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_MTR_DGTD,2003,2002,0,2003-03-31,HP,51.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_MTR_IPP,2003,2002,0,2003-03-31,HP,1773.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_ELEC_MTR_SSI,2003,2002,0,2003-03-31,PN,181.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_MACH_TOOLS,2003,2002,0,2003-03-31,INR,1606.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_MTR_STR_CON,2003,2002,0,2003-03-31,PN,1913.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_PENCILLIN,2003,2002,0,2003-03-31,MMU,4086.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_PPR_BOARDS,2003,2002,0,2003-03-31,TN,12888.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_RLWY_LOC,2003,2002,0,2003-03-31,PN,1256.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_SHP_BLDG_REP,2003,2002,0,2003-03-31,INR,192.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_SOAP,2003,2002,0,2003-03-31,TN,4986.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_SUGAR,2003,2002,0,2003-03-31,TN,838.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_TEA,2003,2002,0,2003-03-31,TN,2689.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_TEL_INST,2003,2002,0,2003-03-31,PN,11921.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_TEXT_MACH,2003,2002,0,2003-03-31,INR,822.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,CGI_VANASPATI_OTH,2003,2002,0,2003-03-31,TN,1248.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_BOLTS_NUTS,2003,2002,0,2003-03-31,TN,89.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_COT_YRN,2003,2002,0,2003-03-31,TN,104683.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_GIANT_TYR,2003,2002,0,2003-03-31,PN,107.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_JUTE_MESTA,2003,2002,0,2003-03-31,TN,12890.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_PAINTS_ENAM_VARN,2003,2002,0,2003-03-31,TN,1100.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_PETROL_REF_PRD,2003,2002,0,2003-03-31,TN,1328.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_PLY_COMM,2003,2002,0,2003-03-31,MQ,637.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_TIN_CONT,2003,2002,0,2003-03-31,TN,597.0
RBI:PROD_SEL_INDS_RN(1.0),N_A,BY_1972_73,AFY,IGI_TTL_YRN,2003,2002,0,2003-03-31,TN,51.0
