DATAFLOW,AUDST,BASE_PER,BASE_WEIGHT,FREQ,INDS_PROD_CLASS_RN,REPYEAREND,REPYEARSTART,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,5.52,M,SEC_COTT_TEXT,2002,2001,2001-10-31,IX,122.5
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,9.08,M,SEC_FD_PRD,2002,2001,2001-10-31,IX,106.2
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,0.59,M,SEC_JUTE,2002,2001,2001-10-31,IX,102.8
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,1.14,M,SEC_LEATR,2002,2001,2001-10-31,IX,125.1
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,9.57,M,SEC_MACH_EQP,2002,2001,2001-10-31,IX,212.6
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,2.81,M,SEC_METL_PRD,2002,2001,2001-10-31,IX,122.1
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,4.4,M,SEC_NON_MET_MIN,2002,2001,2001-10-31,IX,209.6
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,2.56,M,SEC_OTHR_MNF,2002,2001,2001-10-31,IX,167.7
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,2.65,M,SEC_PPR_PRNT,2002,2001,2001-10-31,IX,167.8
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,5.73,M,SEC_RUBR_PLAS,2002,2001,2001-10-31,IX,167.7
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,2.54,M,SEC_TEXT_PROD,2002,2001,2001-10-31,IX,171.0
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,3.98,M,SEC_TRANS_EQP_PRTS,2002,2001,2001-10-31,IX,200.9
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,2.7,M,SEC_WD_FRN,2002,2001,2001-10-31,IX,90.0
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,2.26,M,SEC_WD_SILK,2002,2001,2001-10-31,IX,224.1
RBI:IIP_MANF_SEC_MTH_RN(1.0),N_A,BY_1993_94,14.0,M,SEC_BAS_CHEM_PROD,2002,2001,2001-11-30,IX,183.1
