DATAFLOW,AUDST,BASE_PER,FREQ,INDS_PROD_CLASS_RN,INDX_IP_TYP_RN,REPYEAREND,REPYEARSTART,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_WEAR_APPR,IIP_DETAILED,2008,2007,2007-05-31,IX,150.3
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_WOD_PROD,IIP_DETAILED,2008,2007,2007-05-31,IX,142.1
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,SEC_ELECTY,IIP_SEC_BASED,2008,2007,2007-05-31,IX,124.2806
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,SEC_GEN_INDX,IIP_SEC_BASED,2008,2007,2007-05-31,IX,136.8587
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,SEC_MIN_QUAR,IIP_SEC_BASED,2008,2007,2007-05-31,IX,109.66
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,SEC_MNF,IIP_SEC_BASED,2008,2007,2007-05-31,IX,143.6749
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_BAS_GDS,IIP_USE_BASED,2008,2007,2007-05-31,IX,125.2372
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_CAP_GDS,IIP_USE_BASED,2008,2007,2007-05-31,IX,191.886
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_CONS_DUR,IIP_USE_BASED,2008,2007,2007-05-31,IX,181.1723
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_CONS_GDS,IIP_USE_BASED,2008,2007,2007-05-31,IX,143.5533
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_CONS_NON_DUR,IIP_USE_BASED,2008,2007,2007-05-31,IX,128.644
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_INTL_GDS,IIP_USE_BASED,2008,2007,2007-05-31,IX,126.9999
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_BAS_CHEM_PROD,IIP_SEC_BASED,2008,2007,2007-06-30,IX,311.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_BAS_MTL_ALLOY,IIP_SEC_BASED,2008,2007,2007-06-30,IX,298.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_BEV_TOB,IIP_SEC_BASED,2008,2007,2007-06-30,IX,486.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_COTT_TEXT,IIP_SEC_BASED,2008,2007,2007-06-30,IX,161.7
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_ELECTY,IIP_SEC_BASED,2008,2007,2007-06-30,IX,211.7
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_FD_PRD,IIP_SEC_BASED,2008,2007,2007-06-30,IX,134.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_GEN_INDX,IIP_SEC_BASED,2008,2007,2007-06-30,IX,255.3
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_JUTE,IIP_SEC_BASED,2008,2007,2007-06-30,IX,113.3
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_LEATR,IIP_SEC_BASED,2008,2007,2007-06-30,IX,171.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_MACH_EQP,IIP_SEC_BASED,2008,2007,2007-06-30,IX,382.1
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_METL_PRD,IIP_SEC_BASED,2008,2007,2007-06-30,IX,157.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_MIN_QUAR,IIP_SEC_BASED,2008,2007,2007-06-30,IX,158.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_MNF,IIP_SEC_BASED,2008,2007,2007-06-30,IX,273.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_NON_MET_MIN,IIP_SEC_BASED,2008,2007,2007-06-30,IX,317.4
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_OTHR_MNF,IIP_SEC_BASED,2008,2007,2007-06-30,IX,369.4
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_PPR_PRNT,IIP_SEC_BASED,2008,2007,2007-06-30,IX,246.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_RUBR_PLAS,IIP_SEC_BASED,2008,2007,2007-06-30,IX,249.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_TEXT_PROD,IIP_SEC_BASED,2008,2007,2007-06-30,IX,274.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_TRANS_EQP_PRTS,IIP_SEC_BASED,2008,2007,2007-06-30,IX,351.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_WD_FRN,IIP_SEC_BASED,2008,2007,2007-06-30,IX,129.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_WD_SILK,IIP_SEC_BASED,2008,2007,2007-06-30,IX,276.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_BAS_GDS,IIP_USE_BASED,2008,2007,2007-06-30,IX,215.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_CAP_GDS,IIP_USE_BASED,2008,2007,2007-06-30,IX,358.3
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_CONS_DUR,IIP_USE_BASED,2008,2007,2007-06-30,IX,357.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_CONS_GDS,IIP_USE_BASED,2008,2007,2007-06-30,IX,266.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_CONS_NON_DUR,IIP_USE_BASED,2008,2007,2007-06-30,IX,246.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_INTL_GDS,IIP_USE_BASED,2008,2007,2007-06-30,IX,260.1
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_CHEM_PRD,IIP_DETAILED,2008,2007,2007-06-30,IX,122.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_COK_REF_NCL,IIP_DETAILED,2008,2007,2007-06-30,IX,117.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_ELECT_MACH,IIP_DETAILED,2008,2007,2007-06-30,IX,402.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_FOD_BEV,IIP_DETAILED,2008,2007,2007-06-30,IX,122.1
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_FRN_MANF,IIP_DETAILED,2008,2007,2007-06-30,IX,157.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_FSB_MTL_PROD,IIP_DETAILED,2008,2007,2007-06-30,IX,140.1
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_INTR_GDS,IIP_DETAILED,2008,2007,2007-06-30,IX,125.33
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_LUG_HND_BAG,IIP_DETAILED,2008,2007,2007-06-30,IX,115.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_MACH_EQP,IIP_DETAILED,2008,2007,2007-06-30,IX,172.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_MED_OPT,IIP_DETAILED,2008,2007,2007-06-30,IX,116.1
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_MOT_VEH,IIP_DETAILED,2008,2007,2007-06-30,IX,125.1
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_OFF_ACC_COMP,IIP_DETAILED,2008,2007,2007-06-30,IX,184.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_OTH_NON_MET,IIP_DETAILED,2008,2007,2007-06-30,IX,128.1
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_OTH_TRANS_EQP,IIP_DETAILED,2008,2007,2007-06-30,IX,121.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_PAPR_PRD,IIP_DETAILED,2008,2007,2007-06-30,IX,111.4
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_PUB_PRN_REP,IIP_DETAILED,2008,2007,2007-06-30,IX,136.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_RAD_TV_COMM,IIP_DETAILED,2008,2007,2007-06-30,IX,493.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_RUB_PLA_PROD,IIP_DETAILED,2008,2007,2007-06-30,IX,132.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_TEXT,IIP_DETAILED,2008,2007,2007-06-30,IX,122.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_TOB_PRD,IIP_DETAILED,2008,2007,2007-06-30,IX,90.3
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_WEAR_APPR,IIP_DETAILED,2008,2007,2007-06-30,IX,152.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_WOD_PROD,IIP_DETAILED,2008,2007,2007-06-30,IX,138.1
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,SEC_ELECTY,IIP_SEC_BASED,2008,2007,2007-06-30,IX,116.6456
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,SEC_GEN_INDX,IIP_SEC_BASED,2008,2007,2007-06-30,IX,136.7408
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,SEC_MIN_QUAR,IIP_SEC_BASED,2008,2007,2007-06-30,IX,103.91
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,SEC_MNF,IIP_SEC_BASED,2008,2007,2007-06-30,IX,145.6395
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_BAS_GDS,IIP_USE_BASED,2008,2007,2007-06-30,IX,122.068
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_CAP_GDS,IIP_USE_BASED,2008,2007,2007-06-30,IX,210.5243
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_CONS_DUR,IIP_USE_BASED,2008,2007,2007-06-30,IX,184.7163
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_CONS_GDS,IIP_USE_BASED,2008,2007,2007-06-30,IX,143.3787
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_CONS_NON_DUR,IIP_USE_BASED,2008,2007,2007-06-30,IX,126.9957
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_INTL_GDS,IIP_USE_BASED,2008,2007,2007-06-30,IX,125.33
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_BAS_CHEM_PROD,IIP_SEC_BASED,2008,2007,2007-07-31,IX,332.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_BAS_MTL_ALLOY,IIP_SEC_BASED,2008,2007,2007-07-31,IX,301.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_BEV_TOB,IIP_SEC_BASED,2008,2007,2007-07-31,IX,481.7
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_COTT_TEXT,IIP_SEC_BASED,2008,2007,2007-07-31,IX,168.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_ELECTY,IIP_SEC_BASED,2008,2007,2007-07-31,IX,216.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_FD_PRD,IIP_SEC_BASED,2008,2007,2007-07-31,IX,125.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_GEN_INDX,IIP_SEC_BASED,2008,2007,2007-07-31,IX,255.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_JUTE,IIP_SEC_BASED,2008,2007,2007-07-31,IX,118.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_LEATR,IIP_SEC_BASED,2008,2007,2007-07-31,IX,177.4
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_MACH_EQP,IIP_SEC_BASED,2008,2007,2007-07-31,IX,357.3
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_METL_PRD,IIP_SEC_BASED,2008,2007,2007-07-31,IX,150.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_MIN_QUAR,IIP_SEC_BASED,2008,2007,2007-07-31,IX,157.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_MNF,IIP_SEC_BASED,2008,2007,2007-07-31,IX,272.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_NON_MET_MIN,IIP_SEC_BASED,2008,2007,2007-07-31,IX,323.3
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_OTHR_MNF,IIP_SEC_BASED,2008,2007,2007-07-31,IX,303.3
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_PPR_PRNT,IIP_SEC_BASED,2008,2007,2007-07-31,IX,250.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_RUBR_PLAS,IIP_SEC_BASED,2008,2007,2007-07-31,IX,246.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_TEXT_PROD,IIP_SEC_BASED,2008,2007,2007-07-31,IX,303.4
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_TRANS_EQP_PRTS,IIP_SEC_BASED,2008,2007,2007-07-31,IX,347.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_WD_FRN,IIP_SEC_BASED,2008,2007,2007-07-31,IX,135.7
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_WD_SILK,IIP_SEC_BASED,2008,2007,2007-07-31,IX,279.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_BAS_GDS,IIP_USE_BASED,2008,2007,2007-07-31,IX,216.7
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_CAP_GDS,IIP_USE_BASED,2008,2007,2007-07-31,IX,317.4
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_CONS_DUR,IIP_USE_BASED,2008,2007,2007-07-31,IX,351.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_CONS_GDS,IIP_USE_BASED,2008,2007,2007-07-31,IX,274.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_CONS_NON_DUR,IIP_USE_BASED,2008,2007,2007-07-31,IX,256.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_INTL_GDS,IIP_USE_BASED,2008,2007,2007-07-31,IX,264.1
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_CHEM_PRD,IIP_DETAILED,2008,2007,2007-07-31,IX,130.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_COK_REF_NCL,IIP_DETAILED,2008,2007,2007-07-31,IX,118.4
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_ELECT_MACH,IIP_DETAILED,2008,2007,2007-07-31,IX,391.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_FOD_BEV,IIP_DETAILED,2008,2007,2007-07-31,IX,114.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_FRN_MANF,IIP_DETAILED,2008,2007,2007-07-31,IX,137.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_FSB_MTL_PROD,IIP_DETAILED,2008,2007,2007-07-31,IX,132.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_INTR_GDS,IIP_DETAILED,2008,2007,2007-07-31,IX,127.1502
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_LUG_HND_BAG,IIP_DETAILED,2008,2007,2007-07-31,IX,107.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_MACH_EQP,IIP_DETAILED,2008,2007,2007-07-31,IX,171.7
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_MED_OPT,IIP_DETAILED,2008,2007,2007-07-31,IX,125.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_MOT_VEH,IIP_DETAILED,2008,2007,2007-07-31,IX,138.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_OFF_ACC_COMP,IIP_DETAILED,2008,2007,2007-07-31,IX,132.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_OTH_NON_MET,IIP_DETAILED,2008,2007,2007-07-31,IX,126.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_OTH_TRANS_EQP,IIP_DETAILED,2008,2007,2007-07-31,IX,117.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_PAPR_PRD,IIP_DETAILED,2008,2007,2007-07-31,IX,113.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_PUB_PRN_REP,IIP_DETAILED,2008,2007,2007-07-31,IX,144.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_RAD_TV_COMM,IIP_DETAILED,2008,2007,2007-07-31,IX,553.4
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_RUB_PLA_PROD,IIP_DETAILED,2008,2007,2007-07-31,IX,135.4
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_TEXT,IIP_DETAILED,2008,2007,2007-07-31,IX,126.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_TOB_PRD,IIP_DETAILED,2008,2007,2007-07-31,IX,97.7
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_WEAR_APPR,IIP_DETAILED,2008,2007,2007-07-31,IX,157.7
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_WOD_PROD,IIP_DETAILED,2008,2007,2007-07-31,IX,139.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,SEC_ELECTY,IIP_SEC_BASED,2008,2007,2007-07-31,IX,119.145
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,SEC_GEN_INDX,IIP_SEC_BASED,2008,2007,2007-07-31,IX,136.6459
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,SEC_MIN_QUAR,IIP_SEC_BASED,2008,2007,2007-07-31,IX,103.15
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,SEC_MNF,IIP_SEC_BASED,2008,2007,2007-07-31,IX,145.3148
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_BAS_GDS,IIP_USE_BASED,2008,2007,2007-07-31,IX,120.2603
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_CAP_GDS,IIP_USE_BASED,2008,2007,2007-07-31,IX,209.391
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_CONS_DUR,IIP_USE_BASED,2008,2007,2007-07-31,IX,184.8763
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_CONS_GDS,IIP_USE_BASED,2008,2007,2007-07-31,IX,145.2255
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_CONS_NON_DUR,IIP_USE_BASED,2008,2007,2007-07-31,IX,129.5109
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,USE_INTL_GDS,IIP_USE_BASED,2008,2007,2007-07-31,IX,127.1502
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_BAS_CHEM_PROD,IIP_SEC_BASED,2008,2007,2007-08-31,IX,319.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_BAS_MTL_ALLOY,IIP_SEC_BASED,2008,2007,2007-08-31,IX,308.1
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_BEV_TOB,IIP_SEC_BASED,2008,2007,2007-08-31,IX,476.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_COTT_TEXT,IIP_SEC_BASED,2008,2007,2007-08-31,IX,165.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_ELECTY,IIP_SEC_BASED,2008,2007,2007-08-31,IX,219.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_FD_PRD,IIP_SEC_BASED,2008,2007,2007-08-31,IX,122.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_GEN_INDX,IIP_SEC_BASED,2008,2007,2007-08-31,IX,260.3
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_JUTE,IIP_SEC_BASED,2008,2007,2007-08-31,IX,126.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_LEATR,IIP_SEC_BASED,2008,2007,2007-08-31,IX,170.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_MACH_EQP,IIP_SEC_BASED,2008,2007,2007-08-31,IX,394.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_METL_PRD,IIP_SEC_BASED,2008,2007,2007-08-31,IX,178.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_MIN_QUAR,IIP_SEC_BASED,2008,2007,2007-08-31,IX,156.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_MNF,IIP_SEC_BASED,2008,2007,2007-08-31,IX,279.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_NON_MET_MIN,IIP_SEC_BASED,2008,2007,2007-08-31,IX,318.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_OTHR_MNF,IIP_SEC_BASED,2008,2007,2007-08-31,IX,335.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_PPR_PRNT,IIP_SEC_BASED,2008,2007,2007-08-31,IX,258.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_RUBR_PLAS,IIP_SEC_BASED,2008,2007,2007-08-31,IX,255.4
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_TEXT_PROD,IIP_SEC_BASED,2008,2007,2007-08-31,IX,293.3
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_TRANS_EQP_PRTS,IIP_SEC_BASED,2008,2007,2007-08-31,IX,376.4
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_WD_FRN,IIP_SEC_BASED,2008,2007,2007-08-31,IX,132.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,SEC_WD_SILK,IIP_SEC_BASED,2008,2007,2007-08-31,IX,298.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_BAS_GDS,IIP_USE_BASED,2008,2007,2007-08-31,IX,217.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_CAP_GDS,IIP_USE_BASED,2008,2007,2007-08-31,IX,368.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_CONS_DUR,IIP_USE_BASED,2008,2007,2007-08-31,IX,379.7
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_CONS_GDS,IIP_USE_BASED,2008,2007,2007-08-31,IX,266.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_CONS_NON_DUR,IIP_USE_BASED,2008,2007,2007-08-31,IX,240.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_1993_94,M,USE_INTL_GDS,IIP_USE_BASED,2008,2007,2007-08-31,IX,273.3
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_CHEM_PRD,IIP_DETAILED,2008,2007,2007-08-31,IX,123.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_COK_REF_NCL,IIP_DETAILED,2008,2007,2007-08-31,IX,119.5
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_ELECT_MACH,IIP_DETAILED,2008,2007,2007-08-31,IX,347.7
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_FOD_BEV,IIP_DETAILED,2008,2007,2007-08-31,IX,101.4
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_FRN_MANF,IIP_DETAILED,2008,2007,2007-08-31,IX,138.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_FSB_MTL_PROD,IIP_DETAILED,2008,2007,2007-08-31,IX,130.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_INTR_GDS,IIP_DETAILED,2008,2007,2007-08-31,IX,128.1391
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_LUG_HND_BAG,IIP_DETAILED,2008,2007,2007-08-31,IX,109.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_MACH_EQP,IIP_DETAILED,2008,2007,2007-08-31,IX,162.3
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_MED_OPT,IIP_DETAILED,2008,2007,2007-08-31,IX,118.4
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_MOT_VEH,IIP_DETAILED,2008,2007,2007-08-31,IX,148.0
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_OFF_ACC_COMP,IIP_DETAILED,2008,2007,2007-08-31,IX,169.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_OTH_NON_MET,IIP_DETAILED,2008,2007,2007-08-31,IX,125.8
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_OTH_TRANS_EQP,IIP_DETAILED,2008,2007,2007-08-31,IX,128.6
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_PAPR_PRD,IIP_DETAILED,2008,2007,2007-08-31,IX,116.9
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_PUB_PRN_REP,IIP_DETAILED,2008,2007,2007-08-31,IX,144.2
RBI:INX_INDS_PROD_RN(1.0),N_A,BY_2004_05,M,MNF_RAD_TV_COMM,IIP_DETAILED,2008,2007,2007-08-31,IX,522.1
