DATAFLOW,AUDST,FREQ,INDS_PRI_CHAR_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_EMP,1997,1996,0,1997-03-31,PS,9448643.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_FACT,1997,1996,0,1997-03-31,PN,132814.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_WRKRS,1997,1996,0,1997-03-31,PS,7208143.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_FIXD_CAPIT_FORMAT,1997,1996,0,1997-03-31,INR,524610000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_INCOME,1997,1996,0,1997-03-31,INR,988650000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_VALUE_ADDED,1997,1996,0,1997-03-31,INR,1573590000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,OUT_STND_LNS,1997,1996,0,1997-03-31,INR,2596090000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PFT,1997,1996,0,1997-03-31,INR,419780000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PROD_BY_PROD,1997,1996,0,1997-03-31,PN,6450660000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PRV_OTH_FNDS,1997,1996,0,1997-03-31,INR,53780000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,RENT_PAID,1997,1996,0,1997-03-31,INR,42620000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOTAL_PERSNS_ENGAGED,1997,1996,0,1997-03-31,PS,9536282.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_EMOLUMENTS,1997,1996,0,1997-03-31,INR,464040000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_INPUTS,1997,1996,0,1997-03-31,PN,5569150000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TTL_ADN_STOCK,1997,1996,0,1997-03-31,PN,137660000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,VAL_OF_OUTPUT,1997,1996,0,1997-03-31,INR,7418080000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WGS_TO_WRKRS,1997,1996,0,1997-03-31,INR,265550000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WRK_CAP,1997,1996,0,1997-03-31,INR,1716590000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WRK_STAF_WELF_EXPENS,1997,1996,0,1997-03-31,INR,40920000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_FIN_GDS,1998,1997,0,1998-03-31,PN,63220000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_MAT_FUEL,1998,1997,0,1998-03-31,PN,22590000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_SEMI_FIN_GDS,1998,1997,0,1998-03-31,PN,11860000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,DEPREC,1998,1997,0,1998-03-31,INR,317960000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FIX_CAP,1998,1997,0,1998-03-31,INR,4230820000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FUEL_CONS,1998,1997,0,1998-03-31,PN,605830000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GROSS_CAP_FORM,1998,1997,0,1998-03-31,INR,820370000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GRS_FXD_CAP_FORM,1998,1997,0,1998-03-31,INR,722710000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,INT_PAID,1998,1997,0,1998-03-31,INR,456070000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,INV_CAP,1998,1997,0,1998-03-31,INR,5768260000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAT_CONSUMED,1998,1997,0,1998-03-31,PN,4584230000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_EMP,1998,1997,0,1998-03-31,PS,9997573.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_FACT,1998,1997,0,1998-03-31,PN,136012.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_WRKRS,1998,1997,0,1998-03-31,PS,7652254.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_FIXD_CAPIT_FORMAT,1998,1997,0,1998-03-31,INR,404980000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_INCOME,1998,1997,0,1998-03-31,INR,1166500000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_VALUE_ADDED,1998,1997,0,1998-03-31,INR,1664410000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,OUT_STND_LNS,1998,1997,0,1998-03-31,INR,3246050000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PFT,1998,1997,0,1998-03-31,INR,544560000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PROD_BY_PROD,1998,1997,0,1998-03-31,PN,7141170000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PRV_OTH_FNDS,1998,1997,0,1998-03-31,INR,97380000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,RENT_PAID,1998,1997,0,1998-03-31,INR,41850000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOTAL_PERSNS_ENGAGED,1998,1997,0,1998-03-31,PS,10073485
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_EMOLUMENTS,1998,1997,0,1998-03-31,INR,523710000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_INPUTS,1998,1997,0,1998-03-31,PN,6380990000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TTL_ADN_STOCK,1998,1997,0,1998-03-31,PN,97670000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,VAL_OF_OUTPUT,1998,1997,0,1998-03-31,INR,8363360000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WGS_TO_WRKRS,1998,1997,0,1998-03-31,INR,297820000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WRK_CAP,1998,1997,0,1998-03-31,INR,1546170000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_FIN_GDS,1999,1998,0,1999-03-31,PN,17160000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_MAT_FUEL,1999,1998,0,1999-03-31,PN,380000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_SEMI_FIN_GDS,1999,1998,0,1999-03-31,PN,13540000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,DEPREC,1999,1998,0,1999-03-31,INR,282660000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FIX_CAP,1999,1998,0,1999-03-31,INR,3911510000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FUEL_CONS,1999,1998,0,1999-03-31,PN,462600000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GROSS_CAP_FORM,1999,1998,0,1999-03-31,INR,721780000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GRS_FXD_CAP_FORM,1999,1998,0,1999-03-31,INR,690710000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,INT_PAID,1999,1998,0,1999-03-31,INR,396930000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,INV_CAP,1999,1998,0,1999-03-31,INR,5370680000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAT_CONSUMED,1999,1998,0,1999-03-31,PN,4444800000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_EMP,1999,1998,0,1999-03-31,PS,8588581.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_FACT,1999,1998,0,1999-03-31,PN,131706.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_WRKRS,1999,1998,0,1999-03-31,PS,6364464.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_FIXD_CAPIT_FORMAT,1999,1998,0,1999-03-31,INR,408050000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_INCOME,1999,1998,0,1999-03-31,INR,1016770000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_VALUE_ADDED,1999,1998,0,1999-03-31,INR,1454610000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,OUT_STND_LNS,1999,1998,0,1999-03-31,INR,2282100000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PFT,1999,1998,0,1999-03-31,INR,473060000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PROD_BY_PROD,1999,1998,0,1999-03-31,PN,6810270000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,RENT_PAID,1999,1998,0,1999-03-31,INR,40910000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_EMOLUMENTS,1999,1998,0,1999-03-31,INR,446260000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_INPUTS,1999,1998,0,1999-03-31,PN,6100440000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TTL_ADN_STOCK,1999,1998,0,1999-03-31,PN,31070000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,VAL_OF_OUTPUT,1999,1998,0,1999-03-31,INR,7837710000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WGS_TO_WRKRS,1999,1998,0,1999-03-31,INR,248260000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WRK_CAP,1999,1998,0,1999-03-31,INR,1027400000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_FIN_GDS,2000,1999,0,2000-03-31,PN,69470000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_MAT_FUEL,2000,1999,0,2000-03-31,PN,74990000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_SEMI_FIN_GDS,2000,1999,0,2000-03-31,PN,15400000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,DEPREC,2000,1999,0,2000-03-31,INR,335990000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FIX_CAP,2000,1999,0,2000-03-31,INR,4018650000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FUEL_CONS,2000,1999,0,2000-03-31,PN,551980000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GROSS_CAP_FORM,2000,1999,0,2000-03-31,INR,646650000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GRS_FXD_CAP_FORM,2000,1999,0,2000-03-31,INR,486790000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,INT_PAID,2000,1999,0,2000-03-31,INR,438770000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,INV_CAP,2000,1999,0,2000-03-31,INR,5666340000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAN_DAYS_EMP,2000,1999,0,2000-03-31,PN,2482671000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAN_DAYS_WRK,2000,1999,0,2000-03-31,PN,1904067000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAT_CONSUMED,2000,1999,0,2000-03-31,PN,5251680000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_FACT,2000,1999,0,2000-03-31,PN,131558.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_WRKRS,2000,1999,0,2000-03-31,PS,6280659.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_FIXD_CAPIT_FORMAT,2000,1999,0,2000-03-31,INR,150800000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_INCOME,2000,1999,0,2000-03-31,INR,1065660000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_VALUE_ADDED,2000,1999,0,2000-03-31,INR,1549740000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,OUT_STND_LNS,2000,1999,0,2000-03-31,INR,2537820000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PFT,2000,1999,0,2000-03-31,INR,473350000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PROD_BY_PROD,2000,1999,0,2000-03-31,PN,7831170000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PRV_OTH_FNDS,2000,1999,0,2000-03-31,INR,68320000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,RENT_PAID,2000,1999,0,2000-03-31,INR,45310000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOTAL_PERSNS_ENGAGED,2000,1999,0,2000-03-31,PS,8172836.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_EMOLUMENTS,2000,1999,0,2000-03-31,INR,478440000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_INPUTS,2000,1999,0,2000-03-31,PN,7093650000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TTL_ADN_STOCK,2000,1999,0,2000-03-31,PN,159870000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,VAL_OF_OUTPUT,2000,1999,0,2000-03-31,INR,8979380000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WGS_TO_WRKRS,2000,1999,0,2000-03-31,INR,263040000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WRK_CAP,2000,1999,0,2000-03-31,INR,1037840000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WRK_STAF_WELF_EXPENS,2000,1999,0,2000-03-31,INR,45560000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_FIN_GDS,2001,2000,0,2001-03-31,PN,98530000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_MAT_FUEL,2001,2000,0,2001-03-31,PN,23630000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_SEMI_FIN_GDS,2001,2000,0,2001-03-31,PN,23200000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,DEPREC,2001,2000,0,2001-03-31,INR,347290000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FIX_CAP,2001,2000,0,2001-03-31,INR,3996040000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FUEL_CONS,2001,2000,0,2001-03-31,PN,589680000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GROSS_CAP_FORM,2001,2000,0,2001-03-31,INR,614150000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GRS_FXD_CAP_FORM,2001,2000,0,2001-03-31,INR,468790000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,INT_PAID,2001,2000,0,2001-03-31,INR,419870000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,INV_CAP,2001,2000,0,2001-03-31,INR,5717990000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAN_DAYS_EMP,2001,2000,0,2001-03-31,PN,2411969000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAN_DAYS_WRK,2001,2000,0,2001-03-31,PN,1858844000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAT_CONSUMED,2001,2000,0,2001-03-31,PN,5614490000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_EMP,2001,2000,0,2001-03-31,PS,7917810.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_FACT,2001,2000,0,2001-03-31,PN,131268.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_WRKRS,2001,2000,0,2001-03-31,PS,6135238.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_FIXD_CAPIT_FORMAT,2001,2000,0,2001-03-31,INR,121500000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_INCOME,2001,2000,0,2001-03-31,INR,975560000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_VALUE_ADDED,2001,2000,0,2001-03-31,INR,1436210000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,OUT_STND_LNS,2001,2000,0,2001-03-31,INR,2579540000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PFT,2001,2000,0,2001-03-31,INR,356990000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PROD_BY_PROD,2001,2000,0,2001-03-31,PN,8184790000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PRV_OTH_FNDS,2001,2000,0,2001-03-31,INR,66510000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,RENT_PAID,2001,2000,0,2001-03-31,INR,40790000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOTAL_PERSNS_ENGAGED,2001,2000,0,2001-03-31,PS,7987780.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_EMOLUMENTS,2001,2000,0,2001-03-31,INR,507190000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_INPUTS,2001,2000,0,2001-03-31,PN,7485520000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TTL_ADN_STOCK,2001,2000,0,2001-03-31,PN,145360000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,VAL_OF_OUTPUT,2001,2000,0,2001-03-31,INR,9269020000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WGS_TO_WRKRS,2001,2000,0,2001-03-31,INR,276710000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WRK_CAP,2001,2000,0,2001-03-31,INR,1052080000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WRK_STAF_WELF_EXPENS,2001,2000,0,2001-03-31,INR,44880000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_FIN_GDS,2002,2001,0,2002-03-31,PN,-3970000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_MAT_FUEL,2002,2001,0,2002-03-31,PN,33320000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_SEMI_FIN_GDS,2002,2001,0,2002-03-31,PN,7870000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,DEPREC,2002,2001,0,2002-03-31,INR,389270000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FIX_CAP,2002,2001,0,2002-03-31,INR,4319600000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FUEL_CONS,2002,2001,0,2002-03-31,PN,597260000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GROSS_CAP_FORM,2002,2001,0,2002-03-31,INR,738730000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GRS_FXD_CAP_FORM,2002,2001,0,2002-03-31,INR,701510000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,INT_PAID,2002,2001,0,2002-03-31,INR,422180000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,INV_CAP,2002,2001,0,2002-03-31,INR,6059130000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAN_DAYS_EMP,2002,2001,0,2002-03-31,PN,2332893000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAN_DAYS_WRK,2002,2001,0,2002-03-31,PN,1800576000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAT_CONSUMED,2002,2001,0,2002-03-31,PN,5879610000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_EMP,2002,2001,0,2002-03-31,PS,7686654.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_FACT,2002,2001,0,2002-03-31,PN,128549.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_WRKRS,2002,2001,0,2002-03-31,PS,5957848.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_FIXD_CAPIT_FORMAT,2002,2001,0,2002-03-31,INR,312240000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_INCOME,2002,2001,0,2002-03-31,INR,983330000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_VALUE_ADDED,2002,2001,0,2002-03-31,INR,1443020000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,OUT_STND_LNS,2002,2001,0,2002-03-31,INR,2692190000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PFT,2002,2001,0,2002-03-31,INR,348840000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PROD_BY_PROD,2002,2001,0,2002-03-31,PN,8493660000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PRV_OTH_FNDS,2002,2001,0,2002-03-31,INR,78070000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,RENT_PAID,2002,2001,0,2002-03-31,INR,37510000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOTAL_PERSNS_ENGAGED,2002,2001,0,2002-03-31,PS,7750366.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_EMOLUMENTS,2002,2001,0,2002-03-31,INR,510600000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_INPUTS,2002,2001,0,2002-03-31,PN,7792270000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TTL_ADN_STOCK,2002,2001,0,2002-03-31,PN,37220000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,VAL_OF_OUTPUT,2002,2001,0,2002-03-31,INR,9624570000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WGS_TO_WRKRS,2002,2001,0,2002-03-31,INR,274380000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WRK_CAP,2002,2001,0,2002-03-31,INR,1004060000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WRK_STAF_WELF_EXPENS,2002,2001,0,2002-03-31,INR,45830000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_FIN_GDS,2003,2002,0,2003-03-31,PN,33550000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_MAT_FUEL,2003,2002,0,2003-03-31,PN,108710000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_SEMI_FIN_GDS,2003,2002,0,2003-03-31,PN,22970000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,DEPREC,2003,2002,0,2003-03-31,INR,420360000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FIX_CAP,2003,2002,0,2003-03-31,INR,4447590000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FUEL_CONS,2003,2002,0,2003-03-31,PN,665760000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GROSS_CAP_FORM,2003,2002,0,2003-03-31,INR,639760000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GRS_FXD_CAP_FORM,2003,2002,0,2003-03-31,INR,474540000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,INT_PAID,2003,2002,0,2003-03-31,INR,383520000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,INV_CAP,2003,2002,0,2003-03-31,INR,6374730000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAN_DAYS_EMP,2003,2002,0,2003-03-31,PN,2397579000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAN_DAYS_WRK,2003,2002,0,2003-03-31,PN,1870226000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,MAT_CONSUMED,2003,2002,0,2003-03-31,PN,7007720000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_EMP,2003,2002,0,2003-03-31,PS,7870529.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_FACT,2003,2002,0,2003-03-31,PN,127957.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NBR_WRKRS,2003,2002,0,2003-03-31,PS,6161493.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_FIXD_CAPIT_FORMAT,2003,2002,0,2003-03-31,INR,54190000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_INCOME,2003,2002,0,2003-03-31,INR,1301950000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,NET_VALUE_ADDED,2003,2002,0,2003-03-31,INR,1723400000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,OUT_STND_LNS,2003,2002,0,2003-03-31,INR,2633920000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PFT,2003,2002,0,2003-03-31,INR,618530000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PROD_BY_PROD,2003,2002,0,2003-03-31,PN,10012860000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,PRV_OTH_FNDS,2003,2002,0,2003-03-31,INR,81530000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,RENT_PAID,2003,2002,0,2003-03-31,INR,37940000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOTAL_PERSNS_ENGAGED,2003,2002,0,2003-03-31,PS,7935948.0
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_EMOLUMENTS,2003,2002,0,2003-03-31,INR,551580000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TOT_INPUTS,2003,2002,0,2003-03-31,PN,9161850000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,TTL_ADN_STOCK,2003,2002,0,2003-03-31,PN,165220000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,VAL_OF_OUTPUT,2003,2002,0,2003-03-31,INR,11305610000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WGS_TO_WRKRS,2003,2002,0,2003-03-31,INR,296890000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WRK_CAP,2003,2002,0,2003-03-31,INR,1001210000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,WRK_STAF_WELF_EXPENS,2003,2002,0,2003-03-31,INR,50310000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_FIN_GDS,2004,2003,0,2004-03-31,PN,21560000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_MAT_FUEL,2004,2003,0,2004-03-31,PN,131890000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,ADD_STC_SEMI_FIN_GDS,2004,2003,0,2004-03-31,PN,13090000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,DEPREC,2004,2003,0,2004-03-31,INR,448230000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FIX_CAP,2004,2003,0,2004-03-31,INR,4733310000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,FUEL_CONS,2004,2003,0,2004-03-31,PN,919820000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GROSS_CAP_FORM,2004,2003,0,2004-03-31,INR,741880000000
RBI:ANN_SURV_INDS_RN(1.0),N_A,AFY,GRS_FXD_CAP_FORM,2004,2003,0,2004-03-31,INR,575340000000
