DATAFLOW,AUDST,BASE_PER,BASE_WEIGHT,CORE_INF_INDS_RN,FREQ,REPYEAREND,REPYEARSTART,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,1.25,INF_FRTZ,AFY,2015,2014,2015-03-31,IX,101.7
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,1.71,INF_NAT_GAS,AFY,2015,2014,2015-03-31,IX,106.0
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,5.94,INF_REF_PRD,AFY,2015,2014,2015-03-31,IX,175.6
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,6.68,INF_STL,AFY,2015,2014,2015-03-31,IX,211.4
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,37.9,OVR_ALL_INDX,AFY,2015,2014,2015-03-31,IX,168.5
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2015,2014,2015-03-31,IX,118.055773
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2015,2014,2015-03-31,IX,112.553282
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2015,2014,2015-03-31,IX,98.350059
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2015,2014,2015-03-31,IX,126.627234
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2015,2014,2015-03-31,IX,99.382909
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2015,2014,2015-03-31,IX,70.546131
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,11.29,INF_PETR_REF_PRD,AFY,2015,2014,2015-03-31,IX,108.825517
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2015,2014,2015-03-31,IX,121.744587
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,40.27,OVR_ALL_INDX,AFY,2015,2014,2015-03-31,IX,111.733871
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,2.41,INF_CEMENT,AFY,2016,2015,2016-03-31,IX,215.5
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,4.38,INF_COAL,AFY,2016,2015,2016-03-31,IX,169.5
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,5.22,INF_CRD_OIL,AFY,2016,2015,2016-03-31,IX,108.727
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,10.32,INF_ELECTY,AFY,2016,2015,2016-03-31,IX,193.4
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,1.25,INF_FRTZ,AFY,2016,2015,2016-03-31,IX,114.4
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,1.71,INF_NAT_GAS,AFY,2016,2015,2016-03-31,IX,101.6
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,5.94,INF_REF_PRD,AFY,2016,2015,2016-03-31,IX,183.2
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,6.68,INF_STL,AFY,2016,2015,2016-03-31,IX,211.3
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2004_05,37.9,OVR_ALL_INDX,AFY,2016,2015,2016-03-31,IX,175.2
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2016,2015,2016-03-31,IX,123.510675
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2016,2015,2016-03-31,IX,117.99418
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2016,2015,2016-03-31,IX,96.98628
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2016,2015,2016-03-31,IX,133.827638
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2016,2015,2016-03-31,IX,106.356324
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2016,2015,2016-03-31,IX,67.215515
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,11.29,INF_PETR_REF_PRD,AFY,2016,2015,2016-03-31,IX,114.13473
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2016,2015,2016-03-31,IX,120.189704
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,40.27,OVR_ALL_INDX,AFY,2016,2015,2016-03-31,IX,115.060302
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2017,2016,2017-03-31,IX,121.993464
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2017,2016,2017-03-31,IX,121.754526
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2017,2016,2017-03-31,IX,94.536989
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2017,2016,2017-03-31,IX,141.639232
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2017,2016,2017-03-31,IX,106.57758
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2017,2016,2017-03-31,IX,66.520709
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,11.29,INF_PETR_REF_PRD,AFY,2017,2016,2017-03-31,IX,119.713745
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2017,2016,2017-03-31,IX,133.093782
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,40.27,OVR_ALL_INDX,AFY,2017,2016,2017-03-31,IX,120.532393
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2018,2017,2018-03-31,IX,129.721569
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2018,2017,2018-03-31,IX,124.87884
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2018,2017,2018-03-31,IX,93.683831
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2018,2017,2018-03-31,IX,149.175567
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2018,2017,2018-03-31,IX,106.614714
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2018,2017,2018-03-31,IX,68.422978
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,11.29,INF_PETR_REF_PRD,AFY,2018,2017,2018-03-31,IX,125.195118
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2018,2017,2018-03-31,IX,140.512834
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,40.27,OVR_ALL_INDX,AFY,2018,2017,2018-03-31,IX,125.687808
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2019,2018,2019-03-31,IX,147.0
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2019,2018,2019-03-31,IX,134.1
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2019,2018,2019-03-31,IX,89.8
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2019,2018,2019-03-31,IX,156.9
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2019,2018,2019-03-31,IX,107.0
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2019,2018,2019-03-31,IX,69.0
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,11.29,INF_PETR_REF_PRD,AFY,2019,2018,2019-03-31,IX,129.1
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2019,2018,2019-03-31,IX,147.7
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,40.27,OVR_ALL_INDX,AFY,2019,2018,2019-03-31,IX,131.2
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2020,2019,2020-03-31,IX,145.7
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2020,2019,2020-03-31,IX,133.6
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2020,2019,2020-03-31,IX,84.5
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2020,2019,2020-03-31,IX,158.4
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2020,2019,2020-03-31,IX,109.8
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2020,2019,2020-03-31,IX,65.1
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,11.29,INF_PETR_REF_PRD,AFY,2020,2019,2020-03-31,IX,129.4
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2020,2019,2020-03-31,IX,152.6
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,40.27,OVR_ALL_INDX,AFY,2020,2019,2020-03-31,IX,131.6
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2021,2020,2021-03-31,IX,130.0
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2021,2020,2021-03-31,IX,131.1
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2021,2020,2021-03-31,IX,80.1
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2021,2020,2021-03-31,IX,157.6
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2021,2020,2021-03-31,IX,111.6
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2021,2020,2021-03-31,IX,59.8
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,11.29,INF_PETR_REF_PRD,AFY,2021,2020,2021-03-31,IX,114.9
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2021,2020,2021-03-31,IX,139.4
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,40.27,OVR_ALL_INDX,AFY,2021,2020,2021-03-31,IX,123.2
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2022,2021,2022-03-31,IX,156.947712
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2022,2021,2022-03-31,IX,142.339972
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2022,2021,2022-03-31,IX,77.946401
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2022,2021,2022-03-31,IX,170.119099
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2022,2021,2022-03-31,IX,112.42022
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2022,2021,2022-03-31,IX,71.278846
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,11.29,INF_PETR_REF_PRD,AFY,2022,2021,2022-03-31,IX,125.143144
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2022,2021,2022-03-31,IX,163.017028
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,40.27,OVR_ALL_INDX,AFY,2022,2021,2022-03-31,IX,136.065258
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2023,2022,2023-03-31,IX,170.6
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2023,2022,2023-03-31,IX,163.5
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2023,2022,2023-03-31,IX,76.6
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2023,2022,2023-03-31,IX,185.2
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2023,2022,2023-03-31,IX,125.1
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2023,2022,2023-03-31,IX,72.4
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,11.29,INF_PETR_REF_PRD,AFY,2023,2022,2023-03-31,IX,131.2
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2023,2022,2023-03-31,IX,178.1
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,40.27,OVR_ALL_INDX,AFY,2023,2022,2023-03-31,IX,146.7
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2024,2023,2024-03-31,IX,185.7
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2024,2023,2024-03-31,IX,182.7
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2024,2023,2024-03-31,IX,77.1
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2024,2023,2024-03-31,IX,198.3
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2024,2023,2024-03-31,IX,129.8
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2024,2023,2024-03-31,IX,76.8
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,11.29,INF_PETR_REF_PRD,AFY,2024,2023,2024-03-31,IX,135.9
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2024,2023,2024-03-31,IX,200.4
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,40.27,OVR_ALL_INDX,AFY,2024,2023,2024-03-31,IX,157.8
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.16,INF_CEMENT,AFY,2025,2024,2025-03-31,IX,197.4
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,4.16,INF_COAL,AFY,2025,2024,2025-03-31,IX,192.0
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,3.62,INF_CRD_OIL,AFY,2025,2024,2025-03-31,IX,75.4
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.99,INF_ELECTY,AFY,2025,2024,2025-03-31,IX,208.6
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,1.06,INF_FRTZ,AFY,2025,2024,2025-03-31,IX,133.5
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,2.77,INF_NAT_GAS,AFY,2025,2024,2025-03-31,IX,75.9
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,11.29,INF_PETR_REF_PRD,AFY,2025,2024,2025-03-31,IX,139.7
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,7.22,INF_STL,AFY,2025,2024,2025-03-31,IX,214.1
RBI:INX_CORE_INF_INDS_RN(1.0),N_A,BY_2011_12,40.27,OVR_ALL_INDX,AFY,2025,2024,2025-03-31,IX,164.9
