DATAFLOW,AUDST,BASE_PER,FREQ,GNCF_RN,PRC_TYP_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_NCF,CNST_PRC,2015,2014,0,2015-03-31,INR,24811186431590.004
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_NCF,CURR_PRC,2015,2014,0,2015-03-31,INR,28374872645070
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_CHG_STOCKS,CNST_PRC,2016,2015,0,2016-03-31,INR,2324486824250
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_CHG_STOCKS,CURR_PRC,2016,2015,0,2016-03-31,INR,2547856780260
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_GCF,CNST_PRC,2016,2015,0,2016-03-31,INR,39245295989400
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_GCF,CURR_PRC,2016,2015,0,2016-03-31,INR,44423469437700
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_GFCF,CNST_PRC,2016,2015,0,2016-03-31,INR,34481929756600
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_GFCF,CURR_PRC,2016,2015,0,2016-03-31,INR,39182368832570
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_NCF,CNST_PRC,2016,2015,0,2016-03-31,INR,26581697637760
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_NCF,CURR_PRC,2016,2015,0,2016-03-31,INR,29921231380840
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_CHG_STOCKS,CNST_PRC,2017,2016,0,2017-03-31,INR,902556923240
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_CHG_STOCKS,CURR_PRC,2017,2016,0,2017-03-31,INR,1001522832540
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_GCF,CNST_PRC,2017,2016,0,2017-03-31,INR,40848015734410
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_GCF,CURR_PRC,2017,2016,0,2017-03-31,INR,46714263631720
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_GFCF,CNST_PRC,2017,2016,0,2017-03-31,INR,37978748517080
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_GFCF,CURR_PRC,2017,2016,0,2017-03-31,INR,43524979198400
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_NCF,CNST_PRC,2017,2016,0,2017-03-31,INR,27148696886260
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_NCF,CURR_PRC,2017,2016,0,2017-03-31,INR,30866996478950
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_CHG_STOCKS,CNST_PRC,2018,2017,0,2018-03-31,INR,938830000000
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_CHG_STOCKS,CURR_PRC,2018,2017,0,2018-03-31,INR,1065981843270
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_GFCF,CNST_PRC,2018,2017,0,2018-03-31,INR,40865920000000
RBI:GROSS_NET_CAP_FRM_RN(1.0),N_A,BY_2011_12,AFY,GNCF_GFCF,CURR_PRC,2018,2017,0,2018-03-31,INR,47725933141960
