DATAFLOW,AUDST,FIN_ASS_RN,FREQ,PRC_TYP_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,2007,2006,0,2007-03-31,INR,4292820000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,2007,2006,0,2007-03-31,INR,7646710000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,2007,2006,0,2007-03-31,INR,671940000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,2007,2006,0,2007-03-31,INR,191980000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,2007,2006,0,2007-03-31,INR,725030000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,2007,2006,0,2007-03-31,INR,45840000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,2007,2006,0,2007-03-31,INR,508470000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,2006,2005,0,2006-03-31,INR,338570000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,2006,2005,0,2006-03-31,INR,871680000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,2006,2005,0,2006-03-31,INR,-2220000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,2006,2005,0,2006-03-31,INR,-4440000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,2006,2005,0,2006-03-31,INR,834940000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,2006,2005,0,2006-03-31,INR,619500000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,2006,2005,0,2006-03-31,INR,5220000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,2006,2005,0,2006-03-31,INR,521510000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,2006,2005,0,2006-03-31,INR,2657160000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,2006,2005,0,2006-03-31,INR,5841920000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,2005,2004,0,2005-03-31,INR,4471650000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,2005,2004,0,2005-03-31,INR,557940000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,2005,2004,0,2005-03-31,INR,1750450000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,2005,2004,0,2005-03-31,INR,679860000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,2005,2004,0,2005-03-31,INR,830000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,2005,2004,0,2005-03-31,INR,369770000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,2005,2004,0,2005-03-31,INR,1064200000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,2005,2004,0,2005-03-31,INR,-1070000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,2005,2004,0,2005-03-31,INR,-31460000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,2005,2004,0,2005-03-31,INR,81130000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,2004,2003,0,2004-03-31,INR,1559340000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,2004,2003,0,2004-03-31,INR,873720000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,2004,2003,0,2004-03-31,INR,90780000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,2004,2003,0,2004-03-31,INR,-85860000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,2004,2003,0,2004-03-31,INR,426750000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,2004,2003,0,2004-03-31,INR,19450000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,2004,2003,0,2004-03-31,INR,489520000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,2004,2003,0,2004-03-31,INR,522400000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,2004,2003,0,2004-03-31,INR,-1370000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,2004,2003,0,2004-03-31,INR,3894730000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,2003,2002,0,2003-03-31,INR,3233720000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,2003,2002,0,2003-03-31,INR,520090000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,2003,2002,0,2003-03-31,INR,560870000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,2003,2002,0,2003-03-31,INR,71230000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,2003,2002,0,2003-03-31,INR,459460000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,2003,2002,0,2003-03-31,INR,286320000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,2003,2002,0,2003-03-31,INR,124960000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,2003,2002,0,2003-03-31,INR,-16180000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,2003,2002,0,2003-03-31,INR,1226970000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,2002,2001,0,2002-03-31,INR,442230000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,2002,2001,0,2002-03-31,INR,-18570000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,2002,2001,0,2002-03-31,INR,519380000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,2002,2001,0,2002-03-31,INR,98340000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,2002,2001,0,2002-03-31,INR,2860340000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,2002,2001,0,2002-03-31,INR,1130330000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,2002,2001,0,2002-03-31,INR,-1830000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,2002,2001,0,2002-03-31,INR,412370000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,2002,2001,0,2002-03-31,INR,-3470000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,2002,2001,0,2002-03-31,INR,281560000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,2001,2000,0,2001-03-31,INR,30040000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,2001,2000,0,2001-03-31,INR,156320000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,2001,2000,0,2001-03-31,INR,947090000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,2001,2000,0,2001-03-31,INR,2474750000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,2001,2000,0,2001-03-31,INR,508630000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,2001,2000,0,2001-03-31,INR,338610000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,2001,2000,0,2001-03-31,INR,-9340000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,2001,2000,0,2001-03-31,INR,111480000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,2001,2000,0,2001-03-31,INR,390070000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,2001,2000,0,2001-03-31,INR,1830000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,2000,1999,0,2000-03-31,INR,539070000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,2000,1999,0,2000-03-31,INR,38440000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,2000,1999,0,2000-03-31,INR,289850000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,2000,1999,0,2000-03-31,INR,163080000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,2000,1999,0,2000-03-31,INR,208450000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,2000,1999,0,2000-03-31,INR,2362130000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,2000,1999,0,2000-03-31,INR,828920000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,2000,1999,0,2000-03-31,INR,18110000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,2000,1999,0,2000-03-31,INR,-10230000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,2000,1999,0,2000-03-31,INR,286440000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,1999,1998,0,1999-03-31,INR,218220000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,1999,1998,0,1999-03-31,INR,794330000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,1999,1998,0,1999-03-31,INR,2071030000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,1999,1998,0,1999-03-31,INR,234280000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,1999,1998,0,1999-03-31,INR,282200000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,1999,1998,0,1999-03-31,INR,51050000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,1999,1998,0,1999-03-31,INR,-68700000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,1999,1998,0,1999-03-31,INR,464080000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,1999,1998,0,1999-03-31,INR,76700000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,1999,1998,0,1999-03-31,INR,18870000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,1998,1997,0,1998-03-31,INR,322670000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,1998,1997,0,1998-03-31,INR,221620000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,1998,1997,0,1998-03-31,INR,740990000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,1998,1997,0,1998-03-31,INR,-7700000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,1998,1997,0,1998-03-31,INR,44640000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,1998,1997,0,1998-03-31,INR,127800000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,1998,1997,0,1998-03-31,INR,194100000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,1998,1997,0,1998-03-31,INR,5950000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,1998,1997,0,1998-03-31,INR,1717400000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,1998,1997,0,1998-03-31,INR,67330000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,1997,1996,0,1997-03-31,INR,66310000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,1997,1996,0,1997-03-31,INR,1585190000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,1997,1996,0,1997-03-31,INR,-7080000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,1997,1996,0,1997-03-31,INR,37760000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,1997,1996,0,1997-03-31,INR,259800000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,1997,1996,0,1997-03-31,INR,136430000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,1997,1996,0,1997-03-31,INR,161210000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,1997,1996,0,1997-03-31,INR,509020000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,1997,1996,0,1997-03-31,INR,117830000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,1997,1996,0,1997-03-31,INR,303900000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,1996,1995,0,1996-03-31,INR,131980000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,1996,1995,0,1996-03-31,INR,1243370000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,1996,1995,0,1996-03-31,INR,399410000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,1996,1995,0,1996-03-31,INR,223430000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,1996,1995,0,1996-03-31,INR,165250000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,1996,1995,0,1996-03-31,INR,138940000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,1996,1995,0,1996-03-31,INR,95880000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,1996,1995,0,1996-03-31,INR,88390000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,1996,1995,0,1996-03-31,INR,2620000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,1996,1995,0,1996-03-31,INR,-2520000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,1995,1994,0,1995-03-31,INR,39080000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,1995,1994,0,1995-03-31,INR,1455010000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,1995,1994,0,1995-03-31,INR,159160000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,1995,1994,0,1995-03-31,INR,558350000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,1995,1994,0,1995-03-31,INR,113700000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,1995,1994,0,1995-03-31,INR,-11480000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,1995,1994,0,1995-03-31,INR,214140000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,1995,1994,0,1995-03-31,INR,131860000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,1995,1994,0,1995-03-31,INR,115470000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,1995,1994,0,1995-03-31,INR,134730000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,1994,1993,0,1994-03-31,INR,100670000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,1994,1993,0,1994-03-31,INR,95480000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,1994,1993,0,1994-03-31,INR,1096180000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,1994,1993,0,1994-03-31,INR,183230000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,1994,1993,0,1994-03-31,INR,362360000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,1994,1993,0,1994-03-31,INR,69080000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,1994,1993,0,1994-03-31,INR,-11900000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,1994,1993,0,1994-03-31,INR,47050000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,1994,1993,0,1994-03-31,INR,116540000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,1994,1993,0,1994-03-31,INR,133670000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,1993,1992,0,1993-03-31,INR,295180000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,1993,1992,0,1993-03-31,INR,71140000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,1993,1992,0,1993-03-31,INR,-13980000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,1993,1992,0,1993-03-31,INR,803540000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,1993,1992,0,1993-03-31,INR,38850000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,1993,1992,0,1993-03-31,INR,82120000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,1993,1992,0,1993-03-31,INR,65620000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,1993,1992,0,1993-03-31,INR,148140000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,1993,1992,0,1993-03-31,INR,56120000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,1993,1992,0,1993-03-31,INR,60350000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,1992,1991,0,1992-03-31,INR,90870000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,1992,1991,0,1992-03-31,INR,680450000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,1992,1991,0,1992-03-31,INR,22180000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_PRV_PEN_FND,AFY,CURR_PRC,1992,1991,0,1992-03-31,INR,125010000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,1992,1991,0,1992-03-31,INR,68000000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,1992,1991,0,1992-03-31,INR,-4140000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,1992,1991,0,1992-03-31,INR,48450000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,1992,1991,0,1992-03-31,INR,178480000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,1992,1991,0,1992-03-31,INR,81570000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_LIF_INS_FND,AFY,CURR_PRC,1992,1991,0,1992-03-31,INR,70030000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CURR,AFY,CURR_PRC,1991,1990,0,1991-03-31,INR,62510000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_TRD_DB_NET,AFY,CURR_PRC,1991,1990,0,1991-03-31,INR,-4530000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_UNIT_UTI,AFY,CURR_PRC,1991,1990,0,1991-03-31,INR,34380000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_SHAR_DEBN,AFY,CURR_PRC,1991,1990,0,1991-03-31,INR,49720000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_NON_BNK_DEP,AFY,CURR_PRC,1991,1990,0,1991-03-31,INR,12860000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CHNG_FIN_ASS,AFY,CURR_PRC,1991,1990,0,1991-03-31,INR,589080000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_BNK_DEP,AFY,CURR_PRC,1991,1990,0,1991-03-31,INR,187770000000
RBI:CHG_FIN_ASS_HOUSE_SEC_RN(1.0),N_A,FA_CLM_GOV,AFY,CURR_PRC,1991,1990,0,1991-03-31,INR,78830000000
