DATAFLOW,AUDST,BASE_PER,CLASS_EXP_RN,FREQ,MET_CALC_RN,PRC_TYP_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_GFCF,QFY,MRKT_CST,CURR_PRC,1998,1997,0,1997-12-31,INR,892350000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_IMP_GDS_SER,QFY,MRKT_CST,CNST_PRC,1998,1997,0,1997-12-31,INR,512720000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_IMP_GDS_SER,QFY,MRKT_CST,CURR_PRC,1998,1997,0,1997-12-31,INR,469490000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_PFCE,QFY,MRKT_CST,CNST_PRC,1998,1997,0,1997-12-31,INR,2820880000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_PFCE,QFY,MRKT_CST,CURR_PRC,1998,1997,0,1997-12-31,INR,2466460000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_CHG_STOCK,QFY,MRKT_CST,CNST_PRC,1998,1997,0,1998-03-31,INR,62600000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_CHG_STOCK,QFY,MRKT_CST,CURR_PRC,1998,1997,0,1998-03-31,INR,-112040000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_DISCP,QFY,MRKT_CST,CNST_PRC,1998,1997,0,1998-03-31,INR,117320000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_DISCP,QFY,MRKT_CST,CURR_PRC,1998,1997,0,1998-03-31,INR,118320000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_EXP_GDS_SER,QFY,MRKT_CST,CNST_PRC,1998,1997,0,1998-03-31,INR,442060000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_EXP_GDS_SER,QFY,MRKT_CST,CURR_PRC,1998,1997,0,1998-03-31,INR,452500000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_GDP_MARK_CST,QFY,MRKT_CST,CNST_PRC,1998,1997,0,1998-03-31,INR,4734410000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_GDP_MARK_CST,QFY,MRKT_CST,CURR_PRC,1998,1997,0,1998-03-31,INR,4285570000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_GFCE,QFY,MRKT_CST,CNST_PRC,1998,1997,0,1998-03-31,INR,840400000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_GFCE,QFY,MRKT_CST,CURR_PRC,1998,1997,0,1998-03-31,INR,757550000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_GFCF,QFY,MRKT_CST,CNST_PRC,1998,1997,0,1998-03-31,INR,1038450000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_GFCF,QFY,MRKT_CST,CURR_PRC,1998,1997,0,1998-03-31,INR,960540000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_IMP_GDS_SER,QFY,MRKT_CST,CNST_PRC,1998,1997,0,1998-03-31,INR,610080000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_IMP_GDS_SER,QFY,MRKT_CST,CURR_PRC,1998,1997,0,1998-03-31,INR,476270000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_PFCE,QFY,MRKT_CST,CNST_PRC,1998,1997,0,1998-03-31,INR,2843650000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_PFCE,QFY,MRKT_CST,CURR_PRC,1998,1997,0,1998-03-31,INR,2584950000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_CHG_STOCK,QFY,MRKT_CST,CNST_PRC,1999,1998,0,1998-06-30,INR,-55250000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_CHG_STOCK,QFY,MRKT_CST,CURR_PRC,1999,1998,0,1998-06-30,INR,-30930000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_DISCP,QFY,MRKT_CST,CNST_PRC,1999,1998,0,1998-06-30,INR,141530000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_DISCP,QFY,MRKT_CST,CURR_PRC,1999,1998,0,1998-06-30,INR,108160000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_EXP_GDS_SER,QFY,MRKT_CST,CNST_PRC,1999,1998,0,1998-06-30,INR,402470000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_EXP_GDS_SER,QFY,MRKT_CST,CURR_PRC,1999,1998,0,1998-06-30,INR,430490000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_GDP_MARK_CST,QFY,MRKT_CST,CNST_PRC,1999,1998,0,1998-06-30,INR,4265390000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_GDP_MARK_CST,QFY,MRKT_CST,CURR_PRC,1999,1998,0,1998-06-30,INR,3991790000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_GFCE,QFY,MRKT_CST,CNST_PRC,1999,1998,0,1998-06-30,INR,499250000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_GFCE,QFY,MRKT_CST,CURR_PRC,1999,1998,0,1998-06-30,INR,454860000000
RBI:QTR_GDP_MRKT_PRC_RN(1.0),N_A,BY_1999_2000,CEXP_GFCF,QFY,MRKT_CST,CNST_PRC,1999,1998,0,1998-06-30,INR,972560000000
