DATAFLOW,AUDST,BASE_PER,FREQ,NAT_INC_INDC_RN,PRC_TYP_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PER_CAP_NNI,CURR_PRC,1994,1993,0,1994-03-31,INR,8720.784607
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PER_CAP_PFCE,CNST_PRC,1994,1993,0,1994-03-31,INR,20657.270495
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PER_CAP_PFCE,CURR_PRC,1994,1993,0,1994-03-31,INR,6427.698223
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_POPL,CURR_PRC,1994,1993,0,1994-03-31,INR,892000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PRI_INC_RCV_ROW_NET,CNST_PRC,1994,1993,0,1994-03-31,INR,-271164062019.99997
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PRI_INC_RCV_ROW_NET,CURR_PRC,1994,1993,0,1994-03-31,INR,-120800000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_CONS_FX_CAP,CNST_PRC,1995,1994,0,1995-03-31,INR,1273660000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_CONS_FX_CAP,CURR_PRC,1995,1994,0,1995-03-31,INR,938220000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GDP_FACT_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,13020760000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GDP_FACT_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,9252390000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GDP_MARK_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,14218310000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GDP_MARK_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,10157640000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GDP_PUB_SEC,CNST_PRC,1995,1994,0,1995-03-31,INR,3209920000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GDP_PUB_SEC,CURR_PRC,1995,1994,0,1995-03-31,INR,2349130000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GFCE,CNST_PRC,1995,1994,0,1995-03-31,INR,1585230000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GFCE,CURR_PRC,1995,1994,0,1995-03-31,INR,1093460000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GNP_FACT_PRC,CNST_PRC,1995,1994,0,1995-03-31,INR,12865940000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GNP_FACT_PRC,CURR_PRC,1995,1994,0,1995-03-31,INR,9121560000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GNP_MARK_PRC,CNST_PRC,1995,1994,0,1995-03-31,INR,14063480000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GNP_MARK_PRC,CURR_PRC,1995,1994,0,1995-03-31,INR,10026810000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GROSS_DOM_CAP_FRM,CNST_PRC,1995,1994,0,1995-03-31,INR,3492660000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GROSS_DOM_CAP_FRM,CURR_PRC,1995,1994,0,1995-03-31,INR,2593550000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GROSS_DOM_SAV,CURR_PRC,1995,1994,0,1995-03-31,INR,2474620000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_IND_TX_LES_SUB,CNST_PRC,1995,1994,0,1995-03-31,INR,1197550000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_IND_TX_LES_SUB,CURR_PRC,1995,1994,0,1995-03-31,INR,905250000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDP_FACT_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,11747100000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDP_FACT_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,8314170000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDP_MARK_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,12944640000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDP_MARK_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,9219420000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDP_PUB_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,2606190000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDP_PUB_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,1917180000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDS,CURR_PRC,1995,1994,0,1995-03-31,INR,1536400000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NET_DOM_CAP_FRM,CNST_PRC,1995,1994,0,1995-03-31,INR,2218990000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NET_DOM_CAP_FRM,CURR_PRC,1995,1994,0,1995-03-31,INR,1655330000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NET_FAC_INC_ABR,CNST_PRC,1995,1994,0,1995-03-31,INR,-154830000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NET_FAC_INC_ABR,CURR_PRC,1995,1994,0,1995-03-31,INR,-130830000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NNP_FACT_PRC,CNST_PRC,1995,1994,0,1995-03-31,INR,11592270000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NNP_FACT_PRC,CURR_PRC,1995,1994,0,1995-03-31,INR,8183340000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NNP_MARK_PRC,CNST_PRC,1995,1994,0,1995-03-31,INR,12789820000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NNP_MARK_PRC,CURR_PRC,1995,1994,0,1995-03-31,INR,9088590000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_PERS_DIS_INC,CURR_PRC,1995,1994,0,1995-03-31,INR,8422610000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_PER_CAP_GNP_FACT_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,141380000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_PER_CAP_GNP_FACT_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,100240000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_PER_CAP_NNI_FACT_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,127390000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_PER_CAP_NNI_FACT_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,89930000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_PFCE,CNST_PRC,1995,1994,0,1995-03-31,INR,9423590000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_PFCE,CURR_PRC,1995,1994,0,1995-03-31,INR,6519510000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_PFCE_DOM,CNST_PRC,1995,1994,0,1995-03-31,INR,9613460000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_PFCE_DOM,CURR_PRC,1995,1994,0,1995-03-31,INR,6691240000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_POPL,CURR_PRC,1995,1994,0,1995-03-31,INR,910000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_CONS_FX_CAP,CNST_PRC,1995,1994,0,1995-03-31,INR,1622920000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_CONS_FX_CAP,CURR_PRC,1995,1994,0,1995-03-31,INR,967490000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_GDP_FACT_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,16196940000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_GDP_FACT_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,9553850000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_GDP_MARK_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,17717020000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_GDP_MARK_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,10455900000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_GDP_PUB_SEC,CNST_PRC,1995,1994,0,1995-03-31,INR,3945620000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_GDP_PUB_SEC,CURR_PRC,1995,1994,0,1995-03-31,INR,2388380000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_GNP_FACT_PRC,CNST_PRC,1995,1994,0,1995-03-31,INR,16032640000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_GNP_FACT_PRC,CURR_PRC,1995,1994,0,1995-03-31,INR,9423020000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_GNP_MARK_PRC,CNST_PRC,1995,1994,0,1995-03-31,INR,17552720000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_GNP_MARK_PRC,CURR_PRC,1995,1994,0,1995-03-31,INR,10325070000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_GROSS_DOM_CAP_FRM,CNST_PRC,1995,1994,0,1995-03-31,INR,4372240000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_GROSS_DOM_CAP_FRM,CURR_PRC,1995,1994,0,1995-03-31,INR,2585610000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_GROSS_DOM_SAV,CURR_PRC,1995,1994,0,1995-03-31,INR,2466680000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_IND_TX_LES_SUB,CNST_PRC,1995,1994,0,1995-03-31,INR,1520080000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_IND_TX_LES_SUB,CURR_PRC,1995,1994,0,1995-03-31,INR,902050000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NDP_FACT_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,14574020000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NDP_FACT_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,8586370000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NDP_MARK_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,16094100000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NDP_MARK_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,9488420000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NDP_PUB_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,3134370000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NDP_PUB_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,1919610000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NDS,CURR_PRC,1995,1994,0,1995-03-31,INR,1499190000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NET_DISP_INC,CURR_PRC,1995,1994,0,1995-03-31,INR,9611746764260
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NET_DOM_CAP_FRM,CNST_PRC,1995,1994,0,1995-03-31,INR,2749320000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NET_DOM_CAP_FRM,CURR_PRC,1995,1994,0,1995-03-31,INR,1618120000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NET_FAC_INC_ABR,CNST_PRC,1995,1994,0,1995-03-31,INR,-164300000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NET_FAC_INC_ABR,CURR_PRC,1995,1994,0,1995-03-31,INR,-130830000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NNP_FACT_PRC,CNST_PRC,1995,1994,0,1995-03-31,INR,14409720000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NNP_FACT_PRC,CURR_PRC,1995,1994,0,1995-03-31,INR,8455540000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NNP_MARK_PRC,CNST_PRC,1995,1994,0,1995-03-31,INR,15929800000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_NNP_MARK_PRC,CURR_PRC,1995,1994,0,1995-03-31,INR,9357590000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_PERS_DIS_INC,CURR_PRC,1995,1994,0,1995-03-31,INR,8678090000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_PER_CAP_GNP_FACT_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,176180000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_PER_CAP_GNP_FACT_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,10354.967032967033
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_PER_CAP_NNI_FACT_CST,CNST_PRC,1995,1994,0,1995-03-31,INR,158350000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_PER_CAP_NNI_FACT_CST,CURR_PRC,1995,1994,0,1995-03-31,INR,9291.802197802197
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2004_05,AFY,NII_POPL,CURR_PRC,1995,1994,0,1995-03-31,INR,910000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_CONS_FX_CAP,CNST_PRC,1995,1994,0,1995-03-31,INR,2432892322480
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_CONS_FX_CAP,CURR_PRC,1995,1994,0,1995-03-31,INR,1001102071210
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_GDP,CNST_PRC,1995,1994,0,1995-03-31,INR,29947471203610
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_GDP,CURR_PRC,1995,1994,0,1995-03-31,INR,10275700589250
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_GNI,CNST_PRC,1995,1994,0,1995-03-31,INR,29672536783190
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_GNI,CURR_PRC,1995,1994,0,1995-03-31,INR,10144870589250
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_GROSS_CAP_FRM,CNST_PRC,1995,1994,0,1995-03-31,INR,6814933278269.999
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_GROSS_CAP_FRM,CURR_PRC,1995,1994,0,1995-03-31,INR,2749097653860
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_GROSS_NAT_DISP_INC,CURR_PRC,1995,1994,0,1995-03-31,INR,10399030589250
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_GROSS_SAV,CURR_PRC,1995,1994,0,1995-03-31,INR,2471768085410
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_GVA_BAS_PRC,CNST_PRC,1995,1994,0,1995-03-31,INR,27758344981620
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_GVA_BAS_PRC,CURR_PRC,1995,1994,0,1995-03-31,INR,9337900532570
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_NDP,CNST_PRC,1995,1994,0,1995-03-31,INR,27514578881130
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_NDP,CURR_PRC,1995,1994,0,1995-03-31,INR,9274598518040
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_NET_CAP_FRM,CNST_PRC,1995,1994,0,1995-03-31,INR,4382040955790
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_NET_CAP_FRM,CURR_PRC,1995,1994,0,1995-03-31,INR,1747995582650
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_NET_DISP_INC,CURR_PRC,1995,1994,0,1995-03-31,INR,9397928518040
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_NET_SAV,CURR_PRC,1995,1994,0,1995-03-31,INR,1470666014200
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_NET_TAX_PRODCTS,CNST_PRC,1995,1994,0,1995-03-31,INR,2189126221990
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_NET_TAX_PRODCTS,CURR_PRC,1995,1994,0,1995-03-31,INR,937800056680
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_NNI,CNST_PRC,1995,1994,0,1995-03-31,INR,27239644460710
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_NNI,CURR_PRC,1995,1994,0,1995-03-31,INR,9143768518040
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_OTH_CURR_TRANSF,CURR_PRC,1995,1994,0,1995-03-31,INR,254160000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PER_CAP_GDP,CNST_PRC,1995,1994,0,1995-03-31,INR,32909.309015
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PER_CAP_GDP,CURR_PRC,1995,1994,0,1995-03-31,INR,11291.97867
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PER_CAP_GNDI,CURR_PRC,1995,1994,0,1995-03-31,INR,11427.506142
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PER_CAP_GNI,CNST_PRC,1995,1994,0,1995-03-31,INR,32607.183278
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PER_CAP_GNI,CURR_PRC,1995,1994,0,1995-03-31,INR,11148.209439
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PER_CAP_NNI,CNST_PRC,1995,1994,0,1995-03-31,INR,29933.675232
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PER_CAP_NNI,CURR_PRC,1995,1994,0,1995-03-31,INR,10048.097273
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PER_CAP_PFCE,CNST_PRC,1995,1994,0,1995-03-31,INR,21232.773926
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PER_CAP_PFCE,CURR_PRC,1995,1994,0,1995-03-31,INR,7321.813812
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_POPL,CURR_PRC,1995,1994,0,1995-03-31,INR,910000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PRI_INC_RCV_ROW_NET,CNST_PRC,1995,1994,0,1995-03-31,INR,-274934420430
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_2011_12,AFY,NII_PRI_INC_RCV_ROW_NET,CURR_PRC,1995,1994,0,1995-03-31,INR,-130830000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_CONS_FX_CAP,CNST_PRC,1996,1995,0,1996-03-31,INR,1365980000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_CONS_FX_CAP,CURR_PRC,1996,1995,0,1996-03-31,INR,1111260000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GDP_FACT_CST,CNST_PRC,1996,1995,0,1996-03-31,INR,13969740000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GDP_FACT_CST,CURR_PRC,1996,1995,0,1996-03-31,INR,10832890000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GDP_MARK_CST,CNST_PRC,1996,1995,0,1996-03-31,INR,15294530000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GDP_MARK_CST,CURR_PRC,1996,1995,0,1996-03-31,INR,11918130000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GDP_PUB_SEC,CNST_PRC,1996,1995,0,1996-03-31,INR,3491830000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GDP_PUB_SEC,CURR_PRC,1996,1995,0,1996-03-31,INR,2763420000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GFCE,CNST_PRC,1996,1995,0,1996-03-31,INR,1708950000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GFCE,CURR_PRC,1996,1995,0,1996-03-31,INR,1295720000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GNP_FACT_PRC,CNST_PRC,1996,1995,0,1996-03-31,INR,13803210000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GNP_FACT_PRC,CURR_PRC,1996,1995,0,1996-03-31,INR,10698050000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GNP_MARK_PRC,CNST_PRC,1996,1995,0,1996-03-31,INR,15128000000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GNP_MARK_PRC,CURR_PRC,1996,1995,0,1996-03-31,INR,11783290000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GROSS_DOM_CAP_FRM,CNST_PRC,1996,1995,0,1996-03-31,INR,3758880000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GROSS_DOM_CAP_FRM,CURR_PRC,1996,1995,0,1996-03-31,INR,3117820000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_GROSS_DOM_SAV,CURR_PRC,1996,1995,0,1996-03-31,INR,2910020000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_IND_TX_LES_SUB,CNST_PRC,1996,1995,0,1996-03-31,INR,1324780000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_IND_TX_LES_SUB,CURR_PRC,1996,1995,0,1996-03-31,INR,1085230000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDP_FACT_CST,CNST_PRC,1996,1995,0,1996-03-31,INR,12603760000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDP_FACT_CST,CURR_PRC,1996,1995,0,1996-03-31,INR,9721630000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDP_MARK_CST,CNST_PRC,1996,1995,0,1996-03-31,INR,13928550000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDP_MARK_CST,CURR_PRC,1996,1995,0,1996-03-31,INR,10806860000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDP_PUB_CST,CNST_PRC,1996,1995,0,1996-03-31,INR,2859510000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDP_PUB_CST,CURR_PRC,1996,1995,0,1996-03-31,INR,2266280000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NDS,CURR_PRC,1996,1995,0,1996-03-31,INR,1798760000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NET_DOM_CAP_FRM,CNST_PRC,1996,1995,0,1996-03-31,INR,2392900000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NET_DOM_CAP_FRM,CURR_PRC,1996,1995,0,1996-03-31,INR,2006560000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NET_FAC_INC_ABR,CNST_PRC,1996,1995,0,1996-03-31,INR,-166530000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NET_FAC_INC_ABR,CURR_PRC,1996,1995,0,1996-03-31,INR,-134840000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NNP_FACT_PRC,CNST_PRC,1996,1995,0,1996-03-31,INR,12437240000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NNP_FACT_PRC,CURR_PRC,1996,1995,0,1996-03-31,INR,9586790000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NNP_MARK_PRC,CNST_PRC,1996,1995,0,1996-03-31,INR,13762020000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_NNP_MARK_PRC,CURR_PRC,1996,1995,0,1996-03-31,INR,10672020000000
RBI:MACRO_ECN_AGG_RN(1.0),N_A,BY_1999_2000,AFY,NII_PERS_DIS_INC,CURR_PRC,1996,1995,0,1996-03-31,INR,9597330000000
