DATAFLOW,AUDST,BASE_PER,CLASS_ECNY_RN,FREQ,MET_CALC_RN,PRC_TYP_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_AGR_ALL_ACV,QFY,FACT_CST,CURR_PRC,2006,2005,0,2005-12-31,INR,2035860000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CNST_PRC,2006,2005,0,2005-12-31,INR,1079070000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CURR_PRC,2006,2005,0,2005-12-31,INR,1135540000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_CONST,QFY,FACT_CST,CNST_PRC,2006,2005,0,2005-12-31,INR,666940000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_CONST,QFY,FACT_CST,CURR_PRC,2006,2005,0,2005-12-31,INR,699010000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CNST_PRC,2006,2005,0,2005-12-31,INR,167370000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CURR_PRC,2006,2005,0,2005-12-31,INR,171540000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CNST_PRC,2006,2005,0,2005-12-31,INR,1232790000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CURR_PRC,2006,2005,0,2005-12-31,INR,1243550000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_GDP_FACT_CST,QFY,FACT_CST,CNST_PRC,2006,2005,0,2005-12-31,INR,8561390000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_GDP_FACT_CST,QFY,FACT_CST,CURR_PRC,2006,2005,0,2005-12-31,INR,9021210000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MANF,QFY,FACT_CST,CNST_PRC,2006,2005,0,2005-12-31,INR,1261640000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MANF,QFY,FACT_CST,CURR_PRC,2006,2005,0,2005-12-31,INR,1315020000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MIN_QUAR,QFY,FACT_CST,CNST_PRC,2006,2005,0,2005-12-31,INR,217450000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MIN_QUAR,QFY,FACT_CST,CURR_PRC,2006,2005,0,2005-12-31,INR,245580000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CNST_PRC,2006,2005,0,2005-12-31,INR,2078620000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CURR_PRC,2006,2005,0,2005-12-31,INR,2175100000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_AGR_ALL_ACV,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,1337510000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_AGR_ALL_ACV,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,1637190000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,1037230000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,1295960000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_CONST,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,499040000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_CONST,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,720130000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,147180000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,168520000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,967990000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,1213730000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_GDP_FACT_CST,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,7157860000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_GDP_FACT_CST,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,8954510000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MANF,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,1064590000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MANF,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,1405580000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MIN_QUAR,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,154000000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MIN_QUAR,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,271190000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,1950310000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,2242200000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_AGR_ALL_ACV,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,1563090000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_AGR_ALL_ACV,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,1690700000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,1261230000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,1330250000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_CONST,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,698790000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_CONST,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,734480000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,171610000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,177260000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,1315080000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,1324430000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_GDP_FACT_CST,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,8845780000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_GDP_FACT_CST,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,9293440000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MANF,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,1349950000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MANF,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,1419950000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MIN_QUAR,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,236360000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MIN_QUAR,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,265210000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CNST_PRC,2006,2005,0,2006-03-31,INR,2249670000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CURR_PRC,2006,2005,0,2006-03-31,INR,2351170000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_AGR_ALL_ACV,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,1227350000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_AGR_ALL_ACV,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,1530320000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,892020000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,1145460000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_CONST,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,486600000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_CONST,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,736560000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,148950000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,169840000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,971090000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,1220630000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_GDP_FACT_CST,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,6649890000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_GDP_FACT_CST,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,8579940000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MANF,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,1028740000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MANF,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,1407990000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MIN_QUAR,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,142710000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MIN_QUAR,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,249410000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,1752430000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,2119720000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_AGR_ALL_ACV,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,1447890000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_AGR_ALL_ACV,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,1614270000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,1046720000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,1137150000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_CONST,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,675220000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_CONST,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,746490000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,180550000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,183820000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,1334960000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,1372120000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_GDP_FACT_CST,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,8308760000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_GDP_FACT_CST,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,8992100000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MANF,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,1319590000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MANF,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,1442990000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MIN_QUAR,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,221870000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MIN_QUAR,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,254510000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-06-30,INR,2081960000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-06-30,INR,2240740000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_AGR_ALL_ACV,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,986830000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_AGR_ALL_ACV,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,1259060000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,947890000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,1246710000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_CONST,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,483750000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_CONST,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,748870000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,149140000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,172460000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,993460000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,1272980000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_GDP_FACT_CST,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,6588270000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_GDP_FACT_CST,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,8654320000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MANF,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,1067120000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MANF,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,1487550000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MIN_QUAR,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,133000000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MIN_QUAR,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,238970000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,1827090000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,2227720000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_AGR_ALL_ACV,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,1169470000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_AGR_ALL_ACV,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,1365520000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,1115430000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,1241490000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_CONST,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,671850000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_CONST,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,761190000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,180770000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,186420000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,1363170000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,1431890000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_GDP_FACT_CST,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,8258330000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_GDP_FACT_CST,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,9148490000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MANF,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,1376160000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MANF,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,1527460000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MIN_QUAR,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,209010000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_MIN_QUAR,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,246080000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-09-30,INR,2172470000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_2004_05,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-09-30,INR,2388430000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_AGR_ALL_ACV,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-12-31,INR,1691070000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_AGR_ALL_ACV,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-12-31,INR,2227280000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-12-31,INR,932580000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_COMM_SOL_PERS_SER,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-12-31,INR,1247730000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_CONST,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-12-31,INR,525850000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_CONST,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-12-31,INR,826050000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-12-31,INR,153230000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_ELCTY_GAS_WTR,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-12-31,INR,181850000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-12-31,INR,1032100000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_FIN_INS_REAL_BUS_SER,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-12-31,INR,1334950000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_GDP_FACT_CST,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-12-31,INR,7613130000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_GDP_FACT_CST,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-12-31,INR,10155890000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MANF,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-12-31,INR,1108030000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MANF,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-12-31,INR,1569950000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MIN_QUAR,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-12-31,INR,153090000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_MIN_QUAR,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-12-31,INR,271530000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CNST_PRC,2007,2006,0,2006-12-31,INR,2017190000000
RBI:QTR_GDP_FACT_CST_RN(1.0),N_A,BY_1999_2000,CECN_TRD_HTL_TRAN_COMM,QFY,FACT_CST,CURR_PRC,2007,2006,0,2006-12-31,INR,2496550000000
