DATAFLOW,AUDST,FIN_LIB_RN,FREQ,PRC_TYP_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_CHNG_FIN_LIB,AFY,CURR_PRC,1991,1990,0,1991-03-31,INR,92670000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_GOV,AFY,CURR_PRC,1991,1990,0,1991-03-31,INR,6110000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_COP_NON_CRD_SOC,AFY,CURR_PRC,1991,1990,0,1991-03-31,INR,730000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_BNK_ADV,AFY,CURR_PRC,1991,1990,0,1991-03-31,INR,74290000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_CHNG_FIN_LIB,AFY,CURR_PRC,1990,1989,0,1990-03-31,INR,101880000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_BNK_ADV,AFY,CURR_PRC,1990,1989,0,1990-03-31,INR,83030000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_GOV,AFY,CURR_PRC,1990,1989,0,1990-03-31,INR,7470000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_OTH_FIN,AFY,CURR_PRC,1990,1989,0,1990-03-31,INR,10530000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_COP_NON_CRD_SOC,AFY,CURR_PRC,1990,1989,0,1990-03-31,INR,850000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_GOV,AFY,CURR_PRC,1989,1988,0,1989-03-31,INR,4740000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_OTH_FIN,AFY,CURR_PRC,1989,1988,0,1989-03-31,INR,7130000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_COP_NON_CRD_SOC,AFY,CURR_PRC,1989,1988,0,1989-03-31,INR,2030000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_BNK_ADV,AFY,CURR_PRC,1989,1988,0,1989-03-31,INR,114360000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_CHNG_FIN_LIB,AFY,CURR_PRC,1989,1988,0,1989-03-31,INR,128260000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_BNK_ADV,AFY,CURR_PRC,1988,1987,0,1988-03-31,INR,81590000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_OTH_FIN,AFY,CURR_PRC,1988,1987,0,1988-03-31,INR,5550000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_CHNG_FIN_LIB,AFY,CURR_PRC,1988,1987,0,1988-03-31,INR,92870000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_GOV,AFY,CURR_PRC,1988,1987,0,1988-03-31,INR,3470000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_COP_NON_CRD_SOC,AFY,CURR_PRC,1988,1987,0,1988-03-31,INR,2260000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_GOV,AFY,CURR_PRC,1987,1986,0,1987-03-31,INR,4350000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_CHNG_FIN_LIB,AFY,CURR_PRC,1987,1986,0,1987-03-31,INR,85100000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_OTH_FIN,AFY,CURR_PRC,1987,1986,0,1987-03-31,INR,5220000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_COP_NON_CRD_SOC,AFY,CURR_PRC,1987,1986,0,1987-03-31,INR,2080000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_BNK_ADV,AFY,CURR_PRC,1987,1986,0,1987-03-31,INR,73450000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_OTH_FIN,AFY,CURR_PRC,1986,1985,0,1986-03-31,INR,6460000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_COP_NON_CRD_SOC,AFY,CURR_PRC,1986,1985,0,1986-03-31,INR,890000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_BNK_ADV,AFY,CURR_PRC,1986,1985,0,1986-03-31,INR,60430000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_LN_ADV_GOV,AFY,CURR_PRC,1986,1985,0,1986-03-31,INR,2050000000
RBI:CHG_FIN_LIB_HOUSE_SEC_RN(1.0),N_A,FL_CHNG_FIN_LIB,AFY,CURR_PRC,1986,1985,0,1986-03-31,INR,69830000000
