DATAFLOW,AUDST,BASE_PER,FREQ,MEASURE_RN,NAT_INC_INDC_RN,PRC_TYP_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_NDCF,CURR_PRC,1989,1988,0,1989-03-31,PT,15.28992909883828
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,SAV_RT,NII_GROSS_SAV_RT_OF_GDS,CURR_PRC,1989,1988,0,1989-03-31,PT,20.46476788263522
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,SAV_RT,NII_NET_SAV_RT_OF_NDS,CURR_PRC,1989,1988,0,1989-03-31,PT,11.04227116658315
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GDP_FACT_CST,CNST_PRC,1990,1989,0,1990-03-31,PT,6.13350709599973
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GDP_FACT_CST,CURR_PRC,1990,1989,0,1990-03-31,PT,15.20205907215584
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GNP_FACT_PRC,CNST_PRC,1990,1989,0,1990-03-31,PT,6.12131889415823
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GNP_FACT_PRC,CURR_PRC,1990,1989,0,1990-03-31,PT,15.06129418400762
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NDP_FACT_CST,CNST_PRC,1990,1989,0,1990-03-31,PT,6.15219601659402
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NDP_FACT_CST,CURR_PRC,1990,1989,0,1990-03-31,PT,15.06473741341301
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NNP_FACT_PRC,CNST_PRC,1990,1989,0,1990-03-31,PT,6.13894348587263
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NNP_FACT_PRC,CURR_PRC,1990,1989,0,1990-03-31,PT,14.90672846991625
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CNST_PRC,1990,1989,0,1990-03-31,PT,3.94246534505888
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CURR_PRC,1990,1989,0,1990-03-31,PT,12.53031194437394
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_GDCF,CNST_PRC,1990,1989,0,1990-03-31,PT,22.67917126307538
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_GDCF,CURR_PRC,1990,1989,0,1990-03-31,PT,23.71037280247366
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_NDCF,CNST_PRC,1990,1989,0,1990-03-31,PT,15.46334660674757
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_NDCF,CURR_PRC,1990,1989,0,1990-03-31,PT,16.15157221686958
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,SAV_RT,NII_GROSS_SAV_RT_OF_GDS,CURR_PRC,1990,1989,0,1990-03-31,PT,21.26400599289141
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,SAV_RT,NII_NET_SAV_RT_OF_NDS,CURR_PRC,1990,1989,0,1990-03-31,PT,13.46281860383638
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GDP,CURR_PRC,1990,1989,0,1990-03-31,PT,14.88591819107114
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GNI,CURR_PRC,1990,1989,0,1990-03-31,PT,14.75276378480162
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GROSS_DOM_PRD,CNST_PRC,1990,1989,0,1990-03-31,PT,5.94734332826777
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GROSS_NAT_INC,CNST_PRC,1990,1989,0,1990-03-31,PT,5.9346816069041
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GVA_BAS_PRC,CNST_PRC,1990,1989,0,1990-03-31,PT,6.13347147188403
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GVA_BAS_PRC,CURR_PRC,1990,1989,0,1990-03-31,PT,15.20219420151043
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_NAT_INC,CNST_PRC,1990,1989,0,1990-03-31,PT,5.9555454806009
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_NNI,CURR_PRC,1990,1989,0,1990-03-31,PT,14.60754020649911
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNI,CNST_PRC,1990,1989,0,1990-03-31,PT,3.7642507429011
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNI,CURR_PRC,1990,1989,0,1990-03-31,PT,12.23731126693712
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CNST_PRC,1990,1989,0,1990-03-31,PT,3.7642507429011
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CURR_PRC,1990,1989,0,1990-03-31,PT,12.23731126693712
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_GDCF,CNST_PRC,1990,1989,0,1990-03-31,PT,20.91293386926909
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_GDCF,CURR_PRC,1990,1989,0,1990-03-31,PT,25.65166878864062
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_NDCF,CNST_PRC,1990,1989,0,1990-03-31,PT,13.28298180626847
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_NDCF,CURR_PRC,1990,1989,0,1990-03-31,PT,16.12692042984607
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,SAV_RT,NII_GROSS_SAV_RT_OF_GDS,CURR_PRC,1990,1989,0,1990-03-31,PT,21.76072121856636
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,SAV_RT,NII_NET_SAV_RT_OF_NDS,CURR_PRC,1990,1989,0,1990-03-31,PT,12.23597285977181
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GDP_FACT_CST,CNST_PRC,1991,1990,0,1991-03-31,PT,5.28507422115436
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GDP_FACT_CST,CURR_PRC,1991,1990,0,1991-03-31,PT,16.48771192009462
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GNP_FACT_PRC,CNST_PRC,1991,1990,0,1991-03-31,PT,5.07378231355885
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GNP_FACT_PRC,CURR_PRC,1991,1990,0,1991-03-31,PT,16.29492756355796
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NDP_FACT_CST,CNST_PRC,1991,1990,0,1991-03-31,PT,5.10790951343513
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NDP_FACT_CST,CURR_PRC,1991,1990,0,1991-03-31,PT,16.50190132557891
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NNP_FACT_PRC,CNST_PRC,1991,1990,0,1991-03-31,PT,4.8723620650253
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NNP_FACT_PRC,CURR_PRC,1991,1990,0,1991-03-31,PT,16.28780873900597
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CNST_PRC,1991,1990,0,1991-03-31,PT,2.74611027461103
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CURR_PRC,1991,1990,0,1991-03-31,PT,13.93155993261647
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_GDCF,CNST_PRC,1991,1990,0,1991-03-31,PT,25.5063306030122
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_GDCF,CURR_PRC,1991,1990,0,1991-03-31,PT,26.03222042537512
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_NDCF,CNST_PRC,1991,1990,0,1991-03-31,PT,18.44909042741081
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_NDCF,CURR_PRC,1991,1990,0,1991-03-31,PT,18.73334307915481
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,SAV_RT,NII_GROSS_SAV_RT_OF_GDS,CURR_PRC,1991,1990,0,1991-03-31,PT,22.92822391899176
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,SAV_RT,NII_NET_SAV_RT_OF_NDS,CURR_PRC,1991,1990,0,1991-03-31,PT,15.32305524006582
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GDP,CURR_PRC,1991,1990,0,1991-03-31,PT,16.7920841566652
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GNI,CURR_PRC,1991,1990,0,1991-03-31,PT,16.6174043141078
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GROSS_DOM_PRD,CNST_PRC,1991,1990,0,1991-03-31,PT,5.53345456308769
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GROSS_NAT_INC,CNST_PRC,1991,1990,0,1991-03-31,PT,5.34600919644876
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GVA_BAS_PRC,CNST_PRC,1991,1990,0,1991-03-31,PT,5.28510582239737
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GVA_BAS_PRC,CURR_PRC,1991,1990,0,1991-03-31,PT,16.48774975789697
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_NAT_INC,CNST_PRC,1991,1990,0,1991-03-31,PT,5.21944817403689
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_NNI,CURR_PRC,1991,1990,0,1991-03-31,PT,16.66111982141682
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNI,CNST_PRC,1991,1990,0,1991-03-31,PT,3.08746889118207
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNI,CURR_PRC,1991,1990,0,1991-03-31,PT,14.2973068941588
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CNST_PRC,1991,1990,0,1991-03-31,PT,3.08746889118207
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CURR_PRC,1991,1990,0,1991-03-31,PT,14.2973068941588
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_GDCF,CNST_PRC,1991,1990,0,1991-03-31,PT,23.51994730416764
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_GDCF,CURR_PRC,1991,1990,0,1991-03-31,PT,28.1635956361345
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_NDCF,CNST_PRC,1991,1990,0,1991-03-31,PT,15.79390623671374
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_NDCF,CURR_PRC,1991,1990,0,1991-03-31,PT,18.68652314115927
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,SAV_RT,NII_GROSS_SAV_RT_OF_GDS,CURR_PRC,1991,1990,0,1991-03-31,PT,23.33241973424787
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,SAV_RT,NII_NET_SAV_RT_OF_NDS,CURR_PRC,1991,1990,0,1991-03-31,PT,13.85534723927264
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GDP_FACT_CST,CNST_PRC,1992,1991,0,1992-03-31,PT,1.43053322640069
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GDP_FACT_CST,CURR_PRC,1992,1991,0,1992-03-31,PT,15.3653633890108
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GNP_FACT_PRC,CNST_PRC,1992,1991,0,1992-03-31,PT,1.38996574107465
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GNP_FACT_PRC,CURR_PRC,1992,1991,0,1992-03-31,PT,15.10353483332952
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NDP_FACT_CST,CNST_PRC,1992,1991,0,1992-03-31,PT,0.84919542568043
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NDP_FACT_CST,CURR_PRC,1992,1991,0,1992-03-31,PT,14.55412876202879
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NNP_FACT_PRC,CNST_PRC,1992,1991,0,1992-03-31,PT,0.79613741937362
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NNP_FACT_PRC,CURR_PRC,1992,1991,0,1992-03-31,PT,14.25009223566531
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CNST_PRC,1992,1991,0,1992-03-31,PT,-1.20725750174459
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CURR_PRC,1992,1991,0,1992-03-31,PT,11.98110675902235
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_GDCF,CNST_PRC,1992,1991,0,1992-03-31,PT,21.07105725462754
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_GDCF,CURR_PRC,1992,1991,0,1992-03-31,PT,21.80033388981636
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_NDCF,CNST_PRC,1992,1991,0,1992-03-31,PT,13.11484292737505
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_NDCF,CURR_PRC,1992,1991,0,1992-03-31,PT,13.50533772782184
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,SAV_RT,NII_GROSS_SAV_RT_OF_GDS,CURR_PRC,1992,1991,0,1992-03-31,PT,21.29920237432758
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,SAV_RT,NII_NET_SAV_RT_OF_NDS,CURR_PRC,1992,1991,0,1992-03-31,PT,12.95104784915174
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GDP,CURR_PRC,1992,1991,0,1992-03-31,PT,14.95398392148791
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GNI,CURR_PRC,1992,1991,0,1992-03-31,PT,14.70709502145261
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GROSS_DOM_PRD,CNST_PRC,1992,1991,0,1992-03-31,PT,1.05683143304711
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GROSS_NAT_INC,CNST_PRC,1992,1991,0,1992-03-31,PT,1.01628724239248
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GVA_BAS_PRC,CNST_PRC,1992,1991,0,1992-03-31,PT,1.43050228541213
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GVA_BAS_PRC,CURR_PRC,1992,1991,0,1992-03-31,PT,15.36518411609049
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_NAT_INC,CNST_PRC,1992,1991,0,1992-03-31,PT,0.51812184181161
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_NNI,CURR_PRC,1992,1991,0,1992-03-31,PT,13.83118157513238
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNI,CNST_PRC,1992,1991,0,1992-03-31,PT,-1.47814927020139
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNI,CURR_PRC,1992,1991,0,1992-03-31,PT,11.57051559713778
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CNST_PRC,1992,1991,0,1992-03-31,PT,-1.47814927020139
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CURR_PRC,1992,1991,0,1992-03-31,PT,11.57051559713778
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_GDCF,CNST_PRC,1992,1991,0,1992-03-31,PT,19.43007620506505
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_GDCF,CURR_PRC,1992,1991,0,1992-03-31,PT,23.58534249183628
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_NDCF,CNST_PRC,1992,1991,0,1992-03-31,PT,11.25779254197551
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_NDCF,CURR_PRC,1992,1991,0,1992-03-31,PT,13.44884676568815
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,SAV_RT,NII_GROSS_SAV_RT_OF_GDS,CURR_PRC,1992,1991,0,1992-03-31,PT,21.61926573826027
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,SAV_RT,NII_NET_SAV_RT_OF_NDS,CURR_PRC,1992,1991,0,1992-03-31,PT,11.48277001211214
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GDP_FACT_CST,CNST_PRC,1993,1992,0,1993-03-31,PT,5.36377673312263
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GDP_FACT_CST,CURR_PRC,1993,1992,0,1993-03-31,PT,14.70104053930709
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GNP_FACT_PRC,CNST_PRC,1993,1992,0,1993-03-31,PT,5.42043554067642
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_GNP_FACT_PRC,CURR_PRC,1993,1992,0,1993-03-31,PT,14.68669370006844
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NDP_FACT_CST,CNST_PRC,1993,1992,0,1993-03-31,PT,5.29879049082274
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NDP_FACT_CST,CURR_PRC,1993,1992,0,1993-03-31,PT,14.69918983568986
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NNP_FACT_PRC,CNST_PRC,1993,1992,0,1993-03-31,PT,5.36094009540572
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_NNP_FACT_PRC,CURR_PRC,1993,1992,0,1993-03-31,PT,14.68308761302392
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CNST_PRC,1993,1992,0,1993-03-31,PT,3.43293070565798
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CURR_PRC,1993,1992,0,1993-03-31,PT,12.5788107760883
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_GDCF,CNST_PRC,1993,1992,0,1993-03-31,PT,22.55770910386535
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_GDCF,CURR_PRC,1993,1992,0,1993-03-31,PT,23.03765436482064
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_NDCF,CNST_PRC,1993,1992,0,1993-03-31,PT,14.71357892309786
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,INV_RT,NII_RT_NDCF,CURR_PRC,1993,1992,0,1993-03-31,PT,14.89119897431065
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,SAV_RT,NII_GROSS_SAV_RT_OF_GDS,CURR_PRC,1993,1992,0,1993-03-31,PT,21.25389744947033
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2004_05,AFY,SAV_RT,NII_NET_SAV_RT_OF_NDS,CURR_PRC,1993,1992,0,1993-03-31,PT,12.9186315956294
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GDP,CURR_PRC,1993,1992,0,1993-03-31,PT,14.9390535378402
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GNI,CURR_PRC,1993,1992,0,1993-03-31,PT,14.92945630384524
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GROSS_DOM_PRD,CNST_PRC,1993,1992,0,1993-03-31,PT,5.48239602154593
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GROSS_NAT_INC,CNST_PRC,1993,1992,0,1993-03-31,PT,5.53467773447093
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GVA_BAS_PRC,CNST_PRC,1993,1992,0,1993-03-31,PT,5.36384163904719
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_GVA_BAS_PRC,CURR_PRC,1993,1992,0,1993-03-31,PT,14.70112950718948
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_NAT_INC,CNST_PRC,1993,1992,0,1993-03-31,PT,5.52091903224107
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_NNI,CURR_PRC,1993,1992,0,1993-03-31,PT,14.98467550559353
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNI,CNST_PRC,1993,1992,0,1993-03-31,PT,3.58475537892758
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNI,CURR_PRC,1993,1992,0,1993-03-31,PT,12.87486494220413
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CNST_PRC,1993,1992,0,1993-03-31,PT,3.58475537892758
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,ANN_GRWT_RT,NII_PER_CAP_NNP,CURR_PRC,1993,1992,0,1993-03-31,PT,12.87486494220413
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_GDCF,CNST_PRC,1993,1992,0,1993-03-31,PT,20.80092068676839
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_GDCF,CURR_PRC,1993,1992,0,1993-03-31,PT,24.92384425338718
RBI:MACRO_ECN_AGG_RTS_RN(1.0),N_A,BY_2011_12,AFY,INV_RT,NII_RT_NDCF,CNST_PRC,1993,1992,0,1993-03-31,PT,12.61276027042922
