DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_EXT_DEBT_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_EXP_CRD_DEF,0,2005-09-30,USD,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_SUP_CRD,0,2005-09-30,INR,37340000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_SUP_CRD,0,2005-09-30,USD,849000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LM_GOVT_BORW,0,2005-09-30,INR,1272930000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LM_GOVT_BORW,0,2005-09-30,USD,28937000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LM_NON_GOVT_BORW,0,2005-09-30,INR,113200000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LM_NON_GOVT_BORW,0,2005-09-30,USD,2573000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_BILT,0,2005-09-30,INR,704210000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_BILT,0,2005-09-30,USD,16009000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_COMM_BORW,0,2005-09-30,INR,1241710000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_COMM_BORW,0,2005-09-30,USD,28227000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_EXP_TRD_CRD,0,2005-09-30,INR,230440000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_EXP_TRD_CRD,0,2005-09-30,USD,5238000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_IMF,0,2005-09-30,INR,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_IMF,0,2005-09-30,USD,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_MULT,0,2005-09-30,INR,5137780000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_MULT,0,2005-09-30,USD,116795000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_NRI_DEP,0,2005-09-30,INR,1482000000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_NRI_DEP,0,2005-09-30,USD,33690000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_RUP_DEB,0,2005-09-30,INR,93290000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_RUP_DEB,0,2005-09-30,USD,2121000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_TTL_MULT,0,2005-09-30,INR,1386130000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_TTL_MULT,0,2005-09-30,USD,31510000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCFI_IBRD,0,2005-09-30,INR,3700000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCFI_IBRD,0,2005-09-30,USD,84000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCFI_OTH,0,2005-09-30,INR,23700000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCFI_OTH,0,2005-09-30,USD,539000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PRI_IBRD,0,2005-09-30,INR,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PRI_IBRD,0,2005-09-30,USD,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PRI_OTH,0,2005-09-30,INR,4560000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PRI_OTH,0,2005-09-30,USD,103000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PUB_IBRD,0,2005-09-30,INR,44590000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PUB_IBRD,0,2005-09-30,USD,1014000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PUB_OTH,0,2005-09-30,INR,36650000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PUB_OTH,0,2005-09-30,USD,833000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NGB_CONCS,0,2005-09-30,INR,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NGB_CONCS,0,2005-09-30,USD,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NGB_NON_CON,0,2005-09-30,INR,113200000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NGB_NON_CON,0,2005-09-30,USD,2573000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON,0,2005-09-30,INR,246010000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON,0,2005-09-30,USD,5592000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_FIN_INS,0,2005-09-30,INR,27400000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_FIN_INS,0,2005-09-30,USD,623000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_IBRD,0,2005-09-30,INR,176400000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_IBRD,0,2005-09-30,USD,4010000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_OTH,0,2005-09-30,INR,69610000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_OTH,0,2005-09-30,USD,1582000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_PRI_SEC,0,2005-09-30,INR,4560000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_PRI_SEC,0,2005-09-30,USD,103000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_PUB_SEC,0,2005-09-30,INR,81240000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_PUB_SEC,0,2005-09-30,USD,1847000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,RUP_CIV,0,2005-09-30,INR,11560000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,RUP_CIV,0,2005-09-30,USD,263000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,RUP_DEF,0,2005-09-30,INR,81730000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,RUP_DEF,0,2005-09-30,USD,1858000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,SHT_TRM_DEB,0,2005-09-30,INR,880420000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,SHT_TRM_DEB,0,2005-09-30,USD,20014000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,STDO_6MTH_1YR,0,2005-09-30,INR,364370000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,STDO_6MTH_1YR,0,2005-09-30,USD,8283000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,STDO_UPTO_6MTH,0,2005-09-30,INR,468180000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,STDO_UPTO_6MTH,0,2005-09-30,USD,10643000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,STD_OTH,0,2005-09-30,INR,832550000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,STD_OTH,0,2005-09-30,USD,18926000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_GB_CONCESSION,0,2005-12-31,INR,542310000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_GB_CONCESSION,0,2005-12-31,USD,12034000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_GB_NON_CON,0,2005-12-31,INR,1250000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_GB_NON_CON,0,2005-12-31,USD,28000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NGB_CONCESSION,0,2005-12-31,INR,69920000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NGB_CONCESSION,0,2005-12-31,USD,1552000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NGB_NON_CONCE,0,2005-12-31,INR,93890000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NGB_NON_CONCE,0,2005-12-31,USD,2083000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NON_CON_FIN_INS,0,2005-12-31,INR,25830000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NON_CON_FIN_INS,0,2005-12-31,USD,573000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NON_CON_PRI_SEC,0,2005-12-31,INR,29640000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NON_CON_PRI_SEC,0,2005-12-31,USD,658000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NON_CON_PUB_SEC,0,2005-12-31,INR,38420000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NON_CON_PUB_SEC,0,2005-12-31,USD,852000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CONCESSION,0,2005-12-31,INR,1056850000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CONCESSION,0,2005-12-31,USD,23451000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_FIN_INC,0,2005-12-31,INR,17000000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_FIN_INC,0,2005-12-31,USD,378000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_IDA,0,2005-12-31,INR,1042950000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_IDA,0,2005-12-31,USD,23143000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_OTH,0,2005-12-31,INR,13900000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_OTH,0,2005-12-31,USD,308000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_PRV_SEC,0,2005-12-31,INR,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_PRV_SEC,0,2005-12-31,USD,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_PUB_SEC,0,2005-12-31,INR,52920000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_PUB_SEC,0,2005-12-31,USD,1174000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,GROSS_TTL_DBT,0,2005-12-31,INR,5962760000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,GROSS_TTL_DBT,0,2005-12-31,USD,132315000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LB_GOVT_BORW,0,2005-12-31,INR,543560000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LB_GOVT_BORW,0,2005-12-31,USD,12062000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LB_NON_GOVT_BORW,0,2005-12-31,INR,163810000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LB_NON_GOVT_BORW,0,2005-12-31,USD,3635000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_COM_BNK_LN,0,2005-12-31,INR,681410000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_COM_BNK_LN,0,2005-12-31,USD,15120000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_LN_SEC_MUL_BIL_GUR,0,2005-12-31,INR,34730000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_LN_SEC_MUL_BIL_GUR,0,2005-12-31,USD,771000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_SEC_BORW,0,2005-12-31,INR,327570000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_SEC_BORW,0,2005-12-31,USD,7269000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_SEL_LIQ_LN,0,2005-12-31,INR,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_SEL_LIQ_LN,0,2005-12-31,USD,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_BUY_CRD,0,2005-12-31,INR,157160000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_BUY_CRD,0,2005-12-31,USD,3487000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_EXP_CRD_BILT,0,2005-12-31,INR,47160000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_EXP_CRD_BILT,0,2005-12-31,USD,1047000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_EXP_CRD_DEF,0,2005-12-31,INR,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_EXP_CRD_DEF,0,2005-12-31,USD,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_SUP_CRD,0,2005-12-31,INR,32280000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_SUP_CRD,0,2005-12-31,USD,716000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LM_GOVT_BORW,0,2005-12-31,INR,1324550000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LM_GOVT_BORW,0,2005-12-31,USD,29392000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LM_NON_GOVT_BORW,0,2005-12-31,INR,115540000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LM_NON_GOVT_BORW,0,2005-12-31,USD,2564000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_BILT,0,2005-12-31,INR,707370000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_BILT,0,2005-12-31,USD,15697000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_COMM_BORW,0,2005-12-31,INR,1043710000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_COMM_BORW,0,2005-12-31,USD,23160000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_EXP_TRD_CRD,0,2005-12-31,INR,236600000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_EXP_TRD_CRD,0,2005-12-31,USD,5250000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_IMF,0,2005-12-31,INR,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_IMF,0,2005-12-31,USD,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_MULT,0,2005-12-31,INR,5065990000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_MULT,0,2005-12-31,USD,112415000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_NRI_DEP,0,2005-12-31,INR,1544930000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_NRI_DEP,0,2005-12-31,USD,34282000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_RUP_DEB,0,2005-12-31,INR,93290000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_RUP_DEB,0,2005-12-31,USD,2070000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_TTL_MULT,0,2005-12-31,INR,1440090000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LTD_TTL_MULT,0,2005-12-31,USD,31956000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCFI_IBRD,0,2005-12-31,INR,3750000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCFI_IBRD,0,2005-12-31,USD,83000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCFI_OTH,0,2005-12-31,INR,23950000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCFI_OTH,0,2005-12-31,USD,532000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PRI_IBRD,0,2005-12-31,INR,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PRI_IBRD,0,2005-12-31,USD,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PRI_OTH,0,2005-12-31,INR,5570000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PRI_OTH,0,2005-12-31,USD,124000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PUB_IBRD,0,2005-12-31,INR,45160000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PUB_IBRD,0,2005-12-31,USD,1002000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PUB_OTH,0,2005-12-31,INR,37110000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NCPS_PUB_OTH,0,2005-12-31,USD,823000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NGB_CONCS,0,2005-12-31,INR,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NGB_CONCS,0,2005-12-31,USD,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NGB_NON_CON,0,2005-12-31,INR,115540000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NGB_NON_CON,0,2005-12-31,USD,2564000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON,0,2005-12-31,INR,267700000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON,0,2005-12-31,USD,5941000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_FIN_INS,0,2005-12-31,INR,27700000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_FIN_INS,0,2005-12-31,USD,615000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_IBRD,0,2005-12-31,INR,187590000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_IBRD,0,2005-12-31,USD,4163000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_OTH,0,2005-12-31,INR,80110000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_OTH,0,2005-12-31,USD,1778000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_PRI_SEC,0,2005-12-31,INR,5570000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_PRI_SEC,0,2005-12-31,USD,124000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_PUB_SEC,0,2005-12-31,INR,82270000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,NON_CON_PUB_SEC,0,2005-12-31,USD,1825000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,RUP_CIV,0,2005-12-31,INR,11560000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,RUP_CIV,0,2005-12-31,USD,256000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,RUP_DEF,0,2005-12-31,INR,81730000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,RUP_DEF,0,2005-12-31,USD,1814000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,SHT_TRM_DEB,0,2005-12-31,INR,896770000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,SHT_TRM_DEB,0,2005-12-31,USD,19900000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,STDO_6MTH_1YR,0,2005-12-31,INR,397290000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,STDO_6MTH_1YR,0,2005-12-31,USD,8816000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,STDO_UPTO_6MTH,0,2005-12-31,INR,483320000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,STDO_UPTO_6MTH,0,2005-12-31,USD,10725000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,STD_OTH,0,2005-12-31,INR,880610000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,STD_OTH,0,2005-12-31,USD,19541000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_GB_CONCESSION,0,2006-03-31,INR,544680000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_GB_CONCESSION,0,2006-03-31,USD,12211000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_GB_NON_CON,0,2006-03-31,INR,1250000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_GB_NON_CON,0,2006-03-31,USD,28000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NGB_CONCESSION,0,2006-03-31,INR,69490000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NGB_CONCESSION,0,2006-03-31,USD,1558000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NGB_NON_CONCE,0,2006-03-31,INR,87600000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NGB_NON_CONCE,0,2006-03-31,USD,1964000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NON_CON_FIN_INS,0,2006-03-31,INR,23860000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NON_CON_FIN_INS,0,2006-03-31,USD,535000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NON_CON_PRI_SEC,0,2006-03-31,INR,27460000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NON_CON_PRI_SEC,0,2006-03-31,USD,616000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NON_CON_PUB_SEC,0,2006-03-31,INR,36280000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,BI_NON_CON_PUB_SEC,0,2006-03-31,USD,813000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CONCESSION,0,2006-03-31,INR,1058520000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CONCESSION,0,2006-03-31,USD,23731000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_FIN_INC,0,2006-03-31,INR,16640000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_FIN_INC,0,2006-03-31,USD,373000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_IDA,0,2006-03-31,INR,1044570000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_IDA,0,2006-03-31,USD,23418000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_OTH,0,2006-03-31,INR,13950000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_OTH,0,2006-03-31,USD,313000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_PRV_SEC,0,2006-03-31,INR,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_PRV_SEC,0,2006-03-31,USD,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_PUB_SEC,0,2006-03-31,INR,52850000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,CON_PUB_SEC,0,2006-03-31,USD,1185000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,GROSS_TTL_DBT,0,2006-03-31,INR,6205220000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,GROSS_TTL_DBT,0,2006-03-31,USD,139114000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LB_GOVT_BORW,0,2006-03-31,INR,545930000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LB_GOVT_BORW,0,2006-03-31,USD,12239000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LB_NON_GOVT_BORW,0,2006-03-31,INR,157090000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LB_NON_GOVT_BORW,0,2006-03-31,USD,3522000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_COM_BNK_LN,0,2006-03-31,INR,735080000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_COM_BNK_LN,0,2006-03-31,USD,16479000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_LN_SEC_MUL_BIL_GUR,0,2006-03-31,INR,33710000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_LN_SEC_MUL_BIL_GUR,0,2006-03-31,USD,756000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_SEC_BORW,0,2006-03-31,INR,411120000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_SEC_BORW,0,2006-03-31,USD,9217000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_SEL_LIQ_LN,0,2006-03-31,INR,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LCB_SEL_LIQ_LN,0,2006-03-31,USD,0.0
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_BUY_CRD,0,2006-03-31,INR,160880000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_BUY_CRD,0,2006-03-31,USD,3607000000
RBI:EXT_DBT_RT_RN(1.0),N_A,QFY,2006,2005,LETC_EXP_CRD_BILT,0,2006-03-31,INR,47360000000
