DATAFLOW,AUDST,FREQ,INVS_CAT_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_PYMTS,1990,1989,0,1990-03-31,USD,3341000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_RCPTS,1990,1989,0,1990-03-31,INR,6880000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_RCPTS,1990,1989,0,1990-03-31,USD,413000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_PYMTS,1990,1989,0,1990-03-31,INR,2110000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_PYMTS,1990,1989,0,1990-03-31,USD,127000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_RCPTS,1990,1989,0,1990-03-31,INR,520000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_RCPTS,1990,1989,0,1990-03-31,USD,31000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_PYMTS,1990,1989,0,1990-03-31,INR,1400000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_PYMTS,1990,1989,0,1990-03-31,USD,84000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_RCPTS,1990,1989,0,1990-03-31,INR,1980000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_RCPTS,1990,1989,0,1990-03-31,USD,119000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_PYMTS,1990,1989,0,1990-03-31,INR,29880000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_PYMTS,1990,1989,0,1990-03-31,USD,1794000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_RCPTS,1990,1989,0,1990-03-31,INR,29240000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_RCPTS,1990,1989,0,1990-03-31,USD,1756000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_PYMTS,1990,1989,0,1990-03-31,INR,18570000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_PYMTS,1990,1989,0,1990-03-31,USD,1115000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_RCPTS,1990,1989,0,1990-03-31,INR,15110000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_RCPTS,1990,1989,0,1990-03-31,USD,907000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_PYMTS,1990,1989,0,1990-03-31,INR,6700000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_PYMTS,1990,1989,0,1990-03-31,USD,403000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_RCPTS,1990,1989,0,1990-03-31,INR,23860000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_RCPTS,1990,1989,0,1990-03-31,USD,1433000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_PYMTS,1990,1989,0,1990-03-31,INR,58660000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_PYMTS,1990,1989,0,1990-03-31,USD,3523000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_RCPTS,1990,1989,0,1990-03-31,INR,70710000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_RCPTS,1990,1989,0,1990-03-31,USD,4246000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_PYMTS,1990,1989,0,1990-03-31,INR,50000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_PYMTS,1990,1989,0,1990-03-31,USD,3000000.0
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_RCPTS,1990,1989,0,1990-03-31,INR,9020000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_RCPTS,1990,1989,0,1990-03-31,USD,542000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_PYMTS,1990,1989,0,1990-03-31,INR,260000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_PYMTS,1990,1989,0,1990-03-31,USD,16000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_RCPTS,1990,1989,0,1990-03-31,INR,38240000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_RCPTS,1990,1989,0,1990-03-31,USD,2297000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_PYMTS,1990,1989,0,1990-03-31,INR,114590000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_PYMTS,1990,1989,0,1990-03-31,USD,6883000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_RCPTS,1990,1989,0,1990-03-31,INR,124850000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_RCPTS,1990,1989,0,1990-03-31,USD,7498000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_PYMTS,1991,1990,0,1991-03-31,INR,73930000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_PYMTS,1991,1990,0,1991-03-31,USD,4120000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_RCPTS,1991,1990,0,1991-03-31,INR,6600000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_RCPTS,1991,1990,0,1991-03-31,USD,368000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_PYMTS,1991,1990,0,1991-03-31,INR,73930000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_PYMTS,1991,1990,0,1991-03-31,USD,4120000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_RCPTS,1991,1990,0,1991-03-31,INR,6600000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_RCPTS,1991,1990,0,1991-03-31,USD,368000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_PYMTS,1991,1990,0,1991-03-31,INR,3100000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_PYMTS,1991,1990,0,1991-03-31,USD,173000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_RCPTS,1991,1990,0,1991-03-31,INR,270000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_RCPTS,1991,1990,0,1991-03-31,USD,15000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_PYMTS,1991,1990,0,1991-03-31,INR,1590000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_PYMTS,1991,1990,0,1991-03-31,USD,88000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_RCPTS,1991,1990,0,1991-03-31,INR,1990000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_RCPTS,1991,1990,0,1991-03-31,USD,111000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_PYMTS,1991,1990,0,1991-03-31,INR,32750000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_PYMTS,1991,1990,0,1991-03-31,USD,1825000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_RCPTS,1991,1990,0,1991-03-31,INR,35650000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_RCPTS,1991,1990,0,1991-03-31,USD,1986000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_PYMTS,1991,1990,0,1991-03-31,INR,19610000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_PYMTS,1991,1990,0,1991-03-31,USD,1093000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_RCPTS,1991,1990,0,1991-03-31,INR,17650000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_RCPTS,1991,1990,0,1991-03-31,USD,983000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_PYMTS,1991,1990,0,1991-03-31,INR,7030000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_PYMTS,1991,1990,0,1991-03-31,USD,392000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_RCPTS,1991,1990,0,1991-03-31,INR,26130000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_RCPTS,1991,1990,0,1991-03-31,USD,1456000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_PYMTS,1991,1990,0,1991-03-31,INR,64080000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_PYMTS,1991,1990,0,1991-03-31,USD,3571000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_RCPTS,1991,1990,0,1991-03-31,INR,81690000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_RCPTS,1991,1990,0,1991-03-31,USD,4551000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_PYMTS,1991,1990,0,1991-03-31,INR,30000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_PYMTS,1991,1990,0,1991-03-31,USD,1000000.0
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_RCPTS,1991,1990,0,1991-03-31,INR,8300000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_RCPTS,1991,1990,0,1991-03-31,USD,462000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_PYMTS,1991,1990,0,1991-03-31,INR,250000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_PYMTS,1991,1990,0,1991-03-31,USD,14000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_RCPTS,1991,1990,0,1991-03-31,INR,37370000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_RCPTS,1991,1990,0,1991-03-31,USD,2083000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_PYMTS,1991,1990,0,1991-03-31,INR,138290000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_PYMTS,1991,1990,0,1991-03-31,USD,7706000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_RCPTS,1991,1990,0,1991-03-31,INR,133960000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_RCPTS,1991,1990,0,1991-03-31,USD,7464000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_PYMTS,1992,1991,0,1992-03-31,INR,99380000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_PYMTS,1992,1991,0,1992-03-31,USD,4051000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_RCPTS,1992,1991,0,1992-03-31,INR,5420000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_RCPTS,1992,1991,0,1992-03-31,USD,222000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_PYMTS,1992,1991,0,1992-03-31,INR,99380000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_PYMTS,1992,1991,0,1992-03-31,USD,4051000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_RCPTS,1992,1991,0,1992-03-31,INR,5420000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_RCPTS,1992,1991,0,1992-03-31,USD,222000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_PYMTS,1992,1991,0,1992-03-31,INR,2920000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_PYMTS,1992,1991,0,1992-03-31,USD,120000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_RCPTS,1992,1991,0,1992-03-31,INR,420000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_RCPTS,1992,1991,0,1992-03-31,USD,17000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_PYMTS,1992,1991,0,1992-03-31,INR,3070000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_PYMTS,1992,1991,0,1992-03-31,USD,126000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_RCPTS,1992,1991,0,1992-03-31,INR,2650000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_RCPTS,1992,1991,0,1992-03-31,USD,108000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_PYMTS,1992,1991,0,1992-03-31,INR,43130000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_PYMTS,1992,1991,0,1992-03-31,USD,1816000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_RCPTS,1992,1991,0,1992-03-31,INR,48400000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_RCPTS,1992,1991,0,1992-03-31,USD,1981000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_PYMTS,1992,1991,0,1992-03-31,INR,31900000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_PYMTS,1992,1991,0,1992-03-31,USD,1288000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_RCPTS,1992,1991,0,1992-03-31,INR,23080000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_RCPTS,1992,1991,0,1992-03-31,USD,939000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_PYMTS,1992,1991,0,1992-03-31,INR,11120000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_PYMTS,1992,1991,0,1992-03-31,USD,465000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_RCPTS,1992,1991,0,1992-03-31,INR,48920000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_RCPTS,1992,1991,0,1992-03-31,USD,1977000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_PYMTS,1992,1991,0,1992-03-31,INR,92140000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_PYMTS,1992,1991,0,1992-03-31,USD,3815000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_RCPTS,1992,1991,0,1992-03-31,INR,123470000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_RCPTS,1992,1991,0,1992-03-31,USD,5022000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_PYMTS,1992,1991,0,1992-03-31,INR,10000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_PYMTS,1992,1991,0,1992-03-31,USD,1000000.0
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_RCPTS,1992,1991,0,1992-03-31,INR,11410000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_RCPTS,1992,1991,0,1992-03-31,USD,460000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_PYMTS,1992,1991,0,1992-03-31,INR,370000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_PYMTS,1992,1991,0,1992-03-31,USD,15000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_RCPTS,1992,1991,0,1992-03-31,INR,94190000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_RCPTS,1992,1991,0,1992-03-31,USD,3798000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_PYMTS,1992,1991,0,1992-03-31,INR,191900000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_PYMTS,1992,1991,0,1992-03-31,USD,7882000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_RCPTS,1992,1991,0,1992-03-31,INR,234490000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_RCPTS,1992,1991,0,1992-03-31,USD,9502000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_PYMTS,1993,1992,0,1993-03-31,INR,115070000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_PYMTS,1993,1992,0,1993-03-31,USD,3799000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_RCPTS,1993,1992,0,1993-03-31,INR,10040000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_RCPTS,1993,1992,0,1993-03-31,USD,376000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_PYMTS,1993,1992,0,1993-03-31,INR,115070000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_PYMTS,1993,1992,0,1993-03-31,USD,3799000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_RCPTS,1993,1992,0,1993-03-31,INR,10040000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_RCPTS,1993,1992,0,1993-03-31,USD,376000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_PYMTS,1993,1992,0,1993-03-31,INR,3060000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_PYMTS,1993,1992,0,1993-03-31,USD,100000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_RCPTS,1993,1992,0,1993-03-31,INR,2200000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_RCPTS,1993,1992,0,1993-03-31,USD,75000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_PYMTS,1993,1992,0,1993-03-31,INR,4500000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_PYMTS,1993,1992,0,1993-03-31,USD,146000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_RCPTS,1993,1992,0,1993-03-31,INR,4600000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_RCPTS,1993,1992,0,1993-03-31,USD,158000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_PYMTS,1993,1992,0,1993-03-31,INR,45420000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_PYMTS,1993,1992,0,1993-03-31,USD,1485000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_RCPTS,1993,1992,0,1993-03-31,INR,41290000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_RCPTS,1993,1992,0,1993-03-31,USD,1417000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_PYMTS,1993,1992,0,1993-03-31,INR,45480000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_PYMTS,1993,1992,0,1993-03-31,USD,1485000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_RCPTS,1993,1992,0,1993-03-31,INR,28510000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRNSPTION_RCPTS,1993,1992,0,1993-03-31,USD,982000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_PYMTS,1993,1992,0,1993-03-31,INR,11770000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_PYMTS,1993,1992,0,1993-03-31,USD,385000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_RCPTS,1993,1992,0,1993-03-31,INR,60610000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_TRVL_RCPTS,1993,1992,0,1993-03-31,USD,2098000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_PYMTS,1993,1992,0,1993-03-31,INR,110230000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_PYMTS,1993,1992,0,1993-03-31,USD,3601000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_RCPTS,1993,1992,0,1993-03-31,INR,137210000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NON_FACT_SERV_RCPTS,1993,1992,0,1993-03-31,USD,4730000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_PYMTS,1993,1992,0,1993-03-31,INR,20000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_PYMTS,1993,1992,0,1993-03-31,USD,1000000.0
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_RCPTS,1993,1992,0,1993-03-31,INR,10560000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_OFF_TRNSF_RCPTS,1993,1992,0,1993-03-31,USD,364000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_PYMTS,1993,1992,0,1993-03-31,INR,350000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_PYMTS,1993,1992,0,1993-03-31,USD,12000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_RCPTS,1993,1992,0,1993-03-31,INR,112610000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_PVT_TRNSF_RCPTS,1993,1992,0,1993-03-31,USD,3864000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_PYMTS,1993,1992,0,1993-03-31,INR,225670000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_PYMTS,1993,1992,0,1993-03-31,USD,7413000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_RCPTS,1993,1992,0,1993-03-31,INR,270420000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,INVI_NET_TTL_RCPTS,1993,1992,0,1993-03-31,USD,9334000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_PYMTS,1994,1993,0,1994-03-31,INR,114960000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_PYMTS,1994,1993,0,1994-03-31,USD,3665000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_RCPTS,1994,1993,0,1994-03-31,INR,12380000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_INVST_INCM_RCPTS,1994,1993,0,1994-03-31,USD,395000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_PYMTS,1994,1993,0,1994-03-31,INR,114960000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_PYMTS,1994,1993,0,1994-03-31,USD,3665000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_RCPTS,1994,1993,0,1994-03-31,INR,12380000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_INCM_RCPTS,1994,1993,0,1994-03-31,USD,395000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_PYMTS,1994,1993,0,1994-03-31,INR,4810000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_PYMTS,1994,1993,0,1994-03-31,USD,153000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_RCPTS,1994,1993,0,1994-03-31,INR,940000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_GNIE_RCPTS,1994,1993,0,1994-03-31,USD,30000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_PYMTS,1994,1993,0,1994-03-31,INR,6110000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_PYMTS,1994,1993,0,1994-03-31,USD,196000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_RCPTS,1994,1993,0,1994-03-31,INR,3880000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_INSU_RCPTS,1994,1993,0,1994-03-31,USD,124000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_PYMTS,1994,1993,0,1994-03-31,INR,66450000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_PYMTS,1994,1993,0,1994-03-31,USD,2119000000
RBI:INVI_CAT_TRANS_RN(1.0),N_A,AFY,IC_NFS_MISCL_RCPTS,1994,1993,0,1994-03-31,INR,45630000000
