DATAFLOW,AUDST,CAT_BOP_IND,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2005,2004,0,2005-03-31,PT,1.83317
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2005,2004,0,2005-03-31,PT,16.767615
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2005,2004,0,2005-03-31,PT,4.40413
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2005,2004,0,2005-03-31,PT,5.40095
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2005,2004,0,2005-03-31,PT,9.80508
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2005,2004,0,2005-03-31,PT,14.28136
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2006,2005,0,2006-03-31,PT,-1.206996
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2006,2005,0,2006-03-31,PT,95.163646
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2006,2005,0,2006-03-31,PT,23.749739
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2006,2005,0,2006-03-31,PT,12.817416
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2006,2005,0,2006-03-31,PT,14.76719
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2006,2005,0,2006-03-31,PT,1.89277
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2006,2005,0,2006-03-31,PT,19.144211
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2006,2005,0,2006-03-31,PT,5.1198
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2006,2005,0,2006-03-31,PT,5.81252
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2006,2005,0,2006-03-31,PT,10.93232
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2006,2005,0,2006-03-31,PT,11.58481
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2007,2006,0,2007-03-31,PT,-1.017272
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2007,2006,0,2007-03-31,PT,96.219532
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2007,2006,0,2007-03-31,PT,25.891352
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2007,2006,0,2007-03-31,PT,13.707699
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2007,2006,0,2007-03-31,PT,11.44637
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2007,2006,0,2007-03-31,PT,1.56903
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2007,2006,0,2007-03-31,PT,20.278436
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2007,2006,0,2007-03-31,PT,5.55346
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2007,2006,0,2007-03-31,PT,6.63019
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2007,2006,0,2007-03-31,PT,12.18365
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2007,2006,0,2007-03-31,PT,12.53552
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2008,2007,0,2008-03-31,PT,-1.29346
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2008,2007,0,2008-03-31,PT,95.242659
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2008,2007,0,2008-03-31,PT,25.891967
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2008,2007,0,2008-03-31,PT,13.656449
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2008,2007,0,2008-03-31,PT,26.0744
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2008,2007,0,2008-03-31,PT,3.56084
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2008,2007,0,2008-03-31,PT,21.173854
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2008,2007,0,2008-03-31,PT,6.22403
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2008,2007,0,2008-03-31,PT,6.01157
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2008,2007,0,2008-03-31,PT,12.2356
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2008,2007,0,2008-03-31,PT,14.42641
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2009,2008,0,2009-03-31,PT,-2.328335
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2009,2008,0,2009-03-31,PT,92.744481
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2009,2008,0,2009-03-31,PT,29.762207
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2009,2008,0,2009-03-31,PT,15.764509
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2009,2008,0,2009-03-31,PT,4.413735
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2009,2008,0,2009-03-31,PT,0.695804
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2009,2008,0,2009-03-31,PT,25.733531
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2009,2008,0,2009-03-31,PT,7.640687
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2009,2008,0,2009-03-31,PT,6.35701
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2009,2008,0,2009-03-31,PT,13.997698
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2009,2008,0,2009-03-31,PT,9.801043
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2010,2009,0,2010-03-31,PT,-2.845264
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2010,2009,0,2010-03-31,PT,90.058514
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2010,2009,0,2010-03-31,PT,25.774842
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2010,2009,0,2010-03-31,PT,13.595807
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2010,2009,0,2010-03-31,PT,27.60451
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2010,2009,0,2010-03-31,PT,3.753056
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2010,2009,0,2010-03-31,PT,22.404429
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2010,2009,0,2010-03-31,PT,5.963359
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2010,2009,0,2010-03-31,PT,6.215676
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2010,2009,0,2010-03-31,PT,12.179035
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2010,2009,0,2010-03-31,PT,11.138354
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2011,2010,0,2011-03-31,PT,-2.867803
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2011,2010,0,2011-03-31,PT,90.286439
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2011,2010,0,2011-03-31,PT,26.655905
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2011,2010,0,2011-03-31,PT,15.287584
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2011,2010,0,2011-03-31,PT,16.445537
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2011,2010,0,2011-03-31,PT,2.514125
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2011,2010,0,2011-03-31,PT,22.886195
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2011,2010,0,2011-03-31,PT,4.730807
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2011,2010,0,2011-03-31,PT,6.637513
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2011,2010,0,2011-03-31,PT,11.36832
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2011,2010,0,2011-03-31,PT,9.538451
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2012,2011,0,2012-03-31,PT,-4.287175
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2012,2011,0,2012-03-31,PT,87.127742
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2012,2011,0,2012-03-31,PT,29.018362
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2012,2011,0,2012-03-31,PT,16.992583
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2012,2011,0,2012-03-31,PT,12.664285
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2012,2011,0,2012-03-31,PT,2.151989
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2012,2011,0,2012-03-31,PT,27.40177
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2012,2011,0,2012-03-31,PT,6.122012
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2012,2011,0,2012-03-31,PT,5.903767
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2012,2011,0,2012-03-31,PT,12.025779
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2012,2011,0,2012-03-31,PT,7.072145
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2013,2012,0,2013-03-31,PT,-4.823932
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2013,2012,0,2013-03-31,PT,85.75235
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2013,2012,0,2013-03-31,PT,29.033806
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2013,2012,0,2013-03-31,PT,16.774974
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2013,2012,0,2013-03-31,PT,15.235961
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2013,2012,0,2013-03-31,PT,2.555828
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2013,2012,0,2013-03-31,PT,27.480502
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2013,2012,0,2013-03-31,PT,5.881597
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2013,2012,0,2013-03-31,PT,6.377236
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2013,2012,0,2013-03-31,PT,12.258832
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2013,2012,0,2013-03-31,PT,6.977889
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2014,2013,0,2014-03-31,PT,-1.739413
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2014,2013,0,2014-03-31,PT,94.474322
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2014,2013,0,2014-03-31,PT,29.739314
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2014,2013,0,2014-03-31,PT,17.159666
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2014,2013,0,2014-03-31,PT,8.281678
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2014,2013,0,2014-03-31,PT,1.421108
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2014,2013,0,2014-03-31,PT,25.109654
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2014,2013,0,2014-03-31,PT,6.210575
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2014,2013,0,2014-03-31,PT,6.369074
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2014,2013,0,2014-03-31,PT,12.579648
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2014,2013,0,2014-03-31,PT,7.830439
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2015,2014,0,2015-03-31,PT,-1.317163
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2015,2014,0,2015-03-31,PT,95.409163
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2015,2014,0,2015-03-31,PT,27.373972
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2015,2014,0,2015-03-31,PT,15.523545
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2015,2014,0,2015-03-31,PT,23.20561
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2015,2014,0,2015-03-31,PT,3.602333
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2015,2014,0,2015-03-31,PT,22.631477
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2015,2014,0,2015-03-31,PT,5.790768
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2015,2014,0,2015-03-31,PT,6.059658
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2015,2014,0,2015-03-31,PT,11.850426
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2015,2014,0,2015-03-31,PT,8.883636
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2016,2015,0,2016-03-31,PT,-1.052991
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2016,2015,0,2016-03-31,PT,95.769238
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2016,2015,0,2016-03-31,PT,23.835925
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2016,2015,0,2016-03-31,PT,12.662427
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2016,2015,0,2016-03-31,PT,11.97273
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2016,2015,0,2016-03-31,PT,1.516038
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2016,2015,0,2016-03-31,PT,18.846085
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2016,2015,0,2016-03-31,PT,5.130668
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2016,2015,0,2016-03-31,PT,6.04283
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2016,2015,0,2016-03-31,PT,11.173498
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2016,2015,0,2016-03-31,PT,10.902207
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2017,2016,0,2017-03-31,PT,-0.628235
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2017,2016,0,2017-03-31,PT,97.313352
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2017,2016,0,2017-03-31,PT,22.755356
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2017,2016,0,2017-03-31,PT,12.207529
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2017,2016,0,2017-03-31,PT,15.429448
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2017,2016,0,2017-03-31,PT,1.883554
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2017,2016,0,2017-03-31,PT,17.107417
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2017,2016,0,2017-03-31,PT,4.271653
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2017,2016,0,2017-03-31,PT,6.276175
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2017,2016,0,2017-03-31,PT,10.547827
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2017,2016,0,2017-03-31,PT,11.308398
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2018,2017,0,2018-03-31,PT,-1.837363
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2018,2017,0,2018-03-31,PT,92.400916
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2018,2017,0,2018-03-31,PT,22.341382
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2018,2017,0,2018-03-31,PT,11.652778
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2018,2017,0,2018-03-31,PT,16.959877
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2018,2017,0,2018-03-31,PT,1.976297
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2018,2017,0,2018-03-31,PT,17.688509
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2018,2017,0,2018-03-31,PT,4.198368
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2018,2017,0,2018-03-31,PT,6.490236
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2018,2017,0,2018-03-31,PT,10.688604
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2018,2017,0,2018-03-31,PT,10.86241
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2019,2018,0,2019-03-31,PT,-2.118308
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2019,2018,0,2019-03-31,PT,91.831907
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2019,2018,0,2019-03-31,PT,23.815622
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2019,2018,0,2019-03-31,PT,12.476705
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2019,2018,0,2019-03-31,PT,8.923712
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2019,2018,0,2019-03-31,PT,1.113385
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2019,2018,0,2019-03-31,PT,19.146602
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2019,2018,0,2019-03-31,PT,4.551589
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2019,2018,0,2019-03-31,PT,6.787327
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2019,2018,0,2019-03-31,PT,11.338916
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2019,2018,0,2019-03-31,PT,9.573462
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2020,2019,0,2020-03-31,PT,-0.869524
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2020,2019,0,2020-03-31,PT,96.302295
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2020,2019,0,2020-03-31,PT,22.645703
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2020,2019,0,2020-03-31,PT,11.300259
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2020,2019,0,2020-03-31,PT,13.861525
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2020,2019,0,2020-03-31,PT,1.566388
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2020,2019,0,2020-03-31,PT,16.854835
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2020,2019,0,2020-03-31,PT,4.685052
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2020,2019,0,2020-03-31,PT,6.660392
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2020,2019,0,2020-03-31,PT,11.345444
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2020,2019,0,2020-03-31,PT,11.996737
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2021,2020,0,2021-03-31,PT,0.893968
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2021,2020,0,2021-03-31,PT,104.125373
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2021,2020,0,2021-03-31,PT,22.563969
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2021,2020,0,2021-03-31,PT,11.077242
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2021,2020,0,2021-03-31,PT,27.030701
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2021,2020,0,2021-03-31,PT,2.994256
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2021,2020,0,2021-03-31,PT,14.896238
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2021,2020,0,2021-03-31,PT,4.712964
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2021,2020,0,2021-03-31,PT,6.773763
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2021,2020,0,2021-03-31,PT,11.486727
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2021,2020,0,2021-03-31,PT,17.376754
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2022,2021,0,2022-03-31,PT,-1.223942
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2022,2021,0,2022-03-31,PT,95.371438
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2022,2021,0,2022-03-31,PT,25.219307
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2022,2021,0,2022-03-31,PT,13.549952
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2022,2021,0,2022-03-31,PT,5.081805
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2022,2021,0,2022-03-31,PT,0.688582
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2022,2021,0,2022-03-31,PT,19.531738
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2022,2021,0,2022-03-31,PT,4.757844
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2022,2021,0,2022-03-31,PT,6.911511
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2022,2021,0,2022-03-31,PT,11.669355
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2022,2021,0,2022-03-31,PT,11.780534
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2023,2022,0,2023-03-31,PT,-2.003964
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2023,2022,0,2023-03-31,PT,93.219472
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2023,2022,0,2023-03-31,PT,27.550725
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2023,2022,0,2023-03-31,PT,13.629955
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2023,2022,0,2023-03-31,PT,5.006749
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2023,2022,0,2023-03-31,PT,0.682418
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2023,2022,0,2023-03-31,PT,21.558304
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2023,2022,0,2023-03-31,PT,5.924384
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2023,2022,0,2023-03-31,PT,7.996385
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2023,2022,0,2023-03-31,PT,13.920769
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2023,2022,0,2023-03-31,PT,9.62259
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2024,2023,0,2024-03-31,PT,-0.717629
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2024,2023,0,2024-03-31,PT,97.305298
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2024,2023,0,2024-03-31,PT,25.913497
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2024,2023,0,2024-03-31,PT,12.132584
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2024,2023,0,2024-03-31,PT,12.285375
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2024,2023,0,2024-03-31,PT,1.490534
RBI:BOP_INDI_RN(1.0),N_A,IMP_TO_GDP,AFY,2024,2023,0,2024-03-31,PT,18.863705
RBI:BOP_INDI_RN(1.0),N_A,NET_TO_GDP,AFY,2024,2023,0,2024-03-31,PT,6.013491
RBI:BOP_INDI_RN(1.0),N_A,PYMTS_TO_GDP,AFY,2024,2023,0,2024-03-31,PT,7.767421
RBI:BOP_INDI_RN(1.0),N_A,RCPTS_TO_GDP,AFY,2024,2023,0,2024-03-31,PT,13.780912
RBI:BOP_INDI_RN(1.0),N_A,TERM_IMP_RES,AFY,2024,2023,0,2024-03-31,PT,11.301789
RBI:BOP_INDI_RN(1.0),N_A,CAD_TO_GDP,AFY,2025,2024,0,2025-03-31,PT,-0.597668
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_CURR_PYMTS,AFY,2025,2024,0,2025-03-31,PT,97.756715
RBI:BOP_INDI_RN(1.0),N_A,CURR_RCPTS_TO_GDP,AFY,2025,2024,0,2025-03-31,PT,26.044854
RBI:BOP_INDI_RN(1.0),N_A,EXT_TO_GDP,AFY,2025,2024,0,2025-03-31,PT,11.299292
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_EXP,AFY,2025,2024,0,2025-03-31,PT,1.023796
RBI:BOP_INDI_RN(1.0),N_A,FI_TO_GDP,AFY,2025,2024,0,2025-03-31,PT,0.115682
