DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_OF_COM_TRD,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1993,1992,TERM_TTL_TRD_BAL,0,1993-03-31,INR,-96862000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1993,1992,TERM_TTL_TRD_BAL,0,1993-03-31,USD,-3344400000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,COMM_NON_OIL,0,1994-03-31,INR,550548000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,COMM_NON_OIL,0,1994-03-31,USD,17552700000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,COMM_NON_OIL1,0,1994-03-31,INR,685036000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,COMM_NON_OIL1,0,1994-03-31,USD,21840500000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,COMM_NON_OIL2,0,1994-03-31,INR,134488000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,COMM_NON_OIL2,0,1994-03-31,USD,4287800000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,COMM_OIL,0,1994-03-31,INR,180462000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,COMM_OIL,0,1994-03-31,USD,5753500000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,COMM_OIL1,0,1994-03-31,INR,12478000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,COMM_OIL1,0,1994-03-31,USD,397800000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,COMM_OIL2,0,1994-03-31,INR,-167984000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,COMM_OIL2,0,1994-03-31,USD,-5355700000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,TERM_TRD_EXP,0,1994-03-31,INR,697514000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,TERM_TRD_EXP,0,1994-03-31,USD,22238300000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,TERM_TRD_IMP,0,1994-03-31,INR,731010000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,TERM_TRD_IMP,0,1994-03-31,USD,23306200000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,TERM_TTL_TRD_BAL,0,1994-03-31,INR,-33496000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1994,1993,TERM_TTL_TRD_BAL,0,1994-03-31,USD,-1067900000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,COMM_NON_OIL,0,1995-03-31,INR,713581000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,COMM_NON_OIL,0,1995-03-31,USD,22726500000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,COMM_NON_OIL1,0,1995-03-31,INR,813651000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,COMM_NON_OIL1,0,1995-03-31,USD,25913600000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,COMM_NON_OIL2,0,1995-03-31,INR,100070000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,COMM_NON_OIL2,0,1995-03-31,USD,3187100000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,COMM_OIL,0,1995-03-31,INR,186126000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,COMM_OIL,0,1995-03-31,USD,5927800000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,COMM_OIL1,0,1995-03-31,INR,13090000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,COMM_OIL1,0,1995-03-31,USD,416900000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,COMM_OIL2,0,1995-03-31,INR,-173036000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,COMM_OIL2,0,1995-03-31,USD,-5510900000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,TERM_TRD_EXP,0,1995-03-31,INR,826741000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,TERM_TRD_EXP,0,1995-03-31,USD,26330500000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,TERM_TRD_IMP,0,1995-03-31,INR,899707000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,TERM_TRD_IMP,0,1995-03-31,USD,28654300000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,TERM_TTL_TRD_BAL,0,1995-03-31,INR,-72966000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1995,1994,TERM_TTL_TRD_BAL,0,1995-03-31,USD,-2323800000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1996,1995,COMM_NON_OIL,0,1996-03-31,INR,975045000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1996,1995,COMM_NON_OIL,0,1996-03-31,USD,29149500000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1996,1995,COMM_NON_OIL1,0,1996-03-31,INR,1048356000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1996,1995,COMM_NON_OIL1,0,1996-03-31,USD,31341200000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1996,1995,COMM_NON_OIL2,0,1996-03-31,INR,73311000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1996,1995,COMM_NON_OIL2,0,1996-03-31,USD,2191700000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1996,1995,COMM_OIL,0,1996-03-31,INR,251736000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1996,1995,COMM_OIL,0,1996-03-31,USD,7525800000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1996,1995,COMM_OIL1,0,1996-03-31,INR,15178000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1996,1995,COMM_OIL1,0,1996-03-31,USD,453700000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1996,1995,COMM_OIL2,0,1996-03-31,INR,-236558000000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1996,1995,COMM_OIL2,0,1996-03-31,USD,-7072100000
RBI:IFT_OIL_NON_OIL_A_RN(1.0),N_A,AFY,1996,1995,TERM_TRD_EXP,0,1996-03-31,INR,1063534000000
