DATAFLOW,AUDST,FREQ,IO_BOP_RN,REPYEAREND,REPYEARSTART,TRANC_TYP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_SER,1991,1990,TRANC_CRD,0,1991-03-31,INR,81690000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_SER,1991,1990,TRANC_CRD,0,1991-03-31,USD,4551000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_SER,1991,1990,TRANC_DEB,0,1991-03-31,INR,64080000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_SER,1991,1990,TRANC_DEB,0,1991-03-31,USD,3571000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_SER,1991,1990,TRANC_NET,0,1991-03-31,INR,17610000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_SER,1991,1990,TRANC_NET,0,1991-03-31,USD,980000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA,1991,1990,TRANC_CRD,0,1991-03-31,INR,45670000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA,1991,1990,TRANC_CRD,0,1991-03-31,USD,2545000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA,1991,1990,TRANC_DEB,0,1991-03-31,INR,280000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA,1991,1990,TRANC_DEB,0,1991-03-31,USD,15000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA,1991,1990,TRANC_NET,0,1991-03-31,INR,45390000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA,1991,1990,TRANC_NET,0,1991-03-31,USD,2530000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_INC,1991,1990,TRANC_CRD,0,1991-03-31,INR,6600000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_INC,1991,1990,TRANC_CRD,0,1991-03-31,USD,368000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_INC,1991,1990,TRANC_DEB,0,1991-03-31,INR,73930000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_INC,1991,1990,TRANC_DEB,0,1991-03-31,USD,4120000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_INC,1991,1990,TRANC_NET,0,1991-03-31,INR,-67330000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_INC,1991,1990,TRANC_NET,0,1991-03-31,USD,-3752000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_INC_INV,1991,1990,TRANC_CRD,0,1991-03-31,INR,6600000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_INC_INV,1991,1990,TRANC_CRD,0,1991-03-31,USD,368000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_INC_INV,1991,1990,TRANC_DEB,0,1991-03-31,INR,73930000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_INC_INV,1991,1990,TRANC_DEB,0,1991-03-31,USD,4120000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_INC_INV,1991,1990,TRANC_NET,0,1991-03-31,INR,-67330000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_INC_INV,1991,1990,TRANC_NET,0,1991-03-31,USD,-3752000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_OFF,1991,1990,TRANC_CRD,0,1991-03-31,INR,8300000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_OFF,1991,1990,TRANC_CRD,0,1991-03-31,USD,462000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_OFF,1991,1990,TRANC_DEB,0,1991-03-31,INR,30000000
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_OFF,1991,1990,TRANC_DEB,0,1991-03-31,USD,1000000.0
RBI:IND_OVR_BOP_A_RN(1.0),N_A,AFY,CURR_INVIS_TRA_OFF,1991,1990,TRANC_NET,0,1991-03-31,INR,8270000000
