DATAFLOW,AUDST,COMP_BOP_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1993,1992,0,1993-03-31,INR,-23350000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1993,1992,0,1993-03-31,USD,-878000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1993,1992,0,1993-03-31,INR,-127640000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1993,1992,0,1993-03-31,USD,-3526000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1993,1992,0,1993-03-31,INR,44750000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1993,1992,0,1993-03-31,USD,1921000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1993,1992,0,1993-03-31,INR,547610000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1993,1992,0,1993-03-31,USD,18869000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1993,1992,0,1993-03-31,INR,720000000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1993,1992,0,1993-03-31,USD,24316000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1993,1992,0,1993-03-31,INR,-172390000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1993,1992,0,1993-03-31,USD,-5447000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1993,1992,0,1993-03-31,INR,8810000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1993,1992,0,1993-03-31,USD,590000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1993,1992,0,1993-03-31,INR,33620000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1993,1992,0,1993-03-31,USD,1288000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1993,1992,0,1993-03-31,INR,-8810000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1993,1992,0,1993-03-31,USD,-590000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1993,1992,0,1993-03-31,INR,-24810000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1993,1992,0,1993-03-31,USD,-698000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,1994,1993,0,1994-03-31,INR,304150000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,1994,1993,0,1994-03-31,USD,9694000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,1994,1993,0,1994-03-31,INR,19040000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,1994,1993,0,1994-03-31,USD,608000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,1994,1993,0,1994-03-31,INR,59630000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,1994,1993,0,1994-03-31,USD,1901000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,1994,1993,0,1994-03-31,INR,132820000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,1994,1993,0,1994-03-31,USD,4233000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,1994,1993,0,1994-03-31,INR,37800000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,1994,1993,0,1994-03-31,USD,1207000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,1994,1993,0,1994-03-31,INR,87860000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,1994,1993,0,1994-03-31,USD,2800000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1994,1993,0,1994-03-31,INR,-33020000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1994,1993,0,1994-03-31,USD,-1054000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1994,1993,0,1994-03-31,INR,-36340000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1994,1993,0,1994-03-31,USD,-1159000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1994,1993,0,1994-03-31,INR,90890000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1994,1993,0,1994-03-31,USD,2897000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1994,1993,0,1994-03-31,INR,711470000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1994,1993,0,1994-03-31,USD,22683000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1994,1993,0,1994-03-31,INR,838700000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1994,1993,0,1994-03-31,USD,26739000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1994,1993,0,1994-03-31,INR,-127230000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1994,1993,0,1994-03-31,USD,-4056000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1994,1993,0,1994-03-31,INR,-267810000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1994,1993,0,1994-03-31,USD,-8535000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1994,1993,0,1994-03-31,INR,5870000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1994,1993,0,1994-03-31,USD,188000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1994,1993,0,1994-03-31,INR,267810000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1994,1993,0,1994-03-31,USD,8535000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1994,1993,0,1994-03-31,INR,-273680000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1994,1993,0,1994-03-31,USD,-8723000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,1995,1994,0,1995-03-31,INR,287430000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,1995,1994,0,1995-03-31,USD,9156000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,1995,1994,0,1995-03-31,INR,32390000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,1995,1994,0,1995-03-31,USD,1030000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,1995,1994,0,1995-03-31,INR,47990000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,1995,1994,0,1995-03-31,USD,1526000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,1995,1994,0,1995-03-31,INR,154500000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,1995,1994,0,1995-03-31,USD,4922000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,1995,1994,0,1995-03-31,INR,5390000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,1995,1994,0,1995-03-31,USD,172000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,1995,1994,0,1995-03-31,INR,78110000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,1995,1994,0,1995-03-31,USD,2489000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1995,1994,0,1995-03-31,INR,-30900000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1995,1994,0,1995-03-31,USD,-983000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1995,1994,0,1995-03-31,INR,-105830000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1995,1994,0,1995-03-31,USD,-3369000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1995,1994,0,1995-03-31,INR,178360000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1995,1994,0,1995-03-31,USD,5680000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1995,1994,0,1995-03-31,INR,843290000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1995,1994,0,1995-03-31,USD,26855000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1995,1994,0,1995-03-31,INR,1127480000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1995,1994,0,1995-03-31,USD,35904000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1995,1994,0,1995-03-31,INR,-284190000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1995,1994,0,1995-03-31,USD,-9049000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1995,1994,0,1995-03-31,INR,-181600000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1995,1994,0,1995-03-31,USD,-5787000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1995,1994,0,1995-03-31,INR,-35850000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1995,1994,0,1995-03-31,USD,-1143000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1995,1994,0,1995-03-31,INR,181600000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1995,1994,0,1995-03-31,USD,5787000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1995,1994,0,1995-03-31,INR,-145750000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1995,1994,0,1995-03-31,USD,-4644000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,1996,1995,0,1996-03-31,INR,155960000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,1996,1995,0,1996-03-31,USD,4690000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,1996,1995,0,1996-03-31,INR,45490000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,1996,1995,0,1996-03-31,USD,1275000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,1996,1995,0,1996-03-31,INR,33570000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,1996,1995,0,1996-03-31,USD,884000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,1996,1995,0,1996-03-31,INR,163120000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,1996,1995,0,1996-03-31,USD,4803000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,1996,1995,0,1996-03-31,INR,38220000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,1996,1995,0,1996-03-31,USD,1104000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,1996,1995,0,1996-03-31,INR,-93340000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,1996,1995,0,1996-03-31,USD,-2425000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1996,1995,0,1996-03-31,INR,-31050000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1996,1995,0,1996-03-31,USD,-952000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1996,1995,0,1996-03-31,INR,-196460000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1996,1995,0,1996-03-31,USD,-5912000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1996,1995,0,1996-03-31,INR,184150000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1996,1995,0,1996-03-31,USD,5447000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1996,1995,0,1996-03-31,INR,1084820000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1996,1995,0,1996-03-31,USD,32310000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1996,1995,0,1996-03-31,INR,1465430000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1996,1995,0,1996-03-31,USD,43670000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1996,1995,0,1996-03-31,INR,-380610000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1996,1995,0,1996-03-31,USD,-11360000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1996,1995,0,1996-03-31,INR,40500000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1996,1995,0,1996-03-31,USD,1222000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1996,1995,0,1996-03-31,INR,-57490000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1996,1995,0,1996-03-31,USD,-1715000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1996,1995,0,1996-03-31,INR,-40500000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1996,1995,0,1996-03-31,USD,-1222000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1996,1995,0,1996-03-31,INR,97990000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1996,1995,0,1996-03-31,USD,2937000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,1997,1996,0,1997-03-31,INR,405020000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,1997,1996,0,1997-03-31,USD,11412000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,1997,1996,0,1997-03-31,INR,100030000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,1997,1996,0,1997-03-31,USD,2848000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,1997,1996,0,1997-03-31,INR,39970000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,1997,1996,0,1997-03-31,USD,1109000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,1997,1996,0,1997-03-31,INR,218280000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,1997,1996,0,1997-03-31,USD,6154000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,1997,1996,0,1997-03-31,INR,118940000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,1997,1996,0,1997-03-31,USD,3350000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,1997,1996,0,1997-03-31,INR,-46810000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,1997,1996,0,1997-03-31,USD,-1321000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1997,1996,0,1997-03-31,INR,-25420000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1997,1996,0,1997-03-31,USD,-727000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1997,1996,0,1997-03-31,INR,-162820000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1997,1996,0,1997-03-31,USD,-4619000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1997,1996,0,1997-03-31,INR,362790000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1997,1996,0,1997-03-31,USD,10196000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1997,1996,0,1997-03-31,INR,1211930000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1997,1996,0,1997-03-31,USD,34133000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1997,1996,0,1997-03-31,INR,1737540000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1997,1996,0,1997-03-31,USD,48948000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1997,1996,0,1997-03-31,INR,-525610000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1997,1996,0,1997-03-31,USD,-14815000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1997,1996,0,1997-03-31,INR,-242200000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1997,1996,0,1997-03-31,USD,-6793000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1997,1996,0,1997-03-31,INR,-34600000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1997,1996,0,1997-03-31,USD,-975000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1997,1996,0,1997-03-31,INR,242200000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1997,1996,0,1997-03-31,USD,6793000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1997,1996,0,1997-03-31,INR,-207600000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1997,1996,0,1997-03-31,USD,-5818000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,1998,1997,0,1998-03-31,INR,375360000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,1998,1997,0,1998-03-31,USD,10010000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,1998,1997,0,1998-03-31,INR,145580000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,1998,1997,0,1998-03-31,USD,3999000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,1998,1997,0,1998-03-31,INR,34630000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,1998,1997,0,1998-03-31,USD,907000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,1998,1997,0,1998-03-31,INR,199610000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,1998,1997,0,1998-03-31,USD,5390000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,1998,1997,0,1998-03-31,INR,43250000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,1998,1997,0,1998-03-31,USD,1125000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,1998,1997,0,1998-03-31,INR,-19870000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,1998,1997,0,1998-03-31,USD,-643000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1998,1997,0,1998-03-31,INR,-27840000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1998,1997,0,1998-03-31,USD,-767000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1998,1997,0,1998-03-31,INR,-208830000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1998,1997,0,1998-03-31,USD,-5499000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1998,1997,0,1998-03-31,INR,369220000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1998,1997,0,1998-03-31,USD,10008000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1998,1997,0,1998-03-31,INR,1327030000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1998,1997,0,1998-03-31,USD,35680000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1998,1997,0,1998-03-31,INR,1905080000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1998,1997,0,1998-03-31,USD,51187000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1998,1997,0,1998-03-31,INR,-578050000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1998,1997,0,1998-03-31,USD,-15507000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1998,1997,0,1998-03-31,INR,-166530000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1998,1997,0,1998-03-31,USD,-4511000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1998,1997,0,1998-03-31,INR,-22860000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1998,1997,0,1998-03-31,USD,-618000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1998,1997,0,1998-03-31,INR,166530000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1998,1997,0,1998-03-31,USD,4511000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1998,1997,0,1998-03-31,INR,-143670000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1998,1997,0,1998-03-31,USD,-3893000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,1999,1998,0,1999-03-31,INR,350340000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,1999,1998,0,1999-03-31,USD,8260000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,1999,1998,0,1999-03-31,INR,185570000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,1999,1998,0,1999-03-31,USD,4362000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,1999,1998,0,1999-03-31,INR,34840000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,1999,1998,0,1999-03-31,USD,820000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,1999,1998,0,1999-03-31,INR,101690000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,1999,1998,0,1999-03-31,USD,2412000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,1999,1998,0,1999-03-31,INR,40590000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,1999,1998,0,1999-03-31,USD,961000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,1999,1998,0,1999-03-31,INR,20720000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,1999,1998,0,1999-03-31,USD,508000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1999,1998,0,1999-03-31,INR,-33080000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,1999,1998,0,1999-03-31,USD,-802000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1999,1998,0,1999-03-31,INR,-167890000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,1999,1998,0,1999-03-31,USD,-4038000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1999,1998,0,1999-03-31,INR,386890000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,1999,1998,0,1999-03-31,USD,9208000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1999,1998,0,1999-03-31,INR,1444360000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_EXP,AFY,1999,1998,0,1999-03-31,USD,34298000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1999,1998,0,1999-03-31,INR,1999140000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_IMP,AFY,1999,1998,0,1999-03-31,USD,47544000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1999,1998,0,1999-03-31,INR,-554780000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_MERCH_TRD_BAL,AFY,1999,1998,0,1999-03-31,USD,-13246000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1999,1998,0,1999-03-31,INR,-182450000000
RBI:KCI_BOP_RN(1.0),N_A,MON_MOV,AFY,1999,1998,0,1999-03-31,USD,-4222000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1999,1998,0,1999-03-31,INR,-16520000000
RBI:KCI_BOP_RN(1.0),N_A,NET_IMF,AFY,1999,1998,0,1999-03-31,USD,-393000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1999,1998,0,1999-03-31,INR,182450000000
RBI:KCI_BOP_RN(1.0),N_A,OVR_BAL,AFY,1999,1998,0,1999-03-31,USD,4222000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1999,1998,0,1999-03-31,INR,-165930000000
RBI:KCI_BOP_RN(1.0),N_A,RESERVES,AFY,1999,1998,0,1999-03-31,USD,-3829000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,2000,1999,0,2000-03-31,INR,481010000000
RBI:KCI_BOP_RN(1.0),N_A,CAP_ACC,AFY,2000,1999,0,2000-03-31,USD,11100000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,2000,1999,0,2000-03-31,INR,13600000000
RBI:KCI_BOP_RN(1.0),N_A,CA_COMM_BORRW,AFY,2000,1999,0,2000-03-31,USD,313000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,2000,1999,0,2000-03-31,INR,39150000000
RBI:KCI_BOP_RN(1.0),N_A,CA_EXT_AST,AFY,2000,1999,0,2000-03-31,USD,901000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,2000,1999,0,2000-03-31,INR,225010000000
RBI:KCI_BOP_RN(1.0),N_A,CA_FRG_INV,AFY,2000,1999,0,2000-03-31,USD,5191000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,2000,1999,0,2000-03-31,INR,67090000000
RBI:KCI_BOP_RN(1.0),N_A,CA_NRI_DEP,AFY,2000,1999,0,2000-03-31,USD,1540000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,2000,1999,0,2000-03-31,INR,166750000000
RBI:KCI_BOP_RN(1.0),N_A,CA_OTH_CAP,AFY,2000,1999,0,2000-03-31,USD,3866000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,2000,1999,0,2000-03-31,INR,-30590000000
RBI:KCI_BOP_RN(1.0),N_A,CA_RUP_DBT_SRV,AFY,2000,1999,0,2000-03-31,USD,-711000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,2000,1999,0,2000-03-31,INR,-203310000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_ACC,AFY,2000,1999,0,2000-03-31,USD,-4698000000
RBI:KCI_BOP_RN(1.0),N_A,CURR_INVIS,AFY,2000,1999,0,2000-03-31,INR,570280000000
