DATAFLOW,AUDST,FREQ,IO_BOP_RN,REPYEAREND,REPYEARSTART,TRANC_TYP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII,2021,2020,TRANC_CRD,0,2021-03-31,USD,92499778345.0549
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII,2021,2020,TRANC_DEB,0,2021-03-31,INR,6145051640124.48
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII,2021,2020,TRANC_DEB,0,2021-03-31,USD,84310198716.4913
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII,2021,2020,TRANC_NET,0,2021-03-31,INR,596907497486.316
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII,2021,2020,TRANC_NET,0,2021-03-31,USD,8189579628.5636
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII_DBT,2021,2020,TRANC_CRD,0,2021-03-31,INR,806082417500
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII_DBT,2021,2020,TRANC_CRD,0,2021-03-31,USD,11059462600
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII_DBT,2021,2020,TRANC_DEB,0,2021-03-31,INR,774866341400
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII_DBT,2021,2020,TRANC_DEB,0,2021-03-31,USD,10631177580
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII_DBT,2021,2020,TRANC_NET,0,2021-03-31,INR,31216076110
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII_DBT,2021,2020,TRANC_NET,0,2021-03-31,USD,428285022.599999
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII_EQT,2021,2020,TRANC_CRD,0,2021-03-31,INR,5935876720000
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII_EQT,2021,2020,TRANC_CRD,0,2021-03-31,USD,81440315740
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII_EQT,2021,2020,TRANC_DEB,0,2021-03-31,INR,5370185299000
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII_EQT,2021,2020,TRANC_DEB,0,2021-03-31,USD,73679021140
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII_EQT,2021,2020,TRANC_NET,0,2021-03-31,INR,565691421400
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_FII_EQT,2021,2020,TRANC_NET,0,2021-03-31,USD,7761294606
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_GDR_ADR,2021,2020,TRANC_CRD,0,2021-03-31,INR,0.0
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_GDR_ADR,2021,2020,TRANC_DEB,0,2021-03-31,INR,0.0
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FI_FPI_IND_GDR_ADR,2021,2020,TRANC_NET,0,2021-03-31,INR,0.0
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FRG_INV,2021,2020,TRANC_CRD,0,2021-03-31,INR,7885942101960.26
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FRG_INV,2021,2020,TRANC_CRD,0,2021-03-31,USD,108195241410.461
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FRG_INV,2021,2020,TRANC_DEB,0,2021-03-31,INR,7160081542431.24
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FRG_INV,2021,2020,TRANC_DEB,0,2021-03-31,USD,98236423877.543
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FRG_INV,2021,2020,TRANC_NET,0,2021-03-31,INR,725860559529.027
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_FRG_INV,2021,2020,TRANC_NET,0,2021-03-31,USD,9958817532.91762
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN,2021,2020,TRANC_CRD,0,2021-03-31,INR,1927575457215.31
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN,2021,2020,TRANC_CRD,0,2021-03-31,USD,26446363571.2526
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN,2021,2020,TRANC_DEB,0,2021-03-31,INR,1364789559607.61
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN,2021,2020,TRANC_DEB,0,2021-03-31,USD,18724932793.9545
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN,2021,2020,TRANC_NET,0,2021-03-31,INR,562785897607.697
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN,2021,2020,TRANC_NET,0,2021-03-31,USD,7721430777.29818
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_CB_BY_IND,2021,2020,TRANC_CRD,0,2021-03-31,INR,49745737560
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_CB_BY_IND,2021,2020,TRANC_CRD,0,2021-03-31,USD,682512249.628071
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_CB_BY_IND,2021,2020,TRANC_DEB,0,2021-03-31,INR,54332526280
