DATAFLOW,AUDST,FREQ,INVI_RCPTS_CAT_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_FS,2026,2025,0,2025-06-30,USD,1944612134.81284
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_DP,2026,2025,0,2025-06-30,USD,1252809829.15406
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR,2026,2025,0,2025-06-30,USD,12173670262.7072
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_ST_CHC,2026,2025,0,2025-06-30,USD,133689981.76867
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_ST,2026,2025,0,2025-06-30,USD,429049941.490371
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_PMCS_ATFS,2026,2025,0,2025-06-30,USD,1368388813.91306
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_CS_RE,2026,2025,0,2025-06-30,USD,889939878.638715
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_FS_EC,2026,2025,0,2025-06-30,USD,1716812165.87797
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_RND_SERV,2026,2025,0,2025-06-30,USD,2827747614.37947
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_RCLF_FS,2026,2025,0,2025-06-30,USD,31459995.7097939
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR_OT,2026,2025,0,2025-06-30,USD,19658392.0236531
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_EDS,2026,2025,0,2025-06-30,USD,282699965.310152
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SGNIE_MI_RII,2026,2025,0,2025-06-30,USD,36919994.9652127
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_CE,2026,2025,0,2025-06-30,USD,2129929709.54104
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II,2026,2025,0,2025-06-30,USD,8498400763.89899
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_FS_EC_IBB_UWC,2026,2025,0,2025-06-30,USD,36029995.0865821
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IR,2026,2025,0,2025-06-30,USD,369209949.650763
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS_SS,2026,2025,0,2025-06-30,USD,47323845740.6115
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_MLAS,2026,2025,0,2025-06-30,USD,599999.918177887
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_CS_ABD,2026,2025,0,2025-06-30,USD,207599971.689549
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_EI,2026,2025,0,2025-06-30,USD,1474038799.01093
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS_IS_NAS,2026,2025,0,2025-06-30,USD,16929997.6912527
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR_PT_PGD_CRI_IND_DRCI,2026,2025,0,2025-06-30,USD,706329903.749921
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_MRS_RCPT_VSBW,2026,2025,0,2025-06-30,USD,59979991.8205161
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_PCS_AIR,2026,2025,0,2025-06-30,USD,78539998.6922099
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_PPS,2026,2025,0,2025-06-30,USD,71679991.015932
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_DP_DIV,2026,2025,0,2025-06-30,USD,1095229850.64328
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_PMCS_LS,2026,2025,0,2025-06-30,USD,258389964.798763
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IRSDR,2026,2025,0,2025-06-30,USD,171599264.34644
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_OPCRS,2026,2025,0,2025-06-30,USD,183699976.917982
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SI_PSGS_SGS,2026,2025,0,2025-06-30,USD,13389998.1740032
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_WRTS,2026,2025,0,2025-06-30,USD,111909984.753813
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS,2026,2025,0,2025-06-30,USD,743729907.363731
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_MRS,2026,2025,0,2025-06-30,USD,76399989.5813176
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_OSNI,2026,2025,0,2025-06-30,USD,334061771.51356
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_MS,2026,2025,0,2025-06-30,USD,84969988.4126251
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_RND_MR,2026,2025,0,2025-06-30,USD,371039949.401205
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS_IS,2026,2025,0,2025-06-30,USD,105039985.675675
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_RCLF_RCPT,2026,2025,0,2025-06-30,USD,414859943.425464
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STV_BUSS,2026,2025,0,2025-06-30,USD,476721414.30375
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_PCS_OTH,2026,2025,0,2025-06-30,USD,5869999.23087214
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_RSAS,2026,2025,0,2025-06-30,USD,24929996.7175696
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS_TS,2026,2025,0,2025-06-30,USD,503149931.419432
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IR_FRN,2026,2025,0,2025-06-30,USD,132719981.900949
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_OTS,2026,2025,0,2025-06-30,USD,1301019822.58511
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STV_ER,2026,2025,0,2025-06-30,USD,51089842.6274396
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IR_IRDA_PIM_IFS,2026,2025,0,2025-06-30,USD,87239988.1030648
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_ES,2026,2025,0,2025-06-30,USD,63229992.1723512
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_RCLF,2026,2025,0,2025-06-30,USD,446319939.135258
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SI_AI,2026,2025,0,2025-06-30,USD,10929998.5094738
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_AT_OEFCI,2026,2025,0,2025-06-30,USD,54849992.5200952
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_ARS,2026,2025,0,2025-06-30,USD,466409936.525132
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_AT_SRP_ICOA,2026,2025,0,2025-06-30,USD,214839970.702229
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IR_IRIP_PCI,2026,2025,0,2025-06-30,USD,19439997.3489635
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_AS,2026,2025,0,2025-06-30,USD,5409999.26223728
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SERV_GNIE,2026,2025,0,2025-06-30,USD,134199981.699121
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_FS_EC_FI_BC_CC_LCC,2026,2025,0,2025-06-30,USD,1680782170.79139
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SI_PSGS,2026,2025,0,2025-06-30,USD,18389997.4921522
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR,2026,2025,0,2025-06-30,USD,34047661246.5927
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS_TS_TSIEMSVMS,2026,2025,0,2025-06-30,USD,491059933.068148
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SERV,2026,2025,0,2025-06-30,USD,97427631400.9747
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SI_RIS,2026,2025,0,2025-06-30,USD,313309958.092077
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS,2026,2025,0,2025-06-30,USD,4459226392.73169
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_CE_WR,2026,2025,0,2025-06-30,USD,2129929709.54104
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_ARS_AVMP_VTP_DPS,2026,2025,0,2025-06-30,USD,365119950.328523
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_AT_CHC,2026,2025,0,2025-06-30,USD,4959999.32360387
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_OLS_SC,2026,2025,0,2025-06-30,USD,59389991.9009745
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SGNIE_MIF_DMI,2026,2025,0,2025-06-30,USD,97279986.7339081
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_ST_OE_FCI,2026,2025,0,2025-06-30,USD,148809979.706752
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR_PT_PGD_CRI_IND,2026,2025,0,2025-06-30,USD,837499885.862243
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_PMCS_AABKS,2026,2025,0,2025-06-30,USD,941149871.772476
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_PMCS_TCS,2026,2025,0,2025-06-30,USD,281929961.576336
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_PMCS_ES,2026,2025,0,2025-06-30,USD,3517199520.38741
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SERV_TRV,2026,2025,0,2025-06-30,USD,5854600642.34705
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STV_HR,2026,2025,0,2025-06-30,USD,43968654.1089886
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_ES,2026,2025,0,2025-06-30,USD,33679995.4070521
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_CAS,2026,2025,0,2025-06-30,USD,753661897.222971
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STV_OTH,2026,2025,0,2025-06-30,USD,5282820731.30687
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_ST_SR_ICOA,2026,2025,0,2025-06-30,USD,146549980.014949
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SI_PSGS_PPF,2026,2025,0,2025-06-30,USD,4999999.31814906
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_OPI_PT_NRI,2026,2025,0,2025-06-30,USD,1157479842.15969
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR_PT_GS_PB,2026,2025,0,2025-06-30,USD,28091082.5610242
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_PCS_SEA,2026,2025,0,2025-06-30,USD,969999.867720918
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR_PT_IR_IWA_FM,2026,2025,0,2025-06-30,USD,24624232925.3315
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IRO,2026,2025,0,2025-06-30,USD,631759913.84677
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_CS,2026,2025,0,2025-06-30,USD,1097539850.32826
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_OPI_OIR,2026,2025,0,2025-06-30,USD,387859947.107459
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_IR,2026,2025,0,2025-06-30,USD,539125926.479286
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS_TS_SSISSR,2026,2025,0,2025-06-30,USD,12089998.3512844
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_MRS_RCPT_ASRMA,2026,2025,0,2025-06-30,USD,16419997.7608015
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_PMCS_BMC_PRS,2026,2025,0,2025-06-30,USD,15274741279.9465
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR_PT_LWR_NRD,2026,2025,0,2025-06-30,USD,8538178960.8143
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IDE,2026,2025,0,2025-06-30,USD,4056500000
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR_PT_PGD_CRI_IND_PGD,2026,2025,0,2025-06-30,USD,131169982.112322
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_AT_FE,2026,2025,0,2025-06-30,USD,4222280785.06674
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_RND,2026,2025,0,2025-06-30,USD,3198787563.78068
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IR_IR_PIMAI,2026,2025,0,2025-06-30,USD,26039996.4489203
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_PMCS,2026,2025,0,2025-06-30,USD,21852769383.7418
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS,2026,2025,0,2025-06-30,USD,47932035657.7066
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_HS,2026,2025,0,2025-06-30,USD,188569976.327499
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_OLS_AC,2026,2025,0,2025-06-30,USD,24339996.6807496
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_DP_PFT,2026,2025,0,2025-06-30,USD,157579978.510786
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_OPI,2026,2025,0,2025-06-30,USD,1545339789.26715
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_ARS_RTP_DTS,2026,2025,0,2025-06-30,USD,101289986.19661
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR_PT,2026,2025,0,2025-06-30,USD,34028002854.5691
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SI_DI,2026,2025,0,2025-06-30,USD,583627987.476031
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SERV_TRNSP,2026,2025,0,2025-06-30,USD,7707970342.60003
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_AT,2026,2025,0,2025-06-30,USD,274649962.545928
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS,2026,2025,0,2025-06-30,USD,29510783340.2542
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_PMCS_AS,2026,2025,0,2025-06-30,USD,210969971.34726
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SERV_INS,2026,2025,0,2025-06-30,USD,926257941.569735
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_PCS,2026,2025,0,2025-06-30,USD,85379997.790803
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS_IS_OIS_SN,2026,2025,0,2025-06-30,USD,88109987.9844227
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS,2026,2025,0,2025-06-30,USD,1210139843.88886
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_OTH,2026,2025,0,2025-06-30,USD,2696609655.70619
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_MRS_PI,2026,2025,0,2025-06-30,USD,252709965.53789
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_FS_FISIM,2026,2025,0,2025-06-30,USD,227799968.934871
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_RE,2026,2025,0,2025-06-30,USD,1883801825
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IVS_REC,2026,2025,0,2025-06-30,USD,143648962910.275
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_ST_OE_FCI,2025,2024,0,2025-03-31,USD,172419959.551729
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_ES,2025,2024,0,2025-03-31,USD,55819988.178933
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_RE,2025,2024,0,2025-03-31,USD,1711545900
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS_TS_SSISSR,2025,2024,0,2025-03-31,USD,44049989.6662433
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_ARS,2025,2024,0,2025-03-31,USD,492089884.817907
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SI_DI,2025,2024,0,2025-03-31,USD,603111422.396155
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_ST_SR_ICOA,2025,2024,0,2025-03-31,USD,172639959.500119
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_PCS_OTH,2025,2024,0,2025-03-31,USD,10019997.6963112
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_HS,2025,2024,0,2025-03-31,USD,182939961.046077
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS_TS,2025,2024,0,2025-03-31,USD,730839828.633236
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_FS_EC_FI_BC_CC_LCC,2025,2024,0,2025-03-31,USD,1731390793.8303
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_FS_FISIM,2025,2024,0,2025-03-31,USD,190689955.265742
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_RND,2025,2024,0,2025-03-31,USD,2804365342.1195
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IRO,2025,2024,0,2025-03-31,USD,438879897.042471
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STV_BUSS,2025,2024,0,2025-03-31,USD,601968506.932626
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_AT_OEFCI,2025,2024,0,2025-03-31,USD,79229981.4133134
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IRSDR,2025,2024,0,2025-03-31,USD,180397283.630054
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SERV_TRV,2025,2024,0,2025-03-31,USD,9096757506.98581
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_PMCS_AABKS,2025,2024,0,2025-03-31,USD,829539805.701914
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR,2025,2024,0,2025-03-31,USD,34716789604.6646
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IR_FRN,2025,2024,0,2025-03-31,USD,123329971.067827
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_DP,2025,2024,0,2025-03-31,USD,1017599761.27966
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SERV_TRNSP,2025,2024,0,2025-03-31,USD,8150812029.37281
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_PCS,2025,2024,0,2025-03-31,USD,118329994.055451
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS_IS_OIS_SN,2025,2024,0,2025-03-31,USD,74559982.5088558
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_OPI_OIR,2025,2024,0,2025-03-31,USD,463429891.283249
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IR_IRDA_PIM_IFS,2025,2024,0,2025-03-31,USD,93919977.9671639
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_MRS,2025,2024,0,2025-03-31,USD,98319976.9349612
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR_PT_PGD_CRI_IND_DRCI,2025,2024,0,2025-03-31,USD,573559865.609553
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR_PT_IR_IWA_FM,2025,2024,0,2025-03-31,USD,23210773922.181
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS,2025,2024,0,2025-03-31,USD,29432314365.117
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SI_PSGS_SGS,2025,2024,0,2025-03-31,USD,4829998.86692293
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_FS_EC,2025,2024,0,2025-03-31,USD,1797890778.22996
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_EDS,2025,2024,0,2025-03-31,USD,249279948.096625
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_PPS,2025,2024,0,2025-03-31,USD,61329987.2851393
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_OLS_SC,2025,2024,0,2025-03-31,USD,65259984.690557
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STV_ER,2025,2024,0,2025-03-31,USD,53364869.7875294
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_ST,2025,2024,0,2025-03-31,USD,467239890.394147
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_PMCS_ES,2025,2024,0,2025-03-31,USD,3219119244.89562
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SERV_INS,2025,2024,0,2025-03-31,USD,885671358.763203
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR_PT,2025,2024,0,2025-03-31,USD,34685716684.9593
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STV_OTH,2025,2024,0,2025-03-31,USD,8395284369.77738
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SI_PSGS_PPF,2025,2024,0,2025-03-31,USD,6999998.35785932
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_IR,2025,2024,0,2025-03-31,USD,1010995762.82891
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_RCLF_RCPT,2025,2024,0,2025-03-31,USD,349439918.024337
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_MS,2025,2024,0,2025-03-31,USD,72609982.9663093
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_CS,2025,2024,0,2025-03-31,USD,1553189635.63479
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_PMCS_AS,2025,2024,0,2025-03-31,USD,198519953.64706
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SGNIE_MI_RII,2025,2024,0,2025-03-31,USD,62729985.2840736
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_CAS,2025,2024,0,2025-03-31,USD,1086404445.13866
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_AS,2025,2024,0,2025-03-31,USD,7519998.23587172
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_CE,2025,2024,0,2025-03-31,USD,2026839524.52051
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS,2025,2024,0,2025-03-31,USD,47738192435.2018
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SGNIE_MIF_DMI,2025,2024,0,2025-03-31,USD,102469975.963752
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SIR_PT_GS_PB,2025,2024,0,2025-03-31,USD,25261484.2523866
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_MRS_PI,2025,2024,0,2025-03-31,USD,280299934.243995
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_AT_SRP_ICOA,2025,2024,0,2025-03-31,USD,224589947.313089
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IDE,2025,2024,0,2025-03-31,USD,3921020000
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_ES,2025,2024,0,2025-03-31,USD,22459994.7310743
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS_SS,2025,2024,0,2025-03-31,USD,46917082627.7451
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_PCS_SEA,2025,2024,0,2025-03-31,USD,1089999.74429524
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_MRS_RCPT_ASRMA,2025,2024,0,2025-03-31,USD,25069994.1187904
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_AT_FE,2025,2024,0,2025-03-31,USD,4341632850.4455
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_ARS_AVMP_VTP_DPS,2025,2024,0,2025-03-31,USD,345049919.272364
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_CE_WR,2025,2024,0,2025-03-31,USD,2026839524.52051
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS,2025,2024,0,2025-03-31,USD,778109833.318029
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS,2025,2024,0,2025-03-31,USD,1270199718.13594
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_OTS,2025,2024,0,2025-03-31,USD,1677649606.45512
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS_OLS_AC,2025,2024,0,2025-03-31,USD,20779995.1251881
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_ST_CHC,2025,2024,0,2025-03-31,USD,122179971.342299
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SI_AI,2025,2024,0,2025-03-31,USD,13129996.9198133
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_ARS_RTP_DTS,2025,2024,0,2025-03-31,USD,147039965.545543
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_MRS_RCPT_VSBW,2025,2024,0,2025-03-31,USD,73249982.8161707
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_RSAS,2025,2024,0,2025-03-31,USD,105819975.285783
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STR_AT,2025,2024,0,2025-03-31,USD,305159928.41205
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II,2025,2024,0,2025-03-31,USD,7799572717.58818
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_TTRBS,2025,2024,0,2025-03-31,USD,5228359475.27184
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_CS_RE,2025,2024,0,2025-03-31,USD,1350569683.16772
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IR_IRIP_PCI,2025,2024,0,2025-03-31,USD,13609996.8072093
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_PIR_II_IR_IR_PIMAI,2025,2024,0,2025-03-31,USD,15799996.2934539
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_STV_HR,2025,2024,0,2025-03-31,USD,46139760.4882721
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_BS_PMCS_ATFS,2025,2024,0,2025-03-31,USD,1322023690.60756
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_TCIS_IS,2025,2024,0,2025-03-31,USD,90269978.8234229
RBI:INVI_RCPTS_RN(1.0),N_A,QFY,IC_SERV,2025,2024,0,2025-03-31,USD,102018508813.491
