DATAFLOW,AUDST,FREQ,INVI_PYMTS_CAT_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_COSDR,2026,2025,0,2025-06-30,USD,170064260.96256
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SERV,2026,2025,0,2025-06-30,USD,49507439038.5315
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SI_PSGS,2026,2025,0,2025-06-30,USD,6489999.11495748
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_TCIS,2026,2025,0,2025-06-30,USD,6470149139.18773
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_OPI,2026,2025,0,2025-06-30,USD,647269911.89804
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_TCIS_TS,2026,2025,0,2025-06-30,USD,380029949.300291
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_POI_NRID,2026,2025,0,2025-06-30,USD,2262062520.41861
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_TCIS_IS,2026,2025,0,2025-06-30,USD,237469967.616171
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_RE,2026,2025,0,2025-06-30,USD,5876482720.54637
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SERV_TRNSP,2026,2025,0,2025-06-30,USD,8394758879.78982
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_CE,2026,2025,0,2025-06-30,USD,1026857642.87982
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_RND,2026,2025,0,2025-06-30,USD,258049964.8124
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_CS,2026,2025,0,2025-06-30,USD,890539878.556893
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_DP_NRSH,2026,2025,0,2025-06-30,USD,8532062836.48083
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_OPI_POT_GNR,2026,2025,0,2025-06-30,USD,647269911.89804
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP,2026,2025,0,2025-06-30,USD,25018822727.0844
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST_PFP,2026,2025,0,2025-06-30,USD,59999.9918177887
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS,2026,2025,0,2025-06-30,USD,4099249454.89836
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_TCIS_IS_NAS,2026,2025,0,2025-06-30,USD,979999.866357216
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SI_DI,2026,2025,0,2025-06-30,USD,16219997.7880756
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_WRTS,2026,2025,0,2025-06-30,USD,94709987.1225631
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_POI_LFNR,2026,2025,0,2025-06-30,USD,5057933031.10178
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_PCS_AIR,2026,2025,0,2025-06-30,USD,174479979.942673
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SGNIE_MOI_DMA,2026,2025,0,2025-06-30,USD,229649968.685314
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IVS_PMT,2026,2025,0,2025-06-30,USD,77535983217.9698
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST,2026,2025,0,2025-06-30,USD,4029199450.58224
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SI_RIS,2026,2025,0,2025-06-30,USD,574739923.019029
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SI_AI,2026,2025,0,2025-06-30,USD,15619997.8698977
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_TCIS_TS_TSIEMSVMS,2026,2025,0,2025-06-30,USD,352079953.111838
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_AT_CHC,2026,2025,0,2025-06-30,USD,156849978.610336
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_FS_EC,2026,2025,0,2025-06-30,USD,317209956.754286
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS,2026,2025,0,2025-06-30,USD,948259907.382823
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_TCIS_IS_OIS_SN,2026,2025,0,2025-06-30,USD,236489967.749814
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SIP_PT_IR_IWA_FM,2026,2025,0,2025-06-30,USD,2061259719.38561
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_ED,2026,2025,0,2025-06-30,USD,686729927.59834
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_OTH,2026,2025,0,2025-06-30,USD,955869890.236999
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SIP_PT_RTPGD,2026,2025,0,2025-06-30,USD,717209902.193937
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS_BMC_PRS,2026,2025,0,2025-06-30,USD,2256299698.55506
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST_OE_ICA,2026,2025,0,2025-06-30,USD,86129988.2544357
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_OLS_SC,2026,2025,0,2025-06-30,USD,170569976.739337
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_AT,2026,2025,0,2025-06-30,USD,3210829562.13851
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SERV_TRV,2026,2025,0,2025-06-30,USD,9084609007.32817
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_MLAS,2026,2025,0,2025-06-30,USD,389999.946815627
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_ES,2026,2025,0,2025-06-30,USD,77789996.1611792
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_ARS_AVMP_VTP_DPS,2026,2025,0,2025-06-30,USD,205939972.064567
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SIP_PT_PG_CRI,2026,2025,0,2025-06-30,USD,750319900.020197
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_CS_ABD,2026,2025,0,2025-06-30,USD,806629889.999715
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STV_PIL,2026,2025,0,2025-06-30,USD,111279984.824725
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_RND_MR,2026,2025,0,2025-06-30,USD,50639993.0969411
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SERV_GNIE,2026,2025,0,2025-06-30,USD,322679955.998795
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS_ATFS,2026,2025,0,2025-06-30,USD,1133319852.35063
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STV_ER,2026,2025,0,2025-06-30,USD,1158199842.05605
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS_LS,2026,2025,0,2025-06-30,USD,203049972.66596
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_FS_EC_IBB_UWC,2026,2025,0,2025-06-30,USD,16729997.7308001
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST_BPA,2026,2025,0,2025-06-30,USD,129999.982271876
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_MRS_PI,2026,2025,0,2025-06-30,USD,39909994.5574658
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SIP_PT,2026,2025,0,2025-06-30,USD,2811579619.40581
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS_TCS,2026,2025,0,2025-06-30,USD,12979998.2476431
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SI_PSGS_SGS,2026,2025,0,2025-06-30,USD,5539999.24450916
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_OTS,2026,2025,0,2025-06-30,USD,6096185866.158
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_CUIP_FS,2026,2025,0,2025-06-30,USD,65769991.0309327
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_POI_DFRN,2026,2025,0,2025-06-30,USD,1056959855.86217
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_RSAS,2026,2025,0,2025-06-30,USD,53369993.1487617
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_IPO,2026,2025,0,2025-06-30,USD,389129946.934269
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_FS,2026,2025,0,2025-06-30,USD,702729904.180851
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST_BOPA,2026,2025,0,2025-06-30,USD,69999.9904540868
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OSNI,2026,2025,0,2025-06-30,USD,345138699.453651
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SIP_OT,2026,2025,0,2025-06-30,USD,198141832.948026
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_OR,2026,2025,0,2025-06-30,USD,3369729540.47065
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_OLS_AC,2026,2025,0,2025-06-30,USD,710979903.043524
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_PCS_OTH,2026,2025,0,2025-06-30,USD,24139996.9221249
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_TCIS_TS_SSISSR,2026,2025,0,2025-06-30,USD,27949996.1884532
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_AT_SR_FCOI,2026,2025,0,2025-06-30,USD,2251509692.96116
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_AS,2026,2025,0,2025-06-30,USD,759999.907268272
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST_FOE,2026,2025,0,2025-06-30,USD,1097639850.31463
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_DP_PFT,2026,2025,0,2025-06-30,USD,1397679809.39812
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_PPS,2026,2025,0,2025-06-30,USD,20659998.3131008
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_ES,2026,2025,0,2025-06-30,USD,3189999.5649791
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SGNIE_RFEMI,2026,2025,0,2025-06-30,USD,93029987.3134814
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_ARS_RTP_DTS,2026,2025,0,2025-06-30,USD,2309999.8527202
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STV_OTH,2026,2025,0,2025-06-30,USD,4316339223.61179
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_MS,2026,2025,0,2025-06-30,USD,567819922.56628
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_TCIS_SS,2026,2025,0,2025-06-30,USD,5852649222.27127
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STV_BUSS,2026,2025,0,2025-06-30,USD,2497205182.34116
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_EI,2026,2025,0,2025-06-30,USD,310949957.6216
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SI_PSGS_PPF,2026,2025,0,2025-06-30,USD,949999.870448321
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STV_BTQ,2026,2025,0,2025-06-30,USD,994204775.50087
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_CE_WR,2026,2025,0,2025-06-30,USD,1026857642.87982
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_MRS,2026,2025,0,2025-06-30,USD,267209963.560522
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STV_HR,2026,2025,0,2025-06-30,USD,7379998.99358801
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS_AABKS,2026,2025,0,2025-06-30,USD,38959994.8588439
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_AT_FI,2026,2025,0,2025-06-30,USD,323669955.861061
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SIP_PT_RTDRCIB,2026,2025,0,2025-06-30,USD,21769999.3726971
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_RND_SERV,2026,2025,0,2025-06-30,USD,207409971.715459
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_AT_FE,2026,2025,0,2025-06-30,USD,67909990.7391005
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_CUIP,2026,2025,0,2025-06-30,USD,5352019270.14403
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_OPI_IEECB_CP,2026,2025,0,2025-06-30,USD,0.0
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS,2026,2025,0,2025-06-30,USD,11510815128.9708
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_OPCRS,2026,2025,0,2025-06-30,USD,100259993.765155
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_AT_RPBA,2026,2025,0,2025-06-30,USD,8829998.79585124
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_ARS,2026,2025,0,2025-06-30,USD,208249971.917287
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS_AS,2026,2025,0,2025-06-30,USD,62489991.5655039
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_PCS_SEA,2026,2025,0,2025-06-30,USD,239999.967271155
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_AT_OEICA,2026,2025,0,2025-06-30,USD,402059945.171002
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_FS_EC_FI_BC_CC_LCC,2026,2025,0,2025-06-30,USD,300479959.023486
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II,2026,2025,0,2025-06-30,USD,23344695172.3066
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_CS_RE,2026,2025,0,2025-06-30,USD,83909988.5571775
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS,2026,2025,0,2025-06-30,USD,1156509879.30011
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_PCS,2026,2025,0,2025-06-30,USD,198859976.832069
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SERV_INS,2026,2025,0,2025-06-30,USD,613069917.79196
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_MRS_RCPT_ASRMA,2026,2025,0,2025-06-30,USD,231069968.488941
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_MRS_RCPT_VSBW,2026,2025,0,2025-06-30,USD,36139995.0715814
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS,2026,2025,0,2025-06-30,USD,15868114548.6815
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_CUIP_RCPT,2026,2025,0,2025-06-30,USD,5286249279.11309
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_SRFCOI,2026,2025,0,2025-06-30,USD,1293739823.57243
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SIP,2026,2025,0,2025-06-30,USD,3009721452.35383
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST_FOI,2026,2025,0,2025-06-30,USD,1277189825.82936
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST_CHC,2026,2025,0,2025-06-30,USD,274369962.629114
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SIP_PT_RTGDOGCIEBG,2026,2025,0,2025-06-30,USD,11339998.4535621
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS_ES,2026,2025,0,2025-06-30,USD,392149946.65471
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_FS_FISIM,2026,2025,0,2025-06-30,USD,385519947.426565
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_CAS,2026,2025,0,2025-06-30,USD,165259977.463463
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_DP_DIV,2026,2025,0,2025-06-30,USD,7134383027.08271
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_HS,2026,2025,0,2025-06-30,USD,29719996.7625717
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_OTH,2025,2024,0,2025-03-31,USD,759619852.413779
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STV_ER,2025,2024,0,2025-03-31,USD,1632459617.03872
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_AT_SR_FCOI,2025,2024,0,2025-03-31,USD,1994769532.04386
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_OTS,2025,2024,0,2025-03-31,USD,5833837058.52319
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS_ATFS,2025,2024,0,2025-03-31,USD,1908259564.36354
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST_CHC,2025,2024,0,2025-03-31,USD,277129935.053336
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_FS_FISIM,2025,2024,0,2025-03-31,USD,441169896.505256
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STV_OTH,2025,2024,0,2025-03-31,USD,3156518961.21699
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS,2025,2024,0,2025-03-31,USD,1190239784.34939
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_RE,2025,2024,0,2025-03-31,USD,6165035801.56601
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS,2025,2024,0,2025-03-31,USD,4889573877.80235
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_SRFCOI,2025,2024,0,2025-03-31,USD,1426929665.25431
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_TCIS_TS_SSISSR,2025,2024,0,2025-03-31,USD,35839991.5922397
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SI_RIS,2025,2024,0,2025-03-31,USD,704609836.919009
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_OPI_IEECB_CP,2025,2024,0,2025-03-31,USD,0.0
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_MLAS,2025,2024,0,2025-03-31,USD,749999.824056356
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_CUIP_RCPT,2025,2024,0,2025-03-31,USD,4298618991.58017
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_CUIP,2025,2024,0,2025-03-31,USD,4357668977.72754
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II,2025,2024,0,2025-03-31,USD,22292256662.0671
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SIP_PT_PG_CRI,2025,2024,0,2025-03-31,USD,741359829.454306
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_TCIS_TS_TSIEMSVMS,2025,2024,0,2025-03-31,USD,497099885.554524
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST_BOPA,2025,2024,0,2025-03-31,USD,339999.920238881
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST_FOE,2025,2024,0,2025-03-31,USD,1256869705.14895
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST_BPA,2025,2024,0,2025-03-31,USD,439999.896779729
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_ARS_RTP_DTS,2025,2024,0,2025-03-31,USD,8909998.200683
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS_AS,2025,2024,0,2025-03-31,USD,81189981.0731557
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_CUIP_FS,2025,2024,0,2025-03-31,USD,59049986.1473704
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_OPCRS_ED,2025,2024,0,2025-03-31,USD,967539814.806412
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_TCIS_IS_NAS,2025,2024,0,2025-03-31,USD,989999.767754389
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST_OE_ICA,2025,2024,0,2025-03-31,USD,137079967.842194
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_CE,2025,2024,0,2025-03-31,USD,1032316162.33878
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STV_BTQ,2025,2024,0,2025-03-31,USD,576897864.265323
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_FS_EC,2025,2024,0,2025-03-31,USD,354199916.9546
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_AS,2025,2024,0,2025-03-31,USD,809999.840477762
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_DP_PFT,2025,2024,0,2025-03-31,USD,666179843.719817
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_DP_NRSH,2025,2024,0,2025-03-31,USD,6692998429.87892
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_RND_MR,2025,2024,0,2025-03-31,USD,67889984.0782731
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_OLS_SC,2025,2024,0,2025-03-31,USD,131599969.127755
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_RND,2025,2024,0,2025-03-31,USD,265499937.720642
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_FS,2025,2024,0,2025-03-31,USD,795369813.459856
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SERV_GNIE,2025,2024,0,2025-03-31,USD,330089922.566029
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SIP_PT,2025,2024,0,2025-03-31,USD,2837549338.72402
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_CE_WR,2025,2024,0,2025-03-31,USD,1032316162.33878
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_WRTS,2025,2024,0,2025-03-31,USD,138569967.541916
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_POI_LFNR,2025,2024,0,2025-03-31,USD,5719025249.53491
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_AT_CHC,2025,2024,0,2025-03-31,USD,229629946.130748
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_OLS_AC,2025,2024,0,2025-03-31,USD,715149832.23187
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_DP_DIV,2025,2024,0,2025-03-31,USD,6026818586.1591
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STV_HR,2025,2024,0,2025-03-31,USD,7939998.13734328
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS_AABKS,2025,2024,0,2025-03-31,USD,39089991.1629372
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_AT_FI,2025,2024,0,2025-03-31,USD,461959891.628099
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_AT_FE,2025,2024,0,2025-03-31,USD,56439986.7596543
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_FS_EC_FI_BC_CC_LCC,2025,2024,0,2025-03-31,USD,346869918.627237
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SIP_OT,2025,2024,0,2025-03-31,USD,346811368.262693
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS_ES,2025,2024,0,2025-03-31,USD,479259887.891056
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SI_DI,2025,2024,0,2025-03-31,USD,6919998.37662673
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_OPI_POT_GNR,2025,2024,0,2025-03-31,USD,453769894.051429
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_MRS_RCPT_ASRMA,2025,2024,0,2025-03-31,USD,259009939.238449
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_ST_FOI,2025,2024,0,2025-03-31,USD,1307789693.20355
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_PPS,2025,2024,0,2025-03-31,USD,20139997.1778639
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_PMCS_BMC_PRS,2025,2024,0,2025-03-31,USD,2200544495.29651
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_ARS_AVMP_VTP_DPS,2025,2024,0,2025-03-31,USD,270539936.697823
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_MRS_PI,2025,2024,0,2025-03-31,USD,45789989.258054
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OBS_TTROBS_CAS,2025,2024,0,2025-03-31,USD,150399964.717435
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SI_PSGS_SGS,2025,2024,0,2025-03-31,USD,7049998.34612974
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_PCS,2025,2024,0,2025-03-31,USD,182559963.504596
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_POI_NRID,2025,2024,0,2025-03-31,USD,2272108633.08045
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SERV_INS,2025,2024,0,2025-03-31,USD,762059823.441726
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_STR_PCS_AIR,2025,2024,0,2025-03-31,USD,153879969.810416
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_TCIS_IS,2025,2024,0,2025-03-31,USD,341979919.77439
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_POI_DFRN,2025,2024,0,2025-03-31,USD,889629791.300341
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_II_COSDR,2025,2024,0,2025-03-31,USD,178808844.596175
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PIP_OPI,2025,2024,0,2025-03-31,USD,453769894.051429
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_PCRS_ARS,2025,2024,0,2025-03-31,USD,279449934.898506
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_OSNI,2025,2024,0,2025-03-31,USD,989987656.941121
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SI_AI,2025,2024,0,2025-03-31,USD,37379991.2309688
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_CS,2025,2024,0,2025-03-31,USD,819819807.677175
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SIP,2025,2024,0,2025-03-31,USD,3184360706.98672
RBI:INVI_PYMTS_RN(1.0),N_A,QFY,IC_SIP_PT_IR_IWA_FM,2025,2024,0,2025-03-31,USD,2096189509.26972
