DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_GEXP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CCS_EXP_RN(1.0),N_A,AFY,2008,2007,GE31,0,2008-03-31,INR,7102710000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2008,2007,GE32,0,2008-03-31,INR,5887790000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2008,2007,GE33,0,2008-03-31,INR,162330000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2009,2008,GE1,0,2009-03-31,INR,8995440000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2009,2008,GE11,0,2009-03-31,INR,4713990000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2009,2008,GE12,0,2009-03-31,INR,4281450000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2009,2008,GE2,0,2009-03-31,INR,8823320000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2009,2008,GE21,0,2009-03-31,INR,5670860000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2009,2008,GE22,0,2009-03-31,INR,2549810000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2009,2008,GE23,0,2009-03-31,INR,602650000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2009,2008,GE3,0,2009-03-31,INR,15996770000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2009,2008,GE31,0,2009-03-31,INR,9437080000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2009,2008,GE32,0,2009-03-31,INR,6374530000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2009,2008,GE33,0,2009-03-31,INR,185160000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2010,2009,GE1,0,2010-03-31,INR,10423430000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2010,2009,GE11,0,2010-03-31,INR,5282420000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2010,2009,GE12,0,2010-03-31,INR,5141010000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2010,2009,GE2,0,2010-03-31,INR,10153300000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2010,2009,GE21,0,2010-03-31,INR,6377310000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2010,2009,GE22,0,2010-03-31,INR,3075470000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2010,2009,GE23,0,2010-03-31,INR,700520000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2010,2009,GE3,0,2010-03-31,INR,18521190000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2010,2009,GE31,0,2010-03-31,INR,10628080000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2010,2009,GE32,0,2010-03-31,INR,7687340000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2010,2009,GE33,0,2010-03-31,INR,205770000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2011,2010,GE1,0,2011-03-31,INR,12175400000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2011,2010,GE11,0,2011-03-31,INR,6660690000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2011,2010,GE12,0,2011-03-31,INR,5514710000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2011,2010,GE2,0,2011-03-31,INR,11587300000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2011,2010,GE21,0,2011-03-31,INR,7203550000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2011,2010,GE22,0,2011-03-31,INR,3572870000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2011,2010,GE23,0,2011-03-31,INR,810880000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2011,2010,GE3,0,2011-03-31,INR,21451450000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2011,2010,GE31,0,2011-03-31,INR,12676970000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2011,2010,GE32,0,2011-03-31,INR,8520460000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2011,2010,GE33,0,2011-03-31,INR,254020000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2012,2011,GE1,0,2012-03-31,INR,13323960000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2012,2011,GE11,0,2012-03-31,INR,7053210000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2012,2011,GE12,0,2012-03-31,INR,6270750000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2012,2011,GE2,0,2012-03-31,INR,13516120000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2012,2011,GE21,0,2012-03-31,INR,8524055800000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2012,2011,GE22,0,2012-03-31,INR,4010594000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2012,2011,GE23,0,2012-03-31,INR,981472899999.999
RBI:CCS_EXP_RN(1.0),N_A,AFY,2012,2011,GE3,0,2012-03-31,INR,24217680000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2012,2011,GE31,0,2012-03-31,INR,14209380000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2012,2011,GE32,0,2012-03-31,INR,9695880000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2012,2011,GE33,0,2012-03-31,INR,312420000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2013,2012,GE1,0,2013-03-31,INR,14352730000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2013,2012,GE11,0,2013-03-31,INR,7424170000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2013,2012,GE12,0,2013-03-31,INR,6928560000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2013,2012,GE2,0,2013-03-31,INR,15342540000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2013,2012,GE21,0,2013-03-31,INR,9722564600000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2013,2012,GE22,0,2013-03-31,INR,4468789000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2013,2012,GE23,0,2013-03-31,INR,1151190000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2013,2012,GE3,0,2013-03-31,INR,26949330000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2013,2012,GE31,0,2013-03-31,INR,15741620000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2013,2012,GE32,0,2013-03-31,INR,10850470000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2013,2012,GE33,0,2013-03-31,INR,357240000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2014,2013,GE1,0,2014-03-31,INR,15875740000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2014,2013,GE11,0,2014-03-31,INR,7845040000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2014,2013,GE12,0,2014-03-31,INR,8030700000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2014,2013,GE2,0,2014-03-31,INR,17061440000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2014,2013,GE21,0,2014-03-31,INR,10764520000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2014,2013,GE22,0,2014-03-31,INR,5045480000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2014,2013,GE23,0,2014-03-31,INR,1251440000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2014,2013,GE3,0,2014-03-31,INR,30002990000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2014,2013,GE31,0,2014-03-31,INR,17142210000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2014,2013,GE32,0,2014-03-31,INR,12427830000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2014,2013,GE33,0,2014-03-31,INR,432950000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2015,2014,GE1,0,2015-03-31,INR,16949720000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2015,2014,GE11,0,2015-03-31,INR,8138130000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2015,2014,GE12,0,2015-03-31,INR,8811590000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2015,2014,GE2,0,2015-03-31,INR,20257820000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2015,2014,GE21,0,2015-03-31,INR,13259890000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2015,2014,GE22,0,2015-03-31,INR,5664670000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2015,2014,GE23,0,2015-03-31,INR,1333260000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2015,2014,GE3,0,2015-03-31,INR,32852100000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2015,2014,GE31,0,2015-03-31,INR,18720620000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2015,2014,GE32,0,2015-03-31,INR,13667690000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2015,2014,GE33,0,2015-03-31,INR,463790000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2016,2015,GE1,0,2016-03-31,INR,18251910000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2016,2015,GE11,0,2016-03-31,INR,8350190000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2016,2015,GE12,0,2016-03-31,INR,9901716400000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2016,2015,GE2,0,2016-03-31,INR,23602290000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2016,2015,GE21,0,2016-03-31,INR,15840061000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2016,2015,GE22,0,2016-03-31,INR,6293493100000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2016,2015,GE23,0,2016-03-31,INR,1468732500000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2016,2015,GE3,0,2016-03-31,INR,37606110000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2016,2015,GE31,0,2016-03-31,INR,22012872400000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2016,2015,GE32,0,2016-03-31,INR,15108099500000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2016,2015,GE33,0,2016-03-31,INR,485138900000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2017,2016,GE1,0,2017-03-31,INR,19751940000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2017,2016,GE11,0,2017-03-31,INR,8993690000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2017,2016,GE12,0,2017-03-31,INR,10758250000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2017,2016,GE2,0,2017-03-31,INR,27082190000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2017,2016,GE21,0,2017-03-31,INR,18311640000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2017,2016,GE22,0,2017-03-31,INR,7103650000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2017,2016,GE23,0,2017-03-31,INR,1666860000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2017,2016,GE3,0,2017-03-31,INR,42659690000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2017,2016,GE31,0,2017-03-31,INR,25379050000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2017,2016,GE32,0,2017-03-31,INR,16726460000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2017,2016,GE33,0,2017-03-31,INR,554170000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2018,2017,GE1,0,2018-03-31,INR,21419730000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2018,2017,GE11,0,2018-03-31,INR,9982010000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2018,2017,GE12,0,2018-03-31,INR,11437720000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2018,2017,GE2,0,2018-03-31,INR,29245990000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2018,2017,GE21,0,2018-03-31,INR,18773922530180
RBI:CCS_EXP_RN(1.0),N_A,AFY,2018,2017,GE22,0,2018-03-31,INR,8257740290530
RBI:CCS_EXP_RN(1.0),N_A,AFY,2018,2017,GE23,0,2018-03-31,INR,2214329443760
RBI:CCS_EXP_RN(1.0),N_A,AFY,2018,2017,GE3,0,2018-03-31,INR,45159460000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2018,2017,GE31,0,2018-03-31,INR,26351100000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2018,2017,GE32,0,2018-03-31,INR,18124550000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2018,2017,GE33,0,2018-03-31,INR,683810000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2019,2018,GE1,0,2019-03-31,INR,23151130000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2019,2018,GE11,0,2019-03-31,INR,10259787700000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2019,2018,GE12,0,2019-03-31,INR,12891338400000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2019,2018,GE2,0,2019-03-31,INR,33377130000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2019,2018,GE21,0,2019-03-31,INR,21008016224980
RBI:CCS_EXP_RN(1.0),N_A,AFY,2019,2018,GE22,0,2019-03-31,INR,9444836651880
RBI:CCS_EXP_RN(1.0),N_A,AFY,2019,2018,GE23,0,2019-03-31,INR,2924280556210
RBI:CCS_EXP_RN(1.0),N_A,AFY,2019,2018,GE3,0,2019-03-31,INR,50407470000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2019,2018,GE31,0,2019-03-31,INR,28827578424979
RBI:CCS_EXP_RN(1.0),N_A,AFY,2019,2018,GE32,0,2019-03-31,INR,20782762651880
RBI:CCS_EXP_RN(1.0),N_A,AFY,2019,2018,GE33,0,2019-03-31,INR,797127654720
RBI:CCS_EXP_RN(1.0),N_A,AFY,2020,2019,GE1,0,2020-03-31,INR,26863300000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2020,2019,GE11,0,2020-03-31,INR,11531874700000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2020,2019,GE12,0,2020-03-31,INR,15331424800000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2020,2019,GE2,0,2020-03-31,INR,34950030000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2020,2019,GE21,0,2020-03-31,INR,21633406092450
RBI:CCS_EXP_RN(1.0),N_A,AFY,2020,2019,GE22,0,2020-03-31,INR,10051627493580
RBI:CCS_EXP_RN(1.0),N_A,AFY,2020,2019,GE23,0,2020-03-31,INR,3264993000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2020,2019,GE3,0,2020-03-31,INR,54108870000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2020,2019,GE31,0,2020-03-31,INR,30744917691160
RBI:CCS_EXP_RN(1.0),N_A,AFY,2020,2019,GE32,0,2020-03-31,INR,22530269193020
RBI:CCS_EXP_RN(1.0),N_A,AFY,2020,2019,GE33,0,2020-03-31,INR,833684161760
RBI:CCS_EXP_RN(1.0),N_A,AFY,2021,2020,GE1,0,2021-03-31,INR,35098360000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2021,2020,GE11,0,2021-03-31,INR,18089810000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2021,2020,GE12,0,2021-03-31,INR,17008550000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2021,2020,GE2,0,2021-03-31,INR,36974920000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2021,2020,GE21,0,2021-03-31,INR,22644710000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2021,2020,GE22,0,2021-03-31,INR,10631620000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2021,2020,GE23,0,2021-03-31,INR,3698590000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2021,2020,GE3,0,2021-03-31,INR,63533590000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2021,2020,GE31,0,2021-03-31,INR,38234230000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2021,2020,GE32,0,2021-03-31,INR,24429410000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2021,2020,GE33,0,2021-03-31,INR,869950000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2022,2021,GE1,0,2022-03-31,INR,37938006300000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2022,2021,GE11,0,2022-03-31,INR,18631160300000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2022,2021,GE12,0,2022-03-31,INR,19306846000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2022,2021,GE2,0,2022-03-31,INR,42299302000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2022,2021,GE21,0,2022-03-31,INR,25989495000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2022,2021,GE22,0,2022-03-31,INR,12041702000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2022,2021,GE23,0,2022-03-31,INR,4268105000000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2022,2021,GE3,0,2022-03-31,INR,70984510578028
RBI:CCS_EXP_RN(1.0),N_A,AFY,2022,2021,GE31,0,2022-03-31,INR,41891462448248
RBI:CCS_EXP_RN(1.0),N_A,AFY,2022,2021,GE32,0,2022-03-31,INR,28103883984460
RBI:CCS_EXP_RN(1.0),N_A,AFY,2022,2021,GE33,0,2022-03-31,INR,989164145320
RBI:CCS_EXP_RN(1.0),N_A,AFY,2023,2022,GE1,0,2023-03-31,INR,41931572300000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2023,2022,GE11,0,2023-03-31,INR,21080516500000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2023,2022,GE12,0,2023-03-31,INR,20851055800000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2023,2022,GE2,0,2023-03-31,INR,47930150106578
RBI:CCS_EXP_RN(1.0),N_A,AFY,2023,2022,GE21,0,2023-03-31,INR,29469216326200
RBI:CCS_EXP_RN(1.0),N_A,AFY,2023,2022,GE22,0,2023-03-31,INR,13305140306925
RBI:CCS_EXP_RN(1.0),N_A,AFY,2023,2022,GE23,0,2023-03-31,INR,5155793473453
RBI:CCS_EXP_RN(1.0),N_A,AFY,2023,2022,GE3,0,2023-03-31,INR,78805216493338
RBI:CCS_EXP_RN(1.0),N_A,AFY,2023,2022,GE31,0,2023-03-31,INR,47016109326200
RBI:CCS_EXP_RN(1.0),N_A,AFY,2023,2022,GE32,0,2023-03-31,INR,30698959406925
RBI:CCS_EXP_RN(1.0),N_A,AFY,2023,2022,GE33,0,2023-03-31,INR,1090147760213
RBI:CCS_EXP_RN(1.0),N_A,AFY,2024,2023,GE1,0,2024-03-31,INR,44904855700000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2024,2023,GE11,0,2024-03-31,INR,22561732600000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2024,2023,GE12,0,2024-03-31,INR,22343123100000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2024,2023,GE2,0,2024-03-31,INR,57711652094980
RBI:CCS_EXP_RN(1.0),N_A,AFY,2024,2023,GE21,0,2024-03-31,INR,36273071782410
RBI:CCS_EXP_RN(1.0),N_A,AFY,2024,2023,GE22,0,2024-03-31,INR,15298867520570
RBI:CCS_EXP_RN(1.0),N_A,AFY,2024,2023,GE23,0,2024-03-31,INR,6139712792000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2024,2023,GE3,0,2024-03-31,INR,91107250231980
RBI:CCS_EXP_RN(1.0),N_A,AFY,2024,2023,GE31,0,2024-03-31,INR,55145839482410
RBI:CCS_EXP_RN(1.0),N_A,AFY,2024,2023,GE32,0,2024-03-31,INR,34672700320570
RBI:CCS_EXP_RN(1.0),N_A,AFY,2024,2023,GE33,0,2024-03-31,INR,1288710429000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2025,2024,GE1,0,2025-03-31,INR,48205120800000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2025,2024,GE11,0,2025-03-31,INR,24139048900000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2025,2024,GE12,0,2025-03-31,INR,24066071900000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2025,2024,GE2,0,2025-03-31,INR,62842986752000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2025,2024,GE21,0,2025-03-31,INR,39294774091000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2025,2024,GE22,0,2025-03-31,INR,16905921996000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2025,2024,GE23,0,2025-03-31,INR,6642290665000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2025,2024,GE3,0,2025-03-31,INR,98007977874000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2025,2024,GE31,0,2025-03-31,INR,58629957291000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2025,2024,GE32,0,2025-03-31,INR,38003211896000
RBI:CCS_EXP_RN(1.0),N_A,AFY,2025,2024,GE33,0,2025-03-31,INR,1374808687000
