DATAFLOW,AUDST,COMP_COUNT,COUNTRYCODE,FREQ,GRWT_RT_RATIOS_RN,REF_TIME_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_REM_EMP,PREV_YR,2015,2014,0,2015-03-31,PT,11.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_SAL,CURR_YR,2015,2014,0,2015-03-31,PT,10.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_SAL,PREV_YR,2015,2014,0,2015-03-31,PT,11.9
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TGA,CURR_YR,2015,2014,0,2015-03-31,PT,13.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TGA,PREV_YR,2015,2014,0,2015-03-31,PT,10.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TNA,CURR_YR,2015,2014,0,2015-03-31,PT,13.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TNA,PREV_YR,2015,2014,0,2015-03-31,PT,9.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TTL_BORRW,CURR_YR,2015,2014,0,2015-03-31,PT,-1.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TTL_BORRW,PREV_YR,2015,2014,0,2015-03-31,PT,11.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TTL_ERN_FC,CURR_YR,2015,2014,0,2015-03-31,PT,15.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TTL_ERN_FC,PREV_YR,2015,2014,0,2015-03-31,PT,-11.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TTL_ERN_FC_EXP,CURR_YR,2015,2014,0,2015-03-31,PT,2.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TTL_ERN_FC_EXP,PREV_YR,2015,2014,0,2015-03-31,PT,-23.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TTL_EXP_FC,CURR_YR,2015,2014,0,2015-03-31,PT,-0.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TTL_EXP_FC,PREV_YR,2015,2014,0,2015-03-31,PT,3.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TTL_EXP_FC_IMP,CURR_YR,2015,2014,0,2015-03-31,PT,0.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TTL_EXP_FC_IMP,PREV_YR,2015,2014,0,2015-03-31,PT,17.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TTL_INC,CURR_YR,2015,2014,0,2015-03-31,PT,10.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_TTL_INC,PREV_YR,2015,2014,0,2015-03-31,PT,14.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_VAL_PROD,CURR_YR,2015,2014,0,2015-03-31,PT,10.9
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,563,MU,AFY,GRP_VAL_PROD,PREV_YR,2015,2014,0,2015-03-31,PT,12.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_BORRW_BNKS,CURR_YR,2015,2014,0,2015-03-31,PT,0.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_BORRW_BNKS,PREV_YR,2015,2014,0,2015-03-31,PT,-9.7
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_CURR_ASST,CURR_YR,2015,2014,0,2015-03-31,PT,14.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_CURR_ASST,PREV_YR,2015,2014,0,2015-03-31,PT,25.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_CURR_LIB,CURR_YR,2015,2014,0,2015-03-31,PT,3.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_CURR_LIB,PREV_YR,2015,2014,0,2015-03-31,PT,38.7
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_DESC_PROV,CURR_YR,2015,2014,0,2015-03-31,PT,34.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_DESC_PROV,PREV_YR,2015,2014,0,2015-03-31,PT,31.9
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_DIV_PAID,CURR_YR,2015,2014,0,2015-03-31,PT,-79.7
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_EBIT,CURR_YR,2015,2014,0,2015-03-31,PT,27.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_EBIT,PREV_YR,2015,2014,0,2015-03-31,PT,7.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_EBITDA,CURR_YR,2015,2014,0,2015-03-31,PT,30.3
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_EBITDA,PREV_YR,2015,2014,0,2015-03-31,PT,20.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_GFA,CURR_YR,2015,2014,0,2015-03-31,PT,18.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_GFA,PREV_YR,2015,2014,0,2015-03-31,PT,7.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_GRS_SAV,CURR_YR,2015,2014,0,2015-03-31,PT,74.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_GRS_SAV,PREV_YR,2015,2014,0,2015-03-31,PT,-25.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_GVA,CURR_YR,2015,2014,0,2015-03-31,PT,22.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_GVA,PREV_YR,2015,2014,0,2015-03-31,PT,14.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_INT_EXP,CURR_YR,2015,2014,0,2015-03-31,PT,21.3
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_INT_EXP,PREV_YR,2015,2014,0,2015-03-31,PT,64.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_INVN,CURR_YR,2015,2014,0,2015-03-31,PT,4.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_INVN,PREV_YR,2015,2014,0,2015-03-31,PT,18.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_LNG_BORRW,CURR_YR,2015,2014,0,2015-03-31,PT,13.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_LNG_BORRW,PREV_YR,2015,2014,0,2015-03-31,PT,31.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_MNF_EXP,CURR_YR,2015,2014,0,2015-03-31,PT,17.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_MNF_EXP,PREV_YR,2015,2014,0,2015-03-31,PT,4.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_NC_LIB,CURR_YR,2015,2014,0,2015-03-31,PT,35.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_NC_LIB,PREV_YR,2015,2014,0,2015-03-31,PT,-5.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_NET_WRT,CURR_YR,2015,2014,0,2015-03-31,PT,27.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_NET_WRT,PREV_YR,2015,2014,0,2015-03-31,PT,6.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_NFA,CURR_YR,2015,2014,0,2015-03-31,PT,21.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_NON_CUR_ASST,CURR_YR,2015,2014,0,2015-03-31,PT,19.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_NON_CUR_ASST,PREV_YR,2015,2014,0,2015-03-31,PT,9.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_NON_OP_SD,CURR_YR,2015,2014,0,2015-03-31,PT,-48.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_NON_OP_SD,PREV_YR,2015,2014,0,2015-03-31,PT,-41.9
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_NVA,CURR_YR,2015,2014,0,2015-03-31,PT,20.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_NVA,PREV_YR,2015,2014,0,2015-03-31,PT,13.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_OP_EXP,CURR_YR,2015,2014,0,2015-03-31,PT,14.7
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_OP_EXP,PREV_YR,2015,2014,0,2015-03-31,PT,7.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_PAT,CURR_YR,2015,2014,0,2015-03-31,PT,22.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_PAT,PREV_YR,2015,2014,0,2015-03-31,PT,-4.3
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_PBT,CURR_YR,2015,2014,0,2015-03-31,PT,20.7
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_PBT,PREV_YR,2015,2014,0,2015-03-31,PT,-5.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_PBT_NON_OP_SD,CURR_YR,2015,2014,0,2015-03-31,PT,28.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_PBT_NON_OP_SD,PREV_YR,2015,2014,0,2015-03-31,PT,2.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_PFT_RET,CURR_YR,2015,2014,0,2015-03-31,PT,91.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_REM_EMP,CURR_YR,2015,2014,0,2015-03-31,PT,12.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_REM_EMP,PREV_YR,2015,2014,0,2015-03-31,PT,11.3
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_SAL,CURR_YR,2015,2014,0,2015-03-31,PT,18.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_SAL,PREV_YR,2015,2014,0,2015-03-31,PT,11.9
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TGA,CURR_YR,2015,2014,0,2015-03-31,PT,15.9
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TGA,PREV_YR,2015,2014,0,2015-03-31,PT,19.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TNA,CURR_YR,2015,2014,0,2015-03-31,PT,16.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TNA,PREV_YR,2015,2014,0,2015-03-31,PT,18.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TTL_BORRW,CURR_YR,2015,2014,0,2015-03-31,PT,-7.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TTL_BORRW,PREV_YR,2015,2014,0,2015-03-31,PT,72.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TTL_ERN_FC,CURR_YR,2015,2014,0,2015-03-31,PT,31.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TTL_ERN_FC,PREV_YR,2015,2014,0,2015-03-31,PT,-5.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TTL_ERN_FC_EXP,CURR_YR,2015,2014,0,2015-03-31,PT,64.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TTL_ERN_FC_EXP,PREV_YR,2015,2014,0,2015-03-31,PT,-35.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TTL_EXP_FC,CURR_YR,2015,2014,0,2015-03-31,PT,-2.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TTL_EXP_FC,PREV_YR,2015,2014,0,2015-03-31,PT,26.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TTL_EXP_FC_IMP,CURR_YR,2015,2014,0,2015-03-31,PT,2.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TTL_EXP_FC_IMP,PREV_YR,2015,2014,0,2015-03-31,PT,16.3
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TTL_INC,CURR_YR,2015,2014,0,2015-03-31,PT,16.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_TTL_INC,PREV_YR,2015,2014,0,2015-03-31,PT,6.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_VAL_PROD,CURR_YR,2015,2014,0,2015-03-31,PT,17.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,149,NL,AFY,GRP_VAL_PROD,PREV_YR,2015,2014,0,2015-03-31,PT,9.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_BORRW_BNKS,CURR_YR,2015,2014,0,2015-03-31,PT,5.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_BORRW_BNKS,PREV_YR,2015,2014,0,2015-03-31,PT,-12.7
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_CURR_ASST,CURR_YR,2015,2014,0,2015-03-31,PT,10.7
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_CURR_ASST,PREV_YR,2015,2014,0,2015-03-31,PT,-1.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_CURR_LIB,CURR_YR,2015,2014,0,2015-03-31,PT,-0.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_CURR_LIB,PREV_YR,2015,2014,0,2015-03-31,PT,8.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_DESC_PROV,CURR_YR,2015,2014,0,2015-03-31,PT,11.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_DESC_PROV,PREV_YR,2015,2014,0,2015-03-31,PT,11.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_EBIT,CURR_YR,2015,2014,0,2015-03-31,PT,12.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_EBIT,PREV_YR,2015,2014,0,2015-03-31,PT,3.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_EBITDA,CURR_YR,2015,2014,0,2015-03-31,PT,5.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_EBITDA,PREV_YR,2015,2014,0,2015-03-31,PT,3.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_GFA,CURR_YR,2015,2014,0,2015-03-31,PT,12.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_GFA,PREV_YR,2015,2014,0,2015-03-31,PT,8.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_GRS_SAV,CURR_YR,2015,2014,0,2015-03-31,PT,0.7
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_GRS_SAV,PREV_YR,2015,2014,0,2015-03-31,PT,5.7
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_GVA,CURR_YR,2015,2014,0,2015-03-31,PT,7.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_GVA,PREV_YR,2015,2014,0,2015-03-31,PT,5.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_INT_EXP,CURR_YR,2015,2014,0,2015-03-31,PT,9.7
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_INT_EXP,PREV_YR,2015,2014,0,2015-03-31,PT,13.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_INVN,CURR_YR,2015,2014,0,2015-03-31,PT,7.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_INVN,PREV_YR,2015,2014,0,2015-03-31,PT,58.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_LNG_BORRW,CURR_YR,2015,2014,0,2015-03-31,PT,11.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_LNG_BORRW,PREV_YR,2015,2014,0,2015-03-31,PT,0.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_MNF_EXP,CURR_YR,2015,2014,0,2015-03-31,PT,10.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_MNF_EXP,PREV_YR,2015,2014,0,2015-03-31,PT,1.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_NC_LIB,CURR_YR,2015,2014,0,2015-03-31,PT,8.7
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_NC_LIB,PREV_YR,2015,2014,0,2015-03-31,PT,0.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_NET_WRT,CURR_YR,2015,2014,0,2015-03-31,PT,19.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_NET_WRT,PREV_YR,2015,2014,0,2015-03-31,PT,3.9
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_NFA,CURR_YR,2015,2014,0,2015-03-31,PT,11.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_NFA,PREV_YR,2015,2014,0,2015-03-31,PT,4.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_NON_CUR_ASST,CURR_YR,2015,2014,0,2015-03-31,PT,6.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_NON_CUR_ASST,PREV_YR,2015,2014,0,2015-03-31,PT,11.7
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_NON_OP_SD,PREV_YR,2015,2014,0,2015-03-31,PT,90.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_NVA,CURR_YR,2015,2014,0,2015-03-31,PT,7.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_NVA,PREV_YR,2015,2014,0,2015-03-31,PT,4.3
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_OP_EXP,CURR_YR,2015,2014,0,2015-03-31,PT,10.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_OP_EXP,PREV_YR,2015,2014,0,2015-03-31,PT,4.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_PAT,CURR_YR,2015,2014,0,2015-03-31,PT,19.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_PAT,PREV_YR,2015,2014,0,2015-03-31,PT,-0.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_PBT,CURR_YR,2015,2014,0,2015-03-31,PT,22.3
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_PBT,PREV_YR,2015,2014,0,2015-03-31,PT,1.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_PBT_NON_OP_SD,CURR_YR,2015,2014,0,2015-03-31,PT,13.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_PBT_NON_OP_SD,PREV_YR,2015,2014,0,2015-03-31,PT,-0.1
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_PFT_RET,CURR_YR,2015,2014,0,2015-03-31,PT,-4.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_REM_EMP,CURR_YR,2015,2014,0,2015-03-31,PT,9.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_REM_EMP,PREV_YR,2015,2014,0,2015-03-31,PT,8.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_SAL,CURR_YR,2015,2014,0,2015-03-31,PT,7.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_SAL,PREV_YR,2015,2014,0,2015-03-31,PT,7.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TGA,CURR_YR,2015,2014,0,2015-03-31,PT,9.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TGA,PREV_YR,2015,2014,0,2015-03-31,PT,6.3
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TNA,CURR_YR,2015,2014,0,2015-03-31,PT,8.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TNA,PREV_YR,2015,2014,0,2015-03-31,PT,4.9
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TTL_BORRW,CURR_YR,2015,2014,0,2015-03-31,PT,7.9
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TTL_BORRW,PREV_YR,2015,2014,0,2015-03-31,PT,4.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TTL_ERN_FC,CURR_YR,2015,2014,0,2015-03-31,PT,-16.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TTL_ERN_FC,PREV_YR,2015,2014,0,2015-03-31,PT,8.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TTL_ERN_FC_EXP,CURR_YR,2015,2014,0,2015-03-31,PT,-2.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TTL_ERN_FC_EXP,PREV_YR,2015,2014,0,2015-03-31,PT,1.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TTL_EXP_FC,CURR_YR,2015,2014,0,2015-03-31,PT,-26.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TTL_EXP_FC,PREV_YR,2015,2014,0,2015-03-31,PT,10.8
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TTL_EXP_FC_IMP,CURR_YR,2015,2014,0,2015-03-31,PT,-21.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TTL_EXP_FC_IMP,PREV_YR,2015,2014,0,2015-03-31,PT,-5.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TTL_INC,CURR_YR,2015,2014,0,2015-03-31,PT,11.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_TTL_INC,PREV_YR,2015,2014,0,2015-03-31,PT,4.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_VAL_PROD,CURR_YR,2015,2014,0,2015-03-31,PT,9.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,714,OTH,AFY,GRP_VAL_PROD,PREV_YR,2015,2014,0,2015-03-31,PT,4.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,383,SG,AFY,GRP_BORRW_BNKS,CURR_YR,2015,2014,0,2015-03-31,PT,35.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,383,SG,AFY,GRP_BORRW_BNKS,PREV_YR,2015,2014,0,2015-03-31,PT,49.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,383,SG,AFY,GRP_CURR_ASST,CURR_YR,2015,2014,0,2015-03-31,PT,23.2
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,383,SG,AFY,GRP_CURR_ASST,PREV_YR,2015,2014,0,2015-03-31,PT,23.3
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,383,SG,AFY,GRP_CURR_LIB,CURR_YR,2015,2014,0,2015-03-31,PT,14.9
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,383,SG,AFY,GRP_CURR_LIB,PREV_YR,2015,2014,0,2015-03-31,PT,42.5
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,383,SG,AFY,GRP_DESC_PROV,CURR_YR,2015,2014,0,2015-03-31,PT,54.6
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,383,SG,AFY,GRP_DESC_PROV,PREV_YR,2015,2014,0,2015-03-31,PT,51.0
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,383,SG,AFY,GRP_DIV_PAID,CURR_YR,2015,2014,0,2015-03-31,PT,-18.4
RBI:GRWT_RT_INDCO_FDI_RN(1.0),N_A,383,SG,AFY,GRP_EBIT,CURR_YR,2015,2014,0,2015-03-31,PT,-81.9
