DATAFLOW,AUDST,COMP_COUNT,COUNTRYCODE,FREQ,REF_TIME_RN,REPYEAREND,REPYEARSTART,TYP_FIN_RT_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,CURR_YR,2014,2013,SUFR_GFAF_TUF,0,2014-03-31,PT,40.904440535911
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,CURR_YR,2014,2013,SUFR_GS_GCF,0,2014-03-31,PT,168.195583987462
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,CURR_YR,2014,2013,SUFR_IBB_TES,0,2014-03-31,PT,-1.795669035711
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,AUTR_EXP_SAL,0,2014-03-31,PT,10.095125283132
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,AUTR_INV_SAL,0,2014-03-31,PT,13.03109249169
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,AUTR_TR_SAL,0,2014-03-31,PT,14.742936101621
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,CSR_DEB_EQT,0,2014-03-31,PT,8.981568574536
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,CSR_NFA_TNA,0,2014-03-31,PT,42.654456481407
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,CSR_NW_TNA,0,2014-03-31,PT,52.383460007613
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,CSR_STBB_INV,0,2014-03-31,PT,9.348037593012
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,CSR_TB_EQT,0,2014-03-31,PT,14.552597596418
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,ER_CRM_TE,0,2014-03-31,PT,48.671942940565
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,ER_ICR,0,2014-03-31,PT,25.27481030272
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,ER_IP_TE,0,2014-03-31,PT,0.601602142835
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,ER_RTE_TE,0,2014-03-31,PT,8.570928394841
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,LR_CA_CL,0,2014-03-31,PT,1.409618271896
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,LR_CA_TNA,0,2014-03-31,PT,52.547936070041
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,LR_QA_CL,0,2014-03-31,PT,74.868354001539
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,LR_TP_CA,0,2014-03-31,PT,32.201538661582
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,PPAR_DIV_NW,0,2014-03-31,PT,8.411542832012
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,PPAR_EBD_SAL,0,2014-03-31,PT,14.8601256534
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,PPAR_GP_SAL,0,2014-03-31,PT,13.580978036237
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,PPAR_GP_TNA,0,2014-03-31,PT,14.620851690983
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,PPAR_OD_TO_OPC,0,2014-03-31,PT,157.799445437603
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,PPAR_PAT_SAL,0,2014-03-31,PT,9.578404720722
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,PPAR_PAT_TNW,0,2014-03-31,PT,19.685236083959
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,PPAR_PR_PAT,0,2014-03-31,PT,51.57567348695
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_TO_PREV,2014,2013,PPAR_TP_PBT,0,2014-03-31,PT,28.510960512435
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,AUTR_EXP_SAL,0,2014-03-31,PT,7.497409944649
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,AUTR_GVA_GFA,0,2014-03-31,PT,44.025561905963
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,AUTR_INV_SAL,0,2014-03-31,PT,13.501853398778
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,AUTR_SAL_GFA,0,2014-03-31,PT,179.726525266674
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,AUTR_SAL_TNA,0,2014-03-31,PT,88.493344892267
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,AUTR_TR_SAL,0,2014-03-31,PT,15.209121238528
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,CSR_DEB_EQT,0,2014-03-31,PT,10.318328845286
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,CSR_NFA_TNA,0,2014-03-31,PT,40.35518886426
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,CSR_NW_TNA,0,2014-03-31,PT,52.365949705795
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,CSR_STBB_INV,0,2014-03-31,PT,24.718617073143
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,CSR_TB_EQT,0,2014-03-31,PT,20.501402122064
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,ER_CRM_TE,0,2014-03-31,PT,47.0351440893
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,ER_ICR,0,2014-03-31,PT,20.73136126561
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,ER_IP_TE,0,2014-03-31,PT,0.744687525904
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,ER_RTE_TE,0,2014-03-31,PT,8.910014092974
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,LR_CA_CL,0,2014-03-31,PT,1.495129045022
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,LR_CA_TNA,0,2014-03-31,PT,54.587644803707
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,LR_QA_CL,0,2014-03-31,PT,74.996693554833
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,LR_TP_CA,0,2014-03-31,PT,28.52339185017
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,PPAR_DIV_NW,0,2014-03-31,PT,7.111797242169
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,PPAR_EBD_SAL,0,2014-03-31,PT,15.648271431107
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,PPAR_GP_SAL,0,2014-03-31,PT,13.875817196568
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,PPAR_GP_TNA,0,2014-03-31,PT,14.926015863314
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,PPAR_OD_TO_OPC,0,2014-03-31,PT,147.301265406519
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,PPAR_PAT_SAL,0,2014-03-31,PT,8.673461767181
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,PPAR_PAT_TNW,0,2014-03-31,PT,17.816763422442
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,PPAR_PR_PAT,0,2014-03-31,PT,54.378012540561
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,PPAR_TP_PBT,0,2014-03-31,PT,31.211558354339
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,SUFR_ESF_TSF,0,2014-03-31,PT,93.160750739266
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,SUFR_GCF_TUF,0,2014-03-31,PT,5.253016965586
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,SUFR_GFAF_TUF,0,2014-03-31,PT,-8.942653151059
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,SUFR_GS_GCF,0,2014-03-31,PT,-393.334118158294
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,31,CH,AFY,PREV_YR,2014,2013,SUFR_IBB_TES,0,2014-03-31,PT,31.867445093817
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,AUTR_EXP_SAL,0,2014-03-31,PT,10.533254717829
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,AUTR_GVA_GFA,0,2014-03-31,PT,46.007404977784
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,AUTR_INV_SAL,0,2014-03-31,PT,14.398762401043
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,AUTR_SAL_GFA,0,2014-03-31,PT,216.131182844171
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,AUTR_SAL_TNA,0,2014-03-31,PT,104.699159507547
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,AUTR_TR_SAL,0,2014-03-31,PT,23.378890152485
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,CSR_DEB_EQT,0,2014-03-31,PT,12.087760979032
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,CSR_NFA_TNA,0,2014-03-31,PT,26.124870220181
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,CSR_NW_TNA,0,2014-03-31,PT,51.548415176916
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,CSR_STBB_INV,0,2014-03-31,PT,8.160117399991
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,CSR_TB_EQT,0,2014-03-31,PT,20.259286829933
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,ER_CRM_TE,0,2014-03-31,PT,54.84059782678
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,ER_ICR,0,2014-03-31,PT,6.471730512657
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,ER_IP_TE,0,2014-03-31,PT,1.090619423044
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,ER_RTE_TE,0,2014-03-31,PT,11.550598042947
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,LR_CA_CL,0,2014-03-31,PT,1.538518079919
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,LR_CA_TNA,0,2014-03-31,PT,1.538518079919
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,LR_QA_CL,0,2014-03-31,PT,1.538518079919
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,LR_TP_CA,0,2014-03-31,PT,1.538518079919
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,PPAR_DIV_NW,0,2014-03-31,PT,2.965357366388
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,PPAR_EBD_SAL,0,2014-03-31,PT,8.741988593995
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,PPAR_GP_SAL,0,2014-03-31,PT,6.820665843458
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,PPAR_GP_TNA,0,2014-03-31,PT,6.921011834161
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,PPAR_OD_TO_OPC,0,2014-03-31,PT,26.794715491097
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,PPAR_PAT_SAL,0,2014-03-31,PT,4.316269059226
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,PPAR_PAT_TNW,0,2014-03-31,PT,8.496420732097
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,PPAR_PR_PAT,0,2014-03-31,PT,65.8447236594
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,PPAR_TP_PBT,0,2014-03-31,PT,31.15911566726
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,SUFR_ESF_TSF,0,2014-03-31,PT,31.595191016931
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,SUFR_GCF_TUF,0,2014-03-31,PT,67.473358621952
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,SUFR_GFAF_TUF,0,2014-03-31,PT,54.972344963402
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,SUFR_GS_GCF,0,2014-03-31,PT,97.367925905082
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,CURR_YR,2014,2013,SUFR_IBB_TES,0,2014-03-31,PT,4.174200912033
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,AUTR_EXP_SAL,0,2014-03-31,PT,8.297761707629
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,AUTR_INV_SAL,0,2014-03-31,PT,12.917417010865
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,AUTR_TR_SAL,0,2014-03-31,PT,21.628049512238
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,CSR_DEB_EQT,0,2014-03-31,PT,10.888731219353
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,CSR_NFA_TNA,0,2014-03-31,PT,24.791188395389
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,CSR_NW_TNA,0,2014-03-31,PT,50.336051062308
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,CSR_STBB_INV,0,2014-03-31,PT,5.825482593855
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,CSR_TB_EQT,0,2014-03-31,PT,17.781026017439
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,ER_CRM_TE,0,2014-03-31,PT,57.698810475119
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,ER_ICR,0,2014-03-31,PT,13.73645375576
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,ER_IP_TE,0,2014-03-31,PT,0.889733192186
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,ER_RTE_TE,0,2014-03-31,PT,9.586397846393
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,LR_CA_CL,0,2014-03-31,PT,1.560036079949
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,LR_CA_TNA,0,2014-03-31,PT,64.17302042794
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,LR_QA_CL,0,2014-03-31,PT,89.396340255401
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,LR_TP_CA,0,2014-03-31,PT,30.588725203655
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,PPAR_DIV_NW,0,2014-03-31,PT,4.782925087351
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,PPAR_EBD_SAL,0,2014-03-31,PT,12.100401267423
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,PPAR_GP_SAL,0,2014-03-31,PT,11.322269433781
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,PPAR_GP_TNA,0,2014-03-31,PT,12.649416502529
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,PPAR_OD_TO_OPC,0,2014-03-31,PT,46.617592417182
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,PPAR_PAT_SAL,0,2014-03-31,PT,7.434640238044
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,PPAR_PAT_TNW,0,2014-03-31,PT,16.501287215669
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,PPAR_PR_PAT,0,2014-03-31,PT,68.526429145441
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_TO_PREV,2014,2013,PPAR_TP_PBT,0,2014-03-31,PT,31.206205441747
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,AUTR_EXP_SAL,0,2014-03-31,PT,8.050992151417
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,AUTR_GVA_GFA,0,2014-03-31,PT,70.715190942389
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,AUTR_INV_SAL,0,2014-03-31,PT,13.012770596839
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,AUTR_SAL_GFA,0,2014-03-31,PT,341.056624752417
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,AUTR_SAL_TNA,0,2014-03-31,PT,174.810264667133
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,AUTR_TR_SAL,0,2014-03-31,PT,22.236834235945
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,CSR_DEB_EQT,0,2014-03-31,PT,10.839348034017
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,CSR_NFA_TNA,0,2014-03-31,PT,25.789585756287
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,CSR_NW_TNA,0,2014-03-31,PT,50.364877865565
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,CSR_STBB_INV,0,2014-03-31,PT,7.124712263456
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,CSR_TB_EQT,0,2014-03-31,PT,19.833789836515
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,ER_CRM_TE,0,2014-03-31,PT,56.269256372418
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,ER_ICR,0,2014-03-31,PT,8.678270095702
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,ER_IP_TE,0,2014-03-31,PT,0.992082391087
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,ER_RTE_TE,0,2014-03-31,PT,10.314488826599
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,LR_CA_CL,0,2014-03-31,PT,1.511691547801
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,LR_CA_TNA,0,2014-03-31,PT,62.4445266618
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,LR_QA_CL,0,2014-03-31,PT,86.581541454188
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,LR_TP_CA,0,2014-03-31,PT,31.614593465845
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,PPAR_DIV_NW,0,2014-03-31,PT,3.392784850743
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,PPAR_EBD_SAL,0,2014-03-31,PT,9.751238967745
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,PPAR_GP_SAL,0,2014-03-31,PT,8.175497951189
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,PPAR_GP_TNA,0,2014-03-31,PT,9.00090364836
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,PPAR_OD_TO_OPC,0,2014-03-31,PT,32.286719728952
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,PPAR_PAT_SAL,0,2014-03-31,PT,4.951115472544
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,PPAR_PAT_TNW,0,2014-03-31,PT,10.822987799591
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,PPAR_PR_PAT,0,2014-03-31,PT,67.110673286712
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,PPAR_TP_PBT,0,2014-03-31,PT,33.907653139434
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,SUFR_ESF_TSF,0,2014-03-31,PT,37.135229722694
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,SUFR_GCF_TUF,0,2014-03-31,PT,45.402184842874
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,SUFR_GFAF_TUF,0,2014-03-31,PT,33.630513569417
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,SUFR_GS_GCF,0,2014-03-31,PT,16.877234483118
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,59,DE,AFY,PREV_YR,2014,2013,SUFR_IBB_TES,0,2014-03-31,PT,6.220224101307
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,AUTR_EXP_SAL,0,2014-03-31,PT,16.540739632943
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,AUTR_GVA_GFA,0,2014-03-31,PT,30.101986426936
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,AUTR_INV_SAL,0,2014-03-31,PT,18.010884886235
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,AUTR_SAL_GFA,0,2014-03-31,PT,129.704849636676
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,AUTR_SAL_TNA,0,2014-03-31,PT,83.673488732108
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,AUTR_TR_SAL,0,2014-03-31,PT,12.954222843986
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,CSR_DEB_EQT,0,2014-03-31,PT,16.045187582834
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,CSR_NFA_TNA,0,2014-03-31,PT,42.213391460905
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,CSR_NW_TNA,0,2014-03-31,PT,64.239921707557
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,CSR_STBB_INV,0,2014-03-31,PT,8.354690867655
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,CSR_TB_EQT,0,2014-03-31,PT,20.213603693585
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,ER_CRM_TE,0,2014-03-31,PT,48.636005790369
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,ER_ICR,0,2014-03-31,PT,6.675530671873
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,ER_IP_TE,0,2014-03-31,PT,1.544558957341
RBI:FIN_RATIOS_COUN_RN(1.0),N_A,22,FR,AFY,CURR_YR,2014,2013,ER_RTE_TE,0,2014-03-31,PT,10.29675916982
