DATAFLOW,AUDST,COMP_COUNT,FREQ,GRWT_RT_RATIOS_RN,IND_TYP_RN,REF_TIME_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_DESC_PROV,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,8.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_DESC_PROV,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,11.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_DESC_PROV,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,18.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_DESC_PROV,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,20.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_DIV_PAID,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,253.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_DIV_PAID,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,138.7
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_DIV_PAID,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,14.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_DIV_PAID,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,22.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_EBIT,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,35.3
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_EBIT,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,32.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_EBIT,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,9.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_EBIT,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,7.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_EBITDA,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,19.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_EBITDA,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,27.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_EBITDA,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,11.8
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_EBITDA,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,9.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_GFA,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,14.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_GFA,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,12.7
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_GFA,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,13.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_GFA,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,11.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_GRS_SAV,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,4.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_GRS_SAV,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,17.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_GRS_SAV,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,11.4
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_GRS_SAV,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,7.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_GVA,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,11.4
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_GVA,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,17.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_GVA,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,12.4
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_GVA,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,12.8
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_INT_EXP,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,7.8
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_INT_EXP,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,23.8
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_INT_EXP,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,20.4
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_INT_EXP,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,29.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_INVN,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,11.8
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_INVN,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,10.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_INVN,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,9.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_INVN,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,8.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_LNG_BORRW,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,16.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_LNG_BORRW,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,11.3
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_LNG_BORRW,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,15.4
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_LNG_BORRW,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,9.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_MNF_EXP,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,15.7
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_MNF_EXP,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,-9.4
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_MNF_EXP,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,8.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_MNF_EXP,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,15.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_NC_LIB,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,16.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_NC_LIB,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,13.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_NC_LIB,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,12.8
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_NC_LIB,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,9.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_NET_WRT,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,16.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_NET_WRT,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,18.7
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_NET_WRT,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,14.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_NET_WRT,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,7.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_NFA,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,12.3
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_NFA,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,10.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_NFA,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,15.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_NFA,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,7.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_NON_CUR_ASST,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,11.3
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_NON_CUR_ASST,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,21.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_NON_CUR_ASST,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,18.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_NON_CUR_ASST,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,9.4
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_NON_OP_SD,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,-14.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_NON_OP_SD,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,-50.4
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_NVA,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,11.8
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_NVA,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,18.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_NVA,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,11.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_NVA,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,11.4
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_OP_EXP,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,11.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_OP_EXP,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,2.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_OP_EXP,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,9.7
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_OP_EXP,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,14.4
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_PAT,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,62.3
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_PAT,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,47.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_PAT,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,7.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_PAT,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,5.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_PBT,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,50.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_PBT,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,25.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_PBT,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,7.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_PBT,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,6.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_PBT_NON_OP_SD,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,54.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_PBT_NON_OP_SD,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,40.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_PBT_NON_OP_SD,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,4.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_PBT_NON_OP_SD,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,1.3
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_PFT_RET,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,-2.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_PFT_RET,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,30.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_PFT_RET,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,1.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_PFT_RET,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,-7.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_REM_EMP,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,4.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_REM_EMP,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,14.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_REM_EMP,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,14.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_REM_EMP,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,17.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_SAL,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,13.7
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_SAL,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,4.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_SAL,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,10.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_SAL,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,14.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TGA,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,16.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TGA,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,18.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TGA,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,13.7
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TGA,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,11.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TNA,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,15.7
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TNA,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,18.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TNA,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,14.3
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TNA,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,9.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TTL_BORRW,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,15.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TTL_BORRW,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,20.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TTL_BORRW,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,14.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TTL_BORRW,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,10.7
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TTL_ERN_FC,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,32.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TTL_ERN_FC,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,-22.7
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TTL_ERN_FC,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,16.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TTL_ERN_FC,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,19.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TTL_ERN_FC_EXP,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,38.8
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TTL_ERN_FC_EXP,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,-20.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TTL_ERN_FC_EXP,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,21.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TTL_ERN_FC_EXP,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,18.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TTL_EXP_FC,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,13.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TTL_EXP_FC,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,7.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TTL_EXP_FC,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,13.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TTL_EXP_FC,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,18.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TTL_EXP_FC_IMP,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,16.7
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TTL_EXP_FC_IMP,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,-2.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TTL_EXP_FC_IMP,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,10.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TTL_EXP_FC_IMP,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,17.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TTL_INC,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,13.8
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_TTL_INC,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,4.3
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TTL_INC,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,10.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_TTL_INC,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,14.4
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_VAL_PROD,PRV,CURR_YR,2014,2013,0,2014-03-31,PT,12.7
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,410,AFY,GRP_VAL_PROD,PRV,PREV_YR,2014,2013,0,2014-03-31,PT,4.4
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_VAL_PROD,PUB,CURR_YR,2014,2013,0,2014-03-31,PT,10.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,547,AFY,GRP_VAL_PROD,PUB,PREV_YR,2014,2013,0,2014-03-31,PT,13.7
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_BORRW_BNKS,PRV,CURR_YR,2015,2014,0,2015-03-31,PT,11.8
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_BORRW_BNKS,PUB,CURR_YR,2015,2014,0,2015-03-31,PT,-0.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_BORRW_BNKS,PUB,PREV_YR,2015,2014,0,2015-03-31,PT,8.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_CURR_ASST,PRV,CURR_YR,2015,2014,0,2015-03-31,PT,16.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_CURR_ASST,PRV,PREV_YR,2015,2014,0,2015-03-31,PT,14.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_CURR_ASST,PUB,CURR_YR,2015,2014,0,2015-03-31,PT,17.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_CURR_ASST,PUB,PREV_YR,2015,2014,0,2015-03-31,PT,5.3
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_CURR_LIB,PRV,CURR_YR,2015,2014,0,2015-03-31,PT,10.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_CURR_LIB,PRV,PREV_YR,2015,2014,0,2015-03-31,PT,18.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_CURR_LIB,PUB,CURR_YR,2015,2014,0,2015-03-31,PT,10.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_CURR_LIB,PUB,PREV_YR,2015,2014,0,2015-03-31,PT,14.4
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_DESC_PROV,PRV,CURR_YR,2015,2014,0,2015-03-31,PT,24.8
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_DESC_PROV,PRV,PREV_YR,2015,2014,0,2015-03-31,PT,22.8
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_DESC_PROV,PUB,CURR_YR,2015,2014,0,2015-03-31,PT,15.3
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_DESC_PROV,PUB,PREV_YR,2015,2014,0,2015-03-31,PT,20.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_DIV_PAID,PRV,CURR_YR,2015,2014,0,2015-03-31,PT,116.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_DIV_PAID,PUB,CURR_YR,2015,2014,0,2015-03-31,PT,-4.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_EBIT,PRV,CURR_YR,2015,2014,0,2015-03-31,PT,8.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_EBIT,PRV,PREV_YR,2015,2014,0,2015-03-31,PT,11.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_EBIT,PUB,CURR_YR,2015,2014,0,2015-03-31,PT,16.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_EBIT,PUB,PREV_YR,2015,2014,0,2015-03-31,PT,15.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_GFA,PRV,CURR_YR,2015,2014,0,2015-03-31,PT,15.5
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_GFA,PRV,PREV_YR,2015,2014,0,2015-03-31,PT,14.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_GFA,PUB,CURR_YR,2015,2014,0,2015-03-31,PT,8.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_GFA,PUB,PREV_YR,2015,2014,0,2015-03-31,PT,19.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_GRS_SAV,PRV,CURR_YR,2015,2014,0,2015-03-31,PT,-0.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_GRS_SAV,PRV,PREV_YR,2015,2014,0,2015-03-31,PT,-2.8
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_GRS_SAV,PUB,CURR_YR,2015,2014,0,2015-03-31,PT,24.3
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_GRS_SAV,PUB,PREV_YR,2015,2014,0,2015-03-31,PT,13.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_GVA,PRV,CURR_YR,2015,2014,0,2015-03-31,PT,15.6
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_GVA,PRV,PREV_YR,2015,2014,0,2015-03-31,PT,14.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_GVA,PUB,CURR_YR,2015,2014,0,2015-03-31,PT,15.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_GVA,PUB,PREV_YR,2015,2014,0,2015-03-31,PT,15.9
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_INT_EXP,PRV,CURR_YR,2015,2014,0,2015-03-31,PT,17.0
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_INT_EXP,PRV,PREV_YR,2015,2014,0,2015-03-31,PT,20.1
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_INT_EXP,PUB,CURR_YR,2015,2014,0,2015-03-31,PT,1.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,327,AFY,GRP_INT_EXP,PUB,PREV_YR,2015,2014,0,2015-03-31,PT,32.2
RBI:GRWT_RT_INDCT_FDI_RN(1.0),N_A,2993,AFY,GRP_INVN,PRV,CURR_YR,2015,2014,0,2015-03-31,PT,8.6
